family	cohort	stratum	covariates	method	outcome	cut	predictor_cut	predictor	effect	p	aux	n	n_high	n_low
quantile	LUAD	krt_low	KRT5_6_14_S100A8_A9	spearman	CD3D	0.1	residual	TACSTD2	-0.27218934911242604	0.08984629795497216	0.02575037180878713	258	26	26
quantile	LUAD	krt_low	KRT5_6_14_S100A8_A9	spearman	CD3D	0.1	residual	CLDN4	-0.10355029585798817	0.5222999980781202	0.026194415730972576	258	26	26
quantile	LUAD	krt_low	KRT5_6_14_S100A8_A9	spearman	CD3D	0.1	residual	CLDN7	-0.3994082840236686	0.006466518202205863	0.02151270721505657	258	26	26
quantile	LUSC	krt_low	KRT5_6_14_S100A8_A9	spearman	CD3D	0.1	residual	TACSTD2	-0.2736	0.08437438001059788	0.02513194097777778	250	25	25
quantile	LUSC	krt_low	KRT5_6_14_S100A8_A9	spearman	CD3D	0.1	residual	CLDN4	-0.4432	0.0025489445910929554	0.021573154133333335	250	25	25
quantile	LUSC	krt_low	KRT5_6_14_S100A8_A9	spearman	CD3D	0.1	residual	CLDN7	-0.28	0.07549462393202383	0.024815466666666664	250	25	25
quantile	BRCA	krt_low	KRT5_6_14_S100A8_A9	spearman	CD3D	0.1	residual	TACSTD2	-0.2271074380165289	0.034815095514321374	0.011579531051427882	547	55	55
quantile	BRCA	krt_low	KRT5_6_14_S100A8_A9	spearman	CD3D	0.1	residual	CLDN4	-0.10611570247933884	0.3352193924682825	0.012125984073121052	547	55	55
quantile	BRCA	krt_low	KRT5_6_14_S100A8_A9	spearman	CD3D	0.1	residual	CLDN7	-0.23702479338842974	0.026712537124365138	0.011443750913314368	547	55	55
quantile	CESC	krt_low	KRT5_6_14_S100A8_A9	spearman	CD3D	0.1	residual	TACSTD2	-0.609375	0.00011582933273540124	0.024990098741319446	152	16	16
quantile	CESC	krt_low	KRT5_6_14_S100A8_A9	spearman	CD3D	0.1	residual	CLDN4	-0.234375	0.24392100304824726	0.04045667860243055	152	16	16
quantile	CESC	krt_low	KRT5_6_14_S100A8_A9	spearman	CD3D	0.1	residual	CLDN7	-0.1875	0.36372399319443005	0.04261393229166667	152	16	16
quantile	KIRC	krt_low	KRT5_6_14_S100A8_A9	spearman	CD3D	0.1	residual	TACSTD2	-0.06721536351165981	0.6817850248141322	0.026872555436910146	266	27	27
quantile	KIRC	krt_low	KRT5_6_14_S100A8_A9	spearman	CD3D	0.1	residual	CLDN4	-0.47050754458161864	0.0007192110628765359	0.0193529731452242	266	27	27
quantile	KIRC	krt_low	KRT5_6_14_S100A8_A9	spearman	CD3D	0.1	residual	CLDN7	-0.1467764060356653	0.3529826358620163	0.02497179997772364	266	27	27
quantile	STAD	krt_low	KRT5_6_14_S100A8_A9	spearman	CD3D	0.1	residual	TACSTD2	-0.015873015873015872	0.9306607138252189	0.03327704677234965	206	21	21
quantile	STAD	krt_low	KRT5_6_14_S100A8_A9	spearman	CD3D	0.1	residual	CLDN4	-0.23356009070294784	0.18555263600549887	0.031125709183000127	206	21	21
quantile	STAD	krt_low	KRT5_6_14_S100A8_A9	spearman	CD3D	0.1	residual	CLDN7	-0.10204081632653061	0.5760913188751751	0.033309181139251944	206	21	21
quantile	BLCA	krt_low	KRT5_6_14_S100A8_A9	spearman	CD3D	0.1	residual	TACSTD2	-0.36961451247165533	0.02444461172324959	0.026984019249279092	203	21	21
quantile	BLCA	krt_low	KRT5_6_14_S100A8_A9	spearman	CD3D	0.1	residual	CLDN4	-0.35147392290249435	0.03698697597017691	0.0283920010793073	203	21	21
quantile	BLCA	krt_low	KRT5_6_14_S100A8_A9	spearman	CD3D	0.1	residual	CLDN7	-0.47845804988662133	0.0021851746683301107	0.024386879756401716	203	21	21
quantile	PAAD	krt_low	KRT5_6_14_S100A8_A9	spearman	CD3D	0.1	residual	TACSTD2				89	9	9
quantile	PAAD	krt_low	KRT5_6_14_S100A8_A9	spearman	CD3D	0.1	residual	CLDN4				89	9	9
quantile	PAAD	krt_low	KRT5_6_14_S100A8_A9	spearman	CD3D	0.1	residual	CLDN7				89	9	9
