stratum	covariates	method	outcome	effect_TACSTD2	fe_TACSTD2	p_TACSTD2	I2_TACSTD2	ci_low_TACSTD2	ci_high_TACSTD2	neg_TACSTD2	cohorts_TACSTD2	effect_CLDN4	fe_CLDN4	p_CLDN4	I2_CLDN4	ci_low_CLDN4	ci_high_CLDN4	neg_CLDN4	cohorts_CLDN4	effect_CLDN7	fe_CLDN7	p_CLDN7	I2_CLDN7	ci_low_CLDN7	ci_high_CLDN7	neg_CLDN7	cohorts_CLDN7	min_abs	mean_abs	worst_p	k	eligible	q_worst
all	KRT5_KRT6A	spearman	CD3D	-0.10728516388993392	-0.1120865160239308	2.243168589664418e-05	0.5703619429261173	-0.15620442597912232	-0.05784086034843638	7	8	-0.12421900968067956	-0.11382377778841943	6.892229422642306e-09	0.4068045445748251	-0.1655673865642074	-0.08243467588503248	8	8	-0.1410620337702772	-0.1426708763311079	0.00019263459088329692	0.8108917306061109	-0.21333169629701873	-0.06725700834237228	7	8	0.10728516388993392	0.12418873578029689	0.00019263459088329692	2	True	0.0022664439520425615
all	KRT5_KRT6A	spearman	CD3E	-0.09066960629125452	-0.097911184774099	0.0026669551296011978	0.6981095353243626	-0.14912473431669918	-0.031582955814600036	7	8	-0.12517813771587147	-0.11747954759482798	6.304997560363638e-10	0.3388331477889629	-0.16422957894026707	-0.08573493038734589	8	8	-0.16493852072879756	-0.16760915323055764	4.5231761113999206e-05	0.8357061992017533	-0.24157222820147267	-0.08626022716004804	8	8	0.09066960629125452	0.1269287549119745	0.0026669551296011978	2	True	0.011153600661508193
all	KRT5_KRT6A	spearman	CD3G	-0.09795533570559332	-0.10415909946510986	0.0012350358068005005	0.7011066616746316	-0.15658968932117182	-0.03863293808553054	7	8	-0.11670005725496323	-0.11130376945595315	7.318501720686208e-09	0.3337647715968379	-0.155687438866451	-0.07734965647889186	8	8	-0.1565746202999803	-0.16129884645847414	0.0011412980724892516	0.8845380357350986	-0.24772614476280155	-0.0626754762130543	6	8	0.09795533570559332	0.12374333775351228	0.0012350358068005005	2	False	0.006286685561360251
all	KRT5_KRT6A	spearman	CD8A	-0.11367242834406018	-0.11946284610517888	0.00043454523278992443	0.7379192114728627	-0.17591832369905389	-0.05052116281646098	7	8	-0.11111164990873015	-0.09714436176590907	5.301520331657771e-06	0.5384942488782223	-0.1582654652869982	-0.06345218374173368	8	8	-0.13866590311355856	-0.14229481130899355	0.0005261114541650148	0.8310589700416064	-0.21505144492703376	-0.060594051485728495	7	8	0.11111164990873015	0.12114999378878295	0.0005261114541650148	2	True	0.003663079970518969
all	KRT5_KRT6A	spearman	CD8B	-0.10211660231673135	-0.10467071102069367	1.6607245199737724e-05	0.5108235259389872	-0.14801906298300307	-0.0557751212079649	7	8	-0.08636231858482118	-0.07288249658239916	0.0006711235113105571	0.5720488097087933	-0.13562947598402084	-0.03666911162389323	8	8	-0.12024522155674464	-0.11780727456647581	0.0009064220996261464	0.7927712310709232	-0.18987098833682212	-0.049416068293365464	7	8	0.08636231858482118	0.10290804748609905	0.0009064220996261464	2	True	0.005089165642838808
all	KRT5_KRT6A	spearman	CD3_mean	-0.10149643754452012	-0.10740244251682483	0.00039054752779934583	0.6641833229044712	-0.15682934849069544	-0.045528339066715086	7	8	-0.12552161881947943	-0.11802469164985067	2.587738303769213e-10	0.31440154612608356	-0.16382060731385656	-0.08684481155583218	8	8	-0.15869538273817024	-0.16100591531386307	0.0001972737002376103	0.8522763885418668	-0.23956890570674452	-0.07563473575259365	7	8	0.10149643754452012	0.12857114636738995	0.00039054752779934583	2	True	0.0031218626399014014
all	KRT5_KRT6A	spearman	CD3_z	-0.10127427882524682	-0.10724856304003	0.0004651506309431768	0.671535694970847	-0.15721449615238645	-0.04468624011513497	7	8	-0.12457602516058049	-0.1176767201966924	1.9431696599870383e-10	0.2956655745851819	-0.16233375771881192	-0.08645400954783695	8	8	-0.15884398170010863	-0.16135329335937496	0.0002240019151413011	0.8551479754162222	-0.2404817154530213	-0.07497476928001602	7	8	0.10127427882524682	0.12823142856197864	0.0004651506309431768	2	True	0.003443421883867405
all	KRT5_KRT6A	spearman	CD3_rank	-0.10111013613907789	-0.1071646102635629	0.00048714065420081516	0.6727938965674347	-0.15715810185262485	-0.04441292484866066	7	8	-0.1241562381890672	-0.11725647580097785	2.7356593516374273e-10	0.3019994925773552	-0.16210311249993098	-0.08584269542535806	8	8	-0.15828078413542146	-0.16102560672510874	0.0002810841844265396	0.8587224030400997	-0.24092703948229172	-0.07335556754645536	7	8	0.10111013613907789	0.12784905282118886	0.00048714065420081516	2	True	0.0035453221978406215
all	KRT5_KRT6A	spearman	CD3_pc1	-0.10124508630016137	-0.10720778445779522	0.00047096869378671975	0.6719722980261876	-0.1572222197420153	-0.04461946428271271	7	8	-0.12474552819686503	-0.11779573807142496	1.9604500298534686e-10	0.2977207736333141	-0.1625610323056451	-0.0865641021839318	8	8	-0.1588869634425531	-0.16140966527618203	0.00022225606212758836	0.8550701195855315	-0.24050211080353967	-0.07504093677445553	7	8	0.10124508630016137	0.12829252597985982	0.00047096869378671975	2	True	0.0034695053331999575
all	KRT5_KRT6A	spearman	CD8_mean	-0.11645955903145096	-0.1209194920101684	0.00013351025882729514	0.705223698289999	-0.17519140104468314	-0.05690177827887068	7	8	-0.10534058299213095	-0.08994484273277935	3.8499888344806046e-05	0.579685360237163	-0.15482206319592995	-0.055331921762173775	8	8	-0.1329317644708039	-0.1336954581001048	0.0007106118682847483	0.8244138988446855	-0.2080578889783805	-0.05624642840297052	7	8	0.10534058299213095	0.11824396883146193	0.0007106118682847483	2	True	0.004347569256093076
