analysis,n,n_event,hr,hr_ci_low,hr_ci_high,cox_p,logrank_p
pfs_median_split,41,29,2.060615332628667,0.9649207091445575,4.40050204003677,0.06180151999573852,0.05770772075972376
os_median_split,41,24,1.2531639747919816,0.5602734441669789,2.802952672603209,0.5826968322138901,0.581908699298853
pfs_per_sd,41,29,1.0822642521535808,0.7840885072132109,1.4938312457257437,0.6306823380114603,
os_per_sd,41,24,0.9905602060480082,0.665414139798713,1.4745847181766938,0.962733449221506,
