contrast_id,accession,axis,expected,gene,log2fc_KOorKD_vs_control,p,fdr,n_probes,matches_expected
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,IFN,up,Isg15,0.632695,0.18705,1,1,yes
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,IFN,up,Mx1,0.150025,0.885669,1,1,yes
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,IFN,up,Mx2,-0.109973,0.906849,1,1,no
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,IFN,up,Oas2,-0.168682,0.775697,1,1,no
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,IFN,up,Oas3,0.168271,0.818578,1,1,yes
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,IFN,up,Ifit1,-0.285238,0.315525,1,1,no
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,IFN,up,Ifit2,-0.322614,0.159254,1,1,no
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,IFN,up,Ifit3,-0.640515,0.00823516,0.355356,1,no
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,IFN,up,Ifi44,-0.666821,0.0958481,1,1,no
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,IFN,up,Ifi44l,0.917538,0.698511,1,1,yes
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,IFN,up,Rsad2,1.02046,0.0175674,0.550218,1,yes
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,IFN,up,Bst2,0.289304,0.152076,1,1,yes
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,IFN,up,Stat1,-0.108737,0.582678,1,1,no
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,IFN,up,Stat2,-0.190717,0.392521,1,1,no
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,IFN,up,Irf1,0.338389,0.110346,1,1,yes
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,IFN,up,Irf9,-0.156513,0.541284,1,1,no
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,IFN,up,Ifitm1,0.236508,0.227648,1,1,yes
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,IFN,up,Ifitm3,0.155605,0.377067,1,1,yes
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,IFN,up,Usp18,-0.0738821,0.80073,1,1,no
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,IFN,up,Ifih1,-0.339471,0.118103,1,1,no
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,IFN,up,Ddx58,-0.0468485,0.805238,1,1,no
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,IFN,up,Cxcl9,0.530515,1,1,1,yes
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,IFN,up,Cxcl11,0,1,1,1,no
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,IFN,up,Isg20,0.380766,0.101869,1,1,yes
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,APM,up,H2-K1,-0.192842,0.291189,1,1,no
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,APM,up,H2-D1,0.0385046,0.82804,1,1,yes
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,APM,up,B2m,0.117873,0.496582,1,1,yes
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,APM,up,Tap1,-0.442483,0.0338106,0.774916,1,no
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,APM,up,Tap2,-0.272173,0.143481,1,1,no
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,APM,up,Tapbp,-0.0030064,0.988665,1,1,no
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,APM,up,Psmb8,-0.0576743,0.798397,1,1,no
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,APM,up,Psmb9,-0.055879,0.84736,1,1,no
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,APM,up,Psmb10,0.0644887,0.800824,1,1,yes
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,APM,up,Nlrc5,0.115221,0.704053,1,1,yes
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,APM,up,Erap1,-0.200639,0.295648,1,1,no
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,APM,up,Calr,0.352664,0.0451453,0.886229,1,yes
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,APM,up,Pdia3,0.0634874,0.715835,1,1,yes
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,APM,up,H2-T23,0.444076,0.0135073,0.470248,1,yes
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,APM,up,H2-M3,0.505838,0.0911759,1,1,yes
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,NHEJ_anchor_TP53BP1,down,Trp53bp1,-0.260964,0.1499,1,1,yes
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,NHEJ,down,Xrcc6,0.514889,0.076918,0.720235,1,no
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,NHEJ,down,Xrcc5,0.142088,0.624785,1,1,no
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,NHEJ,down,Prkdc,-0.446183,0.0857021,0.749897,1,yes
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,NHEJ,down,Lig4,-1.05864,0.00242474,0.105681,1,yes
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,NHEJ,down,Xrcc4,-0.465011,0.200615,0.998932,1,yes
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,NHEJ,down,Nhej1,0.797811,0.182292,0.964802,1,no
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,NHEJ,down,Dclre1c,-0.0993452,0.811719,1,1,yes
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,NHEJ,down,Poll,0.174645,0.685811,1,1,no
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,NHEJ,down,Polm,-0.115285,0.714017,1,1,yes
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,NHEJ,down,Pnkp,0.123349,0.710116,1,1,no
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,NHEJ,down,Aptx,-0.121379,0.664016,1,1,yes
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,STING,up,Mb21d1,-0.179169,0.784375,1,1,no
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,STING,up,Tmem173,0.858824,0.00795804,0.220954,1,yes
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,STING,up,Tbk1,-0.175491,0.505615,1,1,no
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,STING,up,Ikbke,0.522193,0.124486,0.868521,1,yes
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,STING,up,Irf3,0.130574,0.581817,1,1,yes
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,STING,up,Irf7,-0.0861566,0.786008,1,1,no
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,STING,up,Ifnb1,0,1,1,1,no
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,STING,up,Cxcl10,1.07138,0.0429262,0.551635,1,yes
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,STING,up,Ccl5,0.101283,0.787579,1,1,yes
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,STING_sensor,up,Mb21d1,-0.179169,0.784375,1,1,no
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,STING_sensor,up,Tmem173,0.858824,0.00795804,0.220954,1,yes
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,STING_sensor,up,Tbk1,-0.175491,0.505615,1,1,no
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,STING_sensor,up,Ikbke,0.522193,0.124486,0.868521,1,yes
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,STING_sensor,up,Irf3,0.130574,0.581817,1,1,yes
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,STING_sensor,up,Irf7,-0.0861566,0.786008,1,1,no
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,IFN,up,Isg15,1.12969,0.0201887,0.37553,1,yes
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,IFN,up,Mx1,0.0813001,1,1,1,yes
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,IFN,up,Mx2,-0.767023,0.220534,1,1,no
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,IFN,up,Oas2,0.168682,0.792977,1,1,yes
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,IFN,up,Oas3,1.55061,0.000902857,0.0548922,1,yes
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,IFN,up,Ifit1,-0.124627,0.726927,1,1,no
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,IFN,up,Ifit2,-0.403558,0.125332,0.870474,1,no
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,IFN,up,Ifit3,-0.316431,0.300634,1,1,no
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,IFN,up,Ifi44,-0.148735,0.759598,1,1,no
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,IFN,up,Ifi44l,2.32193,0.149002,0.912126,1,yes
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,IFN,up,Rsad2,1.71351,0.00076126,0.0487409,1,yes
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,IFN,up,Bst2,0.557007,0.0255886,0.422712,1,yes
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,IFN,up,Stat1,0.212371,0.324389,1,1,yes
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,IFN,up,Stat2,-0.0782008,0.767065,1,1,no
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,IFN,up,Irf1,0.83274,0.00013541,0.012614,1,yes
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,IFN,up,Irf9,0.102889,0.659716,1,1,yes
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,IFN,up,Ifitm1,0.53286,0.0174331,0.347708,1,yes
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,IFN,up,Ifitm3,0.355054,0.0780831,0.726379,1,yes
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,IFN,up,Usp18,0.277853,0.36922,1,1,yes
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,IFN,up,Ifih1,-0.374895,0.107459,0.820914,1,no
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,IFN,up,Ddx58,-0.0697277,0.75733,1,1,no
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,IFN,up,Cxcl9,2.72247,0.0595242,0.645266,1,yes
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,IFN,up,Cxcl11,3.16993,0.518065,1,1,yes
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,IFN,up,Isg20,0.740164,0.00201082,0.0955611,1,yes
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,APM,up,H2-K1,0.0800472,0.726387,1,1,yes
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,APM,up,H2-D1,0.261273,0.197242,0.994783,1,yes
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,APM,up,B2m,0.314736,0.142422,0.904672,1,yes
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,APM,up,Tap1,0.00628284,0.989067,1,1,yes
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,APM,up,Tap2,-0.105666,0.614696,1,1,no
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,APM,up,Tapbp,0.229427,0.244894,1,1,yes
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,APM,up,Psmb8,0.442213,0.0666592,0.677577,1,yes
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,APM,up,Psmb9,0.135684,0.654674,1,1,yes
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,APM,up,Psmb10,0.344159,0.209169,1,1,yes
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,APM,up,Nlrc5,0.726435,0.047238,0.584386,1,yes
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,APM,up,Erap1,-0.0757785,0.718932,1,1,no
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,APM,up,Calr,0.26219,0.170519,0.946147,1,yes
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,APM,up,Pdia3,-0.0398715,0.835189,1,1,no
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,APM,up,H2-T23,0.651905,0.00174569,0.0866408,1,yes
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,APM,up,H2-M3,0.633496,0.0698855,0.691685,1,yes
E-GEOD-50927_VILIhigh_KOvsWT,E-GEOD-50927,NHEJ_anchor_TP53BP1,down,Trp53bp1,-0.1861,0.380541,1,1,yes
E-GEOD-22493_siRNA_vs_OE,E-GEOD-22493,NHEJ,down,XRCC5,-0.5329,0.388827,0.999948,1,yes
E-GEOD-22493_siRNA_vs_OE,E-GEOD-22493,NHEJ,down,PRKDC,0.359417,0.305051,0.999948,2,no
E-GEOD-22493_siRNA_vs_OE,E-GEOD-22493,NHEJ,down,LIG4,0.6043,0.587886,0.999948,1,no
E-GEOD-22493_siRNA_vs_OE,E-GEOD-22493,NHEJ,down,XRCC4,-0.0624333,0.972031,0.999948,1,yes
E-GEOD-22493_siRNA_vs_OE,E-GEOD-22493,NHEJ,down,DCLRE1C,-2.31342,0.147044,0.999948,2,yes
E-GEOD-22493_siRNA_vs_OE,E-GEOD-22493,NHEJ,down,POLL,0.597167,0.377776,0.999948,1,no
E-GEOD-22493_siRNA_vs_OE,E-GEOD-22493,NHEJ,down,POLM,-0.483967,0.610873,0.999948,2,yes
E-GEOD-22493_siRNA_vs_OE,E-GEOD-22493,NHEJ,down,PNKP,0.5839,0.564929,0.999948,1,no
E-GEOD-22493_siRNA_vs_OE,E-GEOD-22493,NHEJ,down,APTX,0.5251,0.472967,0.999948,3,no
E-GEOD-22493_siRNA_vs_OE,E-GEOD-22493,STING,up,IKBKE,0.575233,0.257506,0.999948,2,yes
E-GEOD-22493_siRNA_vs_OE,E-GEOD-22493,STING,up,IRF3,1.06455,0.448468,0.999948,2,yes
E-GEOD-22493_siRNA_vs_OE,E-GEOD-22493,STING,up,IRF7,0.272867,0.32422,0.999948,2,yes
E-GEOD-22493_siRNA_vs_OE,E-GEOD-22493,STING,up,IFNB1,0.7165,0.880601,0.999948,1,yes
E-GEOD-22493_siRNA_vs_OE,E-GEOD-22493,STING,up,CXCL10,3.0254,0.544361,0.999948,1,yes
E-GEOD-22493_siRNA_vs_OE,E-GEOD-22493,STING,up,CCL5,-0.8625,,,1,no
E-GEOD-22493_siRNA_vs_OE,E-GEOD-22493,STING_sensor,up,IKBKE,0.575233,0.257506,0.999948,2,yes
E-GEOD-22493_siRNA_vs_OE,E-GEOD-22493,STING_sensor,up,IRF3,1.06455,0.448468,0.999948,2,yes
E-GEOD-22493_siRNA_vs_OE,E-GEOD-22493,STING_sensor,up,IRF7,0.272867,0.32422,0.999948,2,yes
E-GEOD-22493_siRNA_vs_OE,E-GEOD-22493,IFN,up,MX1,0.3584,0.559399,0.999948,1,yes
