contrast_id,accession,axis,expected,gene,log2fc_KOorKD_vs_control,p,fdr,n_probes,matches_expected
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,NHEJ,down,Xrcc6,0.311004,0.138978,0.689805,1,no
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,NHEJ,down,Xrcc5,-0.0107164,0.978103,1,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,NHEJ,down,Prkdc,0.0489927,0.808142,1,1,no
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,NHEJ,down,Lig4,0.2663,0.2006,0.815971,1,no
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,NHEJ,down,Xrcc4,-0.172876,0.49503,1,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,NHEJ,down,Nhej1,0.207941,0.683363,1,1,no
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,NHEJ,down,Dclre1c,-0.355694,0.167361,0.755702,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,NHEJ,down,Poll,-0.0924313,0.718191,1,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,NHEJ,down,Polm,-0.466707,0.0154574,0.213288,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,NHEJ,down,Pnkp,0.0848196,0.668467,1,1,no
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,NHEJ,down,Aptx,-0.115688,0.534067,1,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,STING,up,Mb21d1,0.497758,0.129558,0.672043,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,STING,up,Tmem173,0.129186,0.478751,1,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,STING,up,Tbk1,0.116736,0.465385,1,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,STING,up,Ikbke,-0.272219,0.263177,0.894736,1,no
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,STING,up,Irf3,0.0453685,0.762608,1,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,STING,up,Irf7,0.227317,0.32911,0.983132,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,STING,up,Ifnb1,0,1,1,1,no
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,STING,up,Cxcl10,2.5429,0.00425701,0.0939009,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,STING,up,Ccl5,2.71031,1.18618e-05,0.00114478,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,STING_sensor,up,Mb21d1,0.497758,0.129558,0.672043,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,STING_sensor,up,Tmem173,0.129186,0.478751,1,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,STING_sensor,up,Tbk1,0.116736,0.465385,1,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,STING_sensor,up,Ikbke,-0.272219,0.263177,0.894736,1,no
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,STING_sensor,up,Irf3,0.0453685,0.762608,1,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,STING_sensor,up,Irf7,0.227317,0.32911,0.983132,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,IFN,up,Isg15,1.07537,3.92718e-05,0.00309557,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,IFN,up,Mx1,0.626673,0.11907,0.648233,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,IFN,up,Mx2,0.236067,0.543321,1,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,IFN,up,Oas2,1.48875,1.7297e-05,0.00152615,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,IFN,up,Oas3,1.8158,1.89353e-05,0.00164396,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,IFN,up,Ifit1,0.575777,0.000719541,0.0282417,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,IFN,up,Ifit2,-0.369023,0.0128727,0.192558,1,no
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,IFN,up,Ifit3,-0.206966,0.315638,0.967197,1,no
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,IFN,up,Ifi44,0.749481,0.000843269,0.031234,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,IFN,up,Ifi44l,0.498119,0.297091,0.942742,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,IFN,up,Rsad2,1.19825,0.0161392,0.21846,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,IFN,up,Bst2,0.442283,0.00468866,0.100066,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,IFN,up,Stat1,0.390851,0.0262322,0.290792,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,IFN,up,Stat2,0.44588,0.00283261,0.0713245,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,IFN,up,Irf1,0.381827,0.0147303,0.207074,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,IFN,up,Irf9,0.388119,0.00961421,0.160768,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,IFN,up,Ifitm1,0.528215,0.000281624,0.0143658,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,IFN,up,Ifitm3,0.47115,0.000856338,0.0315566,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,IFN,up,Usp18,0.119994,0.529799,1,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,IFN,up,Ifih1,0.0556941,0.700934,1,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,IFN,up,Ddx58,0.159133,0.27318,0.907447,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,IFN,up,Cxcl9,2.8833,0.0022829,0.0623275,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,IFN,up,Cxcl11,5.04439,0.0103058,0.167807,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,IFN,up,Isg20,0.240246,0.221919,0.849965,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,APM,up,H2-K1,-0.0709181,0.724031,1,1,no
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,APM,up,H2-D1,0.35459,0.066866,0.482489,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,APM,up,B2m,0.655249,0.000930043,0.0335883,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,APM,up,Tap1,0.183633,0.441394,1,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,APM,up,Tap2,-0.00863246,0.962929,1,1,no
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,APM,up,Tapbp,0.104828,0.471506,1,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,APM,up,Psmb8,0.431992,0.0261745,0.290707,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,APM,up,Psmb9,0.901806,0.00109423,0.0373433,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,APM,up,Psmb10,0.367613,0.014323,0.203986,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,APM,up,Nlrc5,0.747975,0.00417312,0.0926152,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,APM,up,Erap1,0.31732,0.0326875,0.329532,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,APM,up,Calr,0.604899,1.5562e-05,0.00140739,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,APM,up,Pdia3,0.195244,0.164835,0.749684,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,APM,up,H2-T23,1.04526,2.91128e-06,0.000365257,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,APM,up,H2-M3,1.19063,3.65678e-08,8.01722e-06,1,yes
E-GEOD-50927_uninjured_KOvsWT,E-GEOD-50927,NHEJ_anchor_TP53BP1,down,Trp53bp1,-0.0123599,0.93621,1,1,yes
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,NHEJ,down,Xrcc6,0.316935,0.251321,1,1,no
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,NHEJ,down,Xrcc5,0.0452647,0.872906,1,1,no
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,NHEJ,down,Prkdc,-0.576285,0.00831548,0.357401,1,yes
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,NHEJ,down,Lig4,-0.245411,0.425288,1,1,yes
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,NHEJ,down,Xrcc4,0.0122523,1,1,1,no
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,NHEJ,down,Nhej1,-0.244419,0.77536,1,1,yes
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,NHEJ,down,Dclre1c,0.117467,0.702861,1,1,no
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,NHEJ,down,Poll,0.192217,0.570257,1,1,no
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,NHEJ,down,Polm,-0.137299,0.59713,1,1,yes
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,NHEJ,down,Pnkp,0.021036,0.953375,1,1,no
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,NHEJ,down,Aptx,-0.158895,0.472646,1,1,yes
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,STING,up,Mb21d1,-0.159356,0.77109,1,1,no
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,STING,up,Tmem173,0.51713,0.0234141,0.638447,1,yes
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,STING,up,Tbk1,-0.0330529,0.866167,1,1,no
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,STING,up,Ikbke,-0.135484,0.713577,1,1,no
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,STING,up,Irf3,0.166825,0.406691,1,1,yes
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,STING,up,Irf7,-0.10173,0.723341,1,1,no
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,STING,up,Ifnb1,0,1,1,1,no
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,STING,up,Cxcl10,-0.72514,0.272492,1,1,no
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,STING,up,Ccl5,-0.603405,0.0494461,0.915883,1,no
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,STING_sensor,up,Mb21d1,-0.159356,0.77109,1,1,no
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,STING_sensor,up,Tmem173,0.51713,0.0234141,0.638447,1,yes
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,STING_sensor,up,Tbk1,-0.0330529,0.866167,1,1,no
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,STING_sensor,up,Ikbke,-0.135484,0.713577,1,1,no
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,STING_sensor,up,Irf3,0.166825,0.406691,1,1,yes
E-GEOD-50927_VILIlow_KOvsWT,E-GEOD-50927,STING_sensor,up,Irf7,-0.10173,0.723341,1,1,no
