cohort	n_overlap	only_mine	only_locked	max_abs_pct	max_abs_frac_tnk	max_abs_n_mal	max_abs_mean_vs_raw	max_abs_mean_vs_cp10k
GSE123902	13			8.326672684688674e-17	8.326672684688674e-17	0.0	2.220446049250313e-16	0.455844295623291
GSE131907	21			1.1102230246251565e-16	7.632783294297951e-17	0.0	4.440892098500626e-16	1.0034133040783624
GSE205335	22			1.1102230246251565e-16	6.938893903907228e-17	0.0	0.7253761498957609	2.220446049250313e-16
GSE189357	9			5.551115123125783e-17	2.7755575615628914e-17	0.0	2.220446049250313e-16	0.4918964550730731
