score	adjust	covariate	keratin_scale	k	fail_reason	n_GSE123902	rho_GSE123902	p_GSE123902	n_GSE131907	rho_GSE131907	p_GSE131907	n_GSE205335	rho_GSE205335	p_GSE205335	n_GSE189357	rho_GSE189357	p_GSE189357	n_total	pooled_rho	pooled_p	I2	ci_lo	ci_hi	cliff	cliff_p	r_rb	n_q1	n_q4	median_q1	median_q4	consistent	histology	min_mal	panel_id	abs_rho	abs_cliff	joint
pct_gt0	partial	KRT5	cp10k	1		8	-0.6829045862184593	0.061955047248486085	21	-0.5425436263734753	0.011050003841627106	22	-0.40990162775652794	0.05814457346529747	9	-0.6672504378283712	0.04959412501340187	60	-0.5229574013054531	0.00011814195764749053	0.0	-0.7043507715047321	-0.27745313546166106	-0.6862745098039216	0.0010185255411453824	-0.6862745098039216	17.0	15.0	0.4334841628959276	0.125	True	all	20	pct_gt0|partial|KRT5_cp10k|all|min20	0.5229574013054531	0.6862745098039216	1.2092319111093746
pct_ge2	partial	KRT8	raw	1		12	-0.03746107204160001	0.9079829216617517	21	-0.4367078067101002	0.04777350570924686	21	-0.35697104764124576	0.1121659271315719	9	-0.9400506646539347	0.00016375489460490207	63	-0.5229487815563191	0.035276990950866845	68.97439870869171	-0.8078325087799237	-0.040000228912534457	-0.4740740740740741	0.02168461128322344	-0.4740740740740741	18.0	15.0	0.39063158626648387	0.1690490988191423	True	all	50	pct_ge2|partial|KRT8_raw|all|min50	0.5229487815563191	0.4740740740740741	0.9970228556303932
pct_gt0	partial	KRT19	cp10k	1		13	-0.6633174691659445	0.013452211130914077	21	-0.4955174952780781	0.02235976682617546	22	-0.4284233619402923	0.046667852992136424	9	-0.6338656910463875	0.06678518771272281	65	-0.5224865830156713	4.943594995045354e-05	0.0	-0.6961308873071465	-0.2910874402075833	-0.6776315789473685	0.0006885098354721882	-0.6776315789473684	19.0	16.0	0.4334841628959276	0.12380844872566725	True	all	20	pct_gt0|partial|KRT19_cp10k|all|min20	0.5224865830156713	0.6776315789473685	1.2001181619630397
pct_ge3	partial	KRT8	raw	1		11	-0.07914655679744534	0.8170706070980437	19	-0.5012114194803841	0.028806799870575276	13	-0.12623004075944558	0.6811309873095273	9	-0.9400506646539347	0.00016375489460490207	52	-0.5218888121499387	0.06953149284396394	70.5532584167182	-0.8349105964519485	0.04623478262837529	-0.4666666666666667	0.0381778192667244	-0.4666666666666667	15.0	13.0	0.5278015397775877	0.2472543105901098	True	adc	100	pct_ge3|partial|KRT8_raw|adc|min100	0.5218888121499387	0.4666666666666667	0.9885554788166053
pct_gt0	partial	KRT18	cp10k	1		12	-0.45946651893604434	0.13291344607609804	21	-0.4884051407037451	0.024675871626520185	21	-0.5137702330777553	0.017201715546702932	9	-0.7124612538170633	0.03125353156641883	63	-0.5211876874842399	7.421382791837405e-05	0.0	-0.6982433463116988	-0.2840422476239606	-0.674074074074074	0.0010677658131608334	-0.674074074074074	18.0	15.0	0.40799459729185333	0.125	True	all	50	pct_gt0|partial|KRT18_cp10k|all|min50	0.5211876874842399	0.674074074074074	1.195261761558314
pct_ge2	semipartial	KRT8	raw	1		13	-0.0660580211763217	0.8302279631057994	21	-0.43514903687376955	0.04866549365870443	22	-0.3776772718511287	0.08311193679524398	9	-0.9367809133047937	0.00019656493915700557	65	-0.5209165857093352	0.028334665759148368	67.51570840241818	-0.7983025497534545	-0.061202302655673065	-0.5131578947368421	0.01027953837979978	-0.513157894736842	19.0	16.0	0.3923257635082224	0.14702454940957116	True	all	20	pct_ge2|semipartial|KRT8_raw|all|min20	0.5209165857093352	0.5131578947368421	1.0340744804461774
pct_gt0	semipartial	KRT19	cp10k	1		13	-0.6629569160834397	0.013520991428269414	21	-0.48414786137941695	0.026150935146743697	22	-0.424303988702094	0.04905390149889121	9	-0.6249999999999999	0.0719021541966211	65	-0.5161652406151245	6.396461516170777e-05	0.0	-0.6916426853250965	-0.28314515170979127	-0.6776315789473685	0.0006885098354721882	-0.6776315789473684	19.0	16.0	0.4334841628959276	0.12380844872566725	True	all	20	pct_gt0|semipartial|KRT19_cp10k|all|min20	0.5161652406151245	0.6776315789473685	1.1937968195624928
pct_gt0	partial	KRT18	cp10k	1		11	-0.4531864564814889	0.16155675120334115	19	-0.46411516199594427	0.04531359009691299	21	-0.5137702330777553	0.017201715546702932	9	-0.7124612538170633	0.03125353156641883	60	-0.5152450258580957	0.00015687850303378444	0.0	-0.6989913729124145	-0.2676802260988135	-0.6862745098039216	0.0010185255411453824	-0.6862745098039216	17.0	15.0	0.4334841628959276	0.125	True	all	100	pct_gt0|partial|KRT18_cp10k|all|min100	0.5152450258580957	0.6862745098039216	1.2015195356620172
pct_ge2	semipartial	KRT8	raw	1		12	-0.025430904260095925	0.9374700692046626	21	-0.43514903687376955	0.04866549365870443	21	-0.3511912865594148	0.11851954329171702	9	-0.9367809133047937	0.00019656493915700557	63	-0.5143770523239045	0.036934397792161816	68.25130425743258	-0.8015215067289407	-0.034460241333192955	-0.4740740740740741	0.02168461128322344	-0.4740740740740741	18.0	15.0	0.39063158626648387	0.1690490988191423	True	all	50	pct_ge2|semipartial|KRT8_raw|all|min50	0.5143770523239045	0.4740740740740741	0.9884511263979786
pct_gt_cohort_median	partial	KRT8	raw	1		11	-0.10708119512378789	0.7539990824271012	19	-0.43971866833750095	0.059585892030376966	21	-0.2300414761779022	0.31577922207587455	9	-0.9400506646539347	0.00016375489460490207	60	-0.5137583267670678	0.04914986903977494	69.7259132084109	-0.8122277211480554	-0.002103918824131016	-0.4980392156862745	0.017357181421087806	-0.4980392156862745	17.0	15.0	0.4334841628959276	0.1690490988191423	True	all	100	pct_gt_cohort_median|partial|KRT8_raw|all|min100	0.5137583267670678	0.4980392156862745	1.0117975424533423
pct_gt0	semipartial	KRT5	raw	1		8	-0.6703330554498697	0.06888455080067411	21	-0.528262604948945	0.01382872742422985	22	-0.40698931392855126	0.060130153993811206	9	-0.6606376780228999	0.052744035828916125	60	-0.5137302933251927	0.00016571400275956115	0.0	-0.6979363411772146	-0.26576676504967844	-0.6862745098039216	0.0010185255411453824	-0.6862745098039216	17.0	15.0	0.4334841628959276	0.125	True	all	20	pct_gt0|semipartial|KRT5_raw|all|min20	0.5137302933251927	0.6862745098039216	1.2000048031291142
pct_ge3	semipartial	KRT8	raw	1		13	-0.0777189835370519	0.8007588934377042	21	-0.43573722044657803	0.04832741740894546	22	-0.3340052719627927	0.12871388042360582	9	-0.9367809133047937	0.00019656493915700557	65	-0.5129754988177476	0.03252419648049595	67.92414874081491	-0.795544132142559	-0.047128525910975834	-0.4407894736842105	0.027662833168829965	-0.4407894736842105	19.0	16.0	0.3958158995815899	0.20815170470462604	True	all	20	pct_ge3|semipartial|KRT8_raw|all|min20	0.5129754988177476	0.4407894736842105	0.9537649725019581
pct_ge3	semipartial	KRT8	raw	1		11	-0.05354945108681885	0.8757418596234665	19	-0.5007669352608354	0.028971727925078114	13	-0.12554030093602342	0.6827915161087633	9	-0.9367809133047937	0.00019656493915700557	52	-0.5124482706102538	0.07358132810440268	70.06346782718913	-0.8293720690709255	0.053980241992958734	-0.4666666666666667	0.0381778192667244	-0.4666666666666667	15.0	13.0	0.5278015397775877	0.2472543105901098	True	adc	100	pct_ge3|semipartial|KRT8_raw|adc|min100	0.5124482706102538	0.4666666666666667	0.9791149372769204
pct_gt0	semipartial	KRT18	cp10k	1		13	-0.48402222343634194	0.09374055066041793	21	-0.4623795753521745	0.034820170535125906	22	-0.5040540828882789	0.01675966080634781	9	-0.7120653320005385	0.03139095289213444	65	-0.5119273298706682	7.578056846915898e-05	0.0	-0.6886261280024089	-0.27783837303496195	-0.6973684210526315	0.00047681495927473104	-0.6973684210526316	19.0	16.0	0.4086294416243655	0.12380844872566725	True	all	20	pct_gt0|semipartial|KRT18_cp10k|all|min20	0.5119273298706682	0.6973684210526315	1.2092957509232998
pct_ge2	partial	KRT8	raw	1		11	-0.10708119512378789	0.7539990824271012	19	-0.4907842346778534	0.03287404850802248	13	-0.049048892698646346	0.8735721813826908	9	-0.9400506646539347	0.00016375489460490207	52	-0.5102394312336932	0.08349101218655067	71.69302302961246	-0.8338607387649497	0.07443142444577183	-0.3435897435897436	0.12847168471721734	-0.3435897435897436	15.0	13.0	0.4334841628959276	0.2472543105901098	True	adc	100	pct_ge2|partial|KRT8_raw|adc|min100	0.5102394312336932	0.3435897435897436	0.8538291748234368
pct_gt0	semipartial	KRT5	cp10k	1		8	-0.6632654878190343	0.07297201203472167	21	-0.5258569761613087	0.014348095019426032	22	-0.4045653088574235	0.061821992595042556	9	-0.65365477591127	0.056205424834060505	60	-0.5100199829044458	0.0001892831302617778	0.0	-0.6953486773975605	-0.2610880157623752	-0.6862745098039216	0.0010185255411453824	-0.6862745098039216	17.0	15.0	0.4334841628959276	0.125	True	all	20	pct_gt0|semipartial|KRT5_cp10k|all|min20	0.5100199829044458	0.6862745098039216	1.1962944927083674
pct_gt_cohort_median	partial	KRT8	raw	1		11	-0.10708119512378789	0.7539990824271012	19	-0.43971866833750095	0.059585892030376966	13	-0.12623004075944558	0.6811309873095273	9	-0.9400506646539347	0.00016375489460490207	52	-0.5093849585965734	0.07554060730929622	70.02753263488626	-0.8279570175342735	0.05774289829312322	-0.3641025641025641	0.1068994924090607	-0.36410256410256414	15.0	13.0	0.5278015397775877	0.2545626179987413	True	adc	100	pct_gt_cohort_median|partial|KRT8_raw|adc|min100	0.5093849585965734	0.3641025641025641	0.8734875226991374
pct_ge3	partial	KRT8	raw	1		12	-0.011561551056878137	0.9715528157660678	21	-0.4372980972456589	0.047439030942125385	21	-0.3084388108180452	0.17372340027987082	9	-0.9400506646539347	0.00016375489460490207	63	-0.5090050465220208	0.046477864544710035	70.34108088090699	-0.8054800408563788	-0.008748224908795564	-0.45185185185185184	0.028714640599101594	-0.45185185185185184	18.0	15.0	0.3940708315449062	0.1690490988191423	True	all	50	pct_ge3|partial|KRT8_raw|all|min50	0.5090050465220208	0.45185185185185184	0.9608568983738727
pct_gt0	partial	KRT18	raw	1		11	-0.39403441813330725	0.2304882255545045	19	-0.5296795994118444	0.019678898098883922	21	-0.5193999595275834	0.015820569340333532	9	-0.554700196225229	0.12112228977516565	60	-0.5084998399462857	0.00019978210477498246	0.0	-0.6942871019445738	-0.2591744675261764	-0.6313725490196078	0.002519250118893455	-0.6313725490196078	17.0	15.0	0.4334841628959276	0.125	True	all	100	pct_gt0|partial|KRT18_raw|all|min100	0.5084998399462857	0.6313725490196078	1.1398723889658935
pct_gt0	none	none	none	0		12	-0.5944055944055945	0.04152149441031857	21	-0.5220779220779221	0.015195754492505785	21	-0.4051948051948052	0.0684236454174195	9	-0.6	0.08762282904140249	63	-0.5068370790264055	6.656742037872265e-05	0.0	-0.6820403357434709	-0.27661175098967783	-0.6592592592592592	0.0013755912672465855	-0.6592592592592592	18.0	15.0	0.4155122997140418	0.125	True	all	50	pct_gt0|none|none|all|min50	0.5068370790264055	0.6592592592592592	1.1660963382856648
pct_gt0	none	none	none	0		11	-0.5727272727272729	0.06554305260101852	19	-0.5403508771929825	0.01691948997160229	21	-0.4051948051948052	0.0684236454174195	9	-0.6	0.08762282904140249	60	-0.5064788616182527	0.00011071889069734707	0.0	-0.6862769764535113	-0.2683460593167975	-0.6313725490196078	0.002519250118893455	-0.6313725490196078	17.0	15.0	0.4223951578037181	0.125	True	all	100	pct_gt0|none|none|all|min100	0.5064788616182527	0.6313725490196078	1.1378514106378605
pct_ge2	partial	KRT8	raw	1		11	-0.10708119512378789	0.7539990824271012	19	-0.4907842346778534	0.03287404850802248	16	-0.056999006394527374	0.8339246009355714	9	-0.9400506646539347	0.00016375489460490207	55	-0.5042644208675535	0.08264888315125807	72.92018183421679	-0.828019667650179	0.07166450664041171	-0.3619047619047619	0.10170693003109327	-0.36190476190476195	15.0	14.0	0.4334841628959276	0.20815170470462604	True	nsclc	100	pct_ge2|partial|KRT8_raw|nsclc|min100	0.5042644208675535	0.3619047619047619	0.8661691827723155
pct_gt_cohort_median	semipartial	KRT8	raw	1		11	-0.072449635873287	0.8323509597077485	19	-0.43932871710829796	0.05983859624028729	21	-0.22631684702378607	0.3238944784260804	9	-0.9367809133047937	0.00019656493915700557	60	-0.5023883733331769	0.05394483164346338	69.3089419660862	-0.8056022403162006	0.009379811130829502	-0.4980392156862745	0.017357181421087806	-0.4980392156862745	17.0	15.0	0.4334841628959276	0.1690490988191423	True	all	100	pct_gt_cohort_median|semipartial|KRT8_raw|all|min100	0.5023883733331769	0.4980392156862745	1.0004275890194514
pct_ge3	semipartial	KRT8	raw	1		12	-0.00784869951663946	0.9806864274173788	21	-0.43573722044657803	0.04832741740894546	21	-0.30344484100824715	0.18115826619203415	9	-0.9367809133047937	0.00019656493915700557	63	-0.5016551127140966	0.04721210895153617	69.47122529800829	-0.7991485094158518	-0.006779201587659442	-0.45185185185185184	0.028714640599101594	-0.45185185185185184	18.0	15.0	0.3940708315449062	0.1690490988191423	True	all	50	pct_ge3|semipartial|KRT8_raw|all|min50	0.5016551127140966	0.45185185185185184	0.9535069645659484
pct_gt0	none	none	none	0		13	-0.6593406593406593	0.0142255785114567	21	-0.5220779220779221	0.015195754492505785	14	-0.2043956043956044	0.4833462230422238	9	-0.6	0.08762282904140249	57	-0.5010408923717853	0.00022060259484113414	0.0	-0.6873285948949077	-0.2529064280386455	-0.5210084033613446	0.014638793639597364	-0.5210084033613445	17.0	14.0	0.4334841628959276	0.24532027698817654	True	adc	20	pct_gt0|none|none|adc|min20	0.5010408923717853	0.5210084033613446	1.02204929573313
pct_gt0	none	none	none	0		12	-0.5944055944055945	0.04152149441031857	21	-0.5220779220779221	0.015195754492505785	21	-0.4051948051948052	0.0684236454174195	6	-0.6	0.208	60	-0.5005551094199856	0.0001384985341657548	0.0	-0.682055873123315	-0.26096619573268387	-0.6549019607843137	0.0017226001018820782	-0.6549019607843137	17.0	15.0	0.4086294416243655	0.125	True	drop_ais	50	pct_gt0|none|none|drop_ais|min50	0.5005551094199856	0.6549019607843137	1.1554570702042994
pct_gt0	none	none	none	0		11	-0.5727272727272729	0.06554305260101852	19	-0.5403508771929825	0.01691948997160229	21	-0.4051948051948052	0.0684236454174195	6	-0.6	0.208	57	-0.49974884487083393	0.00023085673868926122	0.0	-0.6864181609835307	-0.25129233422254466	-0.625	0.0032308926426870043	-0.625	16.0	15.0	0.41487745538152965	0.125	True	drop_ais	100	pct_gt0|none|none|drop_ais|min100	0.49974884487083393	0.625	1.124748844870834
pct_gt0	partial	KRT19	raw	1		13	-0.4998721125197656	0.08195491917401951	21	-0.5368238395154967	0.01210246223774567	22	-0.4488246744740402	0.036148996500240796	9	-0.544581148637171	0.12951011022489156	65	-0.4995735877287925	0.0001224521194164986	0.0	-0.6797976589547934	-0.26244992478128165	-0.5394736842105263	0.006960364384263973	-0.5394736842105263	19.0	16.0	0.4334841628959276	0.1458329981352384	True	all	20	pct_gt0|partial|KRT19_raw|all|min20	0.4995735877287925	0.5394736842105263	1.039047271939319
pct_ge2	semipartial	KRT8	raw	1		11	-0.072449635873287	0.8323509597077485	19	-0.49034899749242844	0.03305302609518118	13	-0.048780882212509466	0.8742580637891707	9	-0.9367809133047937	0.00019656493915700557	52	-0.4991280107010882	0.08987061579245353	71.31650571960529	-0.8279499755726524	0.08508798077393928	-0.3435897435897436	0.12847168471721734	-0.3435897435897436	15.0	13.0	0.4334841628959276	0.2472543105901098	True	adc	100	pct_ge2|semipartial|KRT8_raw|adc|min100	0.4991280107010882	0.3435897435897436	0.8427177542908317
pct_gt0	partial	KRT19	raw	1		11	-0.49631272567127743	0.12047030758403392	19	-0.5641613741718995	0.011866621750380089	21	-0.42260533094921127	0.056318457038335525	9	-0.544581148637171	0.12951011022489156	60	-0.4990265732762276	0.00027789328739242364	0.0	-0.6876532808108978	-0.24729351193372598	-0.6313725490196078	0.002519250118893455	-0.6313725490196078	17.0	15.0	0.4675600798917596	0.125	True	all	100	pct_gt0|partial|KRT19_raw|all|min100	0.4990265732762276	0.6313725490196078	1.1303991222958354
pct_gt0	semipartial	KRT18	cp10k	1		12	-0.40065361386494297	0.19681748942329258	21	-0.4623795753521745	0.034820170535125906	21	-0.5021267758088311	0.02036617110842405	9	-0.7120653320005385	0.03139095289213444	63	-0.4988340112721846	0.00017320082401969908	0.0	-0.6824299933763067	-0.25603192058702007	-0.674074074074074	0.0010677658131608334	-0.674074074074074	18.0	15.0	0.40799459729185333	0.125	True	all	50	pct_gt0|semipartial|KRT18_cp10k|all|min50	0.4988340112721846	0.674074074074074	1.1729080853462586
pct_gt_cohort_median	semipartial	KRT8	raw	1		11	-0.072449635873287	0.8323509597077485	19	-0.43932871710829796	0.05983859624028729	13	-0.12554030093602342	0.6827915161087633	9	-0.9367809133047937	0.00019656493915700557	52	-0.4981848562955066	0.0815007226174991	69.59711258669394	-0.8217561225984966	0.06831742331100966	-0.3641025641025641	0.1068994924090607	-0.36410256410256414	15.0	13.0	0.5278015397775877	0.2545626179987413	True	adc	100	pct_gt_cohort_median|semipartial|KRT8_raw|adc|min100	0.4981848562955066	0.3641025641025641	0.8622874203980706
pct_gt0	partial	KRT8	raw	1		11	-0.03852956681497314	0.9104502897166237	19	-0.5807655727606381	0.009123491130497688	21	-0.4840914216805479	0.026170949519387397	9	-0.7463993478710266	0.02088518124757079	60	-0.49760720547076326	0.0002917066054605828	0.0	-0.6866566232544081	-0.24551989972585916	-0.6470588235294118	0.001957900500896119	-0.6470588235294117	17.0	15.0	0.4334841628959276	0.1226168974513345	True	all	100	pct_gt0|partial|KRT8_raw|all|min100	0.49760720547076326	0.6470588235294118	1.1446660290001751
pct_gt0	partial	KRT18	raw	1		13	-0.45273894694911987	0.12030291421776651	21	-0.49961891672215164	0.021105158351702433	22	-0.5006223818175691	0.017642493961005184	9	-0.554700196225229	0.12112228977516565	65	-0.49747035461514855	0.00013260333795024924	0.0	-0.6782893847476703	-0.25984199108981615	-0.5526315789473685	0.005692955020258404	-0.5526315789473684	19.0	16.0	0.3958158995815899	0.12380844872566725	True	all	20	pct_gt0|partial|KRT18_raw|all|min20	0.49747035461514855	0.5526315789473685	1.050101933562517
pct_gt0	partial	KRT18	raw	1		12	-0.38434054436112913	0.2173769228270426	21	-0.49961891672215164	0.021105158351702433	21	-0.5193999595275834	0.015820569340333532	9	-0.554700196225229	0.12112228977516565	63	-0.49460062388490916	0.00020186234708777348	0.0	-0.6794157455191228	-0.250772789585637	-0.6444444444444445	0.0017635134483290466	-0.6444444444444444	18.0	15.0	0.41465003123875877	0.1226168974513345	True	all	50	pct_gt0|partial|KRT18_raw|all|min50	0.49460062388490916	0.6444444444444445	1.1390450683293536
pct_gt0	none	none	none	0		13	-0.6593406593406593	0.0142255785114567	21	-0.5220779220779221	0.015195754492505785	14	-0.2043956043956044	0.4833462230422238	6	-0.6	0.208	54	-0.4933813406142859	0.0004601035026591222	0.0	-0.6873707243583872	-0.23368636634659015	-0.5178571428571429	0.01683431251446775	-0.5178571428571428	16.0	14.0	0.4279396603498229	0.24532027698817654	True	invasive_adc	20	pct_gt0|none|none|invasive_adc|min20	0.4933813406142859	0.5178571428571429	1.0112384834714288
pct_ge2	semipartial	KRT8	raw	1		11	-0.072449635873287	0.8323509597077485	19	-0.49034899749242844	0.03305302609518118	16	-0.056890180352608816	0.8342375868490255	9	-0.9367809133047937	0.00019656493915700557	55	-0.49316303153977964	0.08876339701703763	72.51097894680579	-0.8218107326550931	0.08172467912763337	-0.3619047619047619	0.10170693003109327	-0.36190476190476195	15.0	14.0	0.4334841628959276	0.20815170470462604	True	nsclc	100	pct_ge2|semipartial|KRT8_raw|nsclc|min100	0.49316303153977964	0.3619047619047619	0.8550677934445415
pct_gt0	semipartial	KRT18	cp10k	1		11	-0.39711424617848484	0.2265356155358308	19	-0.4333730732406024	0.06379914143897153	21	-0.5021267758088311	0.02036617110842405	9	-0.7120653320005385	0.03139095289213444	60	-0.49273756738828944	0.00034390875200811385	0.0	-0.6832318306664059	-0.23944770322825615	-0.6862745098039216	0.0010185255411453824	-0.6862745098039216	17.0	15.0	0.4334841628959276	0.125	True	all	100	pct_gt0|semipartial|KRT18_cp10k|all|min100	0.49273756738828944	0.6862745098039216	1.179012077192211
pct_gt0	partial	KRT_SIMPLE	cp10k	1		11	-0.3984844740025866	0.2247899301009613	19	-0.4991514785509502	0.029577370788322586	21	-0.4445627049569338	0.04346898488375586	9	-0.7109380507685111	0.03178438008235437	60	-0.4927349687775163	0.0003439387114892062	0.0	-0.6832300008360599	-0.23944446817091064	-0.6862745098039216	0.0010185255411453824	-0.6862745098039216	17.0	15.0	0.5278015397775877	0.125	True	all	100	pct_gt0|partial|KRT_SIMPLE_cp10k|all|min100	0.4927349687775163	0.6862745098039216	1.1790094785814378
pct_gt_cohort_median	partial	KRT8	raw	1		13	-0.09849595327700675	0.7488712078456621	21	-0.37084897636757036	0.09792283939487181	22	-0.27414750547413175	0.21696825907883774	9	-0.9400506646539347	0.00016375489460490207	65	-0.49265980002156384	0.048706780598626216	69.9182256501014	-0.7917413276289231	-0.003051959070807662	-0.4407894736842105	0.027662833168829965	-0.4407894736842105	19.0	16.0	0.4334841628959276	0.20815170470462604	True	all	20	pct_gt_cohort_median|partial|KRT8_raw|all|min20	0.49265980002156384	0.4407894736842105	0.9334492737057744
pct_gt0	semipartial	KRT8	raw	1		11	-0.02606856491350647	0.939355015617423	19	-0.5802505383413967	0.009200054477868494	21	-0.47625343936359155	0.02907065551078305	9	-0.7438031683602152	0.021583155481051792	60	-0.4924370157797008	0.00034738937966424934	0.0	-0.6830201792386129	-0.23907357840628898	-0.6470588235294118	0.001957900500896119	-0.6470588235294117	17.0	15.0	0.4334841628959276	0.1226168974513345	True	all	100	pct_gt0|semipartial|KRT8_raw|all|min100	0.4924370157797008	0.6470588235294118	1.1394958393091126
