mouse	gsm	genotype	arm	n_cells	n_epi	n_epi_loose	n_tnk	frac_tnk	frac_epi	frac_sftpc	frac_ptprc	Cldn4_all_mean	Cldn4_all_pctpos	Cldn4_epi_mean	Cldn4_epi_pctpos	Cldn4_loose_mean	Cldn4_loose_pctpos	IFN_epi_mean	MHC_epi_mean	Stk11_all_mean	percent_mt_mean
K	GSM5481386	KrasG12D/+	K	6696	28	1313	3634	0.542712066905615	0.0041816009557945	0.764635603345281	0.82810633213859	0.000112720891884305	0.0149342891278375	0.0269563961449039	3.57142857142857	0.000574850793646084	0.0761614623000762	0.123015056176718	0.822412744166676	0.276335586319026	3.8485831745294
KL	GSM5481387	KrasG12D/+;Lkb1fl/fl	KL	7564	174	1120	3818	0.504759386567953	0.0230037017451084	0.777498677948176	0.822712850343733	0.003144771669931	0.330512956107879	0.0970074558745663	9.77011494252874	0.0192769915450613	2.05357142857143	0.259301089784204	1.68737730451405	0.322444980408628	3.82795924807694
