mouse	gsm	arm	compartment	is_epi	is_epi_loose	is_tnk	sftpc_pos	ptprc_pos	Cldn4_count	Cldn4_logn	ifn_score	mhc_score
K	GSM5481386	K	epithelial	TRUE	TRUE	FALSE	TRUE	FALSE	1	0.754779092057308	0.161738376869423	0.718207774914926
KL	GSM5481387	KL	other	FALSE	TRUE	FALSE	TRUE	TRUE	1	0.73912000055875	0.457099364371063	2.28324601371164
KL	GSM5481387	KL	other	FALSE	FALSE	FALSE	FALSE	TRUE	1	1.33840041969542	0.270140435556686	1.77013493077755
KL	GSM5481387	KL	epithelial	TRUE	TRUE	FALSE	TRUE	FALSE	8	1.96034075731046	0.0404897944388549	1.19722031753132
KL	GSM5481387	KL	epithelial	TRUE	TRUE	FALSE	TRUE	FALSE	2	0.624213124317303	0.558815106724964	2.13425065028708
KL	GSM5481387	KL	epithelial	TRUE	TRUE	FALSE	TRUE	FALSE	6	0.950226123924791	0.328295360287511	2.32576628836037
KL	GSM5481387	KL	other	FALSE	TRUE	FALSE	TRUE	TRUE	1	0.315813490103927	0.383305927776963	2.24052631839596
KL	GSM5481387	KL	epithelial	TRUE	TRUE	FALSE	TRUE	FALSE	3	0.887835748016528	0.278154839069313	1.65720367071716
KL	GSM5481387	KL	epithelial	TRUE	TRUE	FALSE	TRUE	FALSE	1	0.361395836428159	0.137121396605297	1.73917283673754
KL	GSM5481387	KL	epithelial	TRUE	TRUE	FALSE	TRUE	FALSE	1	0.255451626313004	0.332852685127418	2.29086485180505
KL	GSM5481387	KL	epithelial	TRUE	TRUE	FALSE	TRUE	FALSE	7	1.20486020167461	0.057095135347807	1.10604253070831
KL	GSM5481387	KL	epithelial	TRUE	TRUE	FALSE	TRUE	FALSE	2	0.635215882387002	0.384903094743667	2.01904681545378
KL	GSM5481387	KL	other	FALSE	FALSE	FALSE	FALSE	TRUE	1	0.85842196119403	0.367895126226013	1.37331240348189
KL	GSM5481387	KL	epithelial	TRUE	TRUE	FALSE	TRUE	FALSE	2	0.668075492232477	0.493071051668663	1.36366386988557
KL	GSM5481387	KL	epithelial	TRUE	TRUE	FALSE	TRUE	FALSE	1	0.2937064946138	0.638565302201669	2.36776974437715
KL	GSM5481387	KL	epithelial	TRUE	TRUE	FALSE	TRUE	FALSE	1	0.583586646375071	0.293582522020178	1.96787518037609
KL	GSM5481387	KL	epithelial	TRUE	TRUE	FALSE	TRUE	FALSE	4	0.884497545013877	0.414177637958943	1.45164294752684
KL	GSM5481387	KL	epithelial	TRUE	TRUE	FALSE	TRUE	FALSE	12	2.89048194986643	0.560530538409455	1.47610887986356
KL	GSM5481387	KL	epithelial	TRUE	TRUE	FALSE	TRUE	FALSE	3	1.05629730128943	0.303161202453941	1.16811227657226
KL	GSM5481387	KL	other	FALSE	TRUE	FALSE	TRUE	TRUE	3	0.863096181844877	0.52224609735848	2.35015526346138
KL	GSM5481387	KL	T/NK	FALSE	TRUE	TRUE	TRUE	TRUE	2	0.725029800854775	0.425816852119937	0.906486305919953
KL	GSM5481387	KL	T/NK	FALSE	TRUE	TRUE	TRUE	TRUE	7	1.18985671862682	0.91216420112283	2.26097332094142
KL	GSM5481387	KL	T/NK	FALSE	TRUE	TRUE	TRUE	TRUE	4	0.87801701630497	0.30885191536451	1.04304599335116
KL	GSM5481387	KL	epithelial	TRUE	TRUE	FALSE	TRUE	FALSE	1	0.481952820615017	0.103275604417504	0.62276813163956
KL	GSM5481387	KL	epithelial	TRUE	TRUE	FALSE	TRUE	FALSE	3	0.805254792961916	0.330493470193899	1.44530945856201
KL	GSM5481387	KL	epithelial	TRUE	TRUE	FALSE	TRUE	FALSE	5	2.33590497883466	0.362696721911644	0.939490687568701
