subset	contrast	n_cells	rho	p	note
KL_epi_cells	Cldn4 vs IFN	174	0.159714240331653	0.0352806141833065	cell-level; pseudoreplication; not the unit
KL_epi_cells	Cldn4 vs MHC	174	-0.0759632913236246	0.319132305127667	cell-level; pseudoreplication; not the unit
K_epi_cells	Cldn4 vs IFN	28	0.0837887833307632	0.671637857662034	cell-level; pseudoreplication; not the unit
K_epi_cells	Cldn4 vs MHC	28	-0.107211253483779	0.587120826475317	cell-level; pseudoreplication; not the unit
