accession	contrast	gene	unit	setting	scale	role	n_kl	n_kp	mean_kl	mean_kp	median_kl	median_kp	delta_mean	mwu_p	kl_values	kp_values	note
GSE137396	KL_minus_KP	TJ7	nodule	in_vivo_nodule	log2(deposited_abundance+1)	rescore	5.0	5.0	13.277956394190355	12.966818107271601	13.546440541353673	12.883048255140393	0.31113828691875334	0.5476190476190477	13.6408;12.5958;13.5464;13.8442;12.7626	12.883;12.8444;13.0408;13.3819;12.6839	Same Deng et al. paper as GSE137244, but GEMM lung nodules rather than cell lines. KL samples are labeled NA; KP samples are labeled vehicle. Previously Welch on a log matrix in an ICI screen (Tacstd2 delta about +1.08). TJ7 mean of Cldn3,Cldn4,Cldn6,Cldn7,Cdh1,F11r,Ocln.
GSE164758	KL_minus_KP	Tacstd2	tumor	primary_bulk_tumor	log2(FPKM+1)	new	9.0	8.0	6.496560479497545	5.638497582888118	6.374500492788668	5.75757542375348	0.858062896609427	8.227067050596462e-05	6.57933;6.35716;6.21054;6.5741;6.3745;6.98547;6.78234;6.26083;6.34476	5.72271;5.88784;6.14784;4.91342;6.00883;5.79244;5.65369;4.98121	Eichner et al. primary NSCLC tumors, treatment none. Annotated GEO samples used: KL n=9, KP n=8. Unannotated extra FPKM columns (KL-H457*, KPa1a*) were excluded. Bulk tumor RNA, so stroma is in the measurement.
GSE164758	KL_minus_KP	Cldn4	tumor	primary_bulk_tumor	log2(FPKM+1)	new	9.0	8.0	3.73988381197024	4.094728122637296	3.6835841779501113	4.130244329829404	-0.354844310667056	0.4234471410941999	3.68358;2.918;3.39232;3.48311;2.2854;4.5645;4.7412;4.46643;4.12441	4.15381;4.26296;3.51084;4.01409;3.55311;4.10668;4.27135;4.88499	Eichner et al. primary NSCLC tumors, treatment none. Annotated GEO samples used: KL n=9, KP n=8. Unannotated extra FPKM columns (KL-H457*, KPa1a*) were excluded. Bulk tumor RNA, so stroma is in the measurement.
GSE164758	KL_minus_KP	Cldn3	tumor	primary_bulk_tumor	log2(FPKM+1)	new	9.0	8.0	8.454307597167762	4.611186757555243	8.446797966038817	4.5563287487810875	3.843120839612519	8.227067050596462e-05	8.66278;8.34696;8.52128;8.5018;8.24631;8.4468;8.26844;8.65586;8.43853	5.23166;4.87371;4.45996;4.60455;4.50811;4.04431;4.30078;4.86641	Eichner et al. primary NSCLC tumors, treatment none. Annotated GEO samples used: KL n=9, KP n=8. Unannotated extra FPKM columns (KL-H457*, KPa1a*) were excluded. Bulk tumor RNA, so stroma is in the measurement.
GSE164758	KL_minus_KP	Cldn6	tumor	primary_bulk_tumor	log2(FPKM+1)	new	9.0	8.0	0.1481647191216722	2.78960476015824	0.11503324294624008	3.0353623148231796	-2.6414400410365677	8.227067050596462e-05	0.221568;0.115033;0.0384362;0.327687;0.0799754;0.115033;0.123004;0.200379;0.112367	0.409255;3.65386;4.91633;2.76914;1.37295;2.26063;3.63308;3.30159	Eichner et al. primary NSCLC tumors, treatment none. Annotated GEO samples used: KL n=9, KP n=8. Unannotated extra FPKM columns (KL-H457*, KPa1a*) were excluded. Bulk tumor RNA, so stroma is in the measurement.
GSE164758	KL_minus_KP	Cldn7	tumor	primary_bulk_tumor	log2(FPKM+1)	new	9.0	8.0	6.469934932932176	5.259017355211286	6.421610434978677	5.313183167854717	1.21091757772089	8.227067050596462e-05	6.69951;6.41935;6.35013;6.53585;6.23544;6.78336;6.47473;6.42161;6.30943	5.47483;5.40688;5.38045;4.76967;5.0106;5.24591;5.15113;5.63268	Eichner et al. primary NSCLC tumors, treatment none. Annotated GEO samples used: KL n=9, KP n=8. Unannotated extra FPKM columns (KL-H457*, KPa1a*) were excluded. Bulk tumor RNA, so stroma is in the measurement.
GSE164758	KL_minus_KP	Cdh1	tumor	primary_bulk_tumor	log2(FPKM+1)	new	9.0	8.0	6.940692037303122	7.162296206500496	6.973737540247383	7.005560851425015	-0.22160416919737447	0.37038255861785274	7.00356;7.01159;6.97374;7.06424;6.81578;7.00474;6.91074;6.79241;6.88944	7.00089;6.73106;7.01023;6.99736;6.87836;7.49997;7.50631;7.67419	Eichner et al. primary NSCLC tumors, treatment none. Annotated GEO samples used: KL n=9, KP n=8. Unannotated extra FPKM columns (KL-H457*, KPa1a*) were excluded. Bulk tumor RNA, so stroma is in the measurement.
GSE164758	KL_minus_KP	F11r	tumor	primary_bulk_tumor	log2(FPKM+1)	new	9.0	8.0	6.4074310324111945	6.940159385363677	6.411494039953158	6.914145125144364	-0.5327283529524829	8.227067050596462e-05	6.40168;6.31553;6.43704;6.46133;6.23059;6.59537;6.37725;6.43659;6.41149	6.88473;6.81222;7.08828;6.85221;6.76858;7.02938;6.94356;7.14232	Eichner et al. primary NSCLC tumors, treatment none. Annotated GEO samples used: KL n=9, KP n=8. Unannotated extra FPKM columns (KL-H457*, KPa1a*) were excluded. Bulk tumor RNA, so stroma is in the measurement.
GSE164758	KL_minus_KP	Ocln	tumor	primary_bulk_tumor	log2(FPKM+1)	new	9.0	8.0	3.921610644745507	5.007879814270588	3.9130329999521414	4.9386224071852	-1.0862691695250808	8.227067050596462e-05	3.95801;3.95791;3.91303;3.99241;3.80869;4.23258;3.83885;3.84519;3.74782	4.84303;4.78931;4.61977;5.34908;5.03422;5.61539;4.61812;5.19413	Eichner et al. primary NSCLC tumors, treatment none. Annotated GEO samples used: KL n=9, KP n=8. Unannotated extra FPKM columns (KL-H457*, KPa1a*) were excluded. Bulk tumor RNA, so stroma is in the measurement.
GSE164758	KL_minus_KP	TJ7	tumor	primary_bulk_tumor	log2(FPKM+1)	new	9.0	8.0	5.154574967950239	5.123553200242403	5.195202863220393	5.159042480427301	0.031021767707835934	0.8148087206910737	5.23295;5.01205;5.08943;5.1952;4.8146;5.39177;5.24774;5.25978;5.14764	4.85689;5.21857;5.28369;5.05087;4.73228;5.11461;5.20348;5.52804	Eichner et al. primary NSCLC tumors, treatment none. Annotated GEO samples used: KL n=9, KP n=8. Unannotated extra FPKM columns (KL-H457*, KPa1a*) were excluded. Bulk tumor RNA, so stroma is in the measurement. TJ7 mean of Cldn3,Cldn4,Cldn6,Cldn7,Cdh1,F11r,Ocln.
GSE164758	KPL_minus_KP	Tacstd2	tumor	primary_bulk_tumor	log2(FPKM+1)	secondary_kpl	15.0	8.0	6.5604164665238915	5.638497582888118	6.770115448954491	5.75757542375348	0.9219188836357732	0.0018885856818283795	7.0449;7.11416;6.50177;7.03837;6.18063;6.9338;6.77012;6.30794;7.05578;6.76547;5.91162;6.94285;6.77505;5.48133;5.58247	5.72271;5.88784;6.14784;4.91342;6.00883;5.79244;5.65369;4.98121	Secondary contrast on the same matrix. KPL is Kras/p53/Lkb1, not KL. KPL n=15 vs KP n=8.
GSE164758	KPL_minus_KP	Cldn4	tumor	primary_bulk_tumor	log2(FPKM+1)	secondary_kpl	15.0	8.0	5.6893007741684185	4.094728122637296	5.41997702674268	4.130244329829404	1.5945726515311227	8.1580375024984e-06	5.41998;5.16559;4.33385;6.34797;5.22581;5.29297;5.8785;5.10777;6.3168;5.29704;5.00446;6.08504;5.89557;7.96202;6.00614	4.15381;4.26296;3.51084;4.01409;3.55311;4.10668;4.27135;4.88499	Secondary contrast on the same matrix. KPL is Kras/p53/Lkb1, not KL. KPL n=15 vs KP n=8.
GSE164758	KPL_minus_KP	Cldn3	tumor	primary_bulk_tumor	log2(FPKM+1)	secondary_kpl	15.0	8.0	7.849919478904151	4.611186757555243	7.718060176879505	4.5563287487810875	3.2387327213489074	4.0790187512492e-06	8.32165;8.45752;7.71806;7.81953;8.563;8.52797;8.84917;7.58014;7.96406;7.45082;7.65504;7.29619;7.6442;6.93286;6.96857	5.23166;4.87371;4.45996;4.60455;4.50811;4.04431;4.30078;4.86641	Secondary contrast on the same matrix. KPL is Kras/p53/Lkb1, not KL. KPL n=15 vs KP n=8.
GSE164758	KPL_minus_KP	Cldn6	tumor	primary_bulk_tumor	log2(FPKM+1)	secondary_kpl	15.0	8.0	3.382615462581485	2.78960476015824	3.6586685018546548	3.0353623148231796	0.5930107024232449	0.5909559996247302	1.86829;2.64916;0.809826;3.8985;0;0.580145;0.929791;0.284514;6.17327;3.65867;4.19101;6.59582;5.19531;7.78314;6.1218	0.409255;3.65386;4.91633;2.76914;1.37295;2.26063;3.63308;3.30159	Secondary contrast on the same matrix. KPL is Kras/p53/Lkb1, not KL. KPL n=15 vs KP n=8.
GSE164758	KPL_minus_KP	Cldn7	tumor	primary_bulk_tumor	log2(FPKM+1)	secondary_kpl	15.0	8.0	6.7426606408214695	5.259017355211286	6.74789757015612	5.313183167854717	1.4836432856101833	4.0790187512492e-06	6.20813;6.7479;6.01507;6.42122;6.67346;6.71422;7.11825;6.27873;7.07747;6.97628;6.89432;7.21534;6.61045;6.83611;7.35297	5.47483;5.40688;5.38045;4.76967;5.0106;5.24591;5.15113;5.63268	Secondary contrast on the same matrix. KPL is Kras/p53/Lkb1, not KL. KPL n=15 vs KP n=8.
GSE164758	KPL_minus_KP	Cdh1	tumor	primary_bulk_tumor	log2(FPKM+1)	secondary_kpl	15.0	8.0	7.324023952473744	7.162296206500496	7.297484915710575	7.005560851425015	0.16172774597324757	0.3572241461593999	7.11807;7.12903;6.78991;7.25173;7.00393;7.14384;7.34709;6.79747;7.50549;7.29748;7.44317;8.17827;7.58567;7.45247;7.81675	7.00089;6.73106;7.01023;6.99736;6.87836;7.49997;7.50631;7.67419	Secondary contrast on the same matrix. KPL is Kras/p53/Lkb1, not KL. KPL n=15 vs KP n=8.
GSE164758	KPL_minus_KP	F11r	tumor	primary_bulk_tumor	log2(FPKM+1)	secondary_kpl	15.0	8.0	6.578099069781191	6.940159385363677	6.574298335925029	6.914145125144364	-0.36206031558248597	0.0005547465501698911	6.19946;6.57262;6.23974;6.55467;6.69734;6.62319;6.89554;6.23496;6.75557;6.33072;6.5743;6.87669;6.78435;6.49161;6.84073	6.88473;6.81222;7.08828;6.85221;6.76858;7.02938;6.94356;7.14232	Secondary contrast on the same matrix. KPL is Kras/p53/Lkb1, not KL. KPL n=15 vs KP n=8.
GSE164758	KPL_minus_KP	Ocln	tumor	primary_bulk_tumor	log2(FPKM+1)	secondary_kpl	15.0	8.0	4.41606625663587	5.007879814270588	4.39780296186249	4.9386224071852	-0.5918135576347181	0.000183555843806214	4.30466;4.27717;4.30078;4.47768;4.29286;4.3978;4.5687;3.96412;4.56736;4.09483;4.5964;5.1035;4.74599;4.06721;4.48194	4.84303;4.78931;4.61977;5.34908;5.03422;5.61539;4.61812;5.19413	Secondary contrast on the same matrix. KPL is Kras/p53/Lkb1, not KL. KPL n=15 vs KP n=8.
GSE164758	KPL_minus_KP	TJ7	tumor	primary_bulk_tumor	log2(FPKM+1)	secondary_kpl	15.0	8.0	5.997526519338047	5.123553200242403	5.941007224575939	5.159042480427301	0.8739733190956436	0.0003915858001199232	5.63432;5.857;5.17246;6.11018;5.49377;5.61145;5.94101;5.17824;6.62286;5.87226;6.05124;6.76441;6.35165;6.78935;6.5127	4.85689;5.21857;5.28369;5.05087;4.73228;5.11461;5.20348;5.52804	Secondary contrast on the same matrix. KPL is Kras/p53/Lkb1, not KL. KPL n=15 vs KP n=8. TJ7 mean of Cldn3,Cldn4,Cldn6,Cldn7,Cdh1,F11r,Ocln.
GSE244452	KL_minus_KP	Tacstd2	tumor	syngeneic_bulk_tumor	log2(deposited_count+1)	new	3.0	3.0	10.525546786281426	3.2979397338207215	10.24127057645096	3.382648422933412	7.227607052460705	0.1	11.2879;10.2413;10.0475	2.76874;3.38265;3.74243	Syngeneic KL vs KP bulk tumors, n=3 vs 3. Deposited table has per-sample values for 7449 genes, not a full transcriptome. TJ genes missing from the deposit: Cdh1, F11r. Two-sided exact Mann-Whitney floor at n=3 vs 3 is 0.10.
GSE244452	KL_minus_KP	Cldn4	tumor	syngeneic_bulk_tumor	log2(deposited_count+1)	new	3.0	3.0	12.236565824430796	3.260386792491872	12.31848085911575	2.6229248815861026	8.976179031938925	0.1	11.9854;12.4058;12.3185	2.28592;4.87232;2.62292	Syngeneic KL vs KP bulk tumors, n=3 vs 3. Deposited table has per-sample values for 7449 genes, not a full transcriptome. TJ genes missing from the deposit: Cdh1, F11r. Two-sided exact Mann-Whitney floor at n=3 vs 3 is 0.10.
GSE244452	KL_minus_KP	Cldn3	tumor	syngeneic_bulk_tumor	log2(deposited_count+1)	new	3.0	3.0	11.509371065454337	1.1792111340333793	11.429667361136703	1.0228970860596112	10.330159931420958	0.1	11.7095;11.389;11.4297	0;2.51474;1.0229	Syngeneic KL vs KP bulk tumors, n=3 vs 3. Deposited table has per-sample values for 7449 genes, not a full transcriptome. TJ genes missing from the deposit: Cdh1, F11r. Two-sided exact Mann-Whitney floor at n=3 vs 3 is 0.10.
GSE244452	KL_minus_KP	Cldn6	tumor	syngeneic_bulk_tumor	log2(deposited_count+1)	new	3.0	3.0	12.035500450052032	0.9868562893888618	12.234612231875515	0.0	11.04864416066317	0.1	11.3793;12.2346;12.4926	2.96057;0;0	Syngeneic KL vs KP bulk tumors, n=3 vs 3. Deposited table has per-sample values for 7449 genes, not a full transcriptome. TJ genes missing from the deposit: Cdh1, F11r. Two-sided exact Mann-Whitney floor at n=3 vs 3 is 0.10.
GSE244452	KL_minus_KP	Cldn7	tumor	syngeneic_bulk_tumor	log2(deposited_count+1)	new	3.0	3.0	11.388937798335546	5.260702267357222	11.415348919543613	5.2414246528158674	6.128235530978324	0.1	11.4153;11.3133;11.4382	5.24142;5.4091;5.13158	Syngeneic KL vs KP bulk tumors, n=3 vs 3. Deposited table has per-sample values for 7449 genes, not a full transcriptome. TJ genes missing from the deposit: Cdh1, F11r. Two-sided exact Mann-Whitney floor at n=3 vs 3 is 0.10.
GSE244452	KL_minus_KP	Cdh1	tumor	syngeneic_bulk_tumor	log2(deposited_count+1)	new	3.0	3.0									Syngeneic KL vs KP bulk tumors, n=3 vs 3. Deposited table has per-sample values for 7449 genes, not a full transcriptome. TJ genes missing from the deposit: Cdh1, F11r. Two-sided exact Mann-Whitney floor at n=3 vs 3 is 0.10. Gene absent from the deposited matrix.
GSE244452	KL_minus_KP	F11r	tumor	syngeneic_bulk_tumor	log2(deposited_count+1)	new	3.0	3.0									Syngeneic KL vs KP bulk tumors, n=3 vs 3. Deposited table has per-sample values for 7449 genes, not a full transcriptome. TJ genes missing from the deposit: Cdh1, F11r. Two-sided exact Mann-Whitney floor at n=3 vs 3 is 0.10. Gene absent from the deposited matrix.
GSE244452	KL_minus_KP	Ocln	tumor	syngeneic_bulk_tumor	log2(deposited_count+1)	new	3.0	3.0	9.394555492727262	4.524074469784953	9.375801436953202	4.950835319377092	4.870481022942309	0.1	9.54977;9.2581;9.3758	3.41844;5.20295;4.95084	Syngeneic KL vs KP bulk tumors, n=3 vs 3. Deposited table has per-sample values for 7449 genes, not a full transcriptome. TJ genes missing from the deposit: Cdh1, F11r. Two-sided exact Mann-Whitney floor at n=3 vs 3 is 0.10.
GSE244452	KL_minus_KP	TJ7	tumor	syngeneic_bulk_tumor	log2(deposited_count+1)	new	3.0	3.0	11.312986126199993	3.0422461906112575	11.320158861137688	2.781271004991348	8.270739935588736	0.1	11.2079;11.3202;11.4109	2.78127;3.59982;2.74565	Syngeneic KL vs KP bulk tumors, n=3 vs 3. Deposited table has per-sample values for 7449 genes, not a full transcriptome. TJ genes missing from the deposit: Cdh1, F11r. Two-sided exact Mann-Whitney floor at n=3 vs 3 is 0.10. TJ7 mean of Cldn3,Cldn4,Cldn6,Cldn7,Ocln.
GSE274352	KL_minus_KP	Tacstd2	cell_line	cultured_cells_empty_vector	log2(normalized_count+1)	new	3.0	3.0	5.300996640377928	6.8435030678728594	5.222837531643305	6.8681706698031695	-1.5425064274949314	0.1	4.96055;5.22284;5.7196	7.2262;6.86817;6.43614	Untreated empty-vector cell lines from the same study as GSE274351. IFN-beta and STING arms are not in this contrast. n=3 vs 3 cannot reach two-sided exact Mann-Whitney p < 0.05 (floor 0.10).
GSE274352	KL_minus_KP	Cldn4	cell_line	cultured_cells_empty_vector	log2(normalized_count+1)	new	3.0	3.0	9.567501230507366	9.763386790418851	9.708965960580574	9.472028010975052	-0.19588555991148482	1.0	8.99601;9.70897;9.99753	10.8195;9.47203;8.99865	Untreated empty-vector cell lines from the same study as GSE274351. IFN-beta and STING arms are not in this contrast. n=3 vs 3 cannot reach two-sided exact Mann-Whitney p < 0.05 (floor 0.10).
GSE274352	KL_minus_KP	Cldn3	cell_line	cultured_cells_empty_vector	log2(normalized_count+1)	new	3.0	3.0	10.549126750138852	9.94025139006016	10.644206652668878	9.84992234801997	0.6088753600786916	0.2	10.2234;10.7798;10.6442	10.461;9.84992;9.50982	Untreated empty-vector cell lines from the same study as GSE274351. IFN-beta and STING arms are not in this contrast. n=3 vs 3 cannot reach two-sided exact Mann-Whitney p < 0.05 (floor 0.10).
GSE274352	KL_minus_KP	Cldn6	cell_line	cultured_cells_empty_vector	log2(normalized_count+1)	new	3.0	3.0	5.211147104142552	10.037130582923153	2.6958657751453403	9.93923420396544	-4.825983478780601	0.7	2.69587;1.70998;11.2276	10.3001;9.87201;9.93923	Untreated empty-vector cell lines from the same study as GSE274351. IFN-beta and STING arms are not in this contrast. n=3 vs 3 cannot reach two-sided exact Mann-Whitney p < 0.05 (floor 0.10).
GSE274352	KL_minus_KP	Cldn7	cell_line	cultured_cells_empty_vector	log2(normalized_count+1)	new	3.0	3.0	10.265626777189025	9.389963232592313	10.390547584933472	9.646221038961247	0.875663544596712	0.1	9.8263;10.3905;10.58	9.73563;9.64622;8.78804	Untreated empty-vector cell lines from the same study as GSE274351. IFN-beta and STING arms are not in this contrast. n=3 vs 3 cannot reach two-sided exact Mann-Whitney p < 0.05 (floor 0.10).
GSE274352	KL_minus_KP	Cdh1	cell_line	cultured_cells_empty_vector	log2(normalized_count+1)	new	3.0	3.0	11.947449841768313	12.355395425875779	11.986147264471287	12.38908516748182	-0.4079455841074662	0.2	12.0133;11.9861;11.8429	12.3891;11.9925;12.6846	Untreated empty-vector cell lines from the same study as GSE274351. IFN-beta and STING arms are not in this contrast. n=3 vs 3 cannot reach two-sided exact Mann-Whitney p < 0.05 (floor 0.10).
GSE274352	KL_minus_KP	F11r	cell_line	cultured_cells_empty_vector	log2(normalized_count+1)	new	3.0	3.0	11.163588016677437	10.629672937677773	11.15855932301556	10.568033025652293	0.5339150789996641	0.1	11.1586;11.0516;11.2806	10.8172;10.568;10.5038	Untreated empty-vector cell lines from the same study as GSE274351. IFN-beta and STING arms are not in this contrast. n=3 vs 3 cannot reach two-sided exact Mann-Whitney p < 0.05 (floor 0.10).
GSE274352	KL_minus_KP	Ocln	cell_line	cultured_cells_empty_vector	log2(normalized_count+1)	new	3.0	3.0	7.051624496145027	6.371085101249346	6.971436399688822	6.417738536969252	0.680539394895681	0.1	6.89248;7.29095;6.97144	6.87835;6.41774;5.81716	Untreated empty-vector cell lines from the same study as GSE274351. IFN-beta and STING arms are not in this contrast. n=3 vs 3 cannot reach two-sided exact Mann-Whitney p < 0.05 (floor 0.10).
