cohort	study_id	sample_id	tacstd2_group	TACSTD2	LGALS1	LGALS2	LGALS3	LGALS4	LGALS7	LGALS7B	LGALS8	LGALS9	LGALS9B	LGALS9C	LGALS12	LGALS13	LGALS14	LGALS16
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-44-6146-01	high	11316.3	642.148	20.3069	5139.44	8080.32	1.3538	0.9025	728.777	1340.25	775.722	880.866	0.9025	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-50-5944-01	high	11366.4	2689.43	7.3182	5914.32	3.0492	0.6098	0	1480.05	1173.96	7.928	53.6667	0.6098	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-7573-01	high	11373.1	1636.51	64.8519	5344.28	5.6045	3.2026	3.2026	1742.87	1566.05	15.2122	79.2634	1.6013	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-05-5428-01	high	11420.1	9268.8	2.6161	20772.6	2.6161	2.6161	5.2322	1088.25	481.36	0	6.1042	13.9525	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-05-5715-01	high	11469.1	5442.9	24.2046	13373.4	11470.6	3.904	0.7808	1944.77	5126.68	160.843	336.522	1.5616	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-50-5946-01	high	11495.3	2487.94	3.8598	2472.18	6.1113	61.7562	225.796	1772.66	655.195	0	16.0823	6.1113	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-44-2656-01	high	11546.7	3388.71	45.5223	13140.5	7.0451	0	0	1067.57	1544.78	0.8129	17.6128	6.7742	0	0.5419	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-75-7025-01	high	11586.2	2536.69	56.7322	7989.41	21.5582	21.5582	0.7564	1419.02	2003.78	29.1225	78.6687	10.59	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-7907-01	high	11615.3	3745.9	141.517	9161.85	125.88	23.4558	89.1321	781.79	1282.25	0.7819	18.7647	38.3112	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-97-7547-01	high	11740	1079.33	15.319	5316.12	7336.03	2.6261	1.7507	1929.25	3863.44	11.8175	94.9776	3.5015	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-97-8175-01	high	11875.8	4274.09	47.3043	13588.9	4.8696	0.6957	0	1221.56	7972.87	0.6957	108.87	14.9565	0	0.3478	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-78-8655-01	high	11915.8	3414.82	76.6308	12744.1	5.6998	0.6333	0	1200.06	2073.46	0	40.532	2.5332	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-05-4402-01	high	11973.5	5615.54	19.3015	8999.58	5.5492	1.6889	4.5841	1202.9	3411.79	3.1365	38.1205	6.5143	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-69-8453-01	high	11976.6	4518.03	123.782	14087.2	12071.2	56.5302	2.4366	934.172	5482.46	86.2573	210.039	11.2086	0.4873	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-44-5645-01	high	12115.3	1563.4	100.975	3303.5	114.745	5.1635	0.5737	1374.51	1786.57	0	18.9329	14.9168	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-86-8279-01	high	12321.5	5099.26	4.7407	3304.89	8.5926	0	0	1165.45	648.889	0	10.963	1.7778	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-75-6207-01	high	12385.9	2200	3.0769	5312.09	0.4396	0.4396	0	608.782	787.692	0	5.7143	2.1978	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-49-AAR4-01	high	12392.8	6941.36	13.8714	12170.2	9.4578	8.8272	13.2409	1071.74	3525.85	4.4136	46.6583	13.8714	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-8302-01	high	12451.9	7652.22	19.3825	15820.6	9.9682	3.8765	1.1076	653.025	3477.23	45.4105	127.925	0.5538	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-73-4668-01	high	12499.4	4554.74	0.492	7662.48	0.984	4.182	10.3321	1087.32	643.296	0	7.3801	6.3961	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-A48X-01	high	12614.4	1775.17	49.3646	7307.43	31.7693	6.8426	2.9326	1172.34	2264.42	0.4888	46.9208	12.219	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-L9-A50W-01	high	12630.7	2671.78	67.1509	7805.63	497.066	0.3751	1.8757	737.564	2228.36	12.0046	73.1532	7.878	0	0.3751	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-78-7535-01	high	12642.8	7160.63	3.9092	5931.71	6.3969	0.7108	0.7108	941.274	4283.8	0.3554	69.2999	152.815	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-MP-A4TC-01	high	12667	11060.1	2.7298	4827.12	5.0045	2.2748	2.7298	1142.78	1628.75	2.2748	58.6897	5.9145	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-6984-01	high	12913.2	1532.91	20.1097	10394.9	14687.4	1.8282	0.9141	935.101	2735.83	19.1956	103.291	1.8282	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-49-6745-01	high	12929.7	7193.61	17.199	11492.9	1.9656	3.9312	1.4742	791.641	3199.51	2.9484	50.1229	5.4054	0	0.4914	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-50-5936-01	high	12931.3	3559.94	16.0819	5436.4	498.538	2.924	0.731	839.839	936.404	1.462	10.9649	0.731	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-95-7947-01	high	13003	935.728	36.06	6290.95	18.3356	1.2224	0	2037.61	2225.64	15.8909	93.206	1.2224	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-73-4676-01	high	13009	6925.07	3.1662	7932.98	2.6385	2.6385	4.2216	843.23	851.187	1.5831	4.2216	5.277	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-44-5643-01	high	13063.7	1143.66	40	2025.92	16.338	96.338	229.859	693.476	1938.03	0	23.662	0	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-67-6216-01	high	13145.7	2200.09	32.4149	13986.1	4.7149	2.9468	0	1177.47	5440.4	24.7532	84.8681	3.5362	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-86-8074-01	high	13198.4	3800.21	8.935	5760.9	3.9314	14.2959	14.6533	2015.02	2714.44	6.4332	41.4582	14.2959	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-86-7714-01	high	13409.8	1301.69	5.6391	8203.01	315.789	0	0	1112.74	2367.48	22.5564	70.4887	1.8797	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-64-5778-01	high	13478.5	4120.93	192.528	10043.1	33.2124	104.308	3.6326	636.624	7267.28	17.6441	106.383	2.5947	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-78-7143-01	high	13600.3	1703.45	11.5163	8908.35	11.5163	22.5528	47.9846	1480.31	3587.81	42.7063	103.167	3.8388	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-1592-01	high	13648.6	2672.39	15.9683	6224.93	300.962	0.8119	0.2706	1916.03	1576.26	0	14.0738	18.6748	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-49-4501-01	high	13816.4	4992.34	42.2721	17652.6	1151.65	16.1162	27.4769	574.587	4215.32	5.5482	54.9538	1.8494	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-8512-01	high	13870.7	1582.04	1.0689	7900.05	32.6029	476.75	46.4992	752.539	1127.2	193.479	316.408	10.155	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-78-7542-01	high	13884.7	20402.4	7.8087	4872.34	16.7329	119.082	18.1273	803.45	989.193	1.1155	18.6851	0.5578	0	0.2789	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-44-A4SS-01	high	13958.5	2742.64	51.5075	3980.48	5931.67	2.7692	0	645.76	3817.65	6.0923	55.3844	11.0769	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-L9-A8F4-01	high	14216.7	3491.23	73.614	6885.84	22.5861	1645.44	750.361	1335.57	1278.21	0.8365	13.3844	22.5861	0.4183	0.4183	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-49-AAR9-01	high	14257	2879.3	0.9179	6800.37	74.346	4.5893	6.425	897.26	518.128	0	12.391	0	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-64-1681-01	high	14326.2	3677.96	61.8054	9652.12	92.8888	6.1444	3.9758	1186.88	4173.85	30.722	178.91	5.783	0	0.3614	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-86-8073-01	high	14637.2	2082.14	10.3111	11513	12.3733	4.8118	5.4992	1567.19	1570.37	1.0311	21.9969	12.0296	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-44-6779-01	high	14660.3	3458.06	19.9243	19297.1	0	0	0	1179.35	2059.37	0	33.4728	0	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-91-6847-01	high	14686.1	2662.78	5.1405	2020.9	1.0281	5.8259	7.5394	809.726	504.798	0.6854	11.3091	0.6854	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-L9-A5IP-01	high	14723.9	2815.95	5.2585	10656.4	0	7.0114	0.4382	912.231	597.721	17.5285	44.6976	0.4382	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-05-4395-01	high	14732.8	4101.49	4.0266	16008.4	0	0.2684	1.6106	771.158	1110.27	8.8585	30.3337	1.6106	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-64-5781-01	high	14834.1	9102.89	18.6495	8269.45	0.6431	0	0	996.064	2467.52	6.4309	26.3666	2.5723	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-69-A59K-01	high	14889.3	4350.55	12.9151	2669.74	6.1501	0	0	1050.97	635.916	0	9.2251	0.615	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-35-5375-01	high	14917.9	6694.78	28.8568	10749.2	1.1099	2.2198	1.1099	1283.02	1023.31	0	15.5383	11.0988	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-78-7145-01	high	14965.2	2336.41	3.4915	10084.7	1.7458	2.3277	0.5819	1202.23	1611.34	0.5819	12.8022	5.8192	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-93-A4JN-01	high	15377.4	2928.51	16.2095	3827.93	80.6318	447.215	433.915	1295.51	2464.26	1.2469	58.1879	5.4032	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-64-1679-01	high	15481.1	9403.37	3.7725	5566.16	0.2902	1.451	2.6117	1066.7	1486.36	0	17.9919	40.3366	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-05-4420-01	high	15532.5	4394.43	0.263	3075.73	5.259	8.1515	0.7889	652.587	297.397	0.5259	2.3666	1.0518	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-78-7540-01	high	15578.5	1888.98	29.1632	17119.1	22868.6	4.3082	0.3314	857.66	3705.72	78.5418	1523.78	1.3256	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-05-5429-01	high	15710.8	7412.22	597.061	34271.5	55850	32.4826	37.8964	973.674	3409.13	11.6009	55.6845	0.7734	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-50-5932-01	high	15774.3	1045.72	2.0781	8067.75	2.9094	1.6625	2.4938	1445.12	1403.16	0	14.1313	0.4156	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-A57B-01	high	16055	3669.61	38.787	5921.72	11.6361	0	0	1147.81	3468.97	2.1157	35.2609	3.1735	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-95-8039-01	high	16186.5	5172.25	27.3603	8598.07	12.3314	3.8536	5.7803	1695.11	2709.06	0.3854	40.4624	3.4682	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-95-7039-01	high	16462.9	1817.14	53.5714	8723.57	5.7143	3.5714	0.7143	1190	1209.29	4.2857	61.4286	162.857	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-05-4434-01	high	16521.1	7343.66	34.3658	9455.8	1102.42	54.9401	122.993	865.571	3188.79	73.2534	111.463	160.072	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-7726-01	high	16543	6597.16	0.8873	3901.51	0.8873	109.139	30.1686	1256.41	590.949	5.3239	15.9716	5.3239	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-7576-01	high	16683.6	2819.5	19.551	7017.58	1.9551	0	0	953.832	1352.2	60.3637	156.163	10.2643	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-50-5939-01	high	16909.2	5324.44	34.8897	5220.45	4.7888	0.6841	0	786.728	1336.07	9.5776	49.256	4.7888	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-05-4426-01	high	17275.1	10068.6	5.0389	14366.8	2.0748	0	0	1137.59	1157.76	2.3712	13.0419	40.6076	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-MN-A4N1-01	high	17447.2	7668.85	5.817	6333.85	19.9439	31.1624	2.9085	1278.16	1845.64	0	43.6273	6.648	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-67-3772-01	high	17618.9	10107.7	24.3446	12145.1	3287.45	9.3633	10.7678	1025.74	4179.78	4.6816	66.9476	4.2135	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-49-AARO-01	high	17719.2	10497.5	25.3675	10132	14.4134	13.8368	2.8827	937.204	2001.73	19.0257	99.164	57.077	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-78-7147-01	high	17796.3	2606.89	26.2137	7412.2	138.111	3.13	6.6512	1171.35	5065.1	58.296	263.702	1.9562	0	0.3912	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-6712-01	high	17858.8	5534.39	29.5765	18605.4	2.6888	0.8963	0	653.336	2100.83	0.8963	44.8129	7.1701	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-91-8496-01	high	18043	5461.13	37.1716	28408.4	1359.09	6.1953	8.5185	1216.6	1661.88	0	62.7271	27.8787	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-7227-01	high	18727.7	3534.9	49.067	6785.76	13.8217	2.0733	0.6911	916.365	3227.37	0.6911	41.4651	4.1465	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-44-7660-01	high	18878.4	3361.16	27.7573	10840.9	28.5985	77.3841	72.7579	1621.23	2336.24	48.3651	102.618	2.1028	0	0.8411	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-1596-01	high	19168.1	2097.69	28.4192	5030.2	448.786	1.1841	7.1048	1717.67	1834.81	7.6969	20.7223	4.7365	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-78-7166-01	high	19599.2	3229.6	35.6665	12181.5	350.423	9.8083	14.2666	481.052	2072.22	0.8917	50.379	0.8917	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-64-1676-01	high	19795.8	23620.4	30.486	35884.1	0	0	2.0786	1015.01	1374.64	0	28.4074	63.7435	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-8614-01	high	19918.3	7013.04	18.2304	4928.49	10.6868	1002.04	416.156	1140.85	947.981	0	13.2013	3.7718	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-49-4507-01	high	19932.9	7853.34	41.854	13916.3	7.6098	0.6918	0	528.751	1768.59	1.0377	59.495	1.0377	0	0.3459	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-6980-01	high	20161.8	6093.72	14.1468	12782.5	8.8417	1.7683	1.7683	1120.25	2834.66	0	39.7878	25.641	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-49-4490-01	high	21650.3	4542.73	58.9722	13949.3	307.03	343.536	166.62	1032.3	6878.22	10.2967	350.089	64.5886	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-49-AARE-01	high	21718.3	8229.4	61.4474	6895.31	100.592	32.3168	2.731	1320.99	1983.61	6.3723	38.234	1.8207	0	0.4552	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-8204-01	high	22090.7	3459.23	32.7253	5403.97	12.3391	30.5794	121.781	1244.09	929.721	19.8498	106.223	2.6824	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-MN-A4N5-01	high	22335.8	2787.4	39.3701	12080.3	13.3858	0.3937	0.3937	1842.65	1497.64	1.9685	25.5906	3.5433	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-MN-A4N4-01	high	24671	5960.18	11.0507	6556.44	2.4023	46.6052	35.074	443.47	1152.16	0	22.1014	0	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-75-6214-01	high	26358.2	4719.76	14.5775	7939.56	10.9331	74.7096	11.5405	1252.41	1228.46	20.044	89.8945	2.4296	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-7281-01	high	29031.9	8054.13	28.49	8465.53	1.1396	2.2792	0.5698	907.681	6223.93	3.4188	106.553	46.1538	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-44-8117-01	high	29915.3	4220.84	21.1013	8392.54	0.8672	0	0	1372.42	417.69	1.1562	7.5155	1.4453	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-49-4488-01	high	31566.3	5262.15	35.9567	18418.6	1.4676	11.741	1.4676	1019.23	773.436	1.4676	13.9424	8.0719	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-J2-A4AD-01	high	35468.9	6576.94	10.1502	8477.06	15.0223	2.4361	0.406	884.779	559.48	1.624	4.8721	0.406	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-78-8640-01	high	39394.3	2810.21	4.0846	7200	4.6681	1.7505	0	880.864	1008.32	0	22.1736	1.167	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-NJ-A4YQ-01	high	40035.8	3072.19	105.461	4947.27	12.5549	0.6277	0.6277	2375.24	1614.56	0	32.6428	0	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-49-6767-01	high	44794.1	5501.78	37.8698	10219.5	0	1.1834	1.1834	1422.86	1003.55	0	22.4852	3.5503	0	0	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-37-4129-01	low	26.2496	1971.59	3.2362	605.897	7.5512	1.0787	0.3596	231.931	130.888	0	2.8767	0.3596	0	0	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-37-4130-01	low	54.2959	5963.29	658.337	5748.57	8.638	88.8478	1.851	830.48	1624.56	0.617	20.3609	20.9779	0	1.234	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-85-6560-01	low	61.7179	2619.08	39.275	1933.9	1.3466	0.6733	0.2244	479.079	1417.04	0.8977	13.2413	0.8977	0	0	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-77-8009-01	low	68.1358	4922.39	6.1017	922.376	2.0339	713.223	768.477	1755.63	859.325	58.6443	55.9324	1.3559	0	0	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-66-2787-01	low	69.5876	1811.86	38.6598	3685.57	0.8591	11.5979	6.8729	1175.68	1434.28	3.0069	22.7663	1.2887	0	0	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-22-5481-01	low	154.839	1624.96	132.417	3598.94	26.2295	133.686	124.802	1578.43	7204.23	16.4992	71.0735	0	0	0	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-66-2754-01	low	173.558	1142.21	3.1804	861.427	19.9909	0	0	760.886	368.469	0	2.726	0	0	2.2717	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-85-7950-01	low	227.969	7847.53	62.2625	2163.99	1.961	36.7692	10.2954	1294.74	5429.59	3.922	58.8307	1.4708	0	0	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-90-7767-01	low	279.671	13928.8	41.296	1649.82	2.3502	893.739	1147.56	2126.86	7429.24	20.1444	145.375	1.343	0	0	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-NC-A5HH-01	low	368.217	2521.32	21.3178	707.364	4.3605	420.543	966.085	298.45	252.907	1.4535	18.8953	0	0	0	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-37-5819-01	low	378.072	6231.76	14.3667	1048.39	27.9773	333.459	355.387	1136.26	795.463	0	11.3422	0.7561	0	0	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-66-2755-01	low	456.065	17468.5	100.32	2172.89	0.7115	53.3618	106.724	1156.52	4488.08	0.3557	32.7286	2.4902	0	0	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-63-6202-01	low	476.697	8192.35	45.997	4571.48	2.7877	0.3485	0	484.014	1895.64	0	27.5285	8.0146	0	0	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-90-A4EE-01	low	482.135	7151.97	18.5436	2450.47	6.7843	223.428	6.332	1120.22	4613.75	2.2614	80.0543	0.4523	0	0	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-O2-A52S-01	low	482.616	1067.88	139.901	991.722	2.0695	24.4205	5.7947	1204.4	1203.64	0	13.245	0.4139	0	0	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-85-A4PA-01	low	489.335	1917.22	323.209	1748.27	26.5574	1.1301	2.2602	740.783	4278.57	1.1301	84.1927	4.5204	0	1.1301	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-22-4599-01	low	560.63	3843.66	35.7603	4014.38	3.4607	8.0749	1.1536	1724.57	3198.82	0	21.9176	1.1536	0	0	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-85-8352-01	low	600.785	2053.23	0.8726	1234.29	3.4904	138.307	217.278	842.024	756.981	0.8726	13.089	10.0349	0	0	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-85-A510-01	low	668.325	1683.8	44.2233	1411.83	144.279	219.458	427.308	731.802	1051.96	0	21.0061	1.1056	0	0	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-34-5231-01	low	705.755	1823.44	18.8008	2429.17	915.697	586.201	102.2	961.736	1932.87	26.9961	215.246	10.6056	0	0	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-34-5929-01	low	717.733	4443.24	33.1076	1008.68	198.244	1135.09	647.103	1037.55	4742.01	5.217	93.1026	0.4013	0	0.4013	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-43-7658-01	low	805.001	1136.52	61.8404	1948.24	4.8397	23.3918	79.3171	544.908	2004.44	6.184	30.3825	3.2265	0	0	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-22-5480-01	low	811.33	6642.06	102.131	1718.8	4.0852	446.109	13.8898	1005.78	5825.83	24.2391	70.2662	0	0	0	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-22-5489-01	low	865.14	15396.8	65.8922	3104.86	4.2708	146.122	654.651	822.432	4796.71	0.9152	46.3686	4.8809	0	0	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-33-AAS8-01	low	920.53	2367.77	12.362	1222.52	16.777	104.636	324.503	874.141	956.291	0	13.6865	0.883	0	0	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-56-6546-01	low	1146.86	5110	34.5031	3096.14	23.297	97.3164	121.203	761.374	2018.87	0.5898	33.3235	3.2439	0	0.8847	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-34-2596-01	low	1197.2	2844.9	15.9724	1371.81	0.726	174.244	10.1643	1263.26	927.126	0	18.5135	1.089	0	0	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-33-4533-01	low	1265.79	9107.88	7.3831	6958.57	2.0509	368.745	166.53	1084.5	276.866	0	5.3322	5.3322	0	0	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-77-7465-01	low	1323.56	3684.18	103.666	2324.46	14.8669	14.0633	30.9392	1320.74	4147.87	4.0181	48.6188	0.4018	0	0	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-77-6842-01	low	1450.26	5443.82	15.0086	2754.72	12.8645	2.1441	2.1441	986.265	13763.7	5.1458	180.96	8.1475	0	0	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-O2-A5IB-01	low	1517.84	1155.48	5.8573	1821.35	3.1949	27.689	48.9883	1134.56	933.174	3.4611	53.5144	0.5325	0	0	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-56-7223-01	low	1539.21	1783.93	0.6463	3610.3	0.8617	17.0185	3.0159	1649.8	957.561	4.5239	14.218	1.7234	0	0	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-66-2758-01	low	1550.67	3903.74	22.5209	3185.25	3.9956	3.2692	1.453	621.141	2741.74	3.2692	23.2474	1.0897	0	0	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-63-A5MW-01	low	1709.83	8683.15	13.2711	2164.05	3.4248	56.5092	108.309	731.512	360.032	2.1405	5.5653	1.7124	0	0	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-63-A5M9-01	low	1798.41	2287.61	32.967	2609.32	1.8947	43.5771	174.687	985.18	1064.42	5.684	97.0064	1.5157	0	1.8947	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-18-4721-01	low	1825.19	2599.62	32.8947	2599.62	0	11.2782	31.015	1142.84	2531.95	8.4586	15.0376	1.8797	0	0.9398	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-56-8083-01	low	1842.19	4269.21	2.5786	1373.39	8.2517	64.9819	61.8876	1323.74	185.147	0	3.6101	46.9314	0	0	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-58-A46M-01	low	1869.64	2239.28	46.8397	1134.88	0.5643	116.253	169.865	1024.66	1035.55	1.1287	19.1874	0.5643	0	0	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-37-4132-01	low	1916.63	4092.73	57.9581	4021.85	1.7833	51.7165	138.654	1151.89	906.375	0	16.0499	1.7833	0	0	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-39-5040-01	low	1943.82	666.356	9.9317	5877.41	4.3451	0	0	792.657	330.54	0	8.6903	0	0	81.6263	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-39-5021-01	low	1971.07	2941.11	20.672	3335.43	1.0336	650.651	80.104	1110.03	1546.27	0	29.4576	1.0336	0	0	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-66-2757-01	low	2016.95	3093.77	24.2108	4534.13	77.1022	113.232	128.876	608.224	1949.53	0.3725	18.6237	30.1704	0	2.2348	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-66-2790-01	low	2079.62	6808.51	5.1476	2124.23	0.6863	613.933	26.4242	1029.85	2095.74	5.4907	27.4537	4.8044	0	0	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-66-2769-01	low	2088.16	28110.5	35.1873	4694.29	13.6209	630.344	19.6746	996.595	1265.23	0.3784	10.9724	4.1619	0	0.3784	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-22-4593-01	low	2213.32	11291.6	8.522	1624.5	3.4621	437.55	107.057	845.875	358.988	3.9947	36.4847	0.7989	0	0	
LUSC	lusc_tcga_pan_can_atlas_2018	TCGA-63-7023-01	low	2227.64	808.244	14.213	1468.2	1.8951	18.9506	0	896.26	1900.75	0.4738	28.8997	0.4738	0	0	
