	welch_t
POP5	2.1825231466101926
OCLN	2.182461759498211
PHLPP1	2.182045246960165
ITPR3	2.180958357766265
C3orf52	2.1805546808483354
DPCD	2.1803529231641967
RCCD1	2.1797741142640863
ZNF444	2.177879461903598
CAMSAP1	2.1775382129154544
ORC5	2.17639969205423
KLRG2	2.1763802542621478
PDSS2	2.1763162432168746
FXYD3	2.175992951957224
TCP1	2.1757959907378286
FAM199X	2.174613563136004
SHPRH	2.1743730049214527
ATP5D	2.1743171176907024
DENND6B	2.1740412565231777
N4BP3	2.173617876376891
ARL6IP6	2.1730695135658027
FBXL19	2.172173162384046
MYOT	2.1721456396656835
PCBP4	2.172127375297142
CYC1	2.1714513744496675
COL4A5	2.1710011698762024
CDK10	2.1703362767265473
SLC13A4	2.1691746026619705
DBF4B	2.168959680465131
SMURF1	2.168863258372373
KMT2A	2.168294324939051
STK35	2.167751531344324
FIGNL1	2.166512118279574
TTLL4	2.166251804242967
TRAP1	2.166173516466583
TMEM255A	2.1661246354897292
SECISBP2	2.165547084501886
HSF2	2.1653100596163957
SLC35C2	2.1650457459094796
PEX11B	2.164928771792074
SDHB	2.1644112158510977
LZTS2	2.164102760516717
PLA2G6	2.1632100493540243
ZNF285	2.1631399794433754
POTEF	2.162454260162032
ZFYVE19	2.1624286697378095
RNF217	2.162085869556559
BRD8	2.1620773959411923
GBAS	2.1614496535808354
NARF	2.161016225727558
ZNF17	2.1599868527407167
GPR37	2.1599071611611884
SLC9A8	2.1596693020352262
NDUFAF6	2.158351287047543
TSHZ2	2.1569290876580265
SPECC1L	2.1563004689473346
LHX4	2.1554186392380155
KIT	2.155294856646382
AVIL	2.1551480645323284
GRHL1	2.1541969272545227
TAF8	2.153610081360332
COMMD3	2.1532817370515622
MST1	2.153279954519802
MDN1	2.1527091085707393
TIMMDC1	2.1526053174943147
ELOVL1	2.152119390159742
GLS2	2.1508603026980047
SLC19A2	2.150529240203847
AMOTL2	2.1484864237356964
FAM60A	2.1483352475821755
PIP4K2B	2.147229476527629
BTBD2	2.146655983485533
LMBR1	2.14640767094954
NAALADL2	2.1463920437259514
COPS5	2.1442993114635813
C1orf74	2.1438776921589895
SLC16A14	2.14368196726387
DPM2	2.1432226273821358
CLOCK	2.142604313499837
RBM18	2.1412540631033496
ZBTB37	2.1404917894224376
MKNK2	2.1393537542395613
TIRAP	2.138858846685424
MKL2	2.1385487514813684
C2CD3	2.1370044854671484
SBF1	2.13696946213093
KDM1A	2.1367299480642994
ZNF584	2.1362452015596833
DCAF16	2.1362092722022097
WDR62	2.136179565482531
CHAC1	2.134360810526286
SEPHS2	2.134042886234116
SLC25A22	2.134008309820256
LGSN	2.132804615220977
RABIF	2.1325083807011826
SLC25A38	2.1324352955990817
ZFAT	2.132132222492449
FRMD8	2.1313927036710547
RABEP2	2.130835436665955
SCYL3	2.128827804690399
CTBP1	2.128523239994514
ZNF586	2.128137102026956
MGST3	2.1279193712046736
CLCN6	2.1258436541492287
CLSTN1	2.1251391603571657
ADAM21	2.1237011516776962
BABAM1	2.1228875001692042
ENTPD2	2.1223033547490227
YIPF2	2.120995939887557
ABHD14B	2.1197252022372965
CAPN12	2.1189948397265255
PHB2	2.118729177617594
FAM168B	2.1184817361440644
PPEF1	2.118401254488873
SRRM5	2.1182356759611567
LANCL1	2.115123636470144
TMEM199	2.1150430890719694
SLC9A2	2.1146721252438994
DAG1	2.1137673526304845
NR2C1	2.1127853787583364
RPS5	2.112539703060131
PLK1	2.111853411393409
NABP2	2.111803295988917
TMEM81	2.111703340317676
CLCN2	2.1109550245545323
GJB3	2.110701356069477
DDR1	2.1099917544351134
PMS2P5	2.1096986984722936
SRD5A3	2.1093293436960336
C3orf67	2.10917140725564
RAET1L	2.1082700893595243
UBE3A	2.1073792505901334
YAP1	2.106460184876326
WNK2	2.1062418631971385
TMEM132A	2.105636795547814
YTHDC2	2.105402973204368
SDHC	2.104340506005515
ARFRP1	2.103924651130289
PMPCB	2.103167684293317
HYLS1	2.102550548744957
B3GALT2	2.102008191556979
PDZD9	2.101844204028418
C14orf178	2.10103413598242
RFT1	2.1010044315285863
ZNF284	2.1007919977053326
C12orf10	2.1007819795544282
ACVR2B	2.10076868076601
TMEM30B	2.100592381162399
ZNF407	2.0994443765948305
LRRC45	2.098842359930861
MTFR1	2.098416641695087
MED27	2.098016181547669
NPPA	2.0978087604181734
ADCY1	2.0973386289600238
POMZP3	2.0960440362278856
PMS2P3	2.0953644863597485
ZSCAN20	2.094220333963945
TRAIP	2.0941200980109005
LSM5	2.09370907781252
GSTZ1	2.0936014415096214
GARNL3	2.0931990575105313
ATP5B	2.0930728067749667
RDH5	2.0929031695530504
PUS10	2.0921848042423354
IGF2BP3	2.091650479861662
UBQLN4	2.091578434969095
XYLT2	2.0911584818312345
GPATCH8	2.0911249327423915
MSS51	2.0890495583590205
SGSM3	2.0890103723997298
OCRL	2.0888527519256903
DRG1	2.088361220226324
TAZ	2.0882179559887315
GLIPR1L1	2.0880540689403575
NBPF12	2.0863638789029264
PPM1H	2.0859558609457185
TRIM65	2.0857883206637373
ZDHHC17	2.0856197623668953
AIM1	2.085384695411541
GHRL	2.084756855737975
SRGAP1	2.08450489563506
SMYD5	2.083628795349211
PFN2	2.0831981833512327
CLDN7	2.0830289556246924
CYB5RL	2.083026515994224
EBF2	2.082435530700753
NET1	2.0823979172097453
SPTSSB	2.0804034383786845
ZNF431	2.0798382824121036
PHPT1	2.079511129669628
TIAF1	2.078959086835841
GINS4	2.0789436074283967
TRIP4	2.0777941526961565
PRKCZ	2.077259415130069
VDAC3	2.07643936780765
NPFF	2.0762425766457375
TMEM214	2.076142917571297
PKP4	2.074913115859913
MARK2	2.074147454638522
TMEM67	2.07374669395687
ZNF341	2.0726343273734407
ZMYM3	2.070998525776026
C11orf42	2.07068594587062
RABL6	2.070200173129617
TRAPPC12	2.0699887128834407
CNTD1	2.069613466762026
DHX15	2.069288598101952
FRRS1	2.0690817752586748
GPAM	2.068697151519524
TENM1	2.0684291629568325
TOMM40	2.0682505328125464
HSCB	2.067918428801807
ZNF799	2.067910304125283
IFT52	2.0675635694329397
ZNF221	2.066976648570874
RBFOX2	2.0667700783787013
UQCR10	2.0664433903478434
CSE1L	2.0663896540992654
POLR2I	2.065305204425757
LRRC8A	2.0648578096598036
TRAPPC6A	2.064586478476901
SLC25A23	2.064333130782078
C1orf146	2.0638616132846077
ZNF546	2.0637124966398854
TM9SF1	2.0634344584014555
UBE3D	2.0631072319598887
ALKBH1	2.061646691924258
BANF1	2.061547120654553
BYSL	2.0612038776754327
ST3GAL4	2.0611645022216747
TNKS1BP1	2.060937116100712
OXR1	2.0606219890684954
RUSC1-AS1	2.059023819245902
WDPCP	2.0588903010566475
TMBIM6	2.058720249607135
TNPO2	2.0576695009178345
CYP3A7	2.057067218437446
LRR1	2.0563120660214413
NOL6	2.0558340206139323
STK31	2.055682705817757
CNPPD1	2.054073214050648
MFSD8	2.0535918958236463
CSNK1G1	2.0535561885596856
PPT2	2.053231854286811
EXTL3	2.0531397597559304
PLCD4	2.052494386493471
C6orf223	2.0521270546380506
ECSIT	2.0516948560094947
LGR4	2.0511547503935432
MRTO4	2.0508683947270137
PCGF1	2.0490439259934243
SETD5	2.0487268065317488
NAT8	2.047857920699529
SLC35F2	2.0476022088526675
FAM217B	2.0470742564690383
SDC1	2.046506432090721
ZMYND8	2.045807885021726
TRMT2A	2.045677763890435
PRMT5	2.045507289267882
FAM3C	2.0444608316667696
BAIAP2	2.0443440486805224
BIK	2.0441589479506885
IFRD2	2.041993555783818
BRAT1	2.04128616041315
CBX8	2.0400435305097693
OLFML2A	2.0398776051477476
MYCBP	2.0397090807125364
PPP2R1B	2.0392435907614983
OR7A5	2.0390252135962252
APEH	2.0384156616474947
IMPDH2	2.0374733007457047
GLE1	2.0373833231581666
CCDC84	2.0372481437419934
ALDH3B2	2.03651830927529
PALD1	2.0360628105164125
TSPYL4	2.0360489568616846
TMEM41A	2.035672551828626
ZBTB39	2.0355904990214495
MCM4	2.034201541416361
DPY19L4	2.0341392898648682
KLC4	2.032767002293028
C10orf76	2.032634321825926
L2HGDH	2.03141841586573
GPR107	2.031332812831122
C19orf54	2.0308691286066356
ALDOA	2.03029279745478
MYO5C	2.029981880445168
ZNF335	2.0287471762616898
DTYMK	2.028359432575211
TPBG	2.0279713671866637
TLE2	2.0274619553514963
SPIN2B	2.0270452754773065
FOXRED2	2.0265580023414196
PRRT2	2.026353865574064
TSPAN6	2.02453770200204
ABHD14A	2.024199989643996
MIR17HG	2.024044082665703
RNF103	2.023706133976124
PFAS	2.023623411467815
RBM10	2.0235787507848406
CPE	2.0233054651185705
CSMD3	2.0233025387725276
SLC13A3	2.023145357312231
ZNF320	2.022871325893287
IPO4	2.0226307686321787
SLC2A8	2.0206707759747404
PRRX1	2.0197840705234174
DECR2	2.0196878478785245
ESRRA	2.019022012025749
USP37	2.018619935205704
MPP3	2.017868379957893
FBXL2	2.017441393096297
ZBTB9	2.017184157986259
COX6C	2.0166431347773925
MUS81	2.0162769192563483
B4GALT2	2.0154022411113792
SFXN5	2.0135871960066924
ZNF24	2.0133087671081817
ILKAP	2.0131304889429242
CSTF2	2.0130455507680933
SRPK3	2.0122294323813588
EXOSC4	2.0116829221418935
GPR137	2.0113749360921633
TANC1	2.0109651590489843
ZFYVE9	2.0108968513315593
ADM2	2.010034787019991
C6orf48	2.009097977040849
PSMD3	2.0085298732629906
CCDC65	2.0085037321459085
RNASE7	2.008102419383824
RHOBTB3	2.007758181047156
SLC25A32	2.0069416546428442
C19orf70	2.006600875293855
SALL4	2.005817054404905
PEX5	2.0052550162146323
WDYHV1	2.0050521425422296
ZMPSTE24	2.004900677320029
C1GALT1	2.0048602928328614
KIAA1958	2.0047521523736584
TBX15	2.0045809810634596
FABP5	2.0041232206936965
TMEM143	2.0038892975330014
ZNF227	2.003733957185212
TRIB3	2.003284086840146
APOO	2.00313774807764
RIBC2	2.0017171241021017
KLHL7	2.001537163947709
STXBP5	2.0004338593634503
C5orf30	2.000374137819246
GTF2H3	2.0003256564247427
ZBTB48	2.0001107521815724
NCKIPSD	1.9999950144253278
ZNF112	1.9999508996049686
BOLA2	1.998901755330701
KDR	1.9987361698878081
SPSB2	1.9983676947101758
CKMT1B	1.9972853313290928
RERE	1.9965860500685404
METTL25	1.9964941479741622
MTBP	1.9962767626111526
GALNT13	1.9958194863542513
VTA1	1.9955626817274206
RAB11FIP3	1.9953699467168011
KIAA0100	1.995137942731851
GTSE1	1.994687682912288
KCNRG	1.9944201981433516
UQCC1	1.993654087693823
NAA30	1.9927680499851141
MVK	1.9927150240171234
CKS1B	1.9921464756279166
PPCDC	1.9916366717337508
DCBLD1	1.9902726206708063
PTCD2	1.98934066675414
IQCE	1.988944756894983
ZNF174	1.98876642957003
ZBTB25	1.988606157264022
PAX9	1.9876706073223198
GAD1	1.9875117898415144
PCIF1	1.9875045173357102
TIMM8A	1.987315359260695
TRMT11	1.9870903783744631
NPEPL1	1.9863738360112544
IL12RB2	1.9862613689555857
ZNRF2	1.985955782596095
C1QTNF3	1.9858829468710153
ATP6AP1L	1.985141427858316
SIRT7	1.9847952460610736
PHKG1	1.9842054611533353
CLSTN2	1.9841310849420544
KIAA0895	1.983869243316182
RDH13	1.9838692147498502
KIAA0907	1.982538297974456
CXADR	1.9825169190814826
SLC39A1	1.9816133868112231
BTBD7	1.980989166270367
LRWD1	1.980536215227634
SNRNP25	1.9804999188563153
FOXP4	1.9788040239275493
FARSB	1.9784110885885056
ZNF383	1.9776476984757672
KAT8	1.976805112052818
ZDHHC12	1.976655203873899
IRF2BPL	1.976156524390119
KNTC1	1.9760108591286407
ATP13A1	1.9758449525638122
GALK2	1.9757625599461521
FBXO9	1.9751932848325982
RNF187	1.9750049738811353
PRDM10	1.9741621356668149
ZNF410	1.9737564020402139
GCNT3	1.9726524666713146
GNA11	1.972610264164952
SYTL5	1.9725933567957896
YIPF4	1.971415855349926
ALG8	1.9713657856211564
CAMK2G	1.9710224196579307
ZNF550	1.9708713028767824
IL17RB	1.970720111421004
CACNB3	1.9698048309488108
C12orf49	1.9692701312894119
LINC00852	1.9690867311438567
UFL1	1.9690434821489784
ZNF79	1.9687331928704015
NEDD4L	1.9686709022135556
AKIRIN1	1.968548638316941
SCMH1	1.9684127948013013
KCTD6	1.9682426236302217
SRC	1.9679980334266225
ZW10	1.9679930300316353
GNG12	1.9678001959726545
MRPS17	1.9662348812985786
CYP51A1	1.9653734397584242
ZKSCAN1	1.9651240950056161
GNPAT	1.9644395743794663
B3GAT3	1.964160228652474
PDXDC1	1.964000366003803
MEN1	1.9630275480610528
RSG1	1.9626874647423767
PMS2	1.962485481743907
WDSUB1	1.962033076479135
AMT	1.9616093583241134
USP45	1.9599426747585618
DDX51	1.9592707208636335
RFC3	1.9586143377481755
B9D1	1.9585963374407664
CHST14	1.958412690807271
BAALC	1.9578634628681508
MDH1	1.9571766329442286
FANCD2	1.9570598262564907
TMEM150A	1.9569575226236737
RREB1	1.956726533921081
IQCK	1.9563577583294338
DALRD3	1.9562109183411331
RELL2	1.9560035994336864
CAMKMT	1.955894637808545
WDR74	1.9556154945057538
ZNF146	1.9549219719533024
CCDC71	1.9541900876361598
DERL1	1.9538226579796258
TAS2R4	1.9538054642306526
GATC	1.9534636726428622
TMEM14B	1.9532432360547525
MC1R	1.9532150839549578
TSFM	1.9529129835830714
C16orf70	1.9514652838974702
FANCG	1.9505264749874547
KRBOX1	1.95041869237163
EPB41L4A-AS1	1.9502633503815543
CPSF4	1.9501005069859951
C2orf54	1.9499266521405347
ZSWIM1	1.9492528258267068
TMEM19	1.9485992883618917
MAP1LC3A	1.9485352352217284
LYPLA1	1.9484274420221233
ZNF646	1.948196061586808
PTGFRN	1.9477431990824494
CERS6	1.9474813586516941
PLAG1	1.947166165585317
GJB2	1.946486501906332
TRPM4	1.945994912076929
P4HTM	1.9459681666079385
SUPT20H	1.9452720303179714
FNTB	1.9450089753737578
KDELR2	1.9443024272743867
MRPS16	1.9441942395945997
EXOSC5	1.9435758154597869
RAB25	1.9421477158782265
EPB41L4B	1.9414317355785482
CRKL	1.9409728919278393
UBFD1	1.9399801673990142
CLIP1	1.9395752676719458
TMEM204	1.9392390143775384
MAML1	1.9392003664241313
AURKA	1.9390347233088503
TRIM4	1.9386883728535724
MAP7	1.9386243871002717
SLC41A1	1.9383585909400096
RABL2A	1.9368321096151584
UBN1	1.9358991115392155
EPHX2	1.935677865480585
TRIM41	1.9350007833324976
PFKFB1	1.9344602244749542
PRKDC	1.9334672699895348
RANGAP1	1.9333573950598704
COL18A1	1.9331960658980327
PUS7	1.9331392069940934
PSMA2	1.9329504161854971
FAM96B	1.9324113451709857
CARD14	1.931596541293442
MRPL52	1.9314839108310733
PIGH	1.9312643779431489
BCAS1	1.9309245776510733
NCBP1	1.9304580230460013
NDUFA13	1.9296571128379016
SYNE4	1.9291215002829263
MAD2L2	1.9280656811831631
ZNF362	1.9278133125529553
USP11	1.9274700892041752
MCTS1	1.9274368661775072
HSPB1	1.9269858276182783
ESRP1	1.926792059502681
ZNF304	1.926565050781572
DVL2	1.92631727159309
PLAC1	1.9262018877372808
CBX2	1.925522474426174
DPAGT1	1.925119800633494
CSRNP3	1.9240792105535203
MRPL2	1.9228476326518997
HSF4	1.9227131257762058
LPCAT4	1.9224473197512721
C11orf68	1.9223241109481521
MAPT	1.9222173105639075
MDC1	1.9220550114341284
ARHGEF39	1.9211817006480298
LYRM2	1.920939177664766
UBA1	1.9200687279365807
SLC25A51	1.9186395406373487
BCL2L2-PABPN1	1.918515357927903
LYSMD1	1.9183695404623546
ANKRD9	1.9182082969013665
GNAI1	1.9175227648551074
EXOC7	1.9170950453755922
HESX1	1.9169924881227505
MUCL1	1.9169335737774067
TIGD2	1.9163029165043037
DTX2	1.9160233779366045
SOCS5	1.9153822674182719
KLHL12	1.9148747852302448
SRD5A1	1.9139410736746187
ZNF611	1.9127731017863019
TMEM141	1.9124547787196329
FGF12	1.9115088386275836
SNAPC4	1.9103720758811817
SUV39H1	1.9099774643533693
AKAP1	1.9099761776875799
NARS2	1.9099702014949758
ZNRF3	1.9096159372682697
PMCHL2	1.9093940166441699
CDK16	1.9093125782055262
STX16	1.908666236203125
CRYGS	1.9068835766033485
PLEKHA8	1.9067772029741354
SLC25A15	1.9066434059954036
ALMS1	1.9063689028251292
IRF3	1.905950325827501
ZNF684	1.905907541411724
ZNF235	1.905796067044223
KBTBD3	1.9035058335006634
TOMM34	1.9034772738233705
LTBP3	1.9034366087489125
FANCE	1.9028391450993463
LEKR1	1.902715047946492
UBN2	1.9024201136096293
ZNF211	1.9022215802157154
TAS2R3	1.9015562715036376
PIGG	1.9012621491012756
TM9SF3	1.9007185124471264
C14orf1	1.9005925291134431
GEMIN4	1.900436538617557
DYM	1.8999974671582998
E2F7	1.899164739084188
MAGIX	1.8989376856742828
KNSTRN	1.89865211995717
OSBPL9	1.8984039032950926
HSD17B10	1.8979864291179607
KIF18B	1.8978993107589297
THOC5	1.8973273780233844
FANCL	1.8973204444711114
ERCC6L	1.8969160962812
UAP1	1.8965913632889475
USP13	1.8961646742557436
TFB2M	1.8951349910294937
ATP2C1	1.894921254985402
RASEF	1.894857602819094
ANO1	1.8947109385219623
CLDN15	1.8944747292409017
GLT8D1	1.8944710270812055
ASNS	1.8944009586769088
IGFL2	1.89435561186395
C2orf27A	1.8943020669526802
LRRC57	1.8936020739723172
FBRS	1.891666124152728
ALG6	1.891499403016078
RNF223	1.8913039100770306
ZDHHC8	1.891299216271413
MFN2	1.8912135002588424
ARID1B	1.8895514221670011
ZNF133	1.88930553013323
PRSS27	1.8892906410123793
SNX33	1.88928054819539
AKAP5	1.8892760605705026
KDM2A	1.8890972657621794
LEMD3	1.8883942814258854
GIT1	1.8882452439587791
PLEKHA7	1.8882262680833393
BZW2	1.887879125907841
MTRNR2L10	1.8870877468569875
OARD1	1.887019461043724
ERN2	1.8859477211882854
C9orf43	1.8850394534216008
CCNJ	1.8844100123265417
MROH6	1.8831343910316796
NRF1	1.8831273656834455
ZER1	1.8830752951729466
POLR2D	1.8826655209913787
ADAMTS13	1.8809442204674502
OXLD1	1.880408106926585
MANSC1	1.8801942470511555
PRIM1	1.8798420275070684
IMPA2	1.879364235196141
SDCCAG3	1.8792415233228503
UTP20	1.8788782106304602
CBR4	1.8786419331497635
EPHA2	1.8783746212901113
ALG3	1.8782223784000043
TXNDC17	1.8781535623956225
EBF1	1.8776867225849487
MRRF	1.8776859761135147
TMEM60	1.8776492037095271
UBE4A	1.8774509983652041
TPD52	1.8772412513352963
ZNF714	1.8764362268783366
SERPINB5	1.8758746421442427
ZNF672	1.8756839612876801
GBA2	1.874028502596559
DMGDH	1.8739228957853065
ANAPC16	1.8738209911293864
SEZ6L2	1.872739319211037
ATRAID	1.8727011962467792
SMYD2	1.8725622976571032
ZNHIT1	1.8721077891332638
POLD2	1.871979393425257
SURF1	1.8719059751490397
POLG	1.8714219140200812
LATS1	1.8711715725038143
C9orf16	1.8699010897413066
COQ10A	1.8695476141488632
EED	1.8693377024747482
NDUFA4L2	1.868988058736631
USP6NL	1.8685577640674997
CDC45	1.8677008017454426
OSBPL10	1.8671994838745638
C6orf120	1.8670857105528003
SRCAP	1.8668266686065047
REV1	1.866551110479586
PAFAH1B3	1.8664415584296328
C14orf169	1.8659443728878582
KLHL21	1.8653795007817462
HOXB3	1.8653483107064297
ZNF833P	1.8651506139342775
DARS2	1.8651219865733049
BOP1	1.8649752876324124
FAM189B	1.8647947855963956
L3MBTL1	1.8645731082362913
UCK2	1.8644022295345815
DOCK9	1.8639246964135971
UBL4A	1.8633419155636826
UMPS	1.8623585458718248
RTN3	1.8620342475241367
TTC9	1.861987343620914
E2F5	1.8619806575822793
TMEM159	1.8617901717810703
RPS19BP1	1.8611311691623
SFI1	1.860538701480009
WDR18	1.8601448899139432
MRPL15	1.859185572884934
HEATR4	1.8586171232258555
CERS5	1.8585780399385936
FAM166A	1.8579139834189085
ZNF521	1.857895035006682
UBR3	1.8571723750359896
ANAPC7	1.8567605646263787
KDM4A	1.8567559313176394
RFXANK	1.8559028338222714
PRMT6	1.8556368430483392
DIO2	1.855193505218292
POLR2H	1.854649480034292
PTBP1	1.8545802099986313
NACC2	1.8540723004963955
FABP12	1.854003276211129
RAET1E	1.853923235429994
TOM1L1	1.8527625383252826
ADRM1	1.851177553794907
SLC38A10	1.8507828584357768
SSNA1	1.849226144193693
METRN	1.8490456172952263
TULP3	1.848627476470567
PACS1	1.8485774938824924
CD46	1.8485343199155486
FAM135A	1.848321050680808
SOCS6	1.8473291643857581
NR1D1	1.8471693775697426
SPNS1	1.8471674291076445
MME	1.8468863430549691
TARS2	1.8455455086891446
TRIM34	1.8455363293834632
RAD51	1.8454266485974598
TLN2	1.8442389183818984
TGFB3	1.844162869047003
RPL7L1	1.8439097484281135
TIMM13	1.8436889534345824
RBP2	1.8435393235444493
SEC16A	1.843067808099405
ZWILCH	1.8429939319622377
MARK1	1.8421587724082877
TTLL12	1.8421377809169195
MIF4GD	1.8405049428646918
OSBPL2	1.8401617039627765
EVPL	1.8401419854748262
FABP9	1.839851733310046
ZNF766	1.8393769233833874
ZFYVE27	1.8389678599823454
PMCH	1.8383389899432974
CHD7	1.8382050589932266
KRT40	1.8378136026603107
FAM86C1	1.836916179222993
IFT43	1.8364306531519203
SIK2	1.8363204921156622
NUP93	1.8352683913553534
AK4	1.835013165923485
PTPN3	1.834847143711754
ERAL1	1.8345042910482174
SLC35E3	1.8341182106720069
INTS8	1.834075185961031
FGGY	1.8334677918128282
GLMN	1.8332461108781857
CEACAM5	1.8330522822211193
TAS2R5	1.8327160593388403
FITM2	1.8320341898527575
ZNF703	1.8315248527254888
SREBF2	1.8310565563361503
DSCC1	1.8305267888182002
HIGD2A	1.830193362043224
BTF3L4	1.8299613886511312
RIMKLA	1.8296604686855107
RMDN3	1.8296591442410906
GPR63	1.8291687855808283
TMEM115	1.8288931388431198
SOX9	1.8284573282853636
HCFC1	1.828356198177887
KIF2C	1.8279834631735168
STEAP2	1.8271758093288089
ZNF551	1.8264305871648043
SLC35A5	1.826004001750101
AP5Z1	1.8257869351944767
RNF26	1.8255714564439813
PLEKHG3	1.8251504330860782
C1orf109	1.824167019166443
SPRED2	1.8240692166225225
RAD51D	1.8240504345337698
FAM188B	1.8227720920823287
FAM185A	1.8224477247270483
RNF44	1.8222326439443282
SLC39A6	1.8219074607698444
NCOA5	1.8215409856869287
MAPK15	1.8209950340962768
NMRAL1	1.8204988237648365
PPHLN1	1.820467545742205
MEX3D	1.8202376748427676
SULT4A1	1.819801300637276
SHMT1	1.8193928433217075
REP15	1.819326063999393
TJP3	1.8191883592788363
C8orf76	1.8190217928931804
HPDL	1.8186955979899309
ZNF223	1.8183383596268408
YIPF1	1.8182906291871732
ACAD11	1.8164322068607035
SLC5A12	1.8158637045602926
PSEN2	1.815794770562666
LRRC37A	1.815624742896823
TMEM238	1.8151582685126093
PLEKHF2	1.8151027921303478
ZSWIM5	1.8146027397770002
ETNK1	1.814454334280023
RNASEH2A	1.8144030612144577
PAICS	1.813889264019739
LZTR1	1.8138469821032455
LIPK	1.813314972381397
CD34	1.8130555648101703
SATL1	1.8127400387148782
TCF7	1.8125778988847658
MRPS2	1.8116537712815544
ACKR4	1.8109864560817004
ICA1	1.8108243637600974
POLG2	1.8106197118667247
SYT1	1.8104008109550909
SRSF7	1.8100819407731457
ERC2	1.8094674876767376
CNPY2	1.8090753033203812
PTPRF	1.8090479597474596
TRAPPC8	1.8088059653069044
AGAP9	1.8087650345722703
MANEA	1.8083704917430334
HEATR6	1.808063875330375
ATP5SL	1.8079348352992741
CIAPIN1	1.807633949026481
ARL9	1.8066706178494376
CENPI	1.806132516082405
GNB1L	1.8053711908472483
COL18A1-AS1	1.8051908053644659
TRUB2	1.804515713883087
BEND3	1.804460720556993
GTPBP10	1.8044239989998945
TIMM17A	1.8041906065863889
ACLY	1.8038533704812247
RAB33B	1.8031518749312165
ZNF554	1.8030047963279137
SHANK2-AS3	1.802678658045548
MED29	1.8021252940700638
NUP88	1.8019424984999326
POPDC2	1.8018582439069966
MAPK11	1.8014576507832059
CDC7	1.8012646372784877
NOXRED1	1.80102614848521
NOX4	1.800940796677672
SETD1A	1.8005538403517083
DKK4	1.8004868797220723
HARBI1	1.8000393241118167
SLC38A2	1.7999308941593182
TCF3	1.7994182234955125
PCED1A	1.7979348627832483
RAD51B	1.797668138405043
LRRC8E	1.7974047611714006
PMPCA	1.797235620602084
NR2C2AP	1.7971685691920012
C1orf27	1.7969598152321349
TMEM25	1.796142641413667
TRAM1L1	1.7958817150891053
HGS	1.7956352410620502
WDR4	1.7952919328131212
PTK6	1.7951749176897525
TUBA3D	1.7951084834684694
HAS3	1.7950627055704365
FUK	1.7949606110225924
FASN	1.7948262179064598
KRTCAP3	1.7946468093005443
SLC2A1	1.79463912189727
PRSS16	1.7934314049447468
DLG3	1.7933011419450366
KDSR	1.7929668219043875
ABCA12	1.79257140454324
AOC2	1.7925340874773508
ANKRD65	1.7911757684899052
ABCB9	1.7898779171552355
ADAMTS14	1.788906155130271
SERTAD4	1.788425386383764
ACRV1	1.7883710545485845
KDM3B	1.7878914286934342
CDK5	1.7875800859358983
CHSY3	1.787082099796607
SFT2D2	1.7869884699628735
METTL15	1.786913068658319
TOR3A	1.7863241781459502
MAP3K6	1.7850694082946106
CLDN3	1.7846955121078856
KIF9	1.7846155598436733
C11orf49	1.7841916630680867
SFR1	1.7839476244851684
C12orf71	1.7834337170818833
ANKRD39	1.7833801573986798
C1orf216	1.7831186694389334
HDAC11	1.7826159536309405
ACTR6	1.7826033416310776
ATP2A1	1.7824052045969336
MSH2	1.782286809683755
GPR137C	1.7822456695942843
FAM120B	1.781971070112418
NBPF3	1.7816530602774283
NDUFA10	1.781094385666251
C19orf44	1.7809443036716741
MAP3K13	1.7805940908287412
TBCC	1.7800355088325726
ACOT11	1.779685112937577
EHMT2	1.7790184667990312
HERC2P3	1.778910798426023
KLHL28	1.7780109939310933
MAN2C1	1.7780080574134776
CEP104	1.777774247701087
C22orf23	1.777435875953802
ANAPC1	1.7773787289877292
PSAT1	1.7769296945545947
SLC35B3	1.7760778990416517
ZNF207	1.7760607334351042
HOXC9	1.7757769105061858
MED12	1.775360589492466
PTCD1	1.7752747892861545
SEMA4C	1.7751607368209443
SNTA1	1.774050110856772
CNOT1	1.7736491452435685
PDCD11	1.7733198800705103
PGAM1	1.7726191883654219
FAXC	1.772044275439025
AGMO	1.771531968819385
EXOSC7	1.7707580929281614
GOLGA3	1.7706039537783607
FICD	1.7699245855846408
TIMELESS	1.7698041823176287
TMEM256	1.769051762190387
ACTR10	1.7690075859022998
PGLYRP4	1.768301745937154
BVES	1.7682208072321957
CMBL	1.7675613248211708
OSR2	1.7672996013415518
TSC22D1	1.7670331938322408
FANCM	1.7667308103518107
TCF20	1.7659228755722938
DUSP14	1.7646036913020955
EIF3I	1.7645974819496189
VWA7	1.764020283638154
PRSS53	1.763838270947189
SRI	1.7634018459116558
UCP3	1.7633516990697151
CEP164	1.763272243764362
ORC6	1.7630238211393638
CHEK1	1.7628489049175502
GCDH	1.7628304247736004
CYP4Z1	1.762198658176178
TMEM184C	1.761911307995881
COX5A	1.7617951786042723
KBTBD6	1.7615596791662778
IQGAP3	1.7614061967607417
ARHGEF12	1.761173589367583
SPATA2	1.7607444231761886
LYPD6B	1.7606490530966319
KIF21A	1.7605221815117473
COPS7B	1.7601642046204897
GLB1L3	1.7598358647806576
COCH	1.7597541399328636
LDHAL6A	1.759086643227354
TSPYL5	1.7588992909814452
PARP2	1.7573051143509693
RBMXL1	1.7568535243304342
OXA1L	1.756665225019651
