setting	geneset	ligand	pearson	pearson_p	auroc	aupr	n_background	n_geneset
combined	a_priori_ifn	IFITM1	0.5510714137067748	1.1756185420836815e-21	0.9437761506276151	0.630203217125318	255	16
combined	a_priori_ifn	LIF	0.4715232786918195	1.6069222959147728e-15	0.9050732217573222	0.460460816060627	255	16
combined	a_priori_ifn	VSIG10	0.45116505221721903	3.4335738029865894e-14	0.8982740585774058	0.4348531971498393	255	16
combined	a_priori_ifn	HLA-F	0.45075336173455344	3.6453169408305723e-14	0.8961820083682008	0.4390060232213278	255	16
combined	a_priori_ifn	CRLF1	0.4458127915301983	7.428568873375614e-14	0.8972280334728033	0.48254810807032816	255	16
combined	a_priori_ifn	CLCF1	0.4404721029581375	1.5832034675325061e-13	0.9019351464435147	0.47694936541358435	255	16
combined	a_priori_ifn	CD40	0.43014111335635685	6.593730329034804e-13	0.9066422594142259	0.4498479215365346	255	16
combined	a_priori_ifn	HLA-DRB5	0.42316869517230565	1.6809637425485473e-12	0.8912133891213389	0.37103671828899876	255	16
combined	a_priori_ifn	HLA-B	0.4037018614708032	2.0508804563640414e-11	0.8797071129707114	0.37816605451033763	255	16
combined	a_priori_ifn	HLA-E	0.37590136023727927	5.570634599713835e-10	0.8645397489539749	0.34425482877443536	255	16
combined	a_priori_ifn	MDK	0.3537918900389099	6.21501379794789e-09	0.8514644351464435	0.3070824478908558	255	16
combined	a_priori_ifn	SDC2	0.3278261164076784	8.412885322518431e-08	0.8433577405857741	0.26432674493414193	255	16
combined	a_priori_ifn	ADAM9	0.3090118669689988	4.80291750051e-07	0.7889644351464435	0.24220563212199164	255	16
combined	a_priori_ifn	CLEC2B	0.3011128117242815	9.63583864938534e-07	0.8075313807531381	0.231421882381072	255	16
combined	a_priori_ifn	HLA-DRA	0.2985551238621639	1.2020068596676302e-06	0.8229602510460251	0.3094922470434889	255	16
combined	a_priori_ifn	ZDHHC5	0.2979442866702335	1.2667829869500737e-06	0.8459728033472804	0.2463350120119585	255	16
combined	a_priori_ifn	CXCL14	0.2879855780842699	2.9309778514375478e-06	0.8538179916317992	0.244810319641796	255	16
combined	a_priori_ifn	DUSP18	0.28645116335689796	3.3260336557064617e-06	0.815376569037657	0.2510720655318498	255	16
combined	a_priori_ifn	TSPAN3	0.2858373104779306	3.497881201306422e-06	0.8253138075313807	0.22882399994753705	255	16
combined	a_priori_ifn	HLA-DRB1	0.2744043224948224	8.748608868980113e-06	0.80831589958159	0.24516450682415286	255	16
combined	a_priori_ifn	CD58	0.272055280794866	1.0509039543272025e-05	0.8135460251046025	0.23646914867012742	255	16
