ligand	geneset	pearson	pearson_p	auroc	aupr	n_background	n_geneset	mean_delta_high_minus_low	median_delta_high_minus_low	paired_p	paired_padj	n_patients_de	frac_patients_receptor	potential_GSE131907	potential_GSE205335	score_activity	score_de	score_receptor	prioritization	rank_activity	rank_priority
CX3CL1	a_priori_cytotoxicity	0.13902106271977915	0.026427467972156962	0.4001185536455246	0.08608089726153198	255	14	0.04585774311871158	0.01796991191804409	5.7897424167289046e-05	0.00013118530286006	51	0.9803921568627451	True	True	0.5928300326019164	0.35300486159614874	0.9714285714285714	0.6390878218755455	15.0	23.0
IFITM1	a_priori_ifn	0.5510714137067748	1.1756185420836815e-21	0.9437761506276151	0.630203217125318	255	16	-0.013760797186371158	0.0025757330004125834	0.3681985810999626	0.4043407731097749	51	0.5098039215686274	False	True	1.0	0.195749800015138	0.28571428571428564	0.4938213619098079	1.0	94.0
LIF	a_priori_ifn	0.4715232786918195	1.6069222959147728e-15	0.9050732217573222	0.460460816060627	255	16	0.03750802105459312	0.020379692316055298	3.816754504414515e-06	1.1199984529347512e-05	51	0.35294117647058826	False	False	0.8579156252361271	0.33098090645303146	0.05714285714285718	0.4153464629440053	2.0	115.0
VSIG10	a_priori_ifn	0.45116505221721903	3.4335738029865894e-14	0.8982740585774058	0.4348531971498393	255	16	0.017625748453771368	0.006844650954008102	0.04486458025585686	0.06083908989241194	51	0.35294117647058826	False	True	0.8215529137859955	0.2785376901949153	0.05714285714285718	0.385744487041256	3.0	120.0
HLA-F	a_priori_ifn	0.45075336173455344	3.6453169408305723e-14	0.8961820083682008	0.4390060232213278	255	16	0.07846877673257362	0.023825302720069885	0.00019822622679641964	0.000394249939961768	51	0.9019607843137255	True	True	0.8208175755556928	0.43902256804997614	0.8571428571428572	0.7056610002495086	4.0	14.0
CRLF1	a_priori_ifn	0.4458127915301983	7.428568873375614e-14	0.8972280334728033	0.48254810807032816	255	16	0.020235805638139044	0.00310545414686203	0.029494422595650115	0.04190080670334421	51	0.7843137254901961	True	True	0.811993008790792	0.2854222046623503	0.6857142857142857	0.594376499722476	5.0	46.0
CLCF1	a_priori_ifn	0.4404721029581375	1.5832034675325061e-13	0.9019351464435147	0.47694936541358435	255	16	0.050013407168615444	0.029204726917669177	5.723300876381906e-08	3.794336506934671e-07	51	0.7843137254901961	True	True	0.802453773252119	0.3639662035332963	0.6857142857142857	0.6173780874999003	6.0	33.0
CD40	a_priori_ifn	0.43014111335635685	6.593730329034804e-13	0.9066422594142259	0.4498479215365346	255	16	0.02414533795044739	0.00982917845249176	0.007552701063904588	0.012070834736061797	51	0.37254901960784315	False	True	0.7840011445640283	0.2957343280618658	0.08571428571428573	0.3884832527800599	7.0	119.0
HLA-DRB5	a_priori_ifn	0.42316869517230565	1.6809637425485473e-12	0.8912133891213389	0.37103671828899876	255	16	0.0270323764442069	0.0	0.9116062720674252	0.9271450153413018	51	0.7843137254901961	True	True	0.7715474059806293	0.30334943258806957	0.6857142857142857	0.5868703747609948	8.0	53.0
HLA-B	a_priori_ifn	0.4037018614708032	2.0508804563640414e-11	0.8797071129707114	0.37816605451033763	255	16	0.2178257461272034	0.17355549335479736	3.569711009050854e-05	8.519710274934705e-05	51	0.9411764705882353	True	True	0.7367768498313211	0.8066026646399495	0.9142857142857143	0.819221742918995	9.0	2.0
HLA-E	a_priori_ifn	0.37590136023727927	5.570634599713835e-10	0.8645397489539749	0.34425482877443536	255	16	0.19263352059266148	0.23003888130187988	4.584685650802641e-07	2.051646828734182e-06	51	0.9607843137254902	True	True	0.687121168586941	0.7401534534126266	0.942857142857143	0.7900439216189036	10.0	4.0
MDK	a_priori_ifn	0.3537918900389099	6.21501379794789e-09	0.8514644351464435	0.3070824478908558	255	16	0.24155228782226057	0.1688709259033203	8.128535790784189e-06	2.108707110942565e-05	51	0.9803921568627451	True	True	0.6476304847524903	0.869185860341615	0.9714285714285714	0.8294149721742256	11.0	1.0
SDC2	a_priori_ifn	0.3278261164076784	8.412885322518431e-08	0.8433577405857741	0.26432674493414193	255	16	0.0012611082203483081	-0.00011338945478200912	0.8774653933470543	0.897521745194987	51	1.0	True	True	0.6012518900694072	0.23537288786179555	1.0	0.6122082593104009	12.0	38.0
ADAM9	a_priori_ifn	0.3090118669689988	4.80291750051e-07	0.7889644351464435	0.24220563212199164	255	16	0.08939376352902721	0.04718625545501709	1.519997314402822e-06	5.441590385562103e-06	51	0.9803921568627451	True	True	0.5676469429811597	0.4678392660545995	0.9714285714285714	0.6689715934881102	13.0	17.0
CLEC2B	a_priori_ifn	0.3011128117242815	9.63583864938534e-07	0.8075313807531381	0.231421882381072	255	16	0.018267821164473015	0.008272083476185799	0.01265468244596645	0.019527484119206847	51	0.9607843137254902	True	True	0.5535380977460082	0.2802312771754786	0.942857142857143	0.5922088392595432	14.0	48.0
HLA-DRA	a_priori_ifn	0.2985551238621639	1.2020068596676302e-06	0.8229602510460251	0.3094922470434889	255	16	-0.02610786348654359	-0.004902496933937073	0.3113781819395105	0.3483543410448274	51	1.0	True	True	0.54896970050248	0.16318210108385597	1.0	0.5707172671954454	15.0	64.0
