gene	n	rho	p	in_ifn	in_cyto	in_exh
MCHR1	51	-0.0672538245981366	0.6391318393735528	False	False	False
SELP	51	0.06689779964733374	0.6409112701318499	False	False	False
NOTCH2	51	-0.06660633484162895	0.6423695167543625	False	False	False
SEMA3A	51	-0.06646504533749283	0.6430768929799334	False	False	False
F2	51	0.06645733691345826	0.6431154947962299	False	False	False
FGF22	51	0.06641593325216372	0.6433228497154887	False	False	False
SLURP2	22	-0.1045267903395468	0.6434163418828773	False	False	False
IL15RA	51	-0.06633484162895927	0.643729045089612	False	False	False
CD70	51	0.06615534289799273	0.6446285374510933	False	False	False
GPR135	51	-0.06614719319967781	0.6446693886669792	False	False	False
C3	51	0.06612179135404311	0.6447967247468066	False	False	False
LILRA5	51	-0.06607534249804292	0.6450295928042619	False	False	False
JMJD6	51	0.06597285067873303	0.6455435476359888	False	False	False
CEACAM1	51	0.06579185520361991	0.646451566991409	False	False	False
NPFFR1	51	0.06564454867714925	0.647190952297588	False	False	False
MYLK	51	0.06552500933665441	0.647791212094601	False	False	False
FGG	51	-0.06548844056911365	0.6479748843733234	False	False	False
IL32	51	0.06515837104072397	0.6496336478950097	False	False	False
TNFSF11	51	0.06506238334342199	0.650116350319088	False	False	False
IL1A	51	-0.06494584430120727	0.6507025924941222	False	False	False
RNF43	51	-0.06491625834929185	0.6508514560777839	False	False	False
PRNP	51	-0.06479638009049773	0.6514547691679554	False	False	False
HAPLN1	51	-0.064576588223646	0.652561493356296	False	False	False
SLURP1	51	-0.06434934125176257	0.6537065362050385	False	False	False
ITLN1	51	-0.06432528826424641	0.653827779729679	False	False	False
IL1RAP	51	0.06425920924137205	0.6541609088090541	False	False	False
ECM1	51	-0.06419366564593428	0.654491404554403	False	False	False
VTN	51	-0.06418911617484072	0.6545143471551549	False	False	False
CNTNAP1	51	-0.06397671722777198	0.6555858088812294	False	False	False
APOE	51	0.06393809816338147	0.6557806994250115	False	False	False
WNT6	51	-0.06374282514295591	0.6567664893950487	False	False	False
SIGLEC14	51	-0.06352852307366955	0.6578490096422857	False	False	False
PCDHGA12	51	-0.06333157978354834	0.6588444576785879	False	False	False
COL13A1	51	0.06310478719051235	0.6599915046905055	False	False	False
FZD8	51	0.06300372651546421	0.6605028881503141	False	False	False
PDE1C	51	-0.0629024746479508	0.6610153931800788	False	False	False
LGALS1	51	0.06271493212669683	0.661965081057077	False	False	False
OLR1	51	-0.06242460282143135	0.6634363055065545	False	False	False
CD5L	51	-0.06213039844997766	0.6649284505347554	False	False	False
PDCD1	51	-0.061990950226244346	0.6656361537450897	False	False	True
CLDN2	51	0.061906368796749475	0.6660655473033502	False	False	False
CD27	51	-0.06190045248868778	0.6660955865270152	False	False	False
IL17C	51	-0.06177224690013116	0.6667466598265904	False	False	False
MYLK2	51	-0.06173099664718361	0.6669561949510865	False	False	False
SLC9A1	51	-0.061494603966054794	0.6681574622556655	False	False	False
NLGN1	51	0.061467938422834816	0.6682930192627622	False	False	False
SARAF	51	0.06126696832579186	0.6693150081979865	False	False	False
THBS2	51	0.06121596738540984	0.6695744567237929	False	False	False
SIGLEC1	51	0.06105251924967605	0.6704061963633671	False	False	False
TSPAN5	51	0.060995475113122165	0.6706965694884134	False	False	False
EDA2R	51	-0.0609579415809577	0.6708876533221998	False	False	False
ITGA2B	51	-0.06093729098186541	0.6709927946607149	False	False	False
TMEM123	51	0.06081447963800904	0.6716182104425232	False	False	False
IGDCC3	51	-0.06062725214631638	0.6725720889229446	False	False	False
CPAMD8	51	-0.06049496199625435	0.6732463831354184	False	False	False
WIF1	51	0.06048596928661641	0.6732922289929657	False	False	False
RTN4R	51	0.06047986133518404	0.6733233686956052	False	False	False
CD58	51	-0.060452488687782795	0.6734629272392085	False	False	False
JAG2	51	0.06016677548776059	0.6749202761430225	False	False	False
ELFN1	51	-0.060149550453049455	0.6750081744083055	False	False	False
CD300E	51	-0.060098944211889556	0.6752664397107307	False	False	False
CCL24	51	-0.06000241322447107	0.6757591813736438	False	False	False
ACVR1	51	-0.06000135751213293	0.675764570993572	False	False	False
CD33	51	0.059925767719609786	0.6761505136505502	False	False	False
EPHA4	51	-0.05982441874443228	0.6766681056812504	False	False	False
CDHR2	51	-0.05973295948073332	0.6771353177695465	False	False	False
CEACAM19	51	0.059502535928083765	0.6783129509211097	False	False	False
PLXNA3	51	-0.059004524886877824	0.6808607514161236	False	False	False
DRAXIN	51	-0.05882885353083356	0.6817603219505207	False	False	False
ADAM15	51	0.05864253393665158	0.6827148987609764	False	False	False
TNFRSF10B	51	-0.05855203619909501	0.6831787261678486	False	False	False
TNFRSF11B	51	-0.05855183791309186	0.6831797425690157	False	False	False
FGF18	51	0.05847841763614669	0.6835561283780971	False	False	False
SIGLEC10	51	-0.05834125168391178	0.6842595077306153	False	False	False
PTH1R	51	-0.05829533055993816	0.684495048041782	False	False	False
MMP2	51	0.05808280022894223	0.6855855533991756	False	False	False
PCDHB3	51	0.058036811925052036	0.6858216056713129	False	False	False
TREM2	51	0.05803649307146737	0.6858232424110436	False	False	False
NECTIN4	22	-0.09123380365445899	0.6863674646410526	False	False	False
APOA5	51	0.05780345998649707	0.6870198297721916	False	False	False
LRP2	51	-0.0577851232819517	0.6871140180989803	False	False	False
CD47	51	-0.057647058823529405	0.6878233511124284	False	False	False
CD8A	51	-0.057647058823529405	0.6878233511124284	False	False	False
MYOC	51	0.05764613536983137	0.6878280964325134	False	False	False
RSPO4	51	-0.05764613536983137	0.6878280964325134	False	False	False
ADCYAP1R1	51	0.05764613536983137	0.6878280964325134	False	False	False
UTS2R	51	0.05764613536983137	0.6878280964325134	False	False	False
KCNJ4	51	0.05764613536983137	0.6878280964325134	False	False	False
CHRNA4	51	0.05764613536983137	0.6878280964325134	False	False	False
LHCGR	51	0.05764613536983137	0.6878280964325134	False	False	False
NTN3	51	0.05764613536983137	0.6878280964325134	False	False	False
C1QTNF5	51	0.05764613536983137	0.6878280964325134	False	False	False
TRPV5	51	0.05764613536983137	0.6878280964325134	False	False	False
NXPH1	51	0.05764613536983137	0.6878280964325134	False	False	False
IFNL3	51	0.05764613536983137	0.6878280964325134	False	False	False
HTR2C	51	-0.05764613536983137	0.6878280964325134	False	False	False
IFNA6	51	0.05764613536983137	0.6878280964325134	False	False	False
FGF16	51	0.05764613536983137	0.6878280964325134	False	False	False
FGF5	51	0.05764613536983137	0.6878280964325134	False	False	False
PLAT	51	-0.05755690701290817	0.6882866673125352	False	False	False
WNT5A	51	0.05735368416126103	0.6893315038977129	False	False	False
TIMP2	51	0.05728506787330317	0.6896844129642346	False	False	False
CACNA1E	51	-0.057251131396140575	0.6898589801136282	False	False	False
GPR20	51	-0.0571377771459616	0.6904421832856527	False	False	False
PAEP	51	-0.05695660689363478	0.6913746668906764	False	False	False
LVRN	51	-0.056927678676388364	0.6915236025245536	False	False	False
COL2A1	51	0.05680094464214549	0.6921762232939827	False	False	False
CD37	51	-0.05656108597285068	0.6934119889403887	False	False	False
NTM	51	-0.05653679445462905	0.6935371843822974	False	False	False
MPZ	51	0.05651237232077975	0.6936630611735984	False	False	False
IFI27	51	-0.056113675675564315	0.6957191834321811	False	False	False
SORL1	51	-0.056108597285067875	0.6957453872722515	False	False	False
CCL16	51	0.05603140178629309	0.696143749422478	False	False	False
TCF7	51	-0.056018099547511316	0.6962124029351742	False	False	False
TYROBP	51	-0.056018099547511316	0.6962124029351742	False	False	False
FGF14	51	-0.05600476152633499	0.6962812435443704	False	False	False
CADM4	51	0.05577679045315256	0.6974582293792526	False	False	False
FOXP3	51	-0.05574660633484163	0.6976141191326958	False	False	False
SDC2	51	0.05574650267342024	0.6976146545267257	False	False	False
F2RL3	51	-0.055658836254657666	0.6980674892246069	False	False	False
TFRC	51	0.05565610859728507	0.6980815804181827	False	False	False
HHLA2	51	-0.055564371024706655	0.6985555593150525	False	False	False
SCN5A	51	-0.05530449825545608	0.6998988572617091	False	False	False
EFNB3	51	-0.055186326250636734	0.7005099968158872	False	False	False
CD1A	51	0.0548517830244487	0.7022411418981526	False	False	False
LEPR	51	-0.054809640485241444	0.7024593213266401	False	False	False
CD63	51	0.05475113122171946	0.7027622735881902	False	False	False
ITGA7	51	-0.05464981539957744	0.7032869800276457	False	False	False
PCDHGA1	51	-0.05454073851498324	0.7038520334888141	False	False	False
GPR1	51	-0.05436536636541738	0.7047608499497202	False	False	False
DSC2	51	0.05417597979080843	0.7057427509836465	False	False	False
LRFN3	51	0.05414215131503003	0.7059181894635621	False	False	False
TNFRSF10C	51	0.05412737671015857	0.7059948170663572	False	False	False
ENTPD1	51	-0.0539366515837104	0.7069842605933261	False	False	True
PROKR2	22	0.08486579580745669	0.7072892934179553	False	False	False
RARRES2	51	-0.0538637788614871	0.707362436383757	False	False	False
IL11RA	51	0.05385102746283995	0.7074286174526918	False	False	False
MMRN2	51	-0.05364631336183389	0.7084913976184865	False	False	False
CCL28	51	-0.05339366515837104	0.7098037877530409	False	False	False
KLRB1	51	0.052941176470588235	0.7121563404009614	False	False	False
GUCA2A	51	-0.05292178582257027	0.7122572146478428	False	False	False
GAST	51	-0.05279602957730486	0.7129115435583944	False	False	False
JAM2	51	-0.05278208665725418	0.7129841033156368	False	False	False
IL22RA1	51	-0.05272279331960968	0.7132926973544315	False	False	False
SPACA6	22	0.08302739670254784	0.7133682012546083	False	False	False
VLDLR	51	0.052620870140833435	0.7138232659761518	False	False	False
LPAR1	51	0.05260284045115256	0.7139171348237281	False	False	False
AMH	51	-0.052558467240298896	0.7141481750912793	False	False	False
NPPB	51	0.05247799726221328	0.7145672270198893	False	False	False
BMP2	51	-0.052369505345972525	0.715132336779819	False	False	False
IFI44	51	-0.052307692307692305	0.7154543745567703	False	False	False
CCR8	51	-0.05228759517287863	0.7155590885529634	False	False	False
GNRH1	51	0.05228658680105979	0.715564342704363	False	False	False
BTNL9	51	-0.05212112945801014	0.7164266397800869	False	False	False
EDNRA	51	0.05205476812292394	0.7167725868915689	False	False	False
APOA1	51	-0.05201164025598581	0.7169974462190267	False	False	False
NCAM1	51	-0.05194570135746606	0.7173412832602433	False	False	False
GDNF	51	-0.051914161520229166	0.7175057667267736	False	False	False
IL18BP	51	-0.05186693954936154	0.717752057845026	False	False	False
ID3	51	0.051674208144796376	0.718757563167955	False	False	False
SLC6A12	51	-0.051633790469010114	0.7189684874742414	False	False	False
CHRNA1	51	0.05154284072122043	0.7194431950716393	False	False	False
CSF3R	51	-0.05152283391000523	0.7195476336873764	False	False	False
NAALAD2	51	0.05147815813569764	0.7197808663760857	False	False	False
ADCY5	51	0.0512040473005759	0.7212124318644176	False	False	False
IL1B	51	-0.05118805290604529	0.721295993142422	False	False	False
FCGR1A	51	-0.05114994938288763	0.7214950745647407	False	False	False
VSTM2B	51	0.05110330324669896	0.7217388139059027	False	False	False
HLA-C	51	0.05095022624434389	0.7225388770690987	False	False	False
IL3	51	0.05094198572460193	0.7225819548288855	False	False	False
CDH5	51	0.050913881506029074	0.7227288775499946	False	False	False
NCR3	51	-0.05085972850678733	0.7230120055429562	False	False	False
IZUMO1	51	-0.05085499907813924	0.7230367341484587	False	False	False
PTHLH	51	-0.05064956553864921	0.7241111478032821	False	False	False
LGI3	51	-0.050620350641220335	0.7242639840209585	False	False	False
HTR2A	51	-0.0505918958806961	0.7244128538607089	False	False	False
LAMA1	51	-0.050296442326267315	0.7259592059746229	False	False	False
SIGLEC8	51	0.05001958425915362	0.727409215703193	False	False	False
PLXDC2	51	0.050006028349560354	0.727480237438381	False	False	False
CCR9	51	-0.04990818390042444	0.7279929285316257	False	False	False
GALR2	51	-0.04942546478864313	0.7305240313293699	False	False	False
APOA2	51	-0.04937147733971439	0.7308072880724706	False	False	False
SERPING1	51	-0.04927932857336329	0.7312908485226274	False	False	False
GHSR	51	-0.04923756985624063	0.7315100159096523	False	False	False
CD14	51	0.04908866026907353	0.7322917290633352	False	False	False
WNT2	51	-0.04901066861266348	0.7327012601830797	False	False	False
MST1R	51	0.04900493283016737	0.7327313814642703	False	False	False
ANGPTL1	51	-0.04855686612550919	0.7350856190119662	False	False	False
PDE1A	51	-0.04855016765972542	0.7351208325384603	False	False	False
IRF4	51	-0.04850788480618892	0.7353431240030897	False	False	False
GFRA4	51	0.04843244116773449	0.735739803296267	False	False	False
LILRB4	51	-0.04839995210423776	0.7359106503879498	False	False	False
TMPRSS6	51	0.04816764490426895	0.7371326301088823	False	False	False
ITGB5	51	0.04812495237637277	0.737357271032487	False	False	False
TPSAB1	51	0.04804379772023617	0.7377843531635817	False	False	False
IL36B	51	0.048038446141526144	0.7378125189844728	False	False	False
NMBR	51	0.048038446141526144	0.7378125189844728	False	False	False
MTNR1A	51	0.048038446141526144	0.7378125189844728	False	False	False
TG	51	-0.04794978270776268	0.7382792119087807	False	False	False
SCN2B	51	0.04774935027947425	0.7393345615127266	False	False	False
ITGB4	51	0.04764719853107445	0.7398726108006229	False	False	False
PI16	51	-0.04764082989197311	0.7399061595103509	False	False	False
TMIGD3	51	0.04748529274974804	0.7407256466044162	False	False	False
ENPEP	51	-0.04730079594449729	0.7416980847447231	False	False	False
ACVRL1	51	0.04697734139229367	0.7434038997423028	False	False	False
NTRK1	51	-0.04687213556471053	0.7439589914560006	False	False	False
FLRT2	51	0.04676144821422937	0.7445431442256478	False	False	False
COL8A2	51	0.04674734950042286	0.7446175604561043	False	False	False
CD5	51	0.04651583710407239	0.7458398657200843	False	False	False
CHRNA7	51	0.04637590455730475	0.7465789619800659	False	False	False
TGFB2	51	0.04613465112452833	0.7478537455179267	False	False	False
FZD5	51	-0.04608243553630663	0.7481297408764451	False	False	False
ICOS	51	0.045883391038689894	0.7491821148029033	False	False	False
CD200R1L	51	0.04585981711147306	0.7493067832184706	False	False	False
CD6	51	-0.04570135746606334	0.7501449462047884	False	False	False
HLA-DQA1	51	-0.04561085972850678	0.7506237570070858	False	False	False
HRH1	51	-0.04557503269401624	0.7508133385395818	False	False	False
IFNG	51	-0.04552036199095022	0.7511026609018213	True	True	False
CHRNB4	51	-0.04547268087415072	0.7513550214219447	False	False	False
ADGRE2	51	0.0454666216736779	0.7513870926297642	False	False	False
MCL1	51	-0.045248868778280535	0.7525399294658645	False	False	False
DSCAML1	51	-0.045204204100331706	0.752776461354654	False	False	False
FZD7	51	0.04510282529958353	0.7533134191230664	False	False	False
COL20A1	51	-0.04504453887623381	0.7536221883824087	False	False	False
SLITRK4	51	0.04495992804555673	0.7540704777333014	False	False	False
SEMA3G	51	-0.04491003357473301	0.7543348687797647	False	False	False
CSF2RB	51	-0.044873711180168606	0.7545273588787316	False	False	False
IL17A	51	-0.044702780163616826	0.7554334039769579	False	False	False
CACHD1	51	0.0446428269797437	0.7557512719883366	False	False	False
EPHA10	51	-0.0442265138819701	0.7579596403204841	False	False	False
CD3E	51	-0.04407239819004525	0.758777646862424	False	False	False
C5	51	0.04381662330648797	0.7601358114420539	False	False	False
SEMA4G	51	0.04371800797366935	0.7606596505518484	False	False	False
HBEGF	51	-0.04344874517224004	0.7620905004598969	False	False	False
CEL	51	-0.04327457158406092	0.763016470993765	False	False	False
PLXDC1	51	0.04298739791593234	0.7645439084927874	False	False	False
APOO	51	0.04271493212669683	0.7659939379446753	False	False	False
CCL22	51	0.042603885541604276	0.7665851424760736	False	False	False
PLTP	51	-0.042587928432601625	0.7666701078790895	False	False	False
ST6GAL1	51	-0.04226244343891403	0.7684037809515715	False	False	False
SPARC	51	-0.04205774954740499	0.7694946444751506	False	False	False
RECK	51	0.04199475082816426	0.769830469064415	False	False	False
BMP1	51	-0.041707247331934254	0.771363581927901	False	False	False
GRP	51	0.04152292757461768	0.7723469231307177	False	False	False
NXPH3	51	-0.04145844919978575	0.7726909973610796	False	False	False
CCR5	51	-0.041177402214208875	0.7741912458439506	False	False	False
MRGPRX2	51	0.041029568690822464	0.774980720019675	False	False	False
CALR	51	-0.040904977375565615	0.7756462491374961	False	False	False
ZNRF3	51	0.04057367129460443	0.7774167617537399	False	False	False
CCL8	51	-0.04051408777539855	0.7777352975586941	False	False	False
NTNG1	51	-0.04051096654971425	0.7777519847505661	False	False	False
CHRNA9	51	-0.040502023218078574	0.7777997995588861	False	False	False
SOSTDC1	51	-0.04038842135673195	0.7784072337397896	False	False	False
LTA	51	-0.04036290414843332	0.7785436934415526	False	False	False
S100B	51	-0.040258135589673776	0.7791040390227918	False	False	False
PTGDR2	51	-0.04010820526097328	0.7799061219178214	False	False	False
MATN1	51	0.04009394393243351	0.7799824276457953	False	False	False
TCTN3	51	-0.04	0.7804851291793463	False	False	False
TCTN2	51	-0.03983680823347847	0.7813585927545434	False	False	False
ACVR2B	51	-0.03980422484327627	0.7815330233380151	False	False	False
HDC	51	0.03974992772074631	0.7818237189812571	False	False	False
MMP13	51	-0.039672125487674244	0.7822403076331963	False	False	False
PLAUR	51	0.03963800904977375	0.782423001705287	False	False	False
COL11A2	51	0.03956513827282729	0.7828132648240306	False	False	False
PLXNA4	51	-0.03956075086006112	0.7828367635257654	False	False	False
AGTR1	51	-0.039497181871771515	0.7831772564890247	False	False	False
SLC37A1	51	0.039276018099547505	0.7843621836000062	False	False	False
ACKR2	51	0.039239802165258166	0.784556263620854	False	False	False
CD79B	51	-0.039095022624434386	0.7853322620858382	False	False	False
CCL7	51	-0.039048775671398	0.785580183015347	False	False	False
NPBWR2	22	0.06148786256791053	0.7857558762954159	False	False	False
LAIR2	51	0.0388235294117647	0.7867879853220665	False	False	False
CTLA4	51	-0.038552036199095016	0.7882444309843236	False	False	True
TARM1	51	0.038430756913220905	0.7888952749891257	False	False	False
INSL5	51	-0.038430756913220905	0.7888952749891257	False	False	False
GCG	51	-0.038430756913220905	0.7888952749891257	False	False	False
GIP	51	0.038430756913220905	0.7888952749891257	False	False	False
LILRA4	51	-0.038427532404010166	0.7889125812343851	False	False	False
CCR7	51	0.03828140909145133	0.789696944649313	False	False	False
SLIT3	51	0.03822710328036076	0.7899885010687239	False	False	False
ACVR1C	51	-0.03820340835146796	0.7901157230624506	False	False	False
HLA-DRA	51	-0.03819004524886877	0.7901874741621481	False	False	False
BATF	51	-0.03809954751131221	0.7906734330106644	False	False	False
IL9R	51	0.0380262601209241	0.7910670327647322	False	False	False
COPA	51	-0.03773755656108597	0.7926180553696074	False	False	False
CLEC12B	51	-0.03763506624464873	0.7931688630012248	False	False	False
GPIHBP1	51	-0.03746188863389646	0.7940997882883664	False	False	False
EDIL3	51	-0.03743686331896784	0.7942343367138791	False	False	False
ICOSLG	51	0.037425038474148714	0.7942979149711773	False	False	False
A1BG	51	0.037194570135746605	0.7955373305125066	False	False	False
CNTNAP2	51	-0.03705960651613728	0.7962633719586992	False	False	False
SCT	51	-0.03704711204889745	0.7963305950297022	False	False	False
MANSC1	51	-0.03702195161551286	0.7964659683181794	False	False	False
CD19	51	0.03679937629045518	0.797663771457605	False	False	False
HLA-DRB5	51	-0.036745406974643735	0.7979542803984314	False	False	False
MSTN	51	-0.036685476434230216	0.7982769095118737	False	False	False
GRM1	51	-0.036593399993399396	0.7987726573824371	False	False	False
SIGLEC12	51	-0.036522847222149685	0.7991525730825512	False	False	False
TNXB	51	0.03651630416514399	0.7991878087628257	False	False	False
SCN2A	51	-0.03645484326188058	0.7995188074416423	False	False	False
PCDHGA9	51	0.03638843097212325	0.7998765111255136	False	False	False
CXCL8	51	-0.03628959276018099	0.800408939598577	False	False	False
SSTR2	51	0.03621990744070827	0.8007843793057644	False	False	False
CLEC11A	51	-0.036111865475080905	0.8013665591230544	False	False	False
CLDN14	51	0.03590906423456397	0.8024596339408758	False	False	False
CDH6	51	-0.035903251892494936	0.8024909673131198	False	False	False
PCDHA12	51	-0.03588300258326285	0.802600130384414	False	False	False
PCDHGB5	51	0.035806117460263236	0.8030146484346307	False	False	False
MC1R	51	-0.03578996397770533	0.8031017450668589	False	False	False
KCND2	51	-0.035714961184647405	0.8035061774785447	False	False	False
CD28	51	0.03565610859728506	0.8038235599500404	False	False	False
EGF	51	0.035408256918733824	0.8051605272932104	False	False	False
PTGIR	51	-0.03540063739828886	0.8052016374578919	False	False	False
TEK	51	0.03532675508481428	0.8056002872380228	False	False	False
FCRL1	51	0.035321424093639045	0.8056290537774583	False	False	False
WNT10A	51	-0.035302105452445026	0.8057333011526352	False	False	False
FGF2	51	-0.035218135384900644	0.8061864598219257	False	False	False
VSIG4	51	-0.03494964912951573	0.8076358138141863	False	False	False
CNTN1	51	0.03477116737336221	0.8085996561641179	False	False	False
C4A	51	-0.03477116737336221	0.8085996561641179	False	False	False
RAMP3	51	-0.03468005905622778	0.8090917705535904	False	False	False
MADCAM1	51	-0.0344404419128619	0.8103863924816974	False	False	False
CXCR5	51	-0.03432583439479496	0.811005780764801	False	False	False
HLA-DQA2	51	0.03421065308433117	0.8116283855999213	False	False	False
IL12RB2	51	0.033401222851159526	0.8160069419272395	False	False	False
CLUL1	51	0.03330971952948304	0.8165022757909062	False	False	False
CD69	51	0.033122171945701356	0.8175177467635254	False	False	False
SERPINE2	51	0.03290337264606095	0.8187028043042845	False	False	False
SCN9A	51	0.032553594781440175	0.8205980988904302	False	False	False
MMP14	51	-0.03242897751279391	0.8212735917585403	False	False	False
SEMA5B	51	-0.0323408367423434	0.8217514398971415	False	False	False
NLGN2	51	-0.032303331049212965	0.8219547934614004	False	False	False
ADAMTS3	51	0.032225744796641115	0.8223754981353913	False	False	False
ANGPT2	51	-0.03222448600274469	0.8223823242435992	False	False	False
IFNK	51	-0.03201922499422447	0.8234955746114916	False	False	False
CORIN	51	-0.0319843614589157	0.8236846941941949	False	False	False
LDLR	51	-0.031855203619909504	0.8243854059292482	False	False	False
BPI	51	0.03175015587662595	0.8249554147641738	False	False	False
CRTAM	51	0.03167420814479638	0.8253675771876917	False	False	False
PDCD1LG2	51	-0.031483622862046014	0.8264020738450035	False	False	False
TNFRSF8	51	-0.031472895652219654	0.8264603098236845	False	False	False
IL4R	51	-0.0314027149321267	0.8268413303922562	False	False	False
SORCS1	51	-0.03138800536150516	0.8269211956405099	False	False	False
MMP9	51	0.03138018001796287	0.8269636838558522	False	False	False
ITIH2	51	0.031212017641428894	0.8278768509135672	False	False	False
C3AR1	51	-0.031131926069643632	0.8283118491015743	False	False	False
TMC2	51	-0.03106519922498883	0.8286742989481954	False	False	False
PCDHGB3	51	-0.03105648798664992	0.8287216196506891	False	False	False
VSIG10	51	0.03104774915432986	0.8287690908528174	False	False	False
LTBP3	51	-0.03095022624434389	0.8292988971879434	False	False	False
TNF	51	0.03085972850678733	0.8297906056358286	False	True	False
TGFA	51	0.03074163064328277	0.8304323731498798	False	False	False
CRLF2	51	-0.03047897079047885	0.8318601119890587	False	False	False
CNTN4	51	-0.030474178836900234	0.8318861645958519	False	False	False
TNFSF8	51	-0.03040723981900452	0.8322501133475004	False	False	False
PLVAP	51	-0.03031705645326148	0.832740497165524	False	False	False
IL17RB	51	0.030217394842397827	0.8332824935408063	False	False	False
GPR25	51	-0.03020300047438919	0.8333607817431179	False	False	False
TDGF1	51	0.0301357411710348	0.8337266133813254	False	False	False
GFRA2	51	0.02993379902987001	0.834825210872974	False	False	False
BOC	51	0.029885074153606143	0.8350903288448944	False	False	False
NPR1	51	0.029875330404324194	0.8351433479485582	False	False	False
AZGP1	51	-0.029875232418435666	0.8351438811272929	False	False	False
CFAP54	51	0.029569548704888534	0.8368075794824711	False	False	False
TPO	51	-0.029556595170989033	0.8368780953919113	False	False	False
CD99	51	-0.02941176470588235	0.8376666038168794	False	False	False
LRP8	51	-0.029373162100816443	0.8378767967940709	False	False	False
SIGLEC7	51	-0.029327902991262027	0.8381232490245715	False	False	False
PEAR1	51	0.02930956053740086	0.8382231347073075	False	False	False
FGFR2	51	-0.02929190036024169	0.8383193073703403	False	False	False
BDNF	51	0.029270260421451807	0.838437155955336	False	False	False
GAS6	51	0.028920775488253152	0.8403408947147539	False	False	False
CCR2	51	0.02888184994898759	0.840552988860039	False	False	False
PCDHA1	51	0.028823067684915684	0.840873297881178	False	False	False
CDH10	51	-0.028823067684915684	0.840873297881178	False	False	False
NTN1	51	0.02871934431073498	0.8414385566596616	False	False	False
CD3D	51	0.02832579185520362	0.8435840081267126	False	False	False
CD74	51	0.028054298642533938	0.8450647103618797	False	False	False
LEFTY2	51	0.027971857855755074	0.8455144410540929	False	False	False
PENK	51	-0.027806812207138955	0.8464149439557515	False	False	False
LRIG1	51	0.027782805429864256	0.8465459431681753	False	False	False
MPL	51	-0.027756736138068363	0.8466882016809859	False	False	False
ATRN	51	-0.027692934236369048	0.8470363851290648	False	False	False
OSM	51	-0.027692307692307693	0.8470398044853361	False	False	False
RPSA	51	0.02723981900452489	0.8495099806682953	False	False	False
PYY	51	-0.027175980877451024	0.849858594543111	False	False	False
CHRNB3	51	0.02698032393840212	0.8509272352074343	False	False	False
EPGN	51	-0.026803971469717587	0.8518906659931528	False	False	False
LIN7B	51	0.02678733031674208	0.8519815893217695	False	False	False
CHRNA3	51	-0.02639801478865243	0.8541092589398013	False	False	False
GPR84	51	-0.02630142022557628	0.8546373230266147	False	False	False
ADAM20	51	-0.026234185069895836	0.8550049220834757	False	False	False
GRPR	51	0.02619967029992874	0.8551936387383824	False	False	False
CNTF	51	-0.026017272097440758	0.856191071738564	False	False	False
ADAM29	51	-0.025974123585506912	0.8564270592593387	False	False	False
SCGB1A1	51	-0.025826417616854357	0.8572349856980329	False	False	False
FAM200A	51	-0.025747188857016323	0.8576684132766756	False	False	False
SLC6A8	51	0.025739294296003027	0.8577116034154155	False	False	False
LEF1	51	0.025701357466063345	0.857919156739987	False	False	False
ILDR1	51	-0.02561802734066303	0.8583750912897261	False	False	False
CD52	51	-0.025429864253393664	0.8594047797172664	False	False	False
CLEC10A	51	-0.025336530141020067	0.859915619838522	False	False	False
CD55	51	0.02506787330316742	0.8613863599815137	False	False	False
RGMB	51	0.024911890893884577	0.8622404871610957	False	False	False
PAPLN	51	-0.024808380992156008	0.8628073720452277	False	False	False
XCL1	51	0.024705882352941175	0.8633687860896286	False	False	False
GPR37	51	0.0246388630048346	0.8637359061888485	False	False	False
CDH2	51	-0.02452762275628982	0.8643453234338998	False	False	False
TTR	51	-0.02445698428948681	0.8647323489825179	False	False	False
PLGRKT	51	0.024434389140271493	0.8648561536120742	False	False	False
CCR10	51	-0.024410253792268126	0.8649884009372196	False	False	False
SEMA3F	51	-0.024340072405815268	0.8653729739206263	False	False	False
PGF	51	0.024221706931822264	0.86602165122586	False	False	False
ADCY6	51	0.024070717186850485	0.8668492459418548	False	False	False
GRIN2D	51	-0.023824032760373964	0.8682016597998796	False	False	False
TNFRSF9	51	-0.023800904977375564	0.8683284739538172	False	False	False
LRRN2	51	0.023752572968689475	0.8685934983975764	False	False	False
TNR	51	-0.02356949581270846	0.8695975158629689	False	False	False
ICAM5	51	0.023414409797863397	0.8704481859637733	False	False	False
BMP7	51	0.02332675388344595	0.8709290561491948	False	False	False
CNTN3	51	0.023298899418741623	0.8710818722032269	False	False	False
ADGRG3	51	-0.0232684496454226	0.8712489320579468	False	False	False
COL26A1	51	0.023126869462282772	0.8720257715858061	False	False	False
ACKR4	51	0.02312123182279885	0.8720567073593762	False	False	False
PCDHGA5	51	-0.023098690341385415	0.8721804025419337	False	False	False
APOC1	51	-0.02307744519697421	0.8722969869165135	False	False	False
THBS1	51	-0.023049933650330652	0.8724479626522101	False	False	False
GAL	51	-0.022955339246271245	0.8729671048200358	False	False	False
CLDN11	51	0.02294530099669765	0.8730221987060393	False	False	False
PROC	51	0.022869618212809223	0.8734375949651699	False	False	False
FLRT1	51	-0.022184576920081613	0.8771990711211861	False	False	False
COL1A2	51	0.022073043399423835	0.8778117444370603	False	False	False
TMEM95	51	-0.02206366764307905	0.877863250358352	False	False	False
LRRTM4	51	-0.02206366764307905	0.877863250358352	False	False	False
