dataset	ligand	n	mean_high	mean_low	median_delta	mean_delta	W	p	padj
GSE205335	TSPAN3	22	0.8016804910518907	0.4522353092377836	0.20643895864486694	0.34944518181410705	0.0	4.76837158203125e-07	4.267692565917968e-06
GSE205335	CD9	22	1.4386532841758295	0.829430016265674	0.46986842155456543	0.6092232679101554	1.0	9.5367431640625e-07	6.565680870643029e-06
GSE205335	CEACAM5	22	0.40542487977125513	0.13377990301126952	0.14693567901849747	0.2716449767599856	1.0	9.5367431640625e-07	6.565680870643029e-06
GSE205335	EDN1	22	0.1744322058406066	0.04715787375144745	0.10035992972552776	0.12727433208915914	1.0	9.5367431640625e-07	6.565680870643029e-06
GSE205335	LAMB2	22	0.10788680402964185	0.040356365593404254	0.053136019967496395	0.06753043843623759	1.0	9.5367431640625e-07	6.565680870643029e-06
GSE205335	MPZL3	22	0.09697127160192891	0.04055268368260427	0.06504062376916409	0.056418587919324636	1.0	9.5367431640625e-07	6.565680870643029e-06
GSE205335	NECTIN2	22	0.4603997760198333	0.18524236858568408	0.274786613881588	0.27515740743414924	1.0	9.5367431640625e-07	6.565680870643029e-06
GSE205335	DUSP18	22	0.11600657417015596	0.053407635730267924	0.02525376225821674	0.06259893843988804	2.0	1.430511474609375e-06	8.260050127583166e-06
GSE205335	HSPG2	22	0.21081262361258268	0.1033718458334492	0.09664084296673536	0.10744077777913348	2.0	1.430511474609375e-06	8.260050127583166e-06
GSE205335	LIF	22	0.09812866205174942	0.031223953021584417	0.05044055008329451	0.066904709030165	2.0	1.430511474609375e-06	8.260050127583166e-06
GSE205335	SECTM1	22	0.08760269345392854	0.03259306193583391	0.023854750208556652	0.05500963151809463	2.0	1.430511474609375e-06	8.260050127583166e-06
GSE205335	WBP1	22	0.3955083939839493	0.23835516788742758	0.14931030571460724	0.15715322609652171	2.0	1.430511474609375e-06	8.260050127583166e-06
GSE205335	CD59	22	0.8920191323215311	0.5292499085718935	0.2767260819673538	0.3627692237496376	3.0	2.384185791015625e-06	1.1230769910310445e-05
GSE205335	CD82	22	0.31055513805371115	0.18845193815914998	0.09710603579878807	0.12210319989456118	3.0	2.384185791015625e-06	1.1230769910310445e-05
GSE205335	HBEGF	22	0.17036389711905608	0.06375351378863509	0.0907275197096169	0.10661038333042101	3.0	2.384185791015625e-06	1.1230769910310445e-05
GSE205335	LAMA5	22	0.31468481418084016	0.13794758839702065	0.14729128777980804	0.1767372257838195	3.0	2.384185791015625e-06	1.1230769910310445e-05
GSE205335	LGALS3	22	1.8186268586326728	1.254529864273288	0.49964696168899536	0.5640969943593849	3.0	2.384185791015625e-06	1.1230769910310445e-05
GSE205335	MMP14	22	0.15853008878184482	0.05694685961035165	0.05038837715983391	0.10158322917149318	3.0	2.384185791015625e-06	1.1230769910310445e-05
GSE205335	NECTIN4	22	0.29817874721166765	0.09126104775350541	0.21440760605037212	0.2069176994581622	3.0	2.384185791015625e-06	1.1230769910310445e-05
GSE205335	LAMC2	22	0.25927192403469235	0.09349296511870554	0.139006819576025	0.1657789589159868	4.0	3.337860107421875e-06	1.493692398071289e-05
GSE205335	TGFA	22	0.10870946488814132	0.039827362099789425	0.06866088975220919	0.0688821027883519	4.0	3.337860107421875e-06	1.493692398071289e-05
GSE205335	CCN1	22	0.38404001227834006	0.13297698888081042	0.1768517978489399	0.25106302339752967	5.0	4.76837158203125e-06	1.9398602572354402e-05
GSE205335	COPA	22	0.4907593269917098	0.3435306227342649	0.11505689471960068	0.14722870425744491	5.0	4.76837158203125e-06	1.9398602572354402e-05
GSE205335	LAMB3	22	0.4417255524630574	0.16384622611803934	0.17277779802680016	0.27787932634501805	5.0	4.76837158203125e-06	1.9398602572354402e-05
GSE205335	NECTIN1	22	0.1388961548536	0.07901480756911704	0.032674653455615044	0.05988134728448296	5.0	4.76837158203125e-06	1.9398602572354402e-05
GSE205335	LAMC1	22	0.15828822290694172	0.07583643309772015	0.0562683530151844	0.08245178980922158	6.0	6.67572021484375e-06	2.655453152126736e-05
GSE205335	ADAM15	22	0.37362573126500304	0.21664828739383005	0.16645735502243042	0.156977443871173	7.0	9.059906005859375e-06	3.378589948018392e-05
GSE205335	AGRN	22	0.30156600500710984	0.13073536191685972	0.17641612887382507	0.17083064309025014	7.0	9.059906005859375e-06	3.378589948018392e-05
GSE205335	WNT7B	22	0.15868737044167408	0.06668555934976955	0.06296537071466446	0.09200181109190453	7.0	9.059906005859375e-06	3.378589948018392e-05
GSE205335	BACE2	22	0.28486711643001233	0.10425786456008526	0.10652578994631767	0.18060925186992707	8.0	1.1920928955078125e-05	4.1840123195274206e-05
GSE205335	PODXL	22	0.05472142991228876	0.027617208977145227	0.019792246632277966	0.02710422093514353	8.0	1.1920928955078125e-05	4.1840123195274206e-05
GSE205335	TIMP2	22	0.31506627781147306	0.1677751590614207	0.09052290493855253	0.14729111875005235	8.0	1.1920928955078125e-05	4.1840123195274206e-05
GSE205335	COL1A1	22	0.22192615528315815	0.08720064731526443	0.041426521725952625	0.1347255079678937	9.0	1.5735626220703125e-05	5.121231079101563e-05
GSE205335	CXCL16	22	0.26096625975333154	0.1428902960086072	0.13170110434293747	0.11807596374472434	9.0	1.5735626220703125e-05	5.121231079101563e-05
GSE205335	TCTN1	22	0.22716457650742747	0.11125324090773409	0.03520653396844864	0.11591133559969338	9.0	1.5735626220703125e-05	5.121231079101563e-05
GSE205335	THBS1	22	0.08755447606513785	0.04350047079920345	0.028511786833405495	0.04405400526593439	9.0	1.5735626220703125e-05	5.121231079101563e-05
GSE205335	CEACAM1	22	0.10500857538797638	0.03669844497926533	0.03554641827940941	0.06831013040871105	10.0	2.0503997802734375e-05	6.327957942568022e-05
GSE205335	SLPI	22	1.0579499761489304	0.5136762289330363	0.23315653251484036	0.5442737472158942	10.0	2.0503997802734375e-05	6.327957942568022e-05
GSE205335	ZDHHC5	22	0.16759538362649354	0.09852558213540098	0.06980567239224911	0.06906980149109256	10.0	2.0503997802734375e-05	6.327957942568022e-05
GSE205335	PDGFA	22	0.1543426322327419	0.06541217044419186	0.06424677767790854	0.08893046178855002	11.0	2.6226043701171875e-05	7.824103037516276e-05
GSE205335	PVR	22	0.12691158970648592	0.0808004808019508	0.03278514090925455	0.04611110890453512	11.0	2.6226043701171875e-05	7.824103037516276e-05
GSE205335	ADAM17	22	0.2109057087112557	0.13003959134221077	0.06660881265997887	0.08086611736904491	12.0	3.337860107421875e-05	9.794704249647796e-05
GSE205335	CALR	22	1.4138133796778591	1.125503033399582	0.29657793045043945	0.2883103462782773	14.0	5.245208740234375e-05	0.00014903053404792906
GSE205335	CD47	22	0.7829886254939166	0.5327940711920912	0.2844293415546417	0.2501945543018254	14.0	5.245208740234375e-05	0.00014903053404792906
GSE205335	COL9A3	22	0.06077460263093764	0.04813635125967928	0.006223306874744594	0.012638251371258362	15.0	6.532669067382812e-05	0.00017717390349417022
GSE205335	NUCB2	22	0.5208915082568472	0.3379767340692607	0.11460509151220322	0.18291477418758653	15.0	6.532669067382812e-05	0.00017717390349417022
GSE205335	PLAT	22	0.16397951401516117	0.05064412619685754	0.030335216782987118	0.11333538781830364	15.0	6.532669067382812e-05	0.00017717390349417022
GSE205335	MDK	22	1.4141672402620316	1.0008583520962433	0.4064145255833864	0.4133088881657882	16.0	8.058547973632812e-05	0.0002152955354149662
GSE205335	SHISA4	22	0.07765012774986892	0.042285186968828464	0.03466057498008013	0.03536494078104046	18.0	0.00012063980102539062	0.0003175665350521312
GSE205335	EFNB2	22	0.2286592009053989	0.09650462384822524	0.05218129092827439	0.13215457705717365	19.0	0.00014638900756835938	0.00036393933826022677
GSE205335	PRNP	22	0.2998010285452686	0.20722396049479191	0.08389639481902122	0.09257706805047664	19.0	0.00014638900756835938	0.00036393933826022677
GSE205335	TNFSF13	22	0.09036697362634269	0.05571620128202168	0.017842793837189674	0.03465077234432101	19.0	0.00014638900756835938	0.00036393933826022677
GSE205335	ZG16B	22	0.06956119385061109	0.02323325456977314	0.007343832869082689	0.04632793928083794	19.0	0.00014638900756835938	0.00036393933826022677
GSE205335	CCN2	22	0.2500829655645331	0.06221485959725793	0.03761723451316357	0.18786810596727513	7.0	0.00016246112358599135	0.0003983635770122254
GSE205335	ADAM10	22	0.28842053325338796	0.18802751482210375	0.06996030732989311	0.10039301843128422	23.0	0.0003046989440917969	0.0007370420404382654
GSE205335	CX3CL1	22	0.09482248569970993	0.02506606602533297	0.0338468857225962	0.06975641967437696	9.0	0.0003384546789562384	0.0008077785004422224
GSE205335	ADAM28	22	0.09031264681173277	0.04124260950431397	0.031357055879198015	0.049070037307418796	24.0	0.0003619194030761719	0.0008200452297548704
GSE205335	ANGPTL4	22	0.11096943971245889	0.039982234831603077	0.038321929692756385	0.0709872048808558	24.0	0.0003619194030761719	0.0008200452297548704
GSE205335	ICAM1	22	0.41110887115990574	0.17559420377206567	0.20757853239774704	0.23551466738784008	24.0	0.0003619194030761719	0.0008200452297548704
GSE205335	JAG1	22	0.18166825379541313	0.11547244350764561	0.046876976266503334	0.06619581028776751	24.0	0.0003619194030761719	0.0008200452297548704
GSE205335	PSEN1	22	0.16028941168703817	0.09564634903588078	0.06099262461066246	0.06464306265115738	26.0	0.0005044937133789062	0.0011288046836853028
GSE205335	COL9A2	22	0.08295861862875013	0.051181876227598296	0.018956508487462997	0.03177674240115183	27.0	0.0005927085876464844	0.001309812804799021
GSE205335	MMP7	22	0.2574421959632838	0.12921503613919907	0.07447254564613104	0.12822715982408475	17.0	0.0006179102511197069	0.0013488528652491163
GSE205335	NAMPT	22	0.6164483333175833	0.46581032973798836	0.11664709448814392	0.15063800357959486	28.0	0.0006937980651855469	0.0014784506389072963
GSE205335	VSIG10	22	0.14532294784757224	0.10815133306790482	0.01893153227865696	0.03717161477966742	28.0	0.0006937980651855469	0.0014784506389072963
GSE205335	MELTF	22	0.12195628966120156	0.07890415750443935	0.018828677013516426	0.04305213215676221	30.0	0.0009412765502929688	0.0019822176764993107
GSE205335	COL6A1	22	0.13869830855930393	0.058156392579390245	0.009316826704889536	0.08054191597991368	21.0	0.0010212800218205383	0.0021012542977686937
GSE205335	TNFSF15	22	0.06098218034127389	0.028393755219770934	0.008450530236586928	0.03258842512150295	21.0	0.0010212800218205383	0.0021012542977686937
GSE205335	CFH	22	0.18422099931525404	0.09473281587601047	0.04319899342954159	0.08948818343924358	32.0	0.0012617111206054688	0.0025664351203224874
GSE205335	COL27A1	22	0.06830149960164404	0.02801443135831505	0.029129463247954845	0.04028706824332899	23.0	0.001304069820893846	0.002593649977111094
GSE205335	TIMP3	22	0.0733120156113397	0.04322663917925886	0.013119102572090924	0.030085376432080837	23.0	0.001304069820893846	0.002593649977111094
GSE205335	PCDHA12	22	0.032377447651180606	0.014373747981814879	0.0013840983447153121	0.018003699669365728	9.0	0.0013967480890075116	0.0027474495377180722
GSE205335	C3	22	0.30751468351015565	0.18372984045179858	0.021988622611388564	0.1237848430583571	33.0	0.0014548301696777344	0.002830593482307766
GSE205335	ICAM4	22	0.07423316059231927	0.034266642567341805	0.024774373741820455	0.039966518024977464	20.0	0.0015072868413933233	0.0029011219850473644
GSE205335	MICA	22	0.0859458551104498	0.049602516660921865	0.035155413672327995	0.03634333844952793	34.0	0.0016727447509765625	0.003151803267629523
GSE205335	PODXL2	22	0.2511257727799768	0.18353767885657196	0.03532451204955578	0.06758809392340481	34.0	0.0016727447509765625	0.003151803267629523
GSE205335	TCN1	22	0.04289638076443225	0.009065800613660196	0.012962948763743043	0.033830580150772054	5.0	0.0017853777699830878	0.003328985633614299
GSE205335	CLEC11A	22	0.049576426680273886	0.03248792560771108	0.0058158820029348135	0.01708850107256281	26.0	0.0018657515196867558	0.0034429847631332914
GSE205335	TGFBI	22	0.13973760101626712	0.08560842092529955	0.0176849402487278	0.054129180090967566	35.0	0.0019183158874511719	0.0035038626923853036
GSE205335	SPON2	22	0.11770320837174288	0.0537054462633519	0.012320272624492645	0.06399776210839098	36.0	0.0021948814392089844	0.003968523006246547
GSE205335	COL21A1	22	0.06995339037761865	0.023651946042346852	0.02148541552014649	0.046301444335271794	28.0	0.002355634033724315	0.004216584920366524
GSE205335	CD58	22	0.14872267275032672	0.09598858753981238	0.056465862318873405	0.05273408521051434	37.0	0.0025048255920410156	0.004439245356191503
GSE205335	FAM200A	22	0.05582053584723987	0.040186767783862626	0.014685142785310745	0.01563376806337725	38.0	0.0028514862060546875	0.00495549544547368
GSE205335	TGM2	22	0.3144559163457333	0.20777580061721065	0.0519099123775959	0.10668011572852265	38.0	0.0028514862060546875	0.00495549544547368
GSE205335	HLA-DQA1	22	0.10954034167463594	0.15859350898641755	-0.013544621295295656	-0.049053167311781595	39.0	0.003239154815673828	0.0055750837692847615
GSE205335	FN1	22	0.15920170820159416	0.09783590326763013	0.027955069206655025	0.06136580493396402	33.0	0.004137207994643546	0.006944772239043334
GSE205335	NPNT	22	0.13504166371951049	0.08427988993670707	0.01993797652539797	0.05076177378280342	33.0	0.004137207994643546	0.006944772239043334
GSE205335	HLA-E	22	1.0169569504531948	0.780998538502238	0.31857290863990784	0.23595841195095668	41.0	0.004151344299316406	0.006944772239043334
GSE205335	LYZ	22	0.22350923193152994	0.1869835465331562	0.018922271206974983	0.03652568539837375	42.0	0.004684925079345703	0.007764829529656304
GSE205335	LAMA3	22	0.14360920453592288	0.07501047654924067	0.0051659527234733105	0.0685987279866822	25.0	0.004848166082515941	0.007961667236425262
GSE205335	COL17A1	22	0.13906303265817274	0.0716153090893799	0.0075214015087112784	0.06744772356879283	35.0	0.005142157370610374	0.008367692448538699
GSE205335	TIMP1	22	0.6645370996028016	0.4596989200958474	0.08643718436360359	0.20483817950695415	43.0	0.005275726318359375	0.008507702801678632
GSE205335	HLA-G	22	0.041302345857151194	0.020734352695316458	0.0032818148320075125	0.020567993161834733	31.0	0.0057339909503071225	0.009164146250937278
GSE205335	HLA-A	22	2.0920385975729334	1.7979247651316903	0.26558828353881836	0.2941138324412433	46.0	0.007443428039550781	0.01168748788666307
GSE205335	TNC	22	0.12751430822060106	0.039992564408087426	0.00775438200798817	0.08752174381251362	46.0	0.007443428039550781	0.01168748788666307
GSE205335	BACE1	22	0.04595317776230248	0.03496196227867834	0.0116007667966187	0.01099121548362415	48.0	0.009274482727050781	0.014311486277086982
GSE205335	CD40	22	0.11906385870481079	0.0784068891688631	0.02737593837082386	0.04065696953594769	48.0	0.009274482727050781	0.014311486277086982
GSE205335	PAEP	22	0.08952325930427336	0.055545184326712675	0.0	0.03397807497756069	5.0	0.012792160247732852	0.01957091183200154
GSE205335	HLA-B	22	1.9508610929955135	1.7138606865297665	0.18367326259613037	0.23700040646574713	54.0	0.017200946807861328	0.026092961683111676
GSE205335	COL18A1	22	0.12989728079727766	0.06379636965522711	0.03304922580718994	0.06610091114205054	55.0	0.018956661224365234	0.028514641673625017
GSE205335	CCL20	22	0.18472793209498792	0.11341584209929517	0.010512962166103534	0.07131208999569273	56.0	0.020858287811279297	0.03111361265182495
GSE205335	HLA-DPB1	22	0.23555038882609966	0.32342090881006286	-0.024614315945655107	-0.0878705199839632	59.0	0.027535438537597656	0.04040035654286869
GSE205335	HLA-F	22	0.3743674782454036	0.28674780000107025	0.05019870214164257	0.08761967824433338	59.0	0.027535438537597656	0.04040035654286869
GSE205335	CXCL14	22	0.15558381221688417	0.08355153147766198	0.0044508762657642365	0.07203228073922219	54.0	0.032549589477940045	0.0473689147687095
GSE205335	SDC2	22	0.09608621475159783	0.07600593755275688	0.008487663697451353	0.020080277198840948	56.0	0.03863248475560448	0.055767861058493566
GSE205335	CRLF1	22	0.11479224324416877	0.07548145061776847	0.004396955133415759	0.03931079262640031	57.0	0.0420199491044772	0.05969500706112237
GSE205335	MCAM	22	0.05019386456644332	0.03537569153228436	0.002727124374359846	0.014818173034158959	57.0	0.0420199491044772	0.05969500706112237
GSE205335	CNTN4	22	0.02471789635125209	0.02104318505999717	0.0	0.0036747112912549214	17.0	0.046399461870904636	0.06539766673143252
GSE205335	GPC3	22	0.12350551931938919	0.07760031235573644	0.009642761200666428	0.045905206963652745	59.0	0.04955245211417102	0.06929600725341103
GSE205335	PIP	22	0.085010108846208	0.026516527228523046	0.00014882163668517023	0.05849358161768495	37.0	0.06150392570318533	0.08520916491025107
GSE205335	RELN	22	0.042130704316977324	0.03261703556001356	0.0	0.00951366875696377	12.0	0.06188375105213765	0.08520916491025107
GSE205335	B2M	22	3.1410511515357276	2.9655172662301497	0.14074867963790894	0.17553388530557806	69.0	0.06341934204101562	0.08665696355222746
GSE205335	VCAN	22	0.11055985927073793	0.06613630668090825	0.007121279602870345	0.04442355258982967	56.0	0.06735455698601128	0.09133686136739409
GSE205335	CD99	22	0.5838034323797646	0.48838966830887576	0.07148201018571854	0.0954137640708888	71.0	0.0737757682800293	0.09929219941447552
GSE205335	TRAF2	22	0.11263675691390579	0.09659548391672698	0.01825682260096073	0.016041272997178814	73.0	0.08540916442871094	0.11409134651297953
GSE205335	LGALS9	22	0.2389895725275644	0.1977129262152382	0.014891184866428375	0.04127664631232619	75.0	0.09841060638427734	0.13048517439100477
GSE205335	COL6A2	22	0.09491661458212713	0.04242312972597905	0.000823021458927542	0.05249348485614808	62.0	0.10842674449200547	0.14270872988286012
GSE205335	FBLN1	22	0.1302310788914011	0.11265066951587373	0.004734456422738731	0.017580409375527364	78.0	0.12067747116088867	0.15653092273767444
GSE205335	HLA-DMA	22	0.2672281889244914	0.2451878602362492	0.01796630769968033	0.022040328688242218	78.0	0.12067747116088867	0.15653092273767444
GSE205335	SEMA6D	22	0.029973342051644893	0.026696816351349382	0.0005610695807263255	0.003276525700295513	33.0	0.12515345696288432	0.1611688402615561
GSE205335	HLA-DRB5	22	0.242047726232241	0.26063084200193937	-0.0018480420112609863	-0.01858311576969837	72.0	0.13054460509877688	0.16691060223343615
GSE205335	ITGB2	22	0.08901683849465124	0.18688538689589637	-0.006914238794706762	-0.09786854840124513	80.0	0.13748931884765625	0.17454317782787568
GSE205335	ADGRE5	22	0.1493833956615576	0.14138365164399147	0.006670881994068623	0.00799974401756613	81.0	0.1465167999267578	0.1846937125837299
GSE205335	IGF2	22	0.14799353602575138	0.13565894995620262	0.0023268407239811495	0.012334586069548757	46.0	0.14879179284657834	0.18624986657019246
GSE205335	APOE	22	0.36479938196399336	0.3049789820374413	0.006271976977586746	0.05982039992655204	82.0	0.15597057342529297	0.19388008779949611
GSE205335	NECTIN3	22	0.05083966470027173	0.034249807890525764	0.00029784743674099445	0.016589856809745965	60.0	0.1589900610113243	0.19627048911053135
GSE205335	HMGB1	22	1.704662642695687	1.823845381086523	-0.011892855167388916	-0.11918273839083585	83.0	0.16585874557495117	0.2019640507341242
GSE205335	S100A9	22	0.6164631898970004	0.6727442851459439	0.014694767072796822	-0.05628109524894336	83.0	0.16585874557495117	0.2019640507341242
GSE205335	GPI	22	0.7556571252644062	0.7404216792095791	0.03255699574947357	0.015235446054827084	87.0	0.20992755889892578	0.2538988719115386
GSE205335	FGL1	22	0.04136777235742722	0.06633794146314771	0.0	-0.024970169105720495	33.0	0.22089889066779878	0.2653751773794361
GSE205335	EDIL3	22	0.07733416447312762	0.05857707464085913	6.304682028712705e-05	0.018757089832268484	66.0	0.24320097107575667	0.2898586047524297
GSE205335	CNTN1	22	0.03358872011515566	0.02384784095523752	0.0	0.00974087915991814	34.0	0.24549352944751968	0.2898586047524297
GSE205335	HLA-DQA2	22	0.018202115891406058	0.02974655688740313	0.0	-0.011544440995997073	52.0	0.24613691576742636	0.2898586047524297
GSE205335	FGG	22	0.0762641840635545	0.06644798813133755	0.0	0.009816195932216942	29.0	0.24886387493792206	0.29115446806462775
GSE205335	LAMB1	22	0.0570031269506382	0.04782724600094794	0.006002779176924378	0.009175880949690261	84.0	0.2735753578226747	0.31798694188479726
GSE205335	THY1	22	0.018042370515600356	0.020371826783626933	0.0	-0.002329456268026578	30.0	0.2787073832496024	0.3218620748495409
GSE205335	LRFN5	22	0.026037656993800985	0.023148541899651966	0.0	0.0028891150941490196	1.0	0.28504940740261275	0.3270759225965877
GSE205335	TYROBP	22	0.06378027444853532	0.0999962167988997	-0.0036712742876261473	-0.03621594235036438	93.0	0.2902231216430664	0.3308913297713942
GSE205335	MIF	22	2.605845668099143	2.5679350170222195	0.04860985279083252	0.037910651076923714	97.0	0.3534979820251465	0.40048189102848875
GSE205335	PTDSS1	22	0.1945197605104609	0.1929789437827739	0.023343883454799652	0.001540816727687012	100.0	0.4060330390930176	0.4571063773437116
GSE205335	ULBP2	22	0.030754577995553103	0.02716109711962583	0.0006083509069867432	0.003593480875927278	101.0	0.42448854446411133	0.47489655911922457
GSE205335	IFITM1	22	0.4161846426167441	0.47106153463987127	-0.0007187739247456193	-0.054876892023127184	106.0	0.5235109329223633	0.5820401055472237
GSE205335	NCAM1	22	0.10931658635275777	0.09481830996347443	-8.511989290127531e-05	0.014498276389283339	65.0	0.5861743444807836	0.6476864670497547
GSE205335	FSTL5	22	0.04595239537461153	0.04189709101906787	0.0	0.004055304355543657	8.0	0.6001794871405538	0.6590928110316512
GSE205335	HLA-DRB1	22	0.5509505229684609	0.5137446687069975	-0.00358026591129601	0.03720585426146334	111.0	0.6327285766601562	0.6906000928180974
GSE205335	CLEC2B	22	0.14809471033301883	0.14903639173346825	0.0019470587139949203	-0.0009416814004494386	112.0	0.6556386947631836	0.7069838937506618
GSE205335	ICAM3	22	0.08646059796129438	0.12926678628851238	0.002657448116224259	-0.042806188327217984	112.0	0.6556386947631836	0.7069838937506618
GSE205335	TGFB1	22	0.1289039082423022	0.21712429106066172	0.0005453974008560181	-0.08822038281835955	113.0	0.6788630485534668	0.7276436268926381
GSE205335	CD320	22	0.23911820030347866	0.23415855758569457	0.014865361154079437	0.0049596427177841015	114.0	0.7023849487304688	0.743946188300319
GSE205335	TNFSF12	22	0.05729479865509678	0.05888139541705393	0.0026211051736027002	-0.0015865967619571495	114.0	0.7023849487304688	0.743946188300319
GSE205335	S100A8	22	0.2632036499933086	0.2518730867146091	-0.0004788669175468385	0.011330563278699463	106.0	0.7412506037181041	0.7804932827384744
GSE205335	HLA-DQB1	22	0.2781576438283082	0.28208569025578484	-0.00906950220814906	-0.003928046427476643	117.0	0.774528980255127	0.806050508521324
GSE205335	LGALS1	22	0.5025933317162774	0.5043293819339438	-0.0027509238570928574	-0.0017360502176664093	117.0	0.774528980255127	0.806050508521324
GSE205335	FGB	22	0.10975010406268253	0.10921804719096558	0.0	0.0005320568717169491	30.0	0.789675102094056	0.8170626778892256
GSE205335	FGA	22	0.07929356821511067	0.0772044074123683	0.0	0.0020891608027423817	50.0	0.8752911852109797	0.8938311693002412
GSE205335	SPP1	22	0.14607658655255695	0.13879996188916266	0.00037812069058418274	0.007276624663394283	111.0	0.8757103086427647	0.8938311693002412
GSE205335	JAM3	22	0.04800441775164059	0.041189870699202984	-0.00010530930012464523	0.006814547052437609	82.0	0.8788507586415779	0.8938311693002412
GSE205335	L1CAM	22	0.05221308944270608	0.04058976117018822	-6.0572754591703415e-05	0.011623328272517856	84.0	0.9479148130096964	0.9546027478207363
GSE205335	HLA-DRA	22	0.6380752659064125	0.6508327691223134	0.0007878481410443783	-0.012757503215900877	124.0	0.9492697715759277	0.9546027478207363
GSE205335	HLA-DMB	22	0.08661522942764516	0.09722434380620887	0.0015033046365715563	-0.010609114378563721	125.0	0.9746217727661133	0.9746217727661133
combined	OCLN	51	0.33717937007838605	0.20462841252047642	0.10961532592773438	0.13255095755790963	0.0	5.145276051717656e-10	2.9553102728033543e-08
combined	F11R	51	0.6180750946788227	0.3892902723130058	0.15736058354377747	0.2287848223658169	6.0	7.349853257469353e-10	2.9553102728033543e-08
combined	GRN	51	0.7975397787842096	0.5802982823521483	0.1650027334690094	0.21724149643206128	9.0	8.774256111345653e-10	2.9553102728033543e-08
combined	LGALS3BP	51	1.103186243524154	0.8135049711620691	0.20087671279907227	0.28968127236208496	12.0	1.0466620052186515e-09	2.9553102728033543e-08
combined	ST14	51	0.5405193631555519	0.33214298876769405	0.18157635629177094	0.20837637438785797	12.0	1.0466620052186515e-09	2.9553102728033543e-08
combined	CD9	51	1.5313082801945068	1.1088740140491842	0.2979719638824463	0.4224342661453228	13.0	1.1098491876272212e-09	2.9553102728033543e-08
combined	CTSD	51	1.5042629469843471	1.206661862485549	0.23951342701911926	0.29760108449879813	14.0	1.1767500110416035e-09	2.9553102728033543e-08
combined	LAMA5	51	0.2989094767938642	0.17658109747457737	0.09471141546964645	0.12232837931928682	17.0	1.4019139660245744e-09	2.9553102728033543e-08
combined	CDH1	51	0.6646931051623588	0.4328739217245111	0.21157479286193848	0.23181918343784763	18.0	1.4859101930296196e-09	2.9553102728033543e-08
combined	SECTM1	51	0.08949469193056062	0.04666443969871776	0.02749674580991268	0.04283025223184286	44.0	6.545980167835017e-09	9.675356166555113e-08
combined	ICAM1	51	0.5885444605248231	0.38857600472949666	0.16360512375831604	0.19996845579532652	46.0	7.319306280667348e-09	9.675356166555113e-08
combined	MPZL3	51	0.12519327611388528	0.077027021669874	0.04599744826555252	0.048166254444011285	46.0	7.319306280667348e-09	9.675356166555113e-08
combined	CXADR	51	0.42903445880202684	0.2979601841858205	0.10496768355369568	0.13107427461620638	47.0	7.738588678169485e-09	9.675356166555113e-08
combined	MMP14	51	0.1563155252107547	0.08412382046819902	0.032546065747737885	0.07219170474255567	48.0	8.181189017872003e-09	9.675356166555113e-08
combined	LAMB3	51	0.4582328178609411	0.2714301926818877	0.10873737186193466	0.18680262517905338	49.0	8.648363053904011e-09	9.675356166555113e-08
combined	PLXNA1	51	0.1508819661011883	0.09416946757803946	0.03934008441865444	0.05671249852314884	49.0	8.648363053904011e-09	9.675356166555113e-08
combined	LRPAP1	51	0.5078491349430645	0.385650588016884	0.1025083065032959	0.12219854692618053	52.0	1.0210883866755238e-08	1.0730319870890798e-07
combined	LAMC2	51	0.2255788390278159	0.11632153948348965	0.06524581462144852	0.10925729954432623	53.0	1.0790265791957228e-08	1.0730319870890798e-07
combined	EDN1	51	0.1900151148621066	0.09573092539543651	0.05000362265855074	0.09428418946667008	55.0	1.204642740368099e-08	1.1349002659257354e-07
combined	ADAM15	51	0.4039211615043528	0.29338155920599024	0.07730558514595032	0.11053960229836259	70.0	2.7215618861317828e-08	2.31980751246471e-07
combined	CD82	51	0.28506563144608166	0.20306665430133067	0.05696608126163483	0.08199897714475096	70.0	2.7215618861317828e-08	2.31980751246471e-07
combined	AGRN	51	0.40256633372137357	0.269813051324009	0.12927260994911194	0.13275328239736459	72.0	3.029575094771918e-08	2.357799747670319e-07
combined	COPA	51	0.44663792395708607	0.3517136369265762	0.07088720798492432	0.09492428703050987	72.0	3.029575094771918e-08	2.357799747670319e-07
combined	CD55	51	0.9398104336624052	0.7018739120194725	0.20040181279182434	0.2379365216429327	75.0	3.5558929906247255e-08	2.6521035221742746e-07
combined	LAMB2	51	0.1397137748255559	0.08851387832478128	0.036230240017175674	0.051199896500774604	78.0	4.1704388434960225e-08	2.986034211943152e-07
combined	LAMC1	51	0.1675288990943455	0.114609531254745	0.04120597988367081	0.05291936783960052	82.0	5.1519695351562096e-08	3.546932872280621e-07
combined	CLCF1	51	0.11725954161546029	0.06724613444684484	0.029204726917669177	0.050013407168615444	84.0	5.723300876381906e-08	3.794336506934671e-07
combined	ICAM4	51	0.1308538592571744	0.07512126340275156	0.03249087743461132	0.05573259585442286	78.0	1.0559122734362712e-07	6.750296319467591e-07
combined	APP	51	0.7288309809724417	0.5387377793553705	0.12250572443008423	0.19009320161707116	97.0	1.1243713097292355e-07	6.940084980742522e-07
combined	ADAM17	51	0.21794648380840526	0.15706488227143006	0.036241695284843445	0.06088160153697519	98.0	1.1836114914247092e-07	7.062215232167432e-07
