accession	n_quant	median	mean	hits
O14678_ABCD4	124	12.349454254001799	12.464738109368561	
O00422_SAP18	134	14.03689689278435	13.96311241520734	
Q99729_ROAA	133	13.8536713595589	13.554622928096169	
P16455_MGMT	134	15.2157336768666	15.397324207171815	
Q9UGC7_RF1ML	134	13.5423658108482	13.647846429639078	
Q7Z7F7_RM55	134	13.3758178777749	13.387761342434972	
O43347_MSI1H	90	12.20505248540545	12.559942738602274	
O95168_NDUB4	134	13.7497330506711	13.997775847290251	
Q9BW61_DDA1	121	11.8617206134773	11.961300288802667	
P33981_TTK	134	13.49252517891515	13.5810594643402	
Q8N1I0_DOCK4	134	12.818167768527001	13.095715528704615	
P00740_FA9	134	12.5538537078322	12.556185920645675	
Q969X5_ERGI1	129	12.9303182976002	13.269757103571681	
O43236_38231	116	12.1065973030426	12.201573705364089	
Q8TF42_UBS3B	107	12.2291874822596	12.361923111056123	
P61960_UFM1	130	13.887146249945449	13.698977099528722	
O60739_EIF1B	65	11.611313514146	11.809559904053943	
Q9NRF2_SH2B1	128	12.298150410914399	12.489623703715155	
Q9H9H4_VP37B	125	11.3767546561245	11.470179492454248	
P19022_CADH2	121	12.1843391075522	12.090784463502441	
Q9UBX3_DIC	134	13.7464222039816	13.877756342697255	
Q86TN4_TRPT1	128	12.4576743994881	12.545457981990209	
Q99836_MYD88	124	13.028869721446949	12.944769525999705	
Q99643_C560	67	11.734894275251	11.796670887040866	
O00512_BCL9	133	11.5362236191343	11.659788940520697	
Q9NS93_TM7S3	124	11.94959868624715	11.915218684178589	
Q99424_ACOX2	129	11.3819894867577	12.015479538557699	
Q9H2D1_MFTC	53	11.7594307901468	11.811019661792642	
Q9BT30_ALKB7	98	13.190247781498499	13.275407794784442	
Q9NV06_DCA13	134	13.25423308077715	13.244402708975745	
P51157_RAB28	130	10.823265213922049	10.903912037084423	
Q8IVH2_FOXP4	125	12.1802474102444	12.322212800976416	
Q5VUM1_SDHF4	125	11.244532211589	11.288258994485078	
Q8NBQ5_DHB11	49	12.4749082858766	12.485095030339963	
Q8NI35_INADL	41	11.6926375310335	12.055256187505146	
O00182_LEG9	125	12.2562259972766	12.32760458398047	
P56470_LEG4	132	14.143085816563001	14.317476205781185	
Q14457_BECN1	127	13.5732873755594	13.662761871377311	
Q9NRR6_INP5E	134	13.01769831053705	12.918343079127954	
P61129_ZC3H6	97	10.0472707869709	10.378576715555933	
P09086_PO2F2	134	13.685837608920249	13.763606096840029	
Q2M385_MPEG1	132	12.7646856529758	12.770526135739628	
Q9Y3E2_BOLA1	124	11.30370871660425	11.366577630508345	
O94766_B3GA3	88	8.830331101588275	9.266427925712918	
P61020_RAB5B	131	12.0886081631186	11.882512573186819	
Q02928_CP4AB	40	11.60357877333575	11.468861988425166	
Q9H6U6_BCAS3	134	13.102690450482399	13.026351486329007	
P27352_IF	82	11.260821626431401	11.377356444285946	
Q9UQ84_EXO1	96	9.862536944969634	10.119600715974874	
Q9UPY8_MARE3	134	13.540746647906051	13.737613235583858	
P51571_SSRD	134	13.53871372404725	13.638431179803245	
P61313_RL15	127	12.6874700926822	12.794465411184875	
Q6IQ20_NAPEP	92	11.3361044725313	11.98638130706786	
O75928_PIAS2	84	12.13860299483285	12.024512334893853	
Q5W0V3_F16B1	134	13.4292673409243	13.497663018982692	
Q8TC76_F110B	128	13.385205574125049	13.326391009375333	
Q5TC63_GRTP1	116	11.0526382255972	11.262516873170824	
Q8WUF8_F172A	121	12.0899283848544	11.967648321085022	
P53007_TXTP	134	14.233516385136049	14.320436834425673	
P35613_BASI	134	15.03873558237885	15.176732907049308	
O14735_CDIPT	134	14.46817090595245	14.561056765956948	
Q8TBP6_S2540	120	12.8025827756505	12.900607020933103	
Q86UY6_NAA40	133	13.1154107202427	13.011513964585264	
Q9UJK0_TSR3	119	12.1501870210116	12.095021325458276	
Q6UWY2_PRS57	134	11.677891018971799	11.925382125682157	
Q9NYV6_RRN3	125	11.917869623971	11.847874886778046	
P83876_TXN4A	134	14.073532753018451	14.194824897368498	
Q8IYS5_OSCAR	69	10.0092077789205	10.40625538169046	
Q99611_SPS2	115	14.0202685789771	13.887742987310322	
Q6BCY4_NB5R2	134	14.1212185017027	14.137919403825162	
Q9Y580_RBM7	134	14.2768840651546	14.244276117061153	
Q8TBZ3_WDR20	133	13.937168168074	14.137745493581672	
O43598_DNPH1	131	12.6319339405003	12.652446484108422	
O43820_HYAL3	122	12.67860408433365	13.032296060618135	
Q6DKI1_RL7L	121	10.7081271625419	10.829589289073771	
Q86VX2_COMD7	131	11.5961454791816	11.874301489434007	
Q9Y237_PIN4	134	14.194365043390949	14.445600702575375	
Q9BT17_MTG1	134	14.98966769631155	15.247704137798479	
Q15848_ADIPO	134	14.321305032666551	14.282058165403853	
Q15041_AR6P1	131	11.8717825433685	11.995257366099002	
Q969V5_MUL1	127	12.1163884510548	12.253886368983107	
O15379_HDAC3	132	12.30069931455385	12.345042809431293	
P49458_SRP09	134	14.77304769220595	14.79512412365575	
Q9ULR0_ISY1	123	12.7222503444854	12.751866438964184	
Q9Y3C7_MED31	133	12.7843987910328	12.89962908725836	
O60337_MARH6	126	11.1320042736276	11.30556887694298	
P53680_AP2S1	134	14.22073098874025	14.438882514099562	
Q03164_KMT2A	134	14.3689563817566	14.427517711674222	
Q9Y672_ALG6	126	11.652127719421	12.246636297911195	
Q4ADV7_RIC1	134	13.84141142167395	13.70513092306503	
C9JLW8_F195B	134	13.746099074512301	13.8067723099947	
Q8IZ21_PHAR4	134	13.986492580367749	14.031828298140741	
Q96DE5_APC16	127	12.1092783954826	12.135597776631245	
Q9H1K1_ISCU	121	13.6536326286958	13.633173544608297	
Q9BV23_ABHD6	130	12.154925068773501	12.279294421802083	
Q8IVV7_GID4	132	12.247540728450701	12.418505196962863	
Q8N983_RM43	134	14.4250400880465	14.482385221593862	
Q9Y2R0_COA3	134	14.0088559510491	14.348680654593965	
P15374_UCHL3	134	12.8900533561737	13.07829540694217	
A5D8V6_VP37C	126	11.86318077041695	12.053432922986028	
O15068_MCF2L	134	14.51490174901245	14.612020670248704	
P63165_SUMO1	125	14.3925871287846	14.470524394226592	
Q3YBM2_T176B	134	12.1261283130283	12.116810745978457	
P62318_SMD3	134	14.9330397503816	15.017285559685968	
O14593_RFXK	134	12.426344320141549	12.294189172825172	
Q9UJY5_GGA1	134	13.1203811079717	12.986986865220732	
Q9H4H8_FA83D	134	13.427688331355998	13.5167231639765	
Q2KHR3_QSER1	46	12.28955020839785	12.228113056456285	
O95298_NDUC2	134	12.601636548701	12.776336289224453	
Q02083_NAAA	134	14.46682918777125	14.417080212935886	
Q9Y5Q0_FADS3	63	10.4668976028545	10.488102441369048	
O76075_DFFB	134	13.162219737939651	13.136702226405871	
P09105_HBAT	111	11.3250913891479	11.294935733359512	
P02008_HBAZ	126	13.3798871394117	13.249243859440687	
P67812_SC11A	134	14.5538508893308	14.633315673666775	
O60462_NRP2	134	13.057745278924251	13.035748137034926	
P22352_GPX3	134	15.145404827927148	15.167937367151575	
Q969Q5_RAB24	134	14.349640763304599	14.655206274196294	
P01135_TGFA	124	11.14387406832505	11.246773093188489	
Q9HAD4_WDR41	127	13.2209341875935	13.192325810322817	
Q9UIU6_SIX4	134	12.274015955094399	12.35972291788717	
Q8IYU8_MICU2	134	13.345443949740101	13.324977920277245	
Q96EL2_RT24	134	11.4765950730482	11.793749950341214	
P02747_C1QC	134	16.0695800556937	16.228583706321693	
Q8NFA0_UBP32	123	9.98885778869245	10.356278049794303	
Q13569_TDG	132	13.03934736599885	13.22304798631095	
Q96EP1_CHFR	122	12.5718474181575	12.694161120889667	
Q9BVC3_DCC1	127	11.8421218490134	12.103455091616445	
Q8N5V2_NGEF	132	13.64962632101695	13.436532291231455	
Q05315_LEG10	134	13.00537121157965	13.220065267301123	
Q9UI09_NDUAC	134	12.1371349902283	12.235115239983807	
P45877_PPIC	129	11.0917910091501	11.176084628277172	
P49427_UB2R1	134	12.5292274050373	12.677324279155531	
O14562_UBFD1	134	13.002386122165	13.209747908510302	
Q9NSC7_SIA7A	134	14.5499925801635	14.602434695052304	
P20794_MAK	125	11.9517112867106	12.1853371234	
Q6IBW4_CNDH2	134	13.5671140245509	13.721661587122286	
P03915_NU5M	102	12.42342152271455	12.45408517117316	
Q9NQ89_CL004	134	14.5615580673056	14.63619985119364	
Q96QH2_PRAM	131	12.4829739368846	12.833439448086624	
Q2NKJ3_CTC1	79	11.7303915287321	11.953063345124972	
Q9HCU8_DPOD4	80	11.81771366229575	11.911945603510066	
Q8IX04_UEVLD	123	13.0102077897147	13.014462878311738	
P62070_RRAS2	134	13.9201712926752	13.946592993404671	
Q13572_ITPK1	119	11.9655780028266	12.076577825851189	
O77932_DXO	110	12.142718595674602	12.26950405355791	
Q659C4_LAR1B	130	9.537562466815915	10.121337699768969	
Q99549_MPP8	131	12.4876108957936	12.481292696555391	
Q8NDT2_RB15B	134	13.7528185201301	13.88471577142995	
Q96BZ4_PLD4	121	13.084790439108	12.87372684894232	
O75506_HSBP1	102	14.494098421687049	14.547005097313939	
Q9C037_TRIM4	132	13.178043169434801	13.236348037655299	
Q8TBC5_ZSC18	116	12.927230740407651	12.698837541410645	
Q9NXD2_MTMRA	134	13.38179342147765	13.421399802352564	
Q8TD22_SFXN5	132	12.0851036228351	12.198377154480069	
Q9UHG0_DCDC2	127	11.8422662218908	11.77969355692697	
Q9Y221_NIP7	121	12.5056366292023	12.358545048377644	
Q8IWT0_ARCH	120	12.046957406174549	12.0836482185577	
Q5S007_LRRK2	86	10.015868198728786	10.55256821697576	
Q8NI08_NCOA7	127	13.026273415846	13.114874644295107	
Q9Y2D4_EXC6B	65	13.0157239256364	13.250219697373677	
Q8NBA8_DTWD2	134	12.7395624572092	12.695148604548502	
O75970_MPDZ	134	13.073624825817	13.299818858680268	
P05162_LEG2	134	14.3903254536893	14.698292192159634	
Q9P035_HACD3	134	11.49723894743355	11.852055706855303	
P04211_LV001	130	11.81797517308975	12.50342989879601	
P80748_LV302	134	14.40460427961685	15.119050599418674	
Q9C035_TRIM5	134	13.15235212966955	13.247122479081016	
Q8NHJ6_LIRB4	129	12.8165724993591	12.969480060884951	
Q9GZY6_NTAL	134	14.1533255476775	14.20322449751489	
Q86U28_ISCA2	132	14.41590932369145	14.642764674463413	
Q8IZF2_AGRF5	132	12.89805207798825	13.088218778937726	
Q9BVC4_LST8	131	12.8740970205309	12.986402440714322	
Q5QP82_DCA10	127	13.1850018287022	13.499566427009896	
Q9BXJ4_C1QT3	132	12.6503308653106	12.566340407211982	
Q86VV8_RTTN	91	12.8700787329935	12.621512294810637	
O00522_KRIT1	117	13.4076746485024	13.75793722506916	
Q9Y366_IFT52	123	11.3429340480231	11.552380088392951	
Q8WWP7_GIMA1	125	12.3531483259754	12.373762656935549	
P24043_LAMA2	116	12.36575449842615	12.640764295233092	
P60604_UB2G2	133	12.0648844153078	11.954621215375509	
Q9NP72_RAB18	134	13.7673586626174	13.60723450635315	
P23434_GCSH	132	10.99608259775485	11.114857430968724	
Q96J92_WNK4	134	12.955255743612149	13.019870835433895	
Q9Y2R9_RT07	127	12.2730555266917	12.239398132370747	
Q96SK2_TM209	116	12.734367931970048	12.799837084714571	
Q08117_AES	118	11.684851375696951	11.771837248101969	
P54756_EPHA5	57	11.7220304673897	11.74101301274368	
Q86VW0_SESD1	134	13.9598201464199	13.970869433875523	
Q9NZ53_PDXL2	134	13.3682130294531	13.501364655242476	
Q9Y3D3_RT16	65	11.7123550976532	11.558367461919865	
Q7Z5L2_R3HCL	100	11.7733149371318	12.045820607352407	
P62861_RS30	134	13.88629307056185	13.775603073442522	
Q9GZU8_F192A	133	14.4646676965658	14.521483152588095	
O75629_CREG1	129	11.3019094336352	11.286381143455499	
Q9GZQ3_COMD5	83	13.2859608415314	13.369039759355058	
Q9H9V9_JMJD4	130	10.019018642439	10.176104223822335	
Q92854_SEM4D	133	13.5710482096051	13.56228273582239	
P09234_RU1C	134	14.846844651233202	14.963430972722502	
P18510_IL1RA	134	11.9000904175287	12.104823597173153	
Q7Z4L5_TT21B	59	10.285615891042	10.840884512083765	
Q9ULV3_CIZ1	130	13.040903782205149	13.048068494062033	
Q68CQ7_GL8D1	132	12.06401192437945	11.993549603154298	
P28749_RBL1	93	10.7585945391938	10.94953861781852	
Q9C0B9_ZCHC2	130	12.6532278540897	12.727436036347793	
O00483_NDUA4	127	12.2765391126185	12.116357832289806	
P60468_SC61B	130	15.34873599357925	15.54602419902891	
Q12893_TM115	96	12.96453315642615	12.814977724379556	
Q02548_PAX5	124	11.72259837873095	11.680992135786209	
P17927_CR1	134	12.3220080347063	12.198354707188793	
Q9ULJ7_ANR50	128	13.284174499040049	13.29121998201284	
Q8IV04_TB10C	117	10.991496297124	10.97848841620848	
Q8TCD1_CR032	126	13.50368068434905	13.396521138961678	
Q9P0U1_TOM7	54	11.585037302006501	11.528983213624436	
Q96PM9_Z385A	134	13.536874552158999	13.406666288389756	
Q14574_DSC3	134	12.44087559218875	12.559490189979112	
Q13367_AP3B2	124	12.29562141651255	12.028346810046983	
Q4G148_GXLT1	133	13.1804228965345	12.988307046311455	
Q9NUT2_ABCB8	128	12.504021606575101	12.561013684866806	
Q3MIR4_CC50B	125	12.2459217364011	12.338785605375037	
Q7Z7A4_PXK	134	14.78132971398445	14.70517093430536	
Q6NZY7_BORG3	124	13.09451745958835	13.194441984683834	
Q14596_NBR1	131	12.2624635969015	12.188447114135272	
A4FU01_MTMRB	120	12.4824790024742	12.502341186947767	
Q92930_RAB8B	133	14.0272648999069	14.16056116576631	
Q9Y6R4_M3K4	134	14.5760257430509	14.565589683222038	
Q7Z7L8_CK096	131	14.2679076830851	14.35354651754722	
Q9BYN0_SRXN1	88	11.6637429957109	11.685097709908682	
Q9NPJ3_ACO13	130	12.2771928099883	12.393307203311688	
Q8NBJ9_SIDT2	123	9.51796422569767	10.024782971975	
P26885_FKBP2	130	12.87705215352535	12.804758721161997	
P28827_PTPRM	125	13.4550422842076	13.547986899131514	
P28906_CD34	119	13.038783373952	12.923045458213718	
Q9NX38_F206A	131	12.3884707906336	12.365066731795208	
Q8WUU5_GATD1	134	12.880646452402399	12.854856453390385	
Q8IWP9_CC28A	134	12.5879249015914	12.553779563760505	
P53384_NUBP1	121	11.6905196420265	11.836230173309438	
Q8WVB3_HEXDC	54	11.188356993848199	11.731961309455395	
Q8N6Q3_CD177	134	15.192613317825199	15.113354619591556	
Q16799_RTN1	130	12.9541799105911	13.033136744154666	
O75817_POP7	134	12.82180265936015	12.946293191565038	
Q96MM6_HS12B	106	10.045043505089549	10.325525424393938	
P30304_MPIP1	83	12.4654850235438	12.517495255124533	
P78380_OLR1	131	12.4195440971077	12.555324478922461	
P04155_TFF1	128	11.8071933134975	11.969640700336356	
P31321_KAP1	134	13.83451892628155	14.033499743406184	
P17813_EGLN	133	13.4814372431057	13.500113720362503	
Q86WQ0_NR2CA	125	11.4293773631581	11.54644470351815	
Q9BQ15_SOSB1	52	12.1468557421214	12.024417632491083	
Q01831_XPC	117	12.067180450953	11.796272314125059	
Q9NS69_TOM22	134	13.4738618956141	13.429193533943286	
Q96CG8_CTHR1	127	12.1141439547423	12.150653364337865	
P62310_LSM3	134	12.9868906470927	13.11151736934097	
Q96D31_CRCM1	127	11.9008531252409	11.982216211371755	
Q96P20_NLRP3	127	11.8726813064889	12.000230129517892	
Q6QNY0_BL1S3	134	13.574640284201301	13.613601755182428	
Q9P2F5_STOX2	134	12.92387260483505	12.798455607086996	
P62304_RUXE	124	13.24022691806025	13.213606611894178	
O95777_LSM8	98	12.58026293957045	12.694362971940961	
Q7Z7N9_T179B	131	12.8252098389903	12.697245886327616	
Q8TDL5_BPIB1	125	12.9445849936169	13.118494401763524	
O00187_MASP2	121	13.008862410885	13.19467027367165	
P54710_ATNG	133	13.6927114991501	13.681657053853414	
P36959_GMPR1	134	13.5543627291761	13.729735735325026	
O00399_DCTN6	124	13.327289575685299	13.375720415501622	
P49754_VPS41	134	13.2907987849755	13.302107323078266	
Q9UK53_ING1	133	13.7875435638928	13.789693512797538	
Q9NV56_MRGBP	134	13.8052274137867	13.741482539650693	
Q6ICB0_DESI1	133	12.356958247008	12.40777528961235	
P08254_MMP3	127	11.7550205362914	11.992943831643615	
Q3ZCW2_LEGL	117	9.14366042090763	9.887212198582974	
P52926_HMGA2	127	13.8178800285516	14.04304890793211	
Q9P013_CWC15	134	14.56054118540325	14.766561428219106	
P16260_GDC	133	12.8518608034387	12.946993608829889	
Q15532_SSXT	124	11.34067100370785	11.336847451025418	
Q6P5Z2_PKN3	126	12.1790958150746	12.317624977829816	
Q9ULD2_MTUS1	127	13.7533954560356	13.489650713185315	
P31260_HXA10	134	12.38511603744585	12.697688580905243	
Q9BV40_VAMP8	132	13.79588098765865	13.551959299304123	
P05997_CO5A2	126	12.03376865985495	12.275186978058978	
Q15599_NHRF2	134	14.4757566441878	14.42727609280727	
Q86YZ3_HORN	123	15.7839787109492	15.831074363829416	
Q9P0Z9_SOX	94	12.5548137137266	12.68909490402743	
Q9H7M9_VISTA	128	13.4037631782028	13.349532147601813	
Q15291_RBBP5	132	12.4978658889585	12.593286779463103	
B2RTY4_MYO9A	134	14.60880520498435	14.73730066121375	
Q96HI0_SENP5	130	10.75561766556085	10.746768134390228	
Q9UK45_LSM7	134	12.3090907895197	12.268156940463397	
Q9UMS0_NFU1	134	13.377285418792749	13.555535180951713	
Q96DH6_MSI2H	134	13.20915450784225	13.199647857250818	
Q8TEU7_RPGF6	131	12.5446236833081	12.566723011886989	
P55056_APOC4	134	12.026198044102149	11.885422954587737	
Q9HAU4_SMUF2	123	13.3644420391468	13.470634523827806	
Q9H0U3_MAGT1	134	14.6844761822377	14.71051394301549	
Q9Y5Y5_PEX16	127	12.12413776087	12.149324331565428	
O43688_PLPP2	131	12.0996910528277	12.225644992987737	
Q5T0Z8_CF132	117	12.1152692295221	12.229738951871	
Q9C004_SPY4	125	11.9204729898241	11.9224125219425	
O15554_KCNN4	50	12.9596665976156	12.855559351560293	
Q13371_PHLP	134	12.54550138305205	12.63002722941922	
Q6RW13_ATRAP	113	13.6548423377795	13.542512149204072	
Q5T8D3_ACBD5	134	14.2975295604624	14.404180259352698	
Q07812_BAX	134	14.3666487518487	14.377713931649204	
Q9BRQ0_PYGO2	84	11.879403239431	11.88112033849926	
P13727_PRG2	134	14.34464620174335	14.490864307259246	
Q9UBI9_HDC	124	13.20791222162695	13.360200796551737	
P24310_CX7A1	132	12.3826092770047	12.972114132593921	
Q96SC8_DMTA2	134	12.82199921073775	13.082478667964686	
O15040_TCPR2	116	11.5078145882383	11.691044207734143	
O43542_XRCC3	120	12.774883178861	12.801614310753706	
Q9UFF9_CNOT8	120	12.89354747882505	12.512894238758163	
Q7L0J3_SV2A	125	12.4980810335185	12.544769116770402	
Q86SZ2_TPC6B	132	14.04679093587265	14.087507609110697	
Q2VPB7_AP5B1	59	10.1764173601083	10.487320699819593	
P27658_CO8A1	110	10.795649724392899	11.023727428663316	
Q8NCD3_HJURP	134	13.673298026368549	13.82162230136906	
Q9H3C7_GGNB2	121	10.3539510430236	10.61284588135391	
Q9GZY8_MFF	125	11.6055026912346	11.733775407431338	
Q58WW2_DCAF6	124	12.444721606805	12.587124356526566	
P14406_CX7A2	134	11.89541201833585	11.922055938123155	
Q9BUN8_DERL1	134	14.3335689231449	14.50231328776832	
Q9Y2F5_ICE1	118	11.9460415292576	11.88781888183547	
Q96A22_CK052	118	12.40200774914275	12.306338195063654	
O43482_MS18B	129	13.4645817510694	13.517053635513077	
Q7Z6L1_TCPR1	69	12.108920189734	12.208911587819411	
P02144_MYG	134	12.51938036833765	12.627730289660931	
Q9Y484_WIPI4	134	13.64003671088485	13.820114773947767	
O60858_TRI13	120	11.4442896275226	11.549301223777569	
O00142_KITM	134	13.67362553947925	13.9040768788762	
O95149_SPN1	126	13.373746742376401	13.417222704923542	
Q68DC2_ANKS6	117	13.5419791394683	13.48575196785156	
Q5D1E8_ZC12A	126	12.35989392016435	12.488181737142378	
Q8N5D0_WDTC1	134	13.627869519175	13.761966551799535	
Q9BW30_TPPP3	134	13.448188677145	13.558311922560447	
O94910_AGRL1	78	12.076997053194852	12.371748558189532	
Q9NVH2_INT7	134	13.6312294963162	13.600133274505849	
O95858_TSN15	124	12.585225937200999	12.712302997725969	
Q6UWR7_ENPP6	93	12.1479047637738	11.988486467892411	
Q7Z3D4_LYSM3	121	11.8413898561007	11.816030516179174	
Q02447_SP3	124	13.04206033088345	13.242539745187958	
Q15438_CYH1	121	11.8004593735694	11.717101014045145	
O14681_EI24	132	11.940944188403	11.962555626277187	
O75925_PIAS1	134	12.46952888742915	12.555164981600967	
P09668_CATH	133	13.030811584626	13.061891326828059	
P28715_ERCC5	133	12.4508816650714	12.53601810837508	
Q9UI30_TR112	127	13.4373811013517	13.456561384294663	
Q8NEL9_DDHD1	134	12.5469539349226	13.0638890027706	
Q495M3_S36A2	51	9.46935783080409	9.458511037193828	
A8MUP2_MET12	100	12.60367533777015	12.818065204125935	
P01344_IGF2	134	13.6789527081774	13.682178710976128	
Q9Y6X8_ZHX2	134	13.42384313165425	13.490227565674918	
O94864_ST65G	130	11.67757756864475	11.723829941653257	
O60888_CUTA	63	11.6112397822738	11.72071686389618	
P05120_PAI2	134	12.57279565710495	12.791574750600516	
O00757_F16P2	125	11.3542790639397	11.688251859113818	
Q9NW81_AT5SL	126	12.1670243616541	12.26252708723304	
Q8TBP5_F174A	123	13.4382625324145	13.071862209779619	
Q8IVL1_NAV2	121	12.4611377447161	12.625941037314197	
Q9H098_F107B	133	13.0481165902665	13.028990957722513	
Q9NPA8_ENY2	130	12.16177951960535	12.13975839675858	
Q86WX3_AROS	124	12.4769905649181	12.611279582945134	
Q92539_LPIN2	126	11.4073391581309	11.416767432970355	
P49715_CEBPA	127	12.74907672313	13.19846941344688	
Q9BV10_ALG12	131	12.2624445552925	12.427755136527127	
Q2KHR2_RFX7	125	13.3883867380776	13.39253145434976	
Q92934_BAD	134	14.58013757017395	14.628172004745243	
Q32NC0_CR021	116	12.3650713330327	12.078573786857229	
A2VDJ0_T131L	117	11.9987408989259	12.210988574351873	
Q9P2M4_TBC14	134	12.63125525836945	12.835130572907078	
Q9UQ03_COR2B	126	11.66639729908935	11.644722277978449	
Q7L099_RUFY3	130	12.00405080344975	12.258449101468821	
P19256_LFA3	125	12.1173257286625	12.111906063260545	
Q8TB03_CX038	134	14.476937806210149	14.584853525365546	
O43399_TPD54	127	13.1650206922037	13.157160681536721	
O00221_IKBE	134	15.143854639572151	15.272406192236565	
Q96KA5_CLP1L	134	14.446965363260599	14.503011560747401	
Q9BRX5_PSF3	134	12.49690147790055	12.41454965677769	
Q9Y2S0_RPAC2	130	12.71683152245725	12.742696205041167	
Q9H930_SP14L	129	11.7649641224035	11.82735052151214	
Q8IVW6_ARI3B	134	14.01047300424745	14.226186724844851	
O14548_COX7R	132	11.767958394386401	11.754743338013633	
Q96DC7_TMCO6	130	12.07428953611615	11.974046282262943	
Q6ZU65_UBN2	131	11.7253919017877	11.889200812635647	
P31025_LCN1	132	12.07730132286725	12.285688625737473	
P48029_SC6A8	129	12.389444770674	12.705365884022587	
Q8TEA7_TBCK	134	12.6355336191981	12.61062944861723	
Q8N4V1_MMGT1	55	12.1970933007246	12.249317623299683	
Q92876_KLK6	132	13.27759648556465	13.467756513608311	
Q9Y227_ENTP4	126	12.06522332459795	11.935554116576272	
O75144_ICOSL	121	11.3194760386535	11.252130956518489	
P13284_GILT	133	14.031643880747	14.144153146710353	
P09619_PGFRB	134	12.91571670802595	12.656800694830238	
P08861_CEL3B	132	12.813204278245848	12.755985794218155	
P17931_LEG3	134	13.9472799950431	13.939536469975804	
Q9H2F3_3BHS7	126	11.80454439432385	11.801397926255547	
P62312_LSM6	134	14.26876470541955	14.465781132628361	
Q5TGY3_AHDC1	134	14.9723668304954	14.924746794543525	
Q9HAR2_AGRL3	123	12.5171729876565	12.549562044366843	
Q92733_PRCC	128	13.24667069639765	13.290597902209333	
Q6ZMH5_S39A5	119	12.430966382523	13.084080145893525	
Q8TED4_G6PT3	101	13.2678858821034	13.114296676310417	
P78337_PITX1	122	11.5443944147062	11.65891152748523	
P42568_AF9	126	12.34970779557015	12.203697440800884	
Q92686_NEUG	122	13.701238054718651	13.451551039864064	
Q96E14_RMI2	81	12.3590135253484	12.382999965383622	
P79522_PRR3	63	11.5746466966707	11.804767995383157	
O95931_CBX7	88	11.321061512518149	11.29309874096466	
Q9H825_METL8	130	12.1846087139652	12.212662846496846	
Q2TB10_ZN800	117	12.0937872253876	12.332958538245022	
Q99594_TEAD3	130	11.094868550751201	11.18541252291493	
Q15561_TEAD4	131	11.4577803487029	11.376088972306645	
Q96N11_CG026	102	12.1056544601301	12.242613079140368	
Q7Z624_CMKMT	131	14.0371060810935	14.204328806190322	
Q6ZNK6_TIFAB	120	11.4965013836289	11.484018587853958	
Q96M27_PRRC1	134	13.568895797769	13.689306510054037	
O43570_CAH12	130	12.92889252502465	13.001718332655697	
Q8N6C8_LIRA3	133	12.6930153461142	12.589415755276962	
O15417_TNC18	86	10.9369869739111	10.780744400861394	
Q15526_SURF1	120	11.294900556054099	11.412441157548622	
Q9H6U8_ALG9	120	13.2378979214513	12.906863984612123	
O15260_SURF4	134	15.30117536825965	15.483988685365418	
Q9P0V8_SLAF8	43	12.3572761101225	11.97827488248716	
Q9BUE0_MED18	134	12.7233350585154	13.025287542455727	
P62942_FKB1A	134	14.249392667206099	14.249829599130052	
Q15011_HERP1	134	14.41591816276145	14.561331673435834	
O14949_QCR8	122	14.87080138586725	14.950702996141175	
P60602_ROMO1	132	11.878027656790799	11.91841402865458	
Q8N357_S35F6	121	13.0415483285275	13.121411152966761	
Q9NSI6_BRWD1	126	12.1092431371306	12.093939764356998	
P02810_PRPC	122	12.278619919527099	12.247305295751953	
P11166_GTR1	132	12.478042800361049	12.617889728290661	
Q6NZ67_MZT2B	132	12.1719811853655	12.192127061413416	
O15050_TRNK1	127	13.521494181218	13.666255559332585	
Q92905_CSN5	58	13.19389599177735	13.322685984820739	
P16150_LEUK	128	13.55681795957555	13.42272044446979	
Q5J8M3_EMC4	130	12.877424444617	12.95759443888832	
Q13761_RUNX3	121	10.8066955621986	10.976416268143527	
Q32M88_ATHL1	134	13.00435128176115	13.109669172056517	
Q92484_ASM3A	119	12.4741932955621	12.373934398455493	
Q96FZ2_HMCES	120	13.3150699675801	13.195145472770015	
Q92871_PMM1	132	12.2784671855922	12.669157803795683	
Q13950_RUNX2	132	12.245365939715349	12.481218429781705	
Q9NRH1_YAED1	122	10.29384408225665	10.463021692875445	
Q9HBD1_RC3H2	120	11.4805901439109	11.878370418410784	
O43306_ADCY6	134	11.79298680603965	11.943419851497417	
P33261_CP2CJ	119	10.7517689907964	11.005938734977128	
Q9H0X9_OSBL5	113	11.0445510161415	11.26808604028169	
P07311_ACYP1	132	13.3672854841023	13.649632707392438	
P14621_ACYP2	134	13.4454591432449	13.458586615980835	
O60828_PQBP1	122	11.793432338118	11.790876729223223	
Q6ZN16_M3K15	134	12.70691848939755	12.70147161419632	
Q32NB8_PGPS1	132	12.3934440838885	12.37265307038343	
P51689_ARSD	120	11.852761394513351	11.78439188872424	
P68106_FKB1B	133	12.645476944203	12.78480531406256	
O15120_PLCB	134	13.91902922065685	13.885974037455044	
P07305_H10	129	14.9653277878918	14.848960474307233	
Q15819_UB2V2	134	14.4440478229937	14.423385681211379	
Q8N884_CGAS	134	13.0349834453471	12.940700688094301	
Q9C0B5_ZDHC5	134	12.91190973835935	12.94197648933178	
Q8N442_GUF1	70	12.04307111191635	12.14803947529701	
Q8WUK0_PTPM1	133	12.8030026758164	12.865527323568763	
