protein	n_R	n_NR	median_R	median_NR	p_val	foldchange	hits
P02533_K1C14	30	18	13.635891155	13.55972032	0.683781685646231	0.126634658055554	
P13645_K1C10	30	18	14.46574813	14.09549059	0.594280654576866	0.168179464777777	
Q8N573_OXR1	30	18	14.300763255	14.308760035	0.726247372401667	0.0890481387777786	
Q86XI2_CNDG2	30	18	13.281606595	13.44691953	0.930801056884262	-0.0266104686666662	
P04196_HRG	30	18	15.26655318	15.412165134999999	0.65515203301323	0.184932509000001	
Q99523_SORT	30	18	12.680002845	13.60229231	0.300222350364574	-0.495500545444443	
P26022_PTX3	30	18	12.58497714	12.816374634999999	0.161571751157182	-0.453643322333333	
O95707_RPP29	30	18	12.839203845	13.44223522	0.706910256497431	-0.161788130777778	
P99999_CYC	30	18	12.536033195	12.153885	0.34295647563719	0.408323337188889	
Q8WVD5_RN141	30	18	13.21034844	13.261243839999999	0.180520602202825	-0.524965265566667	
Q9GZT8_NIF3L	30	18	12.559384524999999	12.290507245	0.11226780980457	0.728108935466667	
P07900_HS90A	30	18	14.582837099999999	14.396728555	0.490404726336949	0.248674800777779	
Q8WUA4_TF3C2	30	18	12.561848485	11.97270228	0.105528457261999	0.811533471366666	
Q9NUW8_TYDP1	30	18	13.531967904999998	13.915608835	0.255334133452536	-0.318705101666668	
O95822_DCMC	30	18	13.749227245	13.854038745	0.986754490902046	-0.00843590987777887	
Q9H6D7_HAUS4	30	18	13.59645888	14.040851565	0.56906442223775	-0.23788290211111	
Q96CV9_OPTN	30	18	13.08231907	14.12108936	0.154864055650747	-0.683054646555554	
P08195_4F2	30	18	12.98754959	12.531295369999999	0.0516262566277511	0.690394056444443	
Q9H089_LSG1	30	18	13.73375973	13.666796675	0.977417812493814	0.0116821387777772	
Q8IXI1_MIRO2	30	18	14.79444219	14.47245976	0.965148354755218	0.0125764674444433	
A5PLN9_TPC13	30	18	14.035001224999998	14.1034339	0.819421531635787	0.0908350492222212	
P01011_AACT	30	18	16.505558725	15.91637979	0.0517937348787419	0.969183504777778	
P30740_ILEU	30	18	14.069266265	14.58488509	0.262416607041934	-0.366760176777779	
Q9H3Q1_BORG4	30	18	14.782356844999999	14.23067476	0.177281412608795	0.323936542666667	
P31930_QCR1	30	18	12.24113399	12.275945025	0.654928681716824	0.1708280655	
Q9C0E2_XPO4	30	18	14.061083895	13.667987685	0.878440604755854	-0.0847724124222236	
Q8NB46_ANR52	30	18	12.368372505	11.70229862	0.306612303327432	0.480629385611111	
Q14232_EI2BA	30	18	12.615600109999999	13.396715645	0.407084032356532	-0.364289494111111	
O75165_DJC13	30	18	11.82900701	11.436308885	0.980163395093269	-0.0119723980888899	
Q9NX62_IMPA3	30	18	13.56328612	13.401106035000002	0.20887480193942	0.528739233333335	
Q9BZ29_DOCK9	30	18	13.341340005	13.111385895	0.148476536136382	0.480685832444443	
Q06481_APLP2	30	18	14.042429375000001	14.552320975	0.329375857929284	-0.376982364666667	
Q01543_FLI1	30	18	13.755372455	14.564148119999999	0.142389499856416	-0.427253605000001	
P98196_AT11A	30	18	14.33879541	14.265360545	0.1567524921516	0.49614959611111	
P01031_CO5	30	18	12.80418302	13.249107315	0.886615129080694	0.044166308555555	
P17301_ITA2	30	18	12.25692121	12.03603354	0.70327925694578	0.155628563022223	
Q8TAQ2_SMRC2	30	18	13.606103699999998	13.01728021	0.0410470418714147	0.78305596	
Q96PV6_LENG8	30	18	13.98894953	14.412946315	0.111276991141373	-0.384760822888889	
Q9NX24_NHP2	30	18	13.661476010000001	14.150446800000001	0.310058308569675	-0.29154263	
Q9UBT2_SAE2	30	18	13.42224642	13.504357005	0.276519699965125	0.390856414888889	
Q9NVM9_ASUN	30	18	12.430177605	12.709864445000001	0.727372168044935	0.17594414788889	
Q86VM9_ZCH18	30	18	13.555744165	14.092675925	0.509628769342107	-0.226805635111111	
O60292_SI1L3	30	18	12.896140735	13.30929203	0.574805810129648	-0.168516873555555	
Q96KP1_EXOC2	30	18	13.604594315	13.944664294999999	0.534683921651109	-0.344402384777778	
Q3SY69_AL1L2	30	18	13.347129729999999	12.724539765	0.538191717004397	0.278133142588889	
O75891_AL1L1	30	18	13.482171965	13.617476844999999	0.0941924756668263	-0.536639568777778	
P46199_IF2M	30	18	15.55837002	14.760634540000002	0.0700904688524849	0.552668314111111	
Q92696_PGTA	30	18	12.930972735000001	12.11510106	0.00103877111315452	1.02765094944444	
P62166_NCS1	30	18	15.21055139	14.940299135	0.435380676727018	0.271987566222222	
Q15014_MO4L2	30	18	14.138920195	14.480290635	0.959429673810766	0.0264521845555556	
P52434_RPAB3	30	18	13.37647068	13.6563054	0.178492252867231	-0.548257104444446	
Q9NZN3_EHD3	30	18	14.476012789999999	13.791082045	0.758735001384265	0.100610793555555	
Q9H4M9_EHD1	30	18	13.164482020000001	12.500294114999999	0.00974407190840057	0.862745805555555	
P41219_PERI	30	18	13.302388565	12.370684870000002	0.0322231911404294	1.12893819963333	
Q16594_TAF9	30	18	12.195284820000001	12.651765175000001	0.577111891652122	-0.213538813611112	
Q12805_FBLN3	30	18	13.643181595	14.11845469	0.16382010105611	-0.708924244888889	
Q9H223_EHD4	30	18	13.514223075	14.126518959999999	0.318299104413591	-0.396020574333333	
P62263_RS14	30	18	14.220147099999998	13.799604355	0.273895798599564	0.349343950777778	
P02787_TRFE	30	18	14.893831505000001	15.010059779999999	0.432849718542321	-0.471743545000001	
P31937_3HIDH	30	18	14.164649735000001	14.087265030000001	0.226259840796937	-0.601206763777778	
Q9H7H0_MET17	30	18	12.543887095	12.43623398	0.657650163095362	0.198786988077776	
Q9UKS6_PACN3	30	18	14.586394760000001	15.1329238	0.131982404685865	-0.41617173488889	
Q7Z6B7_SRGP1	30	18	14.552047685000002	14.22354669	0.606882498902066	0.188528694555556	
Q7L513_FCRLA	30	18	13.443151499999999	12.884500769999999	0.780808801824261	0.155185885533333	
Q5SNT2_TM201	30	18	13.32047972	13.17040025	0.631448119712245	0.172666386355555	
Q86UU0_BCL9L	30	18	11.895873235	12.94351037	0.027971426178926	-1.10460089371111	
Q9NXE4_NSMA3	30	18	13.53517588	13.82444178	0.909124149427719	-0.0945148287777791	
P22105_TENX	30	18	12.07579433	11.59022655	0.384875172280718	0.392172552644444	
Q15424_SAFB1	30	18	15.348416799999999	15.272950875	0.815629559173875	-0.0596931797777778	
Q9BQL6_FERM1	30	18	13.67216819	13.584188075	0.514916646447856	-0.273094757666666	
Q8N1G2_CMTR1	30	18	13.971186204999999	14.377198085	0.424611184150329	-0.30118795588889	
Q08AM6_VAC14	30	18	12.371439755	12.4061709	0.234034499895064	0.469286642333334	
P20930_FILA	30	18	15.71236562	16.188503859999997	0.653147999811178	-0.233333956333334	
O75376_NCOR1	30	18	12.57581069	12.99815774	0.717240906830514	0.247877144455556	
Q53F19_NCBP3	30	18	13.693221655	13.424474645	0.657229591053464	-0.148616733888888	
Q06033_ITIH3	30	18	15.298930615	15.49011605	0.767015051575202	0.11894226488889	
P43403_ZAP70	30	18	12.985914475000001	12.372271054999999	0.674004535923988	0.183636090155556	
Q8IV48_ERI1	30	18	12.920537074999999	12.901289395	0.761707818809123	0.117034955555557	
P49959_MRE11	30	18	12.15408658	12.03680827	0.474414476023379	0.302326804522222	
P01009_A1AT	30	18	17.031954925	16.41936492	0.223186528932098	0.490915648777779	
P48668_K2C6C	30	18	12.794443895	13.129143500000001	0.419526907567081	0.321720505222221	
P04259_K2C6B	30	18	12.14665685	12.167597345	0.518897317308903	-0.309908948588889	
Q9UHD8_40057	30	18	15.007533425	14.661052940000001	0.697686022585661	0.175211548333333	
Q16181_39326	30	18	12.94677439	12.642307429999999	0.113148746399459	0.457706148444444	
Q9UKX7_NUP50	30	18	13.070400145	13.27061845	0.374364506549527	-0.295925369666667	
O43493_TGON2	30	18	13.74392329	15.06799408	0.12002617622299	-0.88696644611111	
P84090_ERH	30	18	11.357602935	12.37133944	0.00910603758862031	-1.04889164885556	
P40126_TYRP2	30	18	12.19485194	12.408949005	0.981677322900705	0.0107618187666656	
O76080_ZFAN5	30	18	12.6934971	13.70490818	0.0517775852239406	-0.689727694777778	
P55160_NCKPL	30	18	14.19102907	14.34500223	0.293896644728808	-0.345883735544444	
Q9H9B1_EHMT1	30	18	14.345652735	14.003075345	0.659936653095863	0.164943165888888	
O00214_LEG8	30	18	14.83284684	15.30706792	0.594348755293262	-0.208006855333332	
P17661_DESM	30	18	12.931441985	12.990752785	0.655135051783877	-0.153905601377778	
O14776_TCRG1	30	18	12.938416705	12.52675377	0.0989706933073408	0.516757042666667	
Q9NW97_TMM51	30	18	12.255231030000001	13.05045475	0.10754885068034	-0.734590615	
P46013_KI67	30	18	11.90230152	12.421004185000001	0.827510755990445	-0.107672904522223	
Q96S53_TESK2	30	18	14.52752205	14.66650374	0.424136444426987	0.254385548222222	
Q08945_SSRP1	30	18	14.309394055	14.43610401	0.295508290490041	-0.341318164111112	
Q8IY17_PLPL6	30	18	12.436375185	12.046063505	0.736805366594718	0.184074747944445	
Q92542_NICA	30	18	13.500226335	13.565990809999999	0.748542492703474	-0.108958483777778	
Q9H0K6_PUS7L	30	18	12.400591330000001	13.695540220000002	0.216855216964362	-0.478170477666666	
O95613_PCNT	30	18	15.289215135	15.433163965	0.757293305781172	0.0883243854444444	
Q53EZ4_CEP55	30	18	13.10622633	13.271432	0.216904923024197	-0.39912850711111	
Q8IXM2_BAP18	30	18	12.799278885	13.05586317	0.964845389371604	0.0230848781666673	
P41214_EIF2D	30	18	14.045014055	13.41900085	0.287968934623248	0.430107547444443	
Q96RQ9_OXLA	30	18	13.591734505	13.657130525	0.673596826162197	-0.152123112111111	
Q6UW63_KDEL1	30	18	14.206430315	13.66231724	0.0161121439900053	0.934314572888889	
P16662_UD2B7	30	18	12.68828114	12.58814381	0.663413156507334	0.185548061522223	
Q9UDY2_ZO2	30	18	13.72473634	13.16481267	0.238307227643549	0.398830475333334	
Q9Y383_LC7L2	30	18	14.35981312	14.636887125000001	0.060729406986232	-0.514834901	
Q9NQ29_LUC7L	30	18	14.664165675	14.46677659	0.574174563145162	0.169354338444444	
P01834_IGKC	30	18	17.864919495	17.69838518	0.545019782373655	0.46572155522222	
Q96RU3_FNBP1	30	18	13.350936825	12.78034994	0.360666043720109	0.449028186555557	
O43633_CHM2A	30	18	14.45211259	14.058698150000001	0.741451479918549	0.170844703111111	
Q99490_AGAP2	30	18	12.26019268	11.865644555	0.140233645619221	0.484715629666667	
P18858_DNLI1	30	18	11.75421965	11.89413807	0.626657663051357	0.217113143255556	
O14763_TR10B	30	18	11.957151235	12.280070355	0.874864235499044	0.0617595399000006	
Q969G3_SMCE1	30	18	12.628763215	12.614056305	0.482174103500339	-0.447215926288887	
Q5T5Y3_CAMP1	30	18	13.74067566	13.573701465	0.311212441940067	0.49453387611111	
Q14764_MVP	30	18	11.617018994999999	11.495458625000001	0.477858767059303	0.308578732644445	
Q8IZQ5_SELH	30	18	11.796154665	12.34768866	0.0204474368536	-0.801567412555555	
O60220_TIM8A	30	18	11.98407613	11.367875745	0.182296373041662	0.713831350722222	
Q9H0H5_RGAP1	30	18	13.24751656	12.672877979999999	0.407133499604807	0.27100511291111	
Q5T8P6_RBM26	30	18	14.150777535	13.967288154999999	0.205649028986178	0.361941450444444	
O95081_AGFG2	30	18	14.148806605	14.489134815	0.222364426328907	-0.447210082555555	
Q86Y46_K2C73	30	18	11.558163855	12.867200385	0.387256876505471	-0.535075744566667	
P19013_K2C4	30	18	13.01184044	13.011311875	0.881846314116294	0.0527750928888899	
P12035_K2C3	30	18	12.381301820000001	12.117863315000001	0.594115684850956	0.252371083333333	
P02776_PLF4	30	18	13.47552637	13.168626615	0.266759703972868	0.662406321066666	
Q14515_SPRL1	30	18	12.093167245	12.514908495	0.164990270369438	-0.628085751111112	
Q16512_PKN1	30	18	13.900522420000001	13.70646103	0.467693929422461	0.333983251222222	
P15498_VAV	30	18	13.516148574999999	13.60627542	0.972175150681065	0.0111190700000012	
O43149_ZZEF1	30	18	12.989179669999999	13.3095674	0.255557078020366	-0.438007660422223	
P04424_ARLY	30	18	12.467818860000001	12.225871275	0.96819918745241	0.012505596333332	
Q9GZR7_DDX24	30	18	11.873708659999998	12.545566495	0.105056156046894	-0.908397923799999	
P04264_K2C1	30	18	14.83640281	14.822128424999999	0.338848296102814	-0.255233306222221	
O95678_K2C75	30	18	11.54364273	12.123592315	0.884937320969811	-0.0512726631444451	
Q9UM07_PADI4	30	18	12.690097665	12.465015455	0.651929831301376	0.161874150333333	
P46783_RS10	30	18	12.482678289999999	12.744002219999999	0.996934982462265	-0.0017446592777759	
Q969T9_WBP2	30	18	13.029173715	12.84606419	0.962031234588951	-0.0226083772444436	
Q8N5A5_ZGPAT	30	18	13.442405950000001	13.998165615000001	0.449947300884936	-0.419160481555556	
P25686_DNJB2	30	18	14.30935197	14.364661015	0.914683020632668	-0.0334500091111121	
P21333_FLNA	30	18	13.896602585	13.75209938	0.155729881458766	0.630223259777777	
Q99470_SDF2	30	18	13.361027570000001	13.086361335	0.0219023838998354	1.08263154694444	
Q8TC07_TBC15	30	18	14.173395549999999	14.28165366	0.513377037457712	0.254217398	
Q9NVT9_ARMC1	30	18	12.584683795	12.756462885000001	0.621487562714449	-0.255239373888889	
O75936_BODG	30	18	13.887028104999999	14.341916495	0.123270409060946	-0.51992612288889	
Q00536_CDK16	30	18	12.9498415	12.79533704	0.771130605251181	0.113152785555556	
P23229_ITA6	30	18	12.77792425	12.754495105	0.574542155852317	0.190915537444443	
Q9Y6W3_CAN7	30	18	13.496457285	13.636060365	0.49441417994543	0.254173216	
P49795_RGS19	30	18	12.76105685	13.15008184	0.418922385740638	-0.273779429555555	
Q9BWG6_SCNM1	30	18	12.154820735000001	12.130490605	0.914136156640222	-0.0445250079111119	
Q14624_ITIH4	30	18	14.820888445000001	15.24152716	0.613945077806742	-0.26120694111111	
Q9UHG2_PCSK1	30	18	13.228016584999999	13.5358467	0.331125107246831	-0.420898913222223	
Q8TEM1_PO210	30	18	13.328190735	13.76452483	0.51840444199398	-0.235741512222221	
P00505_AATM	30	18	12.835944685000001	12.902041555	0.292448849189472	-0.390861553000001	
Q66PJ3_AR6P4	30	18	11.84525443	11.733257975	0.35200248733147	0.442862963944444	
Q02790_FKBP4	30	18	13.599448035	13.635598430000002	0.571080054437534	-0.187562084444444	
Q9NQT8_KI13B	30	18	12.9180078	12.754583055000001	0.897290240372986	-0.0653406919999995	
P07360_CO8G	30	18	15.39679992	14.905376780000001	0.381586968874728	0.331168125655557	
Q9H5N1_RABE2	30	18	13.657746764999999	14.279452875	0.210016406558803	-0.425469651111111	
P56937_DHB7	30	18	15.503016495	15.267712005	0.579431882821449	0.199514886777779	
Q14566_MCM6	30	18	13.63218672	13.719116029999999	0.497154262793705	-0.333929309666667	
P28340_DPOD1	30	18	14.064765090000002	13.593228889999999	0.645743968308119	0.158396408333335	
Q9BUJ2_HNRL1	30	18	14.0816643	14.58079206	0.991839600868932	-0.00521540755555527	
Q15257_PTPA	30	18	14.072947365000001	14.055703205	0.474418905998534	0.237430458444445	
P14543_NID1	30	18	12.73933928	12.886200760000001	0.871792086791701	-0.049282942255557	
Q13615_MTMR3	30	18	11.71640527	11.79758609	0.888934279550046	0.0551178383777771	
Q9BW04_SARG	30	18	12.51800573	12.638751339999999	0.944761799226561	0.0329920681666671	
Q9BWF3_RBM4	30	18	13.74687447	14.6786563	0.0426696873778863	-1.02735073	
Q96RE7_NACC1	30	18	13.498110205	13.71072568	0.48805464977433	-0.217393421444445	
P34931_HS71L	30	18	12.698155830000001	12.22825444	0.800048191950799	-0.155943220088888	
Q6PIF6_MYO7B	30	18	12.254118779999999	11.93995665	0.348512230915525	0.316428910833334	
P04818_TYSY	30	18	12.77187718	12.70984239	0.378953457529793	0.387794764855556	
Q6ISB3_GRHL2	30	18	11.784289905	12.763810425	0.099734417755319	-0.813179689177778	
O75347_TBCA	30	18	13.412309105	14.51841431	0.0308235108670854	-0.771035203555556	
P30039_PBLD	30	18	14.516268375	14.067248419999999	0.230415128310381	0.386504407888889	
O75147_OBSL1	30	18	11.61543625	11.702763704999999	0.773736264910896	0.11761889268889	
P19823_ITIH2	30	18	15.078314185	14.745415569999999	0.178453885972277	0.383062510222222	
P49792_RBP2	30	18	14.180897155	13.836556625	0.0527577243179013	0.581276835333332	
P15880_RS2	30	18	13.678853570000001	13.67883944	0.910155336093283	0.0360387392222226	
Q96SZ5_AEDO	30	18	11.651097544999999	11.739457699999999	0.281845734888393	-0.412772024966666	
Q9BSJ8_ESYT1	30	18	12.801246175	12.495150835	0.0280978371406748	0.650853140444443	
O94880_PHF14	30	18	13.58037023	13.63768416	0.763862705776057	0.0813898401111111	
P12004_PCNA	30	18	12.7753417	12.84120489	0.243730698510573	0.335763018777778	
Q9Y6G9_DC1L1	30	18	13.35586159	13.15757717	0.506755207596917	0.278949930111111	
Q7Z5K2_WAPL	30	18	12.887348164999999	12.728349675	0.654902679009842	0.180246463333333	
P01764_HV303	30	18	15.00284143	15.82331692	0.828775083658224	-0.0744780159999987	
P01767_HV306	30	18	13.757936085	13.74745126	0.908649363210534	-0.0573882389444442	
P01763_HV302	30	18	13.25504095	11.991680955	0.00312734830310575	1.26033280133333	
Q02241_KIF23	30	18	15.442191470000001	14.9626288	0.560187846215136	-0.19347134811111	
Q13464_ROCK1	30	18	12.561238475	12.790959485	0.753164195485813	-0.137229924222224	
Q9HBH5_RDH14	30	18	13.723090175	13.07525197	0.746730908690827	-0.140047112444444	
Q09019_DMWD	30	18	15.08084624	14.962488624999999	0.781816992229097	-0.125284679444444	
Q13033_STRN3	30	18	12.065882005	11.74747511	0.52007483987872	0.256560818222221	
Q92619_HMHA1	30	18	12.60043465	12.25125589	0.21335586717426	0.344201424444444	
Q15651_HMGN3	30	18	14.09311655	14.346105245	0.305555594951863	-0.326139664666668	
O15031_PLXB2	30	18	12.242158204999999	12.251204785	0.363188756954344	0.367268590111111	
O75683_SURF6	30	18	12.90069278	13.499561714999999	0.213280312205977	-0.487060503222221	
Q13428_TCOF	30	18	13.502841284999999	13.765905584999999	0.877045369543974	-0.0546814367222215	
P27824_CALX	30	18	12.954578735	13.654599395	0.207800565742394	-0.421793535333334	
P11234_RALB	30	18	13.947426364999998	14.50086002	0.257502530497725	-0.516769129666665	
P13674_P4HA1	30	18	13.46364916	13.265084565	0.0863160175400569	0.591470247988889	
Q9UJU6_DBNL	30	18	14.052353405	14.456176995	0.581489615477947	-0.180042700333335	
P36543_VATE1	30	18	13.516623615	13.361705745	0.916771075425415	0.0437243701111107	
Q9NUV9_GIMA4	30	18	13.959326055	13.5616436	0.164917451788708	0.622023380333335	
Q9UQE7_SMC3	30	18	14.372897515	14.398717985000001	0.954671408250014	-0.0223503358888895	
Q4L180_FIL1L	30	18	13.83586219	15.31038708	0.00108646444949354	-1.29264141	
Q96A54_ADR1	30	18	12.20469758	12.400684555000002	0.936045132301719	-0.0313050503333336	
Q9P2E5_CHPF2	30	18	12.563708015	12.33367711	0.869263516694134	-0.0608483948999989	
Q9NRX1_PNO1	30	18	13.99546433	14.95721337	0.0393135905877222	-0.839798118777779	
P00748_FA12	30	18	14.285800595	14.576237115000001	0.706070823026602	-0.125319764666667	
P17480_UBF1	30	18	12.566495965	13.44999002	0.855052860704446	-0.122940081588888	
Q96LZ7_RMD2	30	18	13.273570485	13.265543095	0.910823851270599	-0.0342792659666671	
Q86TU7_SETD3	30	18	12.752563655	12.849582895	0.867455673110713	0.0426004803333342	
P09110_THIK	30	18	13.562714435	13.66344321	0.966065458498569	-0.0163745798888879	
Q9BXD5_NPL	30	18	14.16707099	14.10348756	0.352655584021643	-0.35582566888889	
P55212_CASP6	30	18	11.76380684	10.878753764999999	0.816374073552491	0.0840684699777778	
Q96TC7_RMD3	30	18	12.242387879999999	11.83324572	0.0436802502709998	0.758396114922222	
Q12774_ARHG5	30	18	13.24013661	13.208620555	0.523396875633349	-0.238824450888888	
P62993_GRB2	30	18	12.63734358	12.626572415	0.347062713230298	0.331893993	
Q86VP1_TAXB1	30	18	15.628365415000001	15.740543355	0.478284224959613	-0.202716848111113	
P67936_TPM4	30	18	13.396885715	13.78987556	0.747339288334268	0.131064713666666	
O43182_RHG06	30	18	14.44541921	14.327295515	0.570702439766945	0.179043048777778	
Q99487_PAFA2	30	18	13.967522175	13.672552934999999	0.719099147424669	0.107054083444444	
Q86XL3_ANKL2	30	18	12.363623045	12.73198599	0.246047918255061	-0.421143808655556	
P11387_TOP1	30	18	14.515028145	14.239237880000001	0.58845430115531	-0.256291475111112	
Q8NBN3_TM87A	30	18	12.397389449999999	13.214108809999999	0.134012801921223	-0.935403118077778	
Q9BYN8_RT26	30	18	14.23627492	14.516749255	0.766950918633077	0.129778557444444	
Q9BWH2_FUND2	30	18	11.911602715	11.68150929	0.350042900487691	0.476754705588888	
Q5T0F9_C2D1B	30	18	12.85437345	13.237925014999998	0.118148570783899	-0.725960759544444	
Q8IU81_I2BP1	30	18	13.05246858	12.664727475	0.0150050472271782	0.901737534777778	
P52565_GDIR1	30	18	13.494635395	13.727605445	0.716354519536972	-0.102004728666667	
Q9Y2W1_TR150	30	18	14.07088639	14.04975395	0.337802264444386	-0.393062059666667	
Q96B26_EXOS8	30	18	12.688686194999999	13.260514985	0.84711031800464	0.0687215169444446	
Q9Y4X5_ARI1	30	18	11.807832000000001	11.251383695000001	0.501229021463553	-0.296521506322224	
Q16831_UPP1	30	18	14.143984764999999	13.912521235	0.266336052606749	0.362906773333332	
Q9UHY7_ENOPH	30	18	12.045500945	12.0375824	0.509865106965355	0.282958360111111	
Q8IWS0_PHF6	30	18	15.276443205	15.151871674999999	0.730570372644884	-0.161090902555555	
P49848_TAF6	30	18	11.838953454999999	12.40182561	0.765859987936942	0.160270771544443	
Q7Z7G8_VP13B	30	18	12.313662050000001	12.184513135	0.130453124851563	0.614083077555556	
O15021_MAST4	30	18	13.11567316	14.1348708	0.0628088276482253	-1.01842480086667	
P15822_ZEP1	30	18	12.935117155	13.280013665	0.51448967935437	-0.292289458555555	
Q7Z5R6_AB1IP	30	18	13.014631139999999	13.44966792	0.101695137131696	-0.898164749633333	
Q96GM5_SMRD1	30	18	14.920553195	14.77727984	0.24546663132857	-0.717064505555555	
Q9UBB4_ATX10	30	18	13.964908000000001	13.677839845000001	0.918717343008593	0.029084815777777	
Q9P227_RHG23	30	18	14.343440135	13.748114715	0.588092427012425	0.204906707111112	
Q00839_HNRPU	30	18	15.85298707	15.470303665	0.085827375834098	0.380740537333333	
Q96JH7_VCIP1	30	18	12.336835655000002	12.003658315	0.634699651429206	0.247125362544443	
Q96PY6_NEK1	30	18	11.227244385	11.208149695	0.609014607813777	-0.218489315299999	
Q9UDR5_AASS	30	18	13.80011039	13.618774049999999	0.31480254157345	0.466621563666667	
P18433_PTPRA	30	18	12.831510545	12.402182025	0.0900491427156721	0.543297537222223	
Q8NHQ9_DDX55	30	18	13.291840650000001	13.846946469999999	0.137085488292434	-0.525974237822222	
Q9BX68_HINT2	30	18	14.71598754	14.64626923	0.231591907511478	-0.332877705777777	
Q8WWM7_ATX2L	30	18	12.633649715	12.249347960000001	0.878582925575998	-0.0985305139666668	
P10645_CMGA	30	18	12.364158154999998	11.46580115	0.0705100758874908	0.576823961588888	
Q9NVI7_ATD3A	30	18	11.912694434999999	12.106582355	0.533690822019407	0.3446695223	
P14735_IDE	30	18	11.891770515000001	12.38111941	0.586724442723846	-0.231336610622222	
Q86YV9_HPS6	30	18	13.01992577	12.751671945	0.146837144660147	0.818843782833333	
Q15633_TRBP2	30	18	12.035983605	12.318775255	0.386040217881147	-0.345614881611111	
Q9NUQ8_ABCF3	30	18	13.704066025	13.358107669999999	0.6912620851464	0.10212139011111	
P0DI83_NARR	30	18	12.095534505	12.511574995	0.540097207387352	-0.198495542944444	
Q9NYV4_CDK12	30	18	14.668628349999999	14.986698745	0.0808610258975867	-0.747073355222222	
Q9NZB2_F120A	30	18	12.972553885	13.60876294	0.151402864453028	-0.437911820666667	
O94761_RECQ4	30	18	13.32518156	13.870506165	0.279771947375456	-0.397855882555556	
P14854_CX6B1	30	18	13.247279295	13.707014435	0.414617950549148	-0.407676544488888	
O14617_AP3D1	30	18	12.92790574	13.2144801	0.679034106254972	-0.151675607888889	
Q96EH3_MASU1	30	18	13.067753965	13.18777251	0.698027223571066	-0.156024572711111	
O95394_AGM1	30	18	14.100626485	14.002308200000002	0.323962814485486	0.276548083	
P23219_PGH1	30	18	13.363295525	13.443256810000001	0.251438490646642	0.531711758833332	
P51692_STA5B	30	18	12.56722971	12.603584285	0.421760718008478	-0.366179112377777	
Q14517_FAT1	30	18	12.59244084	12.640879994999999	0.702522498026347	0.207306719155556	
Q14149_MORC3	30	18	13.513422845000001	13.957476125	0.485063220041792	-0.245825462777779	
Q6UB35_C1TM	30	18	13.86744882	13.422032380000001	0.0843693201666303	0.600007182333334	
O43896_KIF1C	30	18	13.789333084999999	14.1626877	0.4211830725567	-0.261753500333334	
Q99805_TM9S2	30	18	13.740788525	13.513512859999999	0.800666629873262	-0.101230131777777	
O75044_SRGP2	30	18	14.711231515	14.50477876	0.45269042089347	-0.323964736444445	
Q6PKC3_TXD11	30	18	13.221636705	14.31096128	0.165835403290885	-0.748280531433332	
P14151_LYAM1	30	18	13.877926044999999	13.909394899999999	0.153338975039606	0.553646092111112	
Q93084_AT2A3	30	18	13.694560475	13.811901935	0.895211486364306	-0.0456398892222207	
P16615_AT2A2	30	18	12.884084305	13.054411635000001	0.509928714240251	-0.3674198343	
Q13151_ROA0	30	18	13.880129310000001	13.981171645	0.461815802471885	0.227275416111112	
Q9BXP5_SRRT	30	18	11.9842669	12.01649063	0.76452969114821	0.127294980244443	
Q9BRG1_VPS25	30	18	14.67017552	14.659943175	0.50998771652715	0.175252272555555	
O14578_CTRO	30	18	12.92476354	12.706811665	0.549114076092929	0.243308448677778	
Q8ND24_RN214	30	18	15.08279395	15.107854719999999	0.93123736401245	-0.0322631154444455	
Q9Y680_FKBP7	30	18	13.440285025000001	14.338084535	0.075793498963113	-0.682865257222222	
Q96SB4_SRPK1	30	18	15.28777807	15.190815595	0.456695292913488	-0.375681430111111	
O94927_HAUS5	30	18	15.439777015	16.09093633	0.496396028568813	-0.285614610222222	
Q8N9N8_EIF1A	30	18	14.91387863	15.092857689999999	0.360382354773338	-0.187135848	
Q8WW33_GTSF1	30	18	13.11298687	13.92796357	0.175187485016667	-0.631553014333333	
Q14697_GANAB	30	18	12.641077845	12.867035225	0.119260223574057	-0.855379756822222	
Q9BUL8_PDC10	30	18	14.435732335	14.868115015	0.754851497668275	-0.123116058444445	
A6NL28_NA	30	18	14.193688115	14.02117241	0.776180801549245	-0.117220293222223	
Q96EP0_RNF31	30	18	13.6874115	13.7071991	0.869004515929276	0.0478294748888892	
Q9H2G2_SLK	30	18	13.72795462	13.74360686	0.642727651547358	0.144038004888889	
Q13200_PSMD2	30	18	12.638032205	13.485783935	0.114545414442563	-0.818036101933332	
Q12797_ASPH	30	18	13.525652515	13.402660919999999	0.9818092778585	-0.00835014899999997	
O43824_GTPB6	30	18	15.2301068	14.94858584	0.223031034053277	0.392746678666667	
Q9UP95_S12A4	30	18	13.496761585	13.138655695	0.187470051076328	0.609934384077777	
P23246_SFPQ	30	18	13.15038531	13.685934504999999	0.776172446474789	0.0933410367777778	
Q8WXF1_PSPC1	30	18	13.707276055	13.448381775	0.848248782052214	-0.0650944484444445	
Q13523_PRP4B	30	18	12.140964195	13.10085595	0.0824450152745232	-0.753603283188887	
Q9BW71_HIRP3	30	18	12.719444025	12.185700295	0.130427819098225	0.698300801277778	
Q9Y3X0_CCDC9	30	18	15.172936074999999	15.419607005	0.473056974745682	-0.358778007444444	
