gene	distance	Z	FC	p.value	p.adj
SEPT7	7.98630559655621e-07	1.12171801924944	0.0018345366302847	0.965835860744477	0.99999999998616
NME4	7.90954808169772e-07	1.11734501515039	0.0017994421107882	0.966164019267333	0.99999999998616
PEBP1	7.7192214553768e-07	1.10633066073999	0.0017138844552729	0.966977740153746	0.99999999998616
ARL2	7.65934884925956e-07	1.10281398624688	0.0016874007550337	0.967233726149608	0.99999999998616
HMGN3	7.63374689244017e-07	1.10130248973955	0.0016761390769984	0.967343188633957	0.99999999998616
EIF4EBP1	7.57245567629609e-07	1.09766488613843	0.0016493317477036	0.967605244879796	0.99999999998616
HLA-C	7.55324202371348e-07	1.09651897603963	0.0016409726406192	0.967687395344527	0.99999999998616
C16ORF89	7.44822551625196e-07	1.09020785830255	0.0015956593234194	0.968136413085261	0.99999999998616
CDC42	7.29292887811433e-07	1.08072307534009	0.0015298135220011	0.968800431412565	0.99999999998616
ATOX1	7.07342771006418e-07	1.06699437429701	0.0014391112812313	0.969739012653289	0.99999999998616
HLA-DPA1	6.92007427726155e-07	1.05716784543536	0.0013773872255076	0.970394772861552	0.99999999998616
GTF3A	6.90548864181351e-07	1.05622280387677	0.0013715870288805	0.970457144078765	0.99999999998616
APLP2	6.80572782514301e-07	1.04970925890586	0.0013322437526669	0.970883746948198	0.99999999998616
CD59	6.78561235227529e-07	1.04838523113011	0.0013243800502984	0.970969766888796	0.99999999998616
PSMB9	6.78530177904546e-07	1.04836476042659	0.001324258820981	0.970971094997971	0.99999999998616
RBM3	6.67797250047698e-07	1.04123814220455	0.0012826961506477	0.971430073671541	0.99999999998616
TNNT1	6.53925621493727e-07	1.03186935075936	0.0012299607323674	0.97202328849348	0.99999999998616
CYC1	6.51557577382481e-07	1.030251709889	0.0012210688109942	0.972124558538337	0.99999999998616
CKB	6.50060848963242e-07	1.02922647791721	0.0012154652870533	0.972188566764618	0.99999999998616
SEPP1	6.48810361377947e-07	1.02836824647149	0.0012107935325387	0.972242044534461	0.99999999998616
H2AFV	6.38387209728418e-07	1.02115472829585	0.0011722031745952	0.972687801017373	0.99999999998616
ARPC1B	6.166650682163e-07	1.00576586436949	0.0010937882022325	0.973616797333393	0.99999999998616
ADRM1	5.9636177606976e-07	0.990923454685745	0.0010229493665449	0.974485145748052	0.99999999998616
HLA-DMA	5.95570792959903e-07	0.990335839307349	0.0010202375929002	0.974518975803118	0.99999999998616
EZR	5.93711169410806e-07	0.988951499835848	0.0010138763144236	0.974598511394997	0.99999999998616
SRSF9	5.78647923092481e-07	0.97758844224549	0.0009630821555873	0.975242771570888	0.99999999998616
ARPC4	5.72378644577277e-07	0.972778615469404	0.0009423264524363	0.975510915532741	0.99999999998616
BST2	5.71890290127272e-07	0.972401910962847	0.0009407191492861	0.975531803108174	0.99999999998616
TMEM59	5.71767409148609e-07	0.972307076926054	0.0009403149316496	0.975537058895239	0.99999999998616
BNIP3	5.68196646540812e-07	0.969543083412526	0.0009286068248634	0.975689785745379	0.99999999998616
LGALS3	5.62567910104825e-07	0.96515340110601	0.0009102998055607	0.975930537017637	0.99999999998616
RNF213	5.615795980289e-07	0.964378470037332	0.0009071042090164	0.975972809145616	0.99999999998616
NGFRAP1	5.53538461095157e-07	0.958026301870276	0.0008813129320172	0.976316747509138	0.99999999998616
NHP2	5.51421247955933e-07	0.956339643972058	0.000874584008971	0.976407306436075	0.99999999998616
DMKN	5.49364912142983e-07	0.954695758332939	0.0008680732511898	0.976495261766389	0.99999999998616
VASP	5.43129859125883e-07	0.949676394699954	0.0008484805616626	0.976761954457135	0.99999999998616
HLA-B	5.32015220004263e-07	0.940595620463912	0.0008141091810847	0.977237368708835	0.99999999998616
PSMA3	5.24709015222212e-07	0.934530615324033	0.0007919022754427	0.977549886543552	0.99999999998616
FAM162A	5.17141580984882e-07	0.928166116938908	0.0007692251167665	0.977873581919242	0.99999999998616
STRA13	5.12918140747893e-07	0.924576613578925	0.000756712063385	0.978054240256755	0.99999999998616
FXYD3	4.96387793458468e-07	0.910260285581285	0.0007087233238105	0.978761339267344	0.99999999998616
DEK	4.85814306135265e-07	0.900870681062544	0.0006788520566631	0.979213637548554	0.99999999998616
AQP3	4.76640097888989e-07	0.892569757267346	0.0006534550053231	0.979606084789562	0.99999999998616
MPC2	4.63504462148122e-07	0.880424336220172	0.0006179344069745	0.980167999505812	0.99999999998616
HLA-DQB1	4.62283621786264e-07	0.879279464592388	0.0006146834965413	0.98022022497859	0.99999999998616
SLPI	4.53400557488019e-07	0.870864227969753	0.0005912874188319	0.980600229888605	0.99999999998616
PLP2	4.49967228483693e-07	0.867570932805324	0.0005823663978508	0.980747104025216	0.99999999998616
RDX	4.43432137785681e-07	0.861237858729245	0.0005655732621188	0.981026670003371	0.99999999998616
ATF4	4.41733574170129e-07	0.859577715814708	0.0005612487119633	0.981099333585722	0.99999999998616
DCXR	4.38826210182717e-07	0.856722408729426	0.0005538850678197	0.981223709321892	0.99999999998616
C7ORF50	4.33282714851471e-07	0.851229504812179	0.0005399794926879	0.981460858844831	0.99999999998616
HLA-DPB1	4.32610233949416e-07	0.850558760276934	0.0005383046319688	0.981489627543208	0.99999999998616
DUSP1	4.31413514832206e-07	0.849362750222835	0.0005353305533322	0.98154082318496	0.99999999998616
ECH1	4.27697360141071e-07	0.845629203032092	0.0005261477022961	0.98169980075982	0.99999999998616
TSPO	4.24446410639429e-07	0.842338431106466	0.0005181795498225	0.981838877393156	0.99999999998616
C4ORF48	4.1632617086697e-07	0.834016093876796	0.0004985422427014	0.982186266184596	0.99999999998616
BCAP31	4.15453597571143e-07	0.833112918476062	0.0004964546546173	0.98222359560254	0.99999999998616
CHCHD10	4.13974376343633e-07	0.831577816454808	0.0004929256977687	0.982286878017038	0.99999999998616
MT-ND4L	4.12730275793655e-07	0.830282797109729	0.0004899674101055	0.982340101843799	0.99999999998616
ELF3	4.06970681779057e-07	0.82424017921318	0.0004763879703429	0.982586503875997	0.99999999998616
ANXA1	4.05344861971093e-07	0.822520198282229	0.0004725892990671	0.982656058612176	0.99999999998616
XBP1	4.03885796324491e-07	0.820971205573171	0.0004691931894552	0.982718479495565	0.99999999998616
IFI27	4.01040070108528e-07	0.817935187007712	0.0004626047351634	0.982840223975226	0.99999999998616
JUND	4.00508252835605e-07	0.817365605619003	0.0004613786329193	0.982862975968433	0.99999999998616
CDA	3.99058561180539e-07	0.81580942366461	0.0004580446379653	0.982924996165941	0.99999999998616
SPINT1	3.98926691759469e-07	0.815667608989813	0.000457741965089	0.982930637762168	0.99999999998616
ADI1	3.95955546688799e-07	0.812460876894852	0.0004509489717454	0.983057748584788	0.99999999998616
RPS27L	3.95323434330435e-07	0.811775782373093	0.0004495103108151	0.983084791521142	0.99999999998616
UBE2L6	3.85129126881653e-07	0.800585225174403	0.0004266259505466	0.983520925520243	0.99999999998616
MYL6B	3.84622740894787e-07	0.800022260094853	0.0004255047921619	0.983542589911531	0.99999999998616
SCAND1	3.84596406958236e-07	0.799992965149197	0.0004254465281468	0.983543716540009	0.99999999998616
FXYD5	3.73874215152061e-07	0.787908699098688	0.0004020550926506	0.984002440125252	0.99999999998616
SLC25A39	3.73496377505085e-07	0.787477061589109	0.0004012428687366	0.984018605111589	0.99999999998616
PPP2CA	3.70142775621187e-07	0.783628202019912	0.0003940697455147	0.984162082177563	0.99999999998616
PCNA	3.69042608492218e-07	0.782358557677468	0.0003917306574407	0.984209150712291	0.99999999998616
WFDC2	3.68605251649403e-07	0.781852857876077	0.0003908027181766	0.984227862198948	0.99999999998616
CST3	3.6564954373285e-07	0.778420707046196	0.000384560443927	0.984354316807812	0.99999999998616
AK1	3.61662627004177e-07	0.773750376895808	0.0003762199348592	0.984524890439791	0.99999999998616
CLDN3	3.55395506939069e-07	0.766312150434775	0.0003632941500826	0.984793020223721	0.99999999998616
ITM2B	3.53659188829999e-07	0.764229982876368	0.0003597530062175	0.984867306420111	0.99999999998616
PDZK1IP1	3.4941789266947e-07	0.759103982928825	0.0003511759929982	0.985048765516536	0.99999999998616
SFTPA1	3.47093325215202e-07	0.756270141248609	0.0003465190083388	0.98514821985506	0.99999999998616
CLDN7	3.32888037243369e-07	0.738562745571077	0.0003187358515134	0.985755984125538	0.99999999998616
CD44	3.18153396076961e-07	0.71944364085821	0.000291143880104	0.986386405167648	0.99999999998616
CEACAM6	3.17270292624943e-07	0.718271996013326	0.0002895298578347	0.986424188987987	0.99999999998616
VIM	3.14411803069704e-07	0.714458810201544	0.0002843362432714	0.98654649044605	0.99999999998616
JUNB	3.05611752762278e-07	0.702515672986943	0.0002686424516034	0.986923005595322	0.99999999998616
HLA-A	3.05417410876841e-07	0.702248357203885	0.0002683008948399	0.986931320656421	0.99999999998616
SFTPA2	3.04534898905766e-07	0.70103249237245	0.0002667526094194	0.986969079600729	0.99999999998616
B2M	3.02741786538051e-07	0.698552026550988	0.0002636205596622	0.987045799363757	0.99999999998616
RPS4Y1	3.02612442961516e-07	0.698372578392541	0.0002633953489803	0.987051333437941	0.99999999998616
TM4SF1	3.01683494950786e-07	0.697081696762423	0.0002617807092942	0.987091079281587	0.99999999998616
PFKP	2.99850044328201e-07	0.694523113324945	0.0002586084870652	0.987169525145281	0.99999999998616
RAB25	2.97190310652201e-07	0.69078569425432	0.0002540410099745	0.9872833245063	0.99999999998616
TSPAN13	2.95614327900407e-07	0.688556570728762	0.0002513538248166	0.987350754624144	0.99999999998616
SLC34A2	2.94061860636238e-07	0.686349970354079	0.000248720705245	0.987417178694894	0.99999999998616
TACSTD2	2.88679089092915e-07	0.678615080698485	0.0002396984309993	0.987647487346285	0.99999999998616
RAP1A	2.88575617005433e-07	0.678465095724292	0.0002395266301795	0.98765191453985	0.99999999998616
PSMB8	2.87420488046266e-07	0.676787337223577	0.0002376128830281	0.98770133832443	0.99999999998616
ZFP36	2.86857460360587e-07	0.675967317228917	0.0002366828755732	0.987725428257078	0.99999999998616
TKT	2.86556541391041e-07	0.675528436041992	0.0002361865662904	0.987738303503674	0.99999999998616
MSN	2.85274934606593e-07	0.673654480300181	0.0002340786304229	0.987793138910571	0.99999999998616
AGR3	2.81750545989553e-07	0.668460839373876	0.000228330575568	0.987943935290778	0.99999999998616
GTF3C6	2.74233335453156e-07	0.657180117427404	0.0002163092197013	0.988265572121733	0.99999999998616
CD151	2.74130905173302e-07	0.657024445520722	0.0002161476603784	0.988269954791387	0.99999999998616
CLTB	2.72595393936795e-07	0.654684349831709	0.0002137329919552	0.988335654532203	0.99999999998616
MUC1	2.70255889155095e-07	0.651095512027128	0.0002100800788229	0.988435754803311	0.99999999998616
IER2	2.69620971211621e-07	0.650116596676631	0.0002090941470711	0.988462921036267	0.99999999998616
NDUFB1	2.69184775874974e-07	0.649442839172753	0.0002084181453892	0.98848158453314	0.99999999998616
TMBIM4	2.69173789754517e-07	0.649425856763323	0.0002084011335793	0.988482054596534	0.99999999998616
SFTA3	2.68870906588261e-07	0.64895740635121	0.0002079323978808	0.988495014067251	0.99999999998616
TNFSF10	2.65516440212028e-07	0.643736476582276	0.0002027763831649	0.988638541918456	0.99999999998616
TUBA1A	2.62552734163937e-07	0.639072884354162	0.0001982748497129	0.988765350578834	0.99999999998616
POLR2J3	2.60533391365757e-07	0.635867430824783	0.0001952366397084	0.988851752750072	0.99999999998616
VAMP5	2.56281565681632e-07	0.629042617141454	0.0001889162324398	0.989033677201886	0.99999999998616
MVP	2.56006964333405e-07	0.628598260660319	0.0001885116082561	0.989045426691924	0.99999999998616
GGCT	2.54644044210369e-07	0.626386276514868	0.0001865097692994	0.989103742596606	0.99999999998616
ACTR3	2.54154160132238e-07	0.625588539940336	0.000185792844781	0.989124703511431	0.99999999998616
STARD10	2.53770052181509e-07	0.624962059108615	0.0001852316847231	0.989141138535492	0.99999999998616
C3	2.52280965692578e-07	0.622525063318624	0.0001830642363354	0.989204852886977	0.99999999998616
KIF5B	2.50220956618531e-07	0.619131757843618	0.0001800868074342	0.989292995726271	0.99999999998616
H2AFJ	2.49119293727624e-07	0.617306483527338	0.0001785045402024	0.989340133288427	0.99999999998616
KRT7	2.45818827926092e-07	0.61179326579081	0.0001738060245103	0.989481352673952	0.99999999998616
KLF6	2.39080835367604e-07	0.600322730062703	0.0001644084246705	0.989769656988286	0.99999999998616
CLDN6	2.38864985674797e-07	0.599950369838235	0.0001641116924938	0.989778892758033	0.99999999998616
EGR1	2.37751833322008e-07	0.598025142521442	0.0001625856785176	0.989826522306993	0.99999999998616
BOLA3	2.34578395448918e-07	0.592490624946559	0.0001582743583045	0.989962307525493	0.99999999998616
SERINC2	2.32731007440761e-07	0.589236884176849	0.0001557912413305	0.990041353790164	0.99999999998616
SQSTM1	2.30614382722599e-07	0.585479546960122	0.0001529703701822	0.990131920308318	0.99999999998616
MTHFD2	2.29361075719149e-07	0.58323971871673	0.0001513122092971	0.990185547093231	0.99999999998616
CD24	2.26378703022884e-07	0.577864108970177	0.0001474027797532	0.990313157711832	0.99999999998616
CYSTM1	2.22669720798421e-07	0.571086975586313	0.0001426122618553	0.990471859052755	0.99999999998616
CDK4	2.22224510010595e-07	0.570266492586897	0.000142042547724	0.990490908926601	0.99999999998616
NDUFB9	2.19747887291905e-07	0.565674450544172	0.0001388941503731	0.990596879840981	0.99999999998616
LITAF	2.1906746189247e-07	0.564404481734991	0.0001380353408216	0.990625994236702	0.99999999998616
CTSH	2.11903950669067e-07	0.550808976628557	0.0001291554229789	0.990932511028997	0.99999999998616
SUMO3	2.11399681007457e-07	0.549836039623863	0.0001285414498366	0.990954088085175	0.99999999998616
PLA2G16	2.08681498132427e-07	0.544554441070868	0.0001252571224999	0.991070395779888	0.99999999998616
MRPL41	2.06927514379527e-07	0.541112570488438	0.0001231603801764	0.99114544668355	0.99999999998616
RARRES3	1.99464693386115e-07	0.526160817884367	0.0001144370374518	0.991464772892032	0.99999999998616
PERP	1.97335428752246e-07	0.521800252705673	0.0001120068712491	0.991555882124124	0.99999999998616
VMP1	1.96185841822197e-07	0.519427925523402	0.0001107056697106	0.991605071914053	0.99999999998616
APOC1	1.92715926598964e-07	0.512188757881438	0.0001068242257434	0.991753546655745	0.99999999998616
S100A13	1.92305129734022e-07	0.511323785583602	0.0001063692941056	0.99177112432564	0.99999999998616
NKX2-1	1.91255083310521e-07	0.509105045537901	0.0001052108459831	0.99181605499194	0.99999999998616
LPCAT1	1.89688786614994e-07	0.505774513386853	0.0001034946394145	0.991883075652338	0.99999999998616
LMAN2	1.89181552108423e-07	0.504690507204546	0.0001029418828163	0.991904779848593	0.99999999998616
PPP2R1A	1.87367112978352e-07	0.500790825284912	0.0001009767221886	0.99198241843051	0.99999999998616
CXCL17	1.87154221653309e-07	0.500330988931706	0.0001007473878611	0.991991527906468	0.99999999998616
RHOB	1.84184695434613e-07	0.493866154711545	9.7575687369745e-05	0.992118592035312	0.99999999998616
DNAJC15	1.83883906096498e-07	0.49320596873695	9.72572487389362e-05	0.992131462630035	0.99999999998616
PRSS8	1.83126583814022e-07	0.49153934438087	9.64577942390414e-05	0.992163868003706	0.99999999998616
TPM4	1.78268837270593e-07	0.480695394477412	9.14082516916461e-05	0.992371728417473	0.99999999998616
HOPX	1.77702563610966e-07	0.479413622065807	9.08284546337503e-05	0.992395959002815	0.99999999998616
SFTA2	1.76861506965279e-07	0.477502905531824	8.99707169114998e-05	0.992431947436693	0.99999999998616
GRN	1.76017463321924e-07	0.475576962937203	8.9114023908678e-05	0.992468063698332	0.99999999998616
ICAM1	1.73187593653615e-07	0.469057033035967	8.62716481061806e-05	0.992589152706991	0.99999999998616
NAA10	1.72155803023177e-07	0.46665536435619	8.52467580609855e-05	0.992633302664344	0.99999999998616
CNIH4	1.66447539012853e-07	0.45312366161176	7.96873336415559e-05	0.992877557672991	0.99999999998616
HLA-E	1.65901270251208e-07	0.451806365036446	7.91651358485255e-05	0.992900932394743	0.99999999998616
JUN	1.64851966837609e-07	0.449264771686921	7.81668849084999e-05	0.992945831877154	0.99999999998616
COX14	1.64015109570053e-07	0.447227046120996	7.73752839191256e-05	0.992981640847646	0.99999999998616
FAM3C	1.63057448072614e-07	0.444883371309018	7.64743546986936e-05	0.993022619026535	0.99999999998616
RHOBTB3	1.61419323586676e-07	0.440844828388871	7.49455040805755e-05	0.99309271414805	0.99999999998616
SYNGR2	1.55364356319142e-07	0.425581812007206	6.94284259031049e-05	0.993351805823378	0.99999999998616
TIMP1	1.55270081622339e-07	0.42533986215124	6.93441934818786e-05	0.993355839837444	0.99999999998616
ADIRF	1.51666243509957e-07	0.415987778753734	6.61625749928659e-05	0.993510048188615	0.99999999998616
IFI6	1.51029866041759e-07	0.414315107774371	6.56085157905755e-05	0.993537278826725	0.99999999998616
AGR2	1.46780618783742e-07	0.402976796782345	6.19686403228311e-05	0.993719104617105	0.99999999998616
RPL22L1	1.45999958992188e-07	0.400860906747522	6.13112268296665e-05	0.99375250917723	0.99999999998616
AKR1B1	1.44937529588331e-07	0.397964492969149	6.04221602072458e-05	0.993797970722719	0.99999999998616
SDC4	1.44313649954845e-07	0.396254526269413	5.9903108665016e-05	0.993824666653963	0.99999999998616
CLDN4	1.41485217434229e-07	0.38841568052506	5.75780127980714e-05	0.993945695919662	0.99999999998616
GPRC5A	1.39989949533381e-07	0.384213062947735	5.63674324081065e-05	0.994009678826964	0.99999999998616
ARHGDIB	1.39659718705214e-07	0.383279335380112	5.61018089288974e-05	0.994023809496285	0.99999999998616
COL1A1	1.39138670693279e-07	0.381801924650873	5.56839761161226e-05	0.994046105289977	0.99999999998616
TSTD1	1.37935182477038e-07	0.378369890209766	5.47248583726343e-05	0.994097602913248	0.99999999998616
SOD2	1.3423711971702e-07	0.367648484819797	5.18298305428464e-05	0.994255844285562	0.99999999998616
LMO7	1.32259830834655e-07	0.361803705966995	5.03141875809356e-05	0.994340453247278	0.99999999998616
DHCR24	1.29796235892506e-07	0.354407657517251	4.8457246770728e-05	0.994445871523716	0.99999999998616
EIF5	1.25873018173962e-07	0.342358109078924	4.55721827612904e-05	0.994613747879577	0.99999999998616
GPX3	1.21756843531217e-07	0.329337853452848	4.26404029708504e-05	0.994789881210381	0.99999999998616
PNRC1	1.21422693147945e-07	0.328263137909818	4.24066788531208e-05	0.994804179696583	0.99999999998616
ACTN4	1.20830950189689e-07	0.326353229484309	4.19943554795169e-05	0.994829500720632	0.99999999998616
TXNIP	1.20285960449465e-07	0.324586578241007	4.16163913930954e-05	0.994852821151999	0.99999999998616
