gene	distance	Z	FC	p.value	p.adj
MT-ND4	0.0001112048161232	3.84971749469693	35.5698252413435	2.4606987359092202e-09	9.22762025965958e-07
MT-CYB	7.93275418132403e-05	3.62770090517684	18.1001649257067	2.0958327703562e-05	0.0052395819258905
MT-CO1	7.24401101982342e-05	3.56899676702127	15.0935967663611	0.0001023097375036	0.0191830757819429
MT-ATP6	4.81757487285256e-05	3.31042423860102	6.67561811991935	0.0097740610543412	0.99999999998616
MT-CO3	3.8398157821553e-05	3.17014896676853	4.24087349191595	0.0394618591491999	0.99999999998616
MT-ND2	3.69753449713681e-05	3.14704064509879	3.93241195641666	0.0473639666698968	0.99999999998616
MT-ND1	2.95076309766253e-05	3.01038051251469	2.50439729381326	0.113528910867333	0.99999999998616
MT-ND5	1.19033401586859e-05	2.48415595177056	0.407541864280187	0.523219802077569	0.99999999998616
MT-CO2	1.15105281859471e-05	2.46541043279046	0.38108779861613	0.537021639195219	0.99999999998616
MT-ND3	1.01471738822902e-05	2.39542438367733	0.296158869644181	0.586300545765567	0.99999999998616
MALAT1	6.86821479959474e-06	2.18307083749494	0.135682012563516	0.712611981100138	0.99999999998616
ACTB	4.19841458308201e-06	1.92433417558343	0.0506996758342703	0.821850227718308	0.99999999998616
MYL6	3.30911275906206e-06	1.80273132310018	0.0314961645730499	0.859137980410866	0.99999999998616
TUBB	2.85978352515032e-06	1.7292865258667	0.0235234414406301	0.878103713433311	0.99999999998616
ARPC3	2.69419678345324e-06	1.69950845686505	0.0208782053775129	0.885111242852328	0.99999999998616
ACTG1	2.62335104297099e-06	1.68624944234971	0.0197946286039429	0.888112171059876	0.99999999998616
MYL12A	2.61411276604691e-06	1.68449620014294	0.0196554583081832	0.88850361094697	0.99999999998616
TUBA1B	2.56752379649142e-06	1.67556654433636	0.0189610984716752	0.890478069058557	0.99999999998616
NEAT1	2.46687135889832e-06	1.65575314676779	0.0175036066159172	0.894746060964143	0.99999999998616
MYL12B	2.42960053487198e-06	1.64822684014387	0.0169786942554853	0.896327245663742	0.99999999998616
PGAM1	2.38209346183266e-06	1.63847763337862	0.0163212017407262	0.898343291265677	0.99999999998616
LDHB	2.34986061553977e-06	1.63176034579638	0.0158824955961635	0.899711522892859	0.99999999998616
H2AFZ	2.18835260071586e-06	1.59676711794528	0.013774287319251	0.906571682200557	0.99999999998616
NME1	2.18703518028089e-06	1.59647200980706	0.0137577076644483	0.906627669881411	0.99999999998616
PSMB2	2.1266021538982e-06	1.58275538537766	0.0130078954485851	0.909196444602076	0.99999999998616
PSMA2	2.10633382083158e-06	1.57807447591471	0.0127611243634873	0.910058187217585	0.99999999998616
ARPC2	2.09223056332866e-06	1.57479280847645	0.012590808621193	0.910657873667673	0.99999999998616
PSMB1	1.94354773821759e-06	1.53889720129039	0.0108648807409541	0.916983066657906	0.99999999998616
SNRPC	1.91326850690796e-06	1.53127782502198	0.0105289820338683	0.918271848662484	0.99999999998616
ARPC1A	1.76725092241474e-06	1.49289763443473	0.0089831980140016	0.924489784165877	0.99999999998616
NDUFB8	1.72981296630015e-06	1.48258668679149	0.0086066240965675	0.92608478097153	0.99999999998616
VDAC2	1.71984119872518e-06	1.47980562824922	0.0085076817412744	0.926509665900343	0.99999999998616
STMN1	1.68970834666887e-06	1.47131051450847	0.0082121720121373	0.927793717067871	0.99999999998616
LSM5	1.65433077767704e-06	1.46115670341728	0.0078718940092092	0.929301501111429	0.99999999998616
PSMA4	1.5872658493425e-06	1.44134624771874	0.0072465932220271	0.932160485584783	0.99999999998616
CD74	1.57421838384055e-06	1.4374026569632	0.007127947600351	0.932716803197847	0.99999999998616
SRI	1.54031575259365e-06	1.4270129647784	0.0068242362379548	0.934162495996674	0.99999999998616
PSMB6	1.5059606380351e-06	1.41626727805221	0.006523216312095	0.935627705321618	0.99999999998616
RAC1	1.50212918694036e-06	1.41505489262147	0.0064900659233246	0.935791126267461	0.99999999998616
SNRPB	1.47875048066132e-06	1.40759480703497	0.006289618970643	0.93678834476567	0.99999999998616
RHOA	1.47107670249088e-06	1.40512240929951	0.0062245100714268	0.937115691395032	0.99999999998616
MTCH1	1.47041665979143e-06	1.40490919661765	0.0062189256981098	0.93714384787332	0.99999999998616
SNRPD1	1.46359886884484e-06	1.40270167726513	0.006161389570729	0.937434689684463	0.99999999998616
HMGA1	1.4052000554792e-06	1.38339456144616	0.0056795098269828	0.939926276936506	0.99999999998616
HN1	1.39348095147398e-06	1.3794311924501	0.0055851727647118	0.940426344524337	0.99999999998616
CKS1B	1.38404099964572e-06	1.37621621691116	0.0055097570559703	0.940829175169218	0.99999999998616
AP2M1	1.38296534377159e-06	1.37584859743693	0.0055011961831197	0.940875077547237	0.99999999998616
ARPC5	1.3530573555854e-06	1.36552012050024	0.0052658314248655	0.942151444671721	0.99999999998616
EIF3L	1.33695944358237e-06	1.35987338322189	0.0051412770231387	0.942838508317453	0.99999999998616
SLIRP	1.33127637221077e-06	1.35786492760956	0.0050976614224174	0.943081073669149	0.99999999998616
UBE2L3	1.31051856264818e-06	1.35046111534379	0.0049399311093716	0.943967105004475	0.99999999998616
CCT5	1.23736281846435e-06	1.32347672097342	0.004403810902466	0.94709024777533	0.99999999998616
MARCKSL1	1.22951668730035e-06	1.32049579583141	0.0043481387465556	0.947425261554811	0.99999999998616
DDT	1.21190976771403e-06	1.3137421720487	0.0042244980150763	0.948177074815674	0.99999999998616
EIF5A	1.20315589204871e-06	1.31035064363007	0.0041636895760152	0.948550881425787	0.99999999998616
PSME2	1.18918194283856e-06	1.30488925918106	0.0040675336160603	0.949147618221549	0.99999999998616
LAGE3	1.18825825442002e-06	1.30452617626103	0.0040612172158615	0.9491870639755	0.99999999998616
TUBA1C	1.18723743850706e-06	1.3041246117118	0.004054242344255	0.949230657666105	0.99999999998616
NAPSA	1.15614168988872e-06	1.29173716987611	0.0038446486980057	0.95055866611264	0.99999999998616
HMGB2	1.13554279769819e-06	1.28336103644855	0.0037088695033505	0.951438460378166	0.99999999998616
SFTPB	1.13265213703214e-06	1.282174416149	0.0036900107913624	0.951561927442325	0.99999999998616
HLA-DRB1	1.11369372832587e-06	1.27432204171968	0.0035675172910832	0.952371715324912	0.99999999998616
DNPH1	1.06949143086097e-06	1.25552426944309	0.0032899489357461	0.954259958125739	0.99999999998616
ATP5C1	1.04238237376687e-06	1.24363812449306	0.0031252780148171	0.955418136083659	0.99999999998616
C19ORF33	1.01824712920508e-06	1.23281357367675	0.0029822285767322	0.956449343389868	0.99999999998616
CCT6A	1.01586950055561e-06	1.23173445370039	0.0029683177028157	0.956550934401336	0.99999999998616
UQCC2	1.00713348025229e-06	1.22774939142635	0.0029174848251238	0.956924212002623	0.99999999998616
PSME1	1.00225517535807e-06	1.22551019398637	0.0028892901285553	0.957132659080353	0.99999999998616
VAMP8	9.89888787242925e-07	1.21978854158824	0.0028184306208203	0.957661080619226	0.99999999998616
ATP5G1	9.89482624104315e-07	1.21959950342538	0.0028161182241331	0.957678436476655	0.99999999998616
TUBB4B	9.83218372129867e-07	1.21667487260303	0.0027805743288104	0.957946118311382	0.99999999998616
LGALS3BP	9.77642421296916e-07	1.21405710626255	0.0027491258069582	0.958184391891465	0.99999999998616
NPC2	9.60080457837476e-07	1.20572130970329	0.0026512446092048	0.958934880482488	0.99999999998616
TPM1	9.52454158520677e-07	1.20205762507059	0.0026092921243052	0.959260792239719	0.99999999998616
AC090498.1	9.49480904988416e-07	1.20062193855039	0.002593026820956	0.959387856800824	0.99999999998616
S100A16	9.38215900469087e-07	1.19514457024761	0.0025318625012155	0.959869285844211	0.99999999998616
CAPG	9.35445040761872e-07	1.19378801029434	0.0025169297414056	0.959987705475187	0.99999999998616
LGALS1	9.24451054121742e-07	1.18836879817716	0.0024581160516604	0.960457569711105	0.99999999998616
ZFP36L1	9.1981861853797e-07	1.18606754277004	0.002433542476117	0.960655556228763	0.99999999998616
KRT19	9.06294625667411e-07	1.17928757186281	0.0023625083277221	0.961233574489009	0.99999999998616
RPA3	8.95913153133068e-07	1.17401945869953	0.0023086939456297	0.961677294619543	0.99999999998616
CTSD	8.93996751288945e-07	1.17304082511384	0.0022988276916705	0.961759205888886	0.99999999998616
IFITM3	8.89840937547032e-07	1.17091194715605	0.0022775048074369	0.961936835979974	0.99999999998616
COPS6	8.88447437068093e-07	1.17019605320879	0.0022703771987176	0.961996398172133	0.99999999998616
TCEA1	8.84207115896498e-07	1.16801125436768	0.0022487571134943	0.962177642918282	0.99999999998616
SERPINB1	8.77675988627575e-07	1.16462716187101	0.0022156592640233	0.962456807787168	0.99999999998616
MRPL33	8.69510385558817e-07	1.16036335816996	0.0021746235459093	0.962805842751196	0.99999999998616
MYL9	8.62943184464551e-07	1.15690731800245	0.0021418987868182	0.96308655992958	0.99999999998616
HIGD2A	8.47067014624417e-07	1.14845113895313	0.0020638117440974	0.963765210883972	0.99999999998616
HLA-DRA	8.25523538860243e-07	1.1367396197815	0.0019601687499398	0.964686161310967	0.99999999998616
CKS2	8.20727037005742e-07	1.13409381777888	0.0019374567647984	0.964891210837434	0.99999999998616
MRPS15	8.00201653491065e-07	1.1226083182481	0.0018417616585951	0.965768693070842	0.99999999998616
PTMS	7.98692466077014e-07	1.12175313059323	0.0018348210521567	0.96583321410592	0.99999999998616
