field	max_abs_diff	n_mismatch_gt_tol
n_cells	0.0	0
n_malignant	0.0	0
n_tnk	0.0	0
mal_CLDN4_pct	5.684341886080802e-14	0
mal_CLDN4_mean	2.7533531010703882e-14	0
