gene	k_cohorts	meta_Z	meta_p	k_edge	mean_edge	in_IFN	in_MHC	in_TJ	in_family	obs_logFC_high_minus_low	obs_p
SPATS2L	3	0.1695153281061158	0.8653913167473675	3	-0.014333333333333332	False	False	False	False	-0.2714137736905735	0.5951570370660294
SPCS2	2	-1.1410986532962937	0.2538288716542324	2	0.013	False	False	False	False	0.15519570246751882	0.5991771398486666
SPINT1	2	0.7154374606778079	0.47433877190388796	2	0.061	False	False	False	False	0.6048745763067905	0.254616672711552
SPINT2	3	1.4680497920248756	0.14209069824358905	3	0.15833333333333333	False	False	False	False	0.4782897751979137	0.3581348511070133
SPPL2A	4	-1.5262626188754926	0.12694447418354068	4	0.0072499999999999995	True	False	False	True	0.24854570621751274	0.5255670759578505
SPTSSA	3	0.547962658452259	0.5837175433432431	3	0.068	False	False	False	False	1.179456170815588	0.023268163324671833
SQSTM1	3	1.7107186246127324	0.08713306785705105	3	-0.009666666666666665	False	False	False	False	-0.02026274716989621	0.9609854338268954
SRC	4	-1.412955782894408	0.1576687256314837	4	0.006500000000000001	False	False	True	True	0.7181426991674353	0.1116036525770573
SRF	4	-1.6531053454810056	0.09830942562679074	4	-0.0004999999999999998	False	False	True	True	-0.051949702725691986	0.8923347929097496
SRGN	2	2.3412594003467544	0.019218808822510054	2	-0.1545	False	False	False	False	-3.2614356003551226	1.3863987624197242e-05
SRI	4	0.4405236392897728	0.659557894920451	4	0.007499999999999999	True	False	False	True	-0.33408943844453864	0.4473249251489804
SRP9	2	0.9412804927298689	0.3465611367367363	2	-0.04200000000000001	False	False	False	False	0.3892515866915024	0.3617037832244841
SRRM2	2	0.6340373460815445	0.5260564498238127	2	0.023	False	False	False	False	0.32485026361862224	0.44169433088899135
SRSF2	3	1.0716744099656805	0.28386629862175383	3	-0.03866666666666666	False	False	False	False	0.0724628737773376	0.8275997903467627
SRSF3	3	1.2392475034167034	0.21525385336135028	3	-0.03266666666666666	False	False	False	False	0.08461191203352361	0.819775314002416
SRSF7	3	1.5478090300461687	0.12166828175535552	3	-0.058666666666666666	False	False	False	False	0.2044956406212742	0.5936978939382366
SRSF9	3	0.7934838233547348	0.4274959904992255	3	0.03133333333333333	False	False	False	False	-0.1572985155496765	0.6538809287232036
SSPN	3	-0.5805388341339972	0.5615513064633253	3	-0.011333333333333334	True	False	False	True	-1.2737363573152627	0.044956626870194714
SSR2	2	-0.9438236523877643	0.34525977178008316	2	-0.0024999999999999996	False	False	False	False	0.22849781904278102	0.39470563319410934
ST3GAL5	4	0.34381908341475637	0.7309823477060857	4	0.030000000000000002	True	False	False	True	1.2047258605567153	0.019597693376122993
ST8SIA4	4	-2.780047071336215	0.005435101952050705	4	0.00025	True	False	False	True	-0.14729055157775137	0.8148805157214352
STAT1	4	-1.028591667496287	0.30367159513269715	4	-0.0022500000000000003	True	False	False	True	-0.9933812007970306	0.03534258997070055
STAT2	4	-1.30323579543285	0.1924942729990211	4	0.008	True	False	False	True	-0.6997675571507586	0.03934476747740903
STAT3	4	-0.12509743561805575	0.9004464134302854	4	0.022	True	False	False	True	0.08810423435048637	0.8303630160682313
STK11	4	-2.814586719147742	0.004883999843817031	4	-0.00275	False	False	True	True	0.3146455802714132	0.4366616964447715
STMN1	2	1.4892366330889975	0.13642506740524635	2	-0.1245	False	False	False	False	0.3140375796852241	0.6313857842543952
STRN	4	-2.236394861070508	0.025325917472240115	4	0.00175	False	False	True	True	0.388144999297859	0.3014178565823423
SYMPK	4	-2.2492816895977525	0.024494580017758522	4	-0.0007500000000000002	False	False	True	True	-0.2254426320263284	0.5212189062389679
SYNGR2	2	0.7246797779374439	0.4686485037979681	2	0.020499999999999997	False	False	False	False	0.29969386259551517	0.5248941052700118
SYNPO	4	-1.8712747870751185	0.061307003364084275	4	0.00875	False	False	True	True	-0.5167037471033973	0.37152981417073994
TACSTD2	4	1.2950087418002625	0.1953172138589675	4	0.08249999999999999	False	False	False	False	0.3554970014309254	0.6892240624420022
TALDO1	2	1.059752251365291	0.2892573247093829	2	0.059	False	False	False	False	0.1755246448923013	0.6084673960257737
TAP1	4	-0.3741046835790675	0.7083264343000363	4	-0.0020000000000000005	True	True	False	True	-1.5928526111198047	0.004762195383309115
TAP2	4	-2.5889344164984327	0.009627342819133815	4	0.00125	False	True	False	True	-1.542187005062458	0.004634090537118484
TAPBP	4	-0.34942160698627556	0.7267728143540865	4	0.024	True	True	False	True	-0.3391553690280076	0.31053426378386556
TAPBPL	4	-1.5021835851212426	0.13304970290429946	4	0.004	False	True	False	True	-0.5736763215003414	0.13754444639563715
TBCD	4	-2.70005503585092	0.006932800641271883	4	0.0	False	False	True	True	0.8484892288744755	0.029895104054638945
TCEA1	2	1.1858722645049573	0.23567274777474156	2	-0.0355	False	False	False	False	0.4165383388431818	0.3227675483078067
TDRD7	3	-1.8574396905762143	0.0632486240394891	3	0.001	True	False	False	True	0.15388660237888024	0.6200784456118268
TENT5A	2	-1.1689392250922739	0.24242811833061373	2	0.0005	True	False	False	True	0.28253115031903503	0.3244341085815662
TFF3	2	-0.04867337123073098	0.9611795973946236	2	0.1265	False	False	False	False	1.219186032001489	0.35361772337439856
TGFBR1	4	-2.155451403456845	0.031126527570165072	4	0.0005	False	False	True	True	0.019112104861487896	0.9614936648043649
TIAM1	2	0.3044454800278863	0.7607885230709952	2	-0.0215	False	False	True	True	-0.3353475089341842	0.530453720655265
TIMP1	4	-0.016128938313919927	0.9871315270793773	4	-0.0007499999999999998	False	False	False	False	-0.7794851481883217	0.24487231196052386
TJAP1	4	-2.654684954333298	0.007938250864412171	4	0.004	False	False	True	True	0.06357514378679982	0.8472770661358426
TJP1	4	0.22985291910728906	0.818206061911082	4	0.03375	False	False	True	True	0.16580595426213557	0.7022213367837081
TJP2	3	-0.880210814310808	0.37874511614390904	3	0.013999999999999999	False	False	True	True	0.3639215766907668	0.3250966746037152
TJP3	4	-1.0938178053892802	0.2740348933818699	4	0.012750000000000001	False	False	True	True	0.10212433209074155	0.8391398582882842
TKT	3	0.6733980532484808	0.500694086801015	3	0.034333333333333334	False	False	False	False	-0.2512090993957025	0.5186657290439152
TM4SF1	4	0.19139746771677796	0.8482142038631567	4	0.031000000000000003	False	False	False	False	0.23779838897840022	0.8074343379286
TMC5	2	0.9525029095294637	0.3408419910666619	2	0.10200000000000001	False	False	False	False	0.8470725322630885	0.28982382222989467
TMED10	2	-0.1711902617252483	0.8640741644830279	2	0.0555	False	False	False	False	0.20915181445191447	0.5348111075608255
TMED9	2	-0.2832652777390387	0.7769734920224943	2	0.0785	False	False	False	False	0.06475491963960067	0.8497527263817728
TMEM123	2	-1.1183079495153232	0.26343549290616763	2	0.0065	False	False	False	False	0.07562432234260719	0.8511972235100269
TMEM140	3	-1.564902511975874	0.11760576961451981	3	-0.0013333333333333333	True	False	False	True	-1.2471514411981226	0.001901657062202776
TMEM14C	2	0.1837598251193628	0.8542018742716024	2	-0.042	False	False	False	False	-0.16622811769543042	0.6254084677958888
TMEM59	3	0.4040228541372601	0.6861959133069037	3	0.04700000000000001	False	False	False	False	0.13058414630470788	0.6952695882703577
TNF	2	-1.3570237481907221	0.17477366484228396	2	-0.001	False	False	True	True	-0.7549110834546554	0.10769783948975534
TNFAIP2	4	-2.857480753667881	0.004270185298670047	4	0.0025	True	False	False	True	-0.14107933041993437	0.8224054624342314
TNFAIP3	4	1.0850578773270114	0.2778960220144695	4	-0.0295	True	False	False	True	-1.6542486783509869	0.007283434734240997
TNFRSF12A	3	-0.4841118981494374	0.6283064576650165	3	0.0029999999999999996	False	False	False	False	-0.18655323125087708	0.7622614398388876
TNFSF10	4	-1.2539069316673486	0.20987583526439768	4	0.01575	True	False	False	True	-0.9407896400990605	0.1369841093064059
TOR1B	3	-2.0170854909960134	0.04368659248383396	3	0.0026666666666666666	True	False	False	True	0.09581171926636226	0.7816741123352746
TPM1	3	0.5582312061180472	0.5766865141983595	3	-0.034333333333333334	False	False	False	False	0.7699462581553537	0.24863214047961313
TPM3	2	0.857787129055687	0.3910100181612808	2	-0.028999999999999998	False	False	False	False	-0.2154596982755946	0.6139272423710217
TPM4	4	1.1236203314212174	0.26117412714138033	4	-0.040749999999999995	False	False	False	False	-0.5985257676001073	0.22793429830843637
TRA2B	3	0.8523889939777403	0.3939982267166142	3	-0.002333333333333333	False	False	False	False	0.0519123295762564	0.9006829981867791
TRAFD1	4	-0.9140924484124265	0.3606682702056019	4	0.019	True	False	False	True	0.1587038640822047	0.6577682733704724
TRAM1	3	0.30663213259193617	0.7591233928177568	3	0.029666666666666664	False	False	False	False	0.3154019418179288	0.4332976146652448
TRIM14	4	-2.8675838493163166	0.004136191863055028	4	0.0	True	False	False	True	0.30973170649288123	0.45721726619533903
TRIM21	3	-2.003935031753136	0.045077020317055606	3	0.0013333333333333333	True	False	False	True	-0.1054197872832156	0.8079075909569442
TRIM25	4	-2.6698394107658445	0.007588753207931877	4	0.009000000000000001	True	False	False	True	-0.21960588429123948	0.497347186737957
TRIM26	4	-1.9677079693030783	0.049101648358568735	4	-0.001	True	False	False	True	0.06486346923192883	0.8635498989014149
TRIM5	4	-2.35670644485057	0.018437815854023275	4	0.00175	True	False	False	True	-0.18349748999398244	0.6761576520938688
TSC22D1	4	-0.5637841266742321	0.5729010558265986	4	0.013000000000000001	False	False	False	False	0.3577723161612031	0.47883082772999686
TSC22D3	3	1.719927476977068	0.08544562520181571	3	-0.04766666666666667	False	False	False	False	-0.1463546158994207	0.7727537129623632
TSPAN1	2	0.2730089303124005	0.7848463508604195	2	0.0345	False	False	False	False	0.02693283537288658	0.974513427497114
TSPAN13	2	-0.2098110023728443	0.8338151855393218	2	0.032	False	False	False	False	0.9275618321558317	0.08516952412702107
TSPO	4	-0.1208513992499255	0.9038087377019792	4	-0.017	False	False	False	False	-0.19481535888350998	0.6316016091451685
TSTD1	4	-0.19241883424367165	0.8474141404602427	4	0.01875	False	False	False	False	1.1773755821880632	0.025478216907438588
TUBA1A	4	1.770015327216121	0.0767245874550486	4	-0.04875	False	False	True	True	0.7228517271248478	0.4361850568968478
TUBA1B	4	2.2936977425883827	0.021807866513561317	4	-0.05875	False	False	True	True	-0.1645203023885667	0.7386282475509024
TUBA1C	4	0.6647550454356763	0.506207180097421	4	-0.04375	False	False	True	True	-0.5861604499834054	0.1729888430303317
TUBA4A	4	-0.9132723700245655	0.361099310165812	4	-0.00375	False	False	True	True	-0.08579889500785125	0.8713524747644747
TUBB	3	2.1435447918934205	0.03206937842968031	3	-0.123	False	False	False	False	-0.333951765115731	0.5086166932198105
TUBB4B	4	0.920030394602141	0.35755687606447495	4	-0.025750000000000002	False	False	False	False	-0.17027307952055712	0.7238143722096112
TXNDC17	2	0.7623852235195162	0.4458301227444257	2	-0.011	False	False	False	False	0.18049021132729579	0.6458993411902756
TXNIP	4	-0.053596728734295995	0.9572564628596636	4	0.012750000000000001	True	False	False	True	0.1325032140219075	0.7667319441521322
TYMP	3	0.8527445401048517	0.3938009852704393	3	-0.027999999999999997	False	False	False	False	-1.140676999758562	0.024872448525127055
UBA7	4	-1.0733648240545446	0.28310746063250225	4	-0.0002499999999999998	True	False	False	True	-0.5102703739263987	0.21973182476319833
UBE2L6	4	-0.22215606729191645	0.8241923927679224	4	-0.013000000000000001	True	False	False	True	-0.828219811501517	0.03819969985877355
UBE2S	2	1.49474437079059	0.13498116951266817	2	-0.0965	False	False	False	False	0.5369718811680597	0.31987112975393533
UPP1	4	-1.696169760049227	0.08985373552116914	4	-0.0032500000000000003	True	False	False	True	-0.6976212138364487	0.17853488889378544
USP18	4	-3.1699243025364	0.0015247865517590653	4	-0.00025	True	False	False	True	0.19867200333482718	0.5846523739939498
VAMP5	4	-0.5337489252326544	0.5935152547010994	4	-0.01	True	False	False	True	-0.6818392304990653	0.32014024404644453
VAMP8	4	1.08460882211541	0.2780949460053517	4	0.03375	True	False	False	True	-0.13750473890647535	0.8266576481976279
VAPA	2	-0.004896404170421307	0.9960932503195497	2	0.057999999999999996	False	False	False	False	0.38092797790854427	0.33062523586703785
VASP	4	-0.13664871561088526	0.8913084681526838	4	0.005000000000000001	False	False	True	True	-0.8215944461874783	0.058215039660332056
VDAC1	2	0.8190663092140807	0.4127485825500251	2	-0.0155	False	False	False	False	-0.49912809992113516	0.21998530382819934
VDAC2	2	0.5409112869398043	0.5885687308404244	2	-0.0175	False	False	False	False	-0.42184507945246535	0.17642057357346938
VEGFA	2	0.531597920103247	0.5950045056230664	2	0.057999999999999996	False	False	False	False	0.028693380840313813	0.9535644477291649
VIM	4	2.917368552204651	0.0035299840026410297	4	-0.17775	False	False	True	True	-2.3785981351340837	0.006851935523107156
VMP1	3	-0.8713186720278105	0.38358017805749156	3	0.004666666666666666	False	False	False	False	0.16605525414989586	0.6445804893910879
WAS	3	0.08717712828070803	0.9305307191183829	3	-0.022000000000000002	False	False	True	True	-1.4730747982917156	0.009394100449472288
WFDC2	4	1.8935070677441916	0.05829046921076232	4	0.06475	False	False	False	False	2.244939746213468	0.016936010516268567
WHAMM	4	-1.73586011812117	0.08258857107576612	4	0.00125	False	False	True	True	0.04570775568433468	0.8955090818079143
WSB1	3	0.5993508248382347	0.5489389620098488	3	0.04533333333333334	False	False	False	False	0.2794369758263562	0.47224127608656913
XAF1	4	-0.6395519275530075	0.5224639440360879	4	0.0085	True	False	False	True	-1.6276126096263088	0.013719633663951267
XBP1	4	0.4360782400759499	0.6627799642500543	4	0.08725	False	False	False	False	0.5502516559275415	0.15774263028973687
XIST	2	0.6281519426414677	0.5299044087019043	2	0.0445	False	False	False	False	1.353919855950436	0.16521534883141706
YBX3	4	-0.04159433630805069	0.9668220883076717	4	0.030500000000000003	False	False	True	True	-0.382469421063935	0.4559526041196492
ZEB1	3	0.0669221756138551	0.9466436590238205	3	-0.03166666666666667	False	False	True	True	-1.44166187859682	0.027020597149047563
ZFAND5	2	-0.7684592823060186	0.4422143722378812	2	0.006999999999999999	False	False	False	False	0.5428011903321928	0.15860085717994613
ZFAS1	2	0.6391755474507899	0.5227087375836682	2	-0.0275	False	False	False	False	-0.344019740219298	0.2837013677581321
ZFP36	4	1.7545869440202886	0.07932998627936708	4	0.013500000000000002	False	False	False	False	-0.04627550781226165	0.9319282594882325
ZFP36L1	4	0.9136362465249468	0.3609080138179347	4	0.03125	False	False	False	False	0.6190034561069382	0.3006416370502125
ZFP36L2	4	0.6827284020347599	0.49477847919595597	4	-0.027	False	False	False	False	-0.5533476523400924	0.18128425458615066
ZNFX1	4	-2.1782873107069705	0.029384653286712806	4	0.0037500000000000003	True	False	False	True	-0.4588067663612609	0.2731360721847424
