gene	distance	Z	FC	p.value	p.adj
CD74	0.0001365288002486	3.54241595402039	28.8985537180747	7.62698403588956e-08	2.84105155336886e-05
HLA-DRB1	2.81297768416844e-05	2.43909741772406	1.22676148960054	0.268037776934567	0.999999999999367
VIM	1.8612640750091e-05	2.18510735149189	0.537085651775953	0.463643042732741	0.999999999999367
HLA-DPA1	1.76538492656694e-05	2.15352664869935	0.483177151018163	0.486986711392281	0.999999999999367
MT-ND1	1.75767092796805e-05	2.15092113445435	0.478963809676614	0.488892043491315	0.999999999999367
LGALS1	1.64746282410428e-05	2.11256175202281	0.420783602105548	0.516546300834152	0.999999999999367
S100A4	1.25424539966499e-05	1.95440878514042	0.243889214007048	0.621411123396674	0.999999999999367
NNMT	1.10252270248879e-05	1.88150724671997	0.188452820791288	0.664207452867466	0.999999999999367
SLC34A2	1.0880573875238e-05	1.8741064351578	0.183540184740625	0.668348349522536	0.999999999999367
CEACAM6	1.08722862293893e-05	1.87367981980392	0.183260689052873	0.668585902310319	0.999999999999367
RNASE1	1.08510669621966e-05	1.87258623887872	0.182546053192555	0.669194271607715	0.999999999999367
ADIRF	1.08129987585138e-05	1.87061961919333	0.181267467296958	0.670286254321943	0.999999999999367
SFTA2	9.72516205787791e-06	1.81169330617149	0.146629466550358	0.701777396882937	0.999999999999367
HLA-DPB1	9.62671195349292e-06	1.80608009345242	0.143675763922594	0.704653809042958	0.999999999999367
B2M	9.21616411238715e-06	1.78211781426001	0.131682468682767	0.716693936434299	0.999999999999367
BST2	9.11100948734493e-06	1.77583040083461	0.128694669299795	0.719789308030562	0.999999999999367
SFTA3	9.02861559097446e-06	1.77085943267503	0.12637753659006	0.722217903469165	0.999999999999367
CXCL17	7.85514275240182e-06	1.69538159205797	0.0956611779460425	0.757099862658947	0.999999999999367
HLA-B	7.82253534535902e-06	1.69314690260422	0.0948686299569246	0.758076613194552	0.999999999999367
MUC1	7.64724061918813e-06	1.68099201500373	0.0906644583481515	0.763334127911238	0.999999999999367
GPRC5A	7.5760048482534e-06	1.67598286056806	0.0889832058624492	0.765473800242184	0.999999999999367
ATP1B1	7.25827150878906e-06	1.65312666267352	0.0816759096360479	0.775038987068098	0.999999999999367
SFTPB	6.91511028100238e-06	1.62743743751637	0.0741354249996876	0.78540810749987	0.999999999999367
CAV1	6.89501123630033e-06	1.62589852918863	0.0737050961361215	0.786016631484962	0.999999999999367
KLK11	6.64738892428983e-06	1.6066101363582	0.0685061780207591	0.793524329330934	0.999999999999367
NKX2-1	6.42884621718739e-06	1.58905798974339	0.0640757406620084	0.800166316462171	0.999999999999367
NQO1	6.35056528568591e-06	1.58264389465232	0.0625248027929276	0.802548990880223	0.999999999999367
NEAT1	6.33773365308916e-06	1.58158592667935	0.0622723891186112	0.802939729271783	0.999999999999367
OAT	6.13646859108972e-06	1.56474181141761	0.0583800673702429	0.809074875247013	0.999999999999367
ELF3	5.97868231688743e-06	1.55119545628398	0.0554164262635988	0.813892901946972	0.999999999999367
SPINT2	5.76393476637644e-06	1.532247858449	0.0515069311158602	0.820461544980529	0.999999999999367
HLA-DRA	5.73754450542916e-06	1.52987700204075	0.0510363603468363	0.821269643051311	0.999999999999367
AQP3	5.70909610632383e-06	1.52731054873793	0.0505315090918988	0.822140975984488	0.999999999999367
RHOB	5.5799183135537e-06	1.51551438836361	0.0482706606610547	0.826100248101642	0.999999999999367
MT-ND5	5.26482481261561e-06	1.4857076567479	0.0429729739040654	0.835776169533239	0.999999999999367
EPCAM	5.26402708884628e-06	1.4856302379609	0.0429599524012216	0.83580069833456	0.999999999999367
HLA-DQB1	4.97609157156101e-06	1.45699269602822	0.0383887780234726	0.84466453002554	0.999999999999367
SEC11C	4.94229625361607e-06	1.4535371238407	0.03786911097084	0.845706201684993	0.999999999999367
MALL	4.93010907954564e-06	1.45228591782486	0.0376825788823924	0.846081912713988	0.999999999999367
HLA-C	4.92642067861768e-06	1.4519067123892	0.0376262164508856	0.846195627101514	0.999999999999367
NEDD4L	4.92253890990105e-06	1.45150735871461	0.0375669447252187	0.846315306529435	0.999999999999367
HOPX	4.7866039770563e-06	1.43734587976833	0.0355207850100698	0.850508554785405	0.999999999999367
ACTB	4.71553762251425e-06	1.4298018412544	0.0344738659739966	0.852702463713989	0.999999999999367
SMIM22	4.70905598029323e-06	1.42910884906565	0.0343791604639385	0.852902617254431	0.999999999999367
TMC5	4.70070572091463e-06	1.42821484185119	0.0342573439543184	0.853160487775502	0.999999999999367
ATP1A1	4.65067068439771e-06	1.42282866342934	0.0335319443408127	0.854705984458144	0.999999999999367
GSTP1	4.56619228999436e-06	1.41361870859313	0.0323248079500634	0.857316640122448	0.999999999999367
SELM	4.54809322604986e-06	1.41162617368417	0.0320690634491507	0.857876163838171	0.999999999999367
SAA1	4.53140552474278e-06	1.40978286713319	0.0318341618618586	0.858392119248444	0.999999999999367
CLDN3	4.46486153282692e-06	1.40237298888332	0.03090605336236	0.860450145982587	0.999999999999367
HLA-E	4.30130289133448e-06	1.38374165436824	0.0286832007499931	0.865512576070797	0.999999999999367
CD24	4.08646898515968e-06	1.35830524240999	0.0258895185810401	0.872170428026493	0.999999999999367
HMGB3	4.07982280400386e-06	1.35749985763513	0.0258053742951912	0.872376544791346	0.999999999999367
AGR3	3.89661936317489e-06	1.33483491943428	0.0235398412182137	0.878061562024979	0.999999999999367
C1R	3.879833281593e-06	1.33271194354013	0.0233374654913206	0.878582772995601	0.999999999999367
PIGR	3.83161971641389e-06	1.32656930998906	0.0227610534785672	0.880080105103294	0.999999999999367
SPTSSA	3.79618951628848e-06	1.32201213295595	0.0223420660533637	0.881180707639875	0.999999999999367
CTSH	3.79438943732791e-06	1.32177960872703	0.022320882733778	0.881236631376245	0.999999999999367
CAPZA2	3.76895195908023e-06	1.31848338761833	0.0220226087877021	0.882026970352745	0.999999999999367
IFITM3	3.65961253696868e-06	1.30408985797634	0.0207633666932835	0.885425459329739	0.999999999999367
MARVELD3	3.47885720100408e-06	1.27944934088859	0.0187629346159003	0.8910482938975	0.999999999999367
SOX4	3.46468431501416e-06	1.27747032629942	0.0186103654083165	0.891489411503892	0.999999999999367
ERP29	3.42508414412263e-06	1.27190306327101	0.0181873762387356	0.892722106765499	0.999999999999367
BTG2	3.39356139875897e-06	1.26743102558439	0.0178541419295401	0.893703549069192	0.999999999999367
SEPW1	3.3772875729924e-06	1.26510808068303	0.0176833134210174	0.894210288954163	0.999999999999367
RHEB	3.28118975857178e-06	1.25118811211671	0.0166913035433501	0.897203488689983	0.999999999999367
HLA-DMA	3.2554884779551e-06	1.24740487805976	0.0164308445057006	0.898004267276098	0.999999999999367
ARPC1B	3.25406639778404e-06	1.24719478642717	0.0164164928193735	0.898048578277847	0.999999999999367
SDC1	3.24113254596911e-06	1.24528030604311	0.0162862517662851	0.898451602433394	0.999999999999367
MT1E	3.22570752908365e-06	1.24298833277951	0.0161316034024427	0.898932286558374	0.999999999999367
IGFBP2	3.12973482803942e-06	1.22850886761477	0.0151859737930781	0.901923874799853	0.999999999999367
ARL6IP5	3.02186735367152e-06	1.21176419594848	0.0141572321672911	0.905287899000608	0.999999999999367
XBP1	2.97639875389557e-06	1.20454900345142	0.0137344030664933	0.906706424812856	0.999999999999367
TPM4	2.96544480510119e-06	1.20279638463686	0.013633496488087	0.907048209910589	0.999999999999367
HSBP1	2.94222573646695e-06	1.19906257654054	0.0134208351102274	0.907772748098773	0.999999999999367
COTL1	2.93981000597331e-06	1.19867263071651	0.0133988056578605	0.907848134049794	0.999999999999367
S100A10	2.93955628001214e-06	1.1986316581701	0.0133964929382415	0.907856051940186	0.999999999999367
MAL2	2.91506306778982e-06	1.19466178457487	0.01317417629849	0.908620441501038	0.999999999999367
CXCR4	2.89759755626186e-06	1.19181312235896	0.0130167838696482	0.909165560754322	0.999999999999367
SRGN	2.87006966078895e-06	1.18729265423067	0.0127706333451306	0.910024825634735	0.999999999999367
CDK4	2.86259879734922e-06	1.18605929760476	0.0127042353166807	0.910258041850538	0.999999999999367
HLA-DQA1	2.85429778104026e-06	1.18468558852019	0.012630662198406	0.910517181824738	0.999999999999367
PTP4A1	2.77123444286707e-06	1.1707439850114	0.0119062253077071	0.913110761255442	0.999999999999367
ARPC3	2.62823056075265e-06	1.14586259080167	0.0107091371940941	0.917578084635245	0.999999999999367
ATF3	2.57227538071147e-06	1.13580378625773	0.0102579949922414	0.919326794815546	0.999999999999367
NPC2	2.52952595084868e-06	1.12798924615143	0.0099198667628371	0.920663062569295	0.999999999999367
ACTG1	2.52617461507081e-06	1.12737175924282	0.0098935987725206	0.920767828618243	0.999999999999367
MYLIP	2.51293829299835e-06	1.1249259355714	0.009790192001757	0.921181622473549	0.999999999999367
WFDC2	2.51088976369934e-06	1.12454640031881	0.0097742367189182	0.921245665499107	0.999999999999367
PNRC1	2.44304058670596e-06	1.11182033492921	0.0092531355577563	0.923367115568431	0.999999999999367
S100A14	2.41610578842508e-06	1.10668254400302	0.0090502265768465	0.924209441842864	0.999999999999367
TFF3	2.40209140168265e-06	1.1039894841523	0.008945541149885	0.924647744481636	0.999999999999367
ANXA2	2.38538966486985e-06	1.10076202192732	0.0088215769545514	0.925170124375569	0.999999999999367
LAPTM4B	2.38397038271578e-06	1.10048684876332	0.0088110825835895	0.925214516726211	0.999999999999367
HSP90B1	2.37551686827043e-06	1.09884489307201	0.00874870550549	0.92547893082909	0.999999999999367
FXYD3	2.36069225420094e-06	1.09595308773089	0.0086398521486052	0.925942643872101	0.999999999999367
DSTN	2.28484341030142e-06	1.08090430756619	0.0080935758920807	0.928315581497584	0.999999999999367
JUNB	2.24784162282621e-06	1.07340390571596	0.0078335564591786	0.929473418318948	0.999999999999367
RAC1	2.24286387233369e-06	1.07238667727465	0.0077989007126098	0.929629190426083	0.999999999999367
PDIA4	2.23098794040786e-06	1.06995177924792	0.0077165292353247	0.930000842861264	0.999999999999367
AK1	2.20605391795787e-06	1.06480253073732	0.007545009762784	0.930781192479734	0.999999999999367
TSC22D3	2.20538930896221e-06	1.06466458449381	0.0075404643380566	0.930801993381954	0.999999999999367
MT2A	2.196771912574e-06	1.06287266059472	0.0074816518470134	0.931071704538122	0.999999999999367
ARHGDIB	2.18308468816089e-06	1.06001383676187	0.0073887118102188	0.931500109715739	0.999999999999367
BTG1	2.13118836320934e-06	1.0490300913928	0.0070415980797439	0.933124625168053	0.999999999999367
RGS1	2.09049885752997e-06	1.04025355025155	0.0067752828346349	0.934398527697599	0.999999999999367
ANXA5	2.01601898812048e-06	1.02379448604483	0.0063011061656703	0.936730768073409	0.999999999999367
CLDN7	2.01483782400206e-06	1.02352921173167	0.0062937248262374	0.936767759120155	0.999999999999367
CFH	2.00893205378646e-06	1.02220080952162	0.0062568833316062	0.936952714821829	0.999999999999367
C1S	1.99009139636147e-06	1.01793999389399	0.0061400739931603	0.937542785361353	0.999999999999367
NR4A1	1.9792718064098e-06	1.01547718296426	0.0060734916305344	0.937881659618973	0.999999999999367
HLA-A	1.96124051535401e-06	1.01134654380107	0.0059633359053141	0.938446432457032	0.999999999999367
S100A13	1.9511961953666e-06	1.00903116010523	0.0059024109210639	0.938761052278395	0.999999999999367
CPM	1.94374247900725e-06	1.00730621166845	0.0058574017466537	0.938994532395083	0.999999999999367
SNRPB	1.9287783112563e-06	1.00382566193473	0.0057675608895429	0.939463285608697	0.999999999999367
LSR	1.87613084153321e-06	0.991389728962036	0.0054569981451326	0.941112635553165	0.999999999999367
TUBA1B	1.84835368312396e-06	0.984705051032708	0.0052966065708392	0.941982945892283	0.999999999999367
PPP1R15A	1.84458382447856e-06	0.983791065024468	0.0052750229359798	0.942101067978495	0.999999999999367
LPCAT1	1.7977099438619e-06	0.972288213604548	0.0050103354305832	0.943569886554308	0.999999999999367
CEBPD	1.77454600089995e-06	0.966506703404987	0.0048820484407002	0.944295812479657	0.999999999999367
IER2	1.76113646803011e-06	0.963129596608162	0.0048085438497966	0.944716069868993	0.999999999999367
ODC1	1.74983218566716e-06	0.960265182849154	0.0047470123487814	0.945070360252578	0.999999999999367
JUN	1.73737780811576e-06	0.95709056108964	0.0046796793916516	0.945460708638148	0.999999999999367
C16ORF89	1.72960625257827e-06	0.955099499799441	0.0046379071905212	0.945704293422258	0.999999999999367
C9ORF16	1.71168485129348e-06	0.950478092471212	0.0045422933117325	0.946266025333904	0.999999999999367
S100A16	1.68999876480224e-06	0.944829002810932	0.0044279258021184	0.946945793972823	0.999999999999367
C8ORF4	1.65476798610366e-06	0.935515100540535	0.0042452354384543	0.948050214518851	0.999999999999367
ZFP36L2	1.63406615731292e-06	0.929961050012174	0.0041396805756736	0.948699225728096	0.999999999999367
MDH2	1.63267376092024e-06	0.929585283980575	0.0041326286941145	0.948742879178536	0.999999999999367
CD69	1.6272870848893e-06	0.928128939295379	0.0041054041383977	0.948911759974425	0.999999999999367
RNF145	1.61518037723719e-06	0.92484032656341	0.0040445445175308	0.949291332732796	0.999999999999367
HSPD1	1.6023172740774e-06	0.921322563318914	0.0039803804995779	0.949694632813103	0.999999999999367
ERBB2	1.58595263746483e-06	0.916811366777694	0.0038994915851307	0.950207735957972	0.999999999999367
OCIAD2	1.57214391180174e-06	0.912972995817019	0.0038318822655515	0.950640716152088	0.999999999999367
SNAI2	1.50070668737727e-06	0.892632346871738	0.0034915574808502	0.952880899520621	0.999999999999367
COX17	1.49670463647324e-06	0.891467972777501	0.0034729598975547	0.953006410086631	0.999999999999367
ARPC2	1.48079834732458e-06	0.886813064989205	0.0033995341057114	0.95350526764563	0.999999999999367
EGR1	1.46663548558473e-06	0.882631443314579	0.0033348164704021	0.953949462676331	0.999999999999367
TRA2B	1.44896416687834e-06	0.877364172579936	0.0032549389803448	0.954503714773708	0.999999999999367
SPINK1	1.42973820217457e-06	0.871569361783148	0.0031691340058867	0.955106752549543	0.999999999999367
RHOC	1.42636859255345e-06	0.870546737112307	0.0031542135671961	0.955212445709687	0.999999999999367
PERP	1.42400265597436e-06	0.86982744947534	0.0031437583733824	0.955286657540746	0.999999999999367
SEPT7	1.42136290397727e-06	0.869023683305217	0.0031321136612153	0.955369458539456	0.999999999999367
MYL9	1.41110006895359e-06	0.865886352776806	0.0030870466092978	0.955691377056584	0.999999999999367
JUND	1.40933558403272e-06	0.865344945201548	0.0030793311513648	0.95574672510182	0.999999999999367
CD9	1.39923314970236e-06	0.862233701111402	0.0030353427019631	0.956063620542786	0.999999999999367
ID1	1.39829453623731e-06	0.861943640864227	0.0030312718179012	0.95609306353524	0.999999999999367
COL1A1	1.39416221134365e-06	0.86066459918464	0.0030133818947482	0.956222689503148	0.999999999999367
FOSB	1.37931527151616e-06	0.856041655831264	0.0029495424423308	0.956688429339492	0.999999999999367
ARL6IP1	1.36736314207548e-06	0.852288377801438	0.0028986467926217	0.957063371414517	0.999999999999367
PDIA6	1.3496219176876e-06	0.846663967116575	0.0028239162045872	0.957619936718131	0.999999999999367
PTMS	1.32239029328227e-06	0.837903872658126	0.002711108296065	0.958474268325628	0.999999999999367
CD59	1.30166902257667e-06	0.831131832263438	0.0026268102335909	0.95912438408398	0.999999999999367
TUBB	1.29465938115119e-06	0.82881963701111	0.0025985950430506	0.959344312985851	0.999999999999367
PDIA3	1.27698132102585e-06	0.822939410702241	0.002528113978022	0.959898979363049	0.999999999999367
DNAJB1	1.2744044793001e-06	0.822076347266219	0.0025179212264599	0.959979831912749	0.999999999999367
SERPING1	1.26511179951689e-06	0.818951224211033	0.0024813348386414	0.96027140808564	0.999999999999367
MARCKSL1	1.23906792075451e-06	0.810084544614645	0.0023802237655378	0.961088614388964	0.999999999999367
TYMP	1.22957360875636e-06	0.80681164773737	0.0023438867637307	0.961386537663148	0.999999999999367
FXYD5	1.21865802207012e-06	0.803021402737203	0.0023024555984699	0.961729065964758	0.999999999999367
OCLN	1.2067307433928e-06	0.798845794525849	0.0022576068541021	0.962103348975044	0.999999999999367
ZFP36L1	1.20252582909794e-06	0.79736509895935	0.0022419007756913	0.962235302945719	0.999999999999367
WSB1	1.20252178434584e-06	0.797363672485637	0.0022418856942395	0.962235429874155	0.999999999999367
REL	1.20224329560668e-06	0.797265447021264	0.0022408474300952	0.962244169136449	0.999999999999367
ZFP36	1.16559718984902e-06	0.784163214744161	0.0021063209332698	0.96339420069968	0.999999999999367
MCL1	1.15239516484044e-06	0.779354727726661	0.0020588770628789	0.963808526685149	0.999999999999367
DNAJA1	1.14267214780035e-06	0.775782498123145	0.0020242812105263	0.964113675417844	0.999999999999367
EIF5	1.14082725230674e-06	0.775101688356861	0.0020177499015049	0.964171576509781	0.999999999999367
VAPA	1.13492742240721e-06	0.772918035584687	0.0019969341308384	0.964356740889816	0.999999999999367
CTSD	1.12919668597271e-06	0.770787449700637	0.0019768182884291	0.964536600162934	0.999999999999367
SFTPA2	1.12575430853253e-06	0.769503087961662	0.0019647839240932	0.964644640113122	0.999999999999367
FAM96B	1.12374159843472e-06	0.768750548730612	0.0019577646210385	0.964707809866612	0.999999999999367
H2AFZ	1.11400292024723e-06	0.765092597674028	0.0019239785199299	0.965013465501821	0.999999999999367
KLF6	1.11107094468802e-06	0.763985843380189	0.0019138643012594	0.965105488737456	0.999999999999367
SRSF3	1.1096761690355e-06	0.76345845108956	0.0019090622031966	0.965149265448572	0.999999999999367
SDC4	1.10487852511141e-06	0.761639932755719	0.0018925903681976	0.965299846073716	0.999999999999367
KRT8	1.10384447863359e-06	0.761247079891814	0.0018890495072297	0.96533230120088	0.999999999999367
HSPA1B	1.09988036177716e-06	0.759738054793141	0.0018755059927644	0.965456721591238	0.999999999999367
HIST1H4C	1.0994958834771e-06	0.759591442255937	0.0018741950041384	0.965468789125941	0.999999999999367
KRT7	1.06305886173781e-06	0.745489354679385	0.0017520326079584	0.966612465304517	0.999999999999367
TMED9	1.05991150166387e-06	0.74425151380073	0.0017416736058083	0.966711257116071	0.999999999999367
CACYBP	1.0522092185401e-06	0.741208641526141	0.0017164524040609	0.966953024584158	0.999999999999367
CNBP	1.03308885527049e-06	0.733569944360883	0.0016546376932543	0.967553207998779	0.999999999999367
P4HB	1.02975125740447e-06	0.73222390746505	0.0016439636947554	0.967657976253751	0.999999999999367
DDIT4	1.02713800478993e-06	0.731167331707753	0.0016356303401019	0.967740007471428	0.999999999999367
PROCR	1.01572012359637e-06	0.726523183747429	0.0015994684362459	0.968098424076933	0.999999999999367
AGR2	1.01475061107713e-06	0.726126742724901	0.0015964164841236	0.9681288581637	0.999999999999367
GBP2	1.01285312187022e-06	0.725349886210563	0.001590451765561	0.968188422615124	0.999999999999367
TALDO1	9.93630103587004e-07	0.717407192115584	0.001530654039018	0.968791866056886	0.999999999999367
APLP2	9.88589706920437e-07	0.715302356587153	0.0015151643004333	0.968950095705383	0.999999999999367
KRT18	9.79859925902515e-07	0.711634570299374	0.001488523012449	0.969224146505638	0.999999999999367
ID2	9.74919903075018e-07	0.709546366907862	0.0014735518899048	0.969379228435102	0.999999999999367
FOLR1	9.68496450281688e-07	0.706817228503072	0.0014541982814663	0.969580881350129	0.999999999999367
CD81	9.50539224352139e-07	0.699102926539481	0.0014007726264379	0.970144626907071	0.999999999999367
FOS	9.48263101992016e-07	0.698116043961683	0.0013940721926364	0.970216084108082	0.999999999999367
BRI3	9.44692309884692e-07	0.69656363859438	0.0013835928869038	0.970328187002897	0.999999999999367
CKB	9.42470919374786e-07	0.695595297686885	0.0013770936564229	0.970397926532939	0.999999999999367
MARVELD2	9.35744566549388e-07	0.692650956831086	0.0013575073465285	0.970609098654382	0.999999999999367
PRKCI	9.20562531595171e-07	0.685936703227049	0.001313814798449	0.971085742298845	0.999999999999367
