gene	distance	Z	FC	p.value	p.adj
CD46	9.12051699601171e-07	0.682130346028809	0.0012896340002436	0.971352946447912	0.999999999999367
RRBP1	9.07076452637018e-07	0.679890832580414	0.0012756024550702	0.97150914966332	0.999999999999367
MGST1	8.94538655679799e-07	0.674199204592818	0.0012405828851572	0.971902792081998	0.999999999999367
SNRPF	8.93309878931382e-07	0.67363764777611	0.0012371769900541	0.971941371689707	0.999999999999367
TMED2	8.92368758561758e-07	0.673207094629652	0.0012345715802864	0.971970919863755	0.999999999999367
EIF5A	8.8145655128463e-07	0.668185677553965	0.0012045626154495	0.972313531121811	0.999999999999367
MRFAP1	8.78000034295415e-07	0.666583778541211	0.0011951340675562	0.972422056671558	0.999999999999367
LLGL2	8.77693006598977e-07	0.66644122230764	0.0011942983612056	0.972431696559081	0.999999999999367
ATP5B	8.74838385817781e-07	0.66511370117083	0.0011865422899626	0.97252132457214	0.999999999999367
FKBP2	8.61804462636945e-07	0.659003845254259	0.0011514498771357	0.97293056182817	0.999999999999367
PLP2	8.5234691573966e-07	0.654519711650443	0.0011263162460449	0.973227513001039	0.999999999999367
SRSF9	8.5177539223477e-07	0.654247342741498	0.0011248062965598	0.973245458003633	0.999999999999367
F11R	8.45690740167127e-07	0.651337657788513	0.0011087936016902	0.973436508021767	0.999999999999367
SRSF2	8.41987006112435e-07	0.649557559929177	0.0010991028630878	0.973552801113838	0.999999999999367
TACSTD2	8.41313575050006e-07	0.649233158861467	0.0010973454155141	0.973573946153789	0.999999999999367
BIRC3	8.32082644649302e-07	0.644763464396312	0.0010733972737394	0.973863789702	0.999999999999367
RARRES3	8.26165183312056e-07	0.64187533316473	0.001058184359161	0.974049594891352	0.999999999999367
PSMA3	8.21909978905166e-07	0.639787303991361	0.0010473119696763	0.974183206953991	0.999999999999367
TMED10	8.19841616363364e-07	0.63876894432894	0.0010420474146242	0.974248153140701	0.999999999999367
NFKBIA	8.17247452822953e-07	0.637488527598589	0.0010354633024636	0.974329609619132	0.999999999999367
PRELID1	8.02616454689578e-07	0.630199800324007	0.0009987198429313	0.974789026501167	0.999999999999367
PATJ	7.99948175029595e-07	0.628858041060529	0.0009920904393387	0.974872812034463	0.999999999999367
IGFBP7	7.78787647326403e-07	0.618076614736213	0.0009402983396576	0.975537274654607	0.999999999999367
RPN2	7.71620467834079e-07	0.614366811375222	0.0009230708549007	0.975762335431039	0.999999999999367
ANXA1	7.64088816487912e-07	0.610435763153698	0.0009051389355114	0.975998843279396	0.999999999999367
CANX	7.61645189189413e-07	0.60915306695187	0.0008993587556233	0.976075578171949	0.999999999999367
RPL22L1	7.52939164362288e-07	0.604553722274589	0.0008789159298263	0.976348966943526	0.999999999999367
PRDX4	7.49413961558639e-07	0.602678148315796	0.0008707051635044	0.976459667036743	0.999999999999367
ARL2	7.45398265668232e-07	0.60053219210521	0.0008613989070078	0.976585770379195	0.999999999999367
NDUFC1	7.44558778195955e-07	0.60008230024838	0.0008594597385976	0.976612132553148	0.999999999999367
BEX3	7.42869985108167e-07	0.599175910435224	0.0008555653419861	0.976665165294626	0.999999999999367
FUS	7.36327572158834e-07	0.595647454297416	0.0008405618726758	0.976870616002651	0.999999999999367
ERH	7.34369971871793e-07	0.594586355493073	0.0008360983787542	0.976932090618126	0.999999999999367
IFITM2	7.2596760604376e-07	0.590003670652006	0.0008170752298447	0.97719595206581	0.999999999999367
BRK1	7.12726916148521e-07	0.582687195209775	0.0007875422842883	0.977611757582177	0.999999999999367
LDHB	7.05601023612767e-07	0.578700303008755	0.0007718732046732	0.977835538886972	0.999999999999367
LGALS3	7.02953102689972e-07	0.577209837229505	0.0007660908315542	0.977918694557728	0.999999999999367
DNAJB6	6.95016707259555e-07	0.572713009112236	0.0007488900313428	0.978167931638971	0.999999999999367
ACTN1	6.85811571905292e-07	0.567440747686112	0.0007291840797287	0.978457015299586	0.999999999999367
FAM133B	6.84663769272641e-07	0.566779011322755	0.0007267453369145	0.978493061789652	0.999999999999367
CCNL1	6.7430573956838e-07	0.560763099811458	0.0007049223382938	0.978818355419402	0.999999999999367
RAN	6.66238850195042e-07	0.556021678898404	0.0006881568994437	0.979071698294526	0.999999999999367
LGALS3BP	6.65648531177722e-07	0.555672744498712	0.0006869379608179	0.979090237508506	0.999999999999367
HMGN3	6.62034107196944e-07	0.553530362105733	0.0006794981664559	0.979203750241097	0.999999999999367
POMP	6.54993122135348e-07	0.549327433927849	0.0006651215814223	0.979424876988164	0.999999999999367
ELF1	6.43286320551963e-07	0.542251165589077	0.0006415583961225	0.979792540250191	0.999999999999367
SNX3	6.38850264491863e-07	0.539540328772756	0.0006327406238399	0.97993185994468	0.999999999999367
CD55	6.33755239548335e-07	0.536406430253298	0.0006226882721987	0.980091876107278	0.999999999999367
TMEM14C	6.20303841102966e-07	0.528025553873505	0.0005965357851969	0.980514339335635	0.999999999999367
PSMA2	6.19093228448915e-07	0.527263515184727	0.0005942096056407	0.980552360881248	0.999999999999367
ZEB1	5.97530398057055e-07	0.513467518716767	0.000553538163368	0.981229589058752	0.999999999999367
SRSF7	5.95948207859456e-07	0.512438179590088	0.0005506106365083	0.98127928176512	0.999999999999367
SNRPD1	5.95710215550421e-07	0.512283140304314	0.0005501709508801	0.981286756525045	0.999999999999367
MYL12B	5.89068780704334e-07	0.507934617250264	0.0005379718780703	0.981495348510107	0.999999999999367
SUMO1	5.780053310388e-07	0.50059469372064	0.0005179540681822	0.981842828473604	0.999999999999367
MYL6	5.71379588992233e-07	0.496139925267754	0.0005061473939809	0.982050930916177	0.999999999999367
BNIP3	5.6750464061508e-07	0.493513668687591	0.000499305551664	0.982172636526347	0.999999999999367
MVP	5.5633550205357e-07	0.485855094882487	0.0004798451508959	0.982523442691788	0.999999999999367
ANAPC11	5.49245818094315e-07	0.480923755732879	0.0004676932245489	0.982746120963901	0.999999999999367
SFTPA1	5.46507219176048e-07	0.479003976959794	0.0004630409142245	0.982832137355772	0.999999999999367
IGKC	5.44044308947657e-07	0.477270264567649	0.0004588768028813	0.982909494838403	0.999999999999367
MT-ND4L	5.41713318164579e-07	0.47562308497295	0.0004549530558004	0.982982709014673	0.999999999999367
LY6E	5.38070920692912e-07	0.473036764996777	0.0004488555547991	0.983097113499173	0.999999999999367
TIMP1	5.3796713077025e-07	0.472962844011877	0.0004486824096303	0.983100373453992	0.999999999999367
GABARAPL2	5.3276033756167e-07	0.469238383554797	0.0004400391644163	0.983263914842704	0.999999999999367
CACNA1D	5.29295259839298e-07	0.466742118307891	0.0004343337421456	0.983372750671533	0.999999999999367
TSPO	5.04253846062066e-07	0.448265148805376	0.000394208513464	0.984159294202563	0.999999999999367
SCGB3A2	5.0369733897161e-07	0.447845495219773	0.0003933388769582	0.984176774106312	0.999999999999367
MVB12A	5.01254207402595e-07	0.445998359195954	0.0003895324321352	0.984253513029071	0.999999999999367
CRB3	4.89605274863979e-07	0.437081470405684	0.0003716376769816	0.984619408755054	0.999999999999367
EIF4A1	4.88733596789439e-07	0.43640679753142	0.0003703155505363	0.984646788500586	0.999999999999367
TPM1	4.85402895891566e-07	0.433819134288328	0.0003652853765419	0.984751407270559	0.999999999999367
PPP2R1A	4.80057100546558e-07	0.42963329873763	0.0003572838256354	0.984919321584693	0.999999999999367
ZNHIT1	4.76644637560485e-07	0.426939939979085	0.0003522224091779	0.98502650923683	0.999999999999367
NDUFB9	4.63264020415735e-07	0.416213742105477	0.0003327244410935	0.985446805597198	0.999999999999367
PKM	4.60959280138767e-07	0.414338940663421	0.000329422065505	0.985519199825306	0.999999999999367
ASAH1	4.58063830384464e-07	0.41197197928976	0.0003252966278715	0.985610149005745	0.999999999999367
MT1X	4.53373109686577e-07	0.408109533013436	0.0003186684560036	0.985757489967257	0.999999999999367
AUTS2	4.46900964911672e-07	0.402722483617753	0.0003096350708448	0.985960788315597	0.999999999999367
EID1	4.4278573400354e-07	0.39926163177559	0.0003039588554525	0.986090053458706	0.999999999999367
VAMP8	4.38116085260506e-07	0.395300312509107	0.0002975815197179	0.986236734081458	0.999999999999367
CDH1	4.30656119921056e-07	0.388894710370851	0.000287533735769	0.986471063668098	0.999999999999367
