dataset	unit_id	n_malignant_new	n_malignant_locked	mal_CLDN4_pct_new	mal_CLDN4_pct_locked	mal_CLDN4_mean_new	mal_CLDN4_mean_locked	cldn4_quartile
GSE123902	LX255B	228	228	35.08771929824561	35.0877192982456	0.4488016514639581	0.448801651463958	Q2
GSE123902	LX653	145	145	71.72413793103448	71.7241379310345	1.2524068271342224	1.25240682713422	Q4
GSE123902	LX661	117	117	58.97435897435898	58.974358974359	0.8576085684228482	0.857608568422848	Q3
GSE123902	LX666	786	786	67.17557251908397	67.175572519084	0.9923952117887151	0.992395211788715	Q3
GSE123902	LX675	618	618	31.3915857605178	31.3915857605178	0.582960587751478	0.582960587751478	Q1
GSE123902	LX676	147	147	42.17687074829932	42.1768707482993	0.831390019521496	0.831390019521496	Q2
GSE123902	LX679	497	497	43.25955734406438	43.2595573440644	0.5643712240448416	0.564371224044842	Q2
GSE123902	LX680	258	258	73.25581395348837	73.2558139534884	1.85907788462344	1.85907788462344	Q4
GSE123902	LX681	1207	1207	63.29743164871583	63.2974316487158	1.1775350457817828	1.17753504578178	Q3
GSE123902	LX682	421	421	18.76484560570071	18.7648456057007	0.4613182340255857	0.461318234025586	Q1
GSE123902	LX684	173	173	72.83236994219652	72.8323699421965	0.9118972941270772	0.911897294127077	Q4
GSE123902	LX699	46	46	15.217391304347828	15.2173913043478	0.3141177643147814	0.314117764314781	Q1
GSE123902	LX701	90	90	11.11111111111111	11.1111111111111	0.1116109679423314	0.111610967942331	Q1
GSE131907	BRONCHO_11	203	203	80.78817733990148	80.7881773399015	1.8059599708830327	1.80595997088303	Q2
GSE131907	BRONCHO_58	460	460	72.17391304347827	72.1739130434783	1.426353336223562	1.42635333622356	Q2
GSE131907	EBUS_06	1186	1186	71.16357504215851	71.1635750421585	1.3552293035869711	1.35522930358697	Q2
GSE131907	EBUS_10	367	367	84.46866485013625	84.4686648501362	1.9049734855942484	1.90497348559425	Q3
GSE131907	EBUS_12	257	257	88.32684824902724	88.3268482490272	2.3549040610356684	2.35490406103567	Q3
GSE131907	EBUS_13	376	376	0.2659574468085106	0.265957446808511	0.0018434765440424	0.0018434765440424	Q1
GSE131907	EBUS_15	256	256	47.265625	47.265625	1.1294928392821784	1.12949283928218	Q1
GSE131907	EBUS_19	217	217	94.00921658986177	94.0092165898618	2.4779035334230066	2.47790353342301	Q4
GSE131907	EBUS_28	4640	4640	96.33620689655172	96.3362068965517	2.197978326433922	2.19797832643394	Q4
GSE131907	EBUS_49	114	114	49.122807017543856	49.1228070175439	0.9512107328950752	0.951210732895075	Q1
GSE131907	EBUS_51	1285	1285	85.36964980544747	85.3696498054475	1.581328884787959	1.58132888478796	Q3
GSE131907	NS_02	181	181	58.5635359116022	58.5635359116022	1.126727726322637	1.12672772632264	Q1
GSE131907	NS_03	2713	2713	93.14412089937338	93.1441208993734	2.264933208146411	2.26493320814642	Q4
GSE131907	NS_04	1229	1229	89.34092758340114	89.3409275834011	1.9523515591538416	1.95235155915384	Q4
GSE131907	NS_06	83	83	60.24096385542169	60.2409638554217	1.434511918266367	1.43451191826637	Q1
GSE131907	NS_07	5108	5108	90.407204385278	90.407204385278	1.5931307483262624	1.59313074832629	Q4
GSE131907	NS_12	2811	2811	86.33938100320171	86.3393810032017	1.728830943634575	1.72883094363458	Q3
GSE131907	NS_13	1352	1352	72.41124260355029	72.4112426035503	0.9959480312401604	0.995948031240156	Q2
GSE131907	NS_16	79	79	11.39240506329114	11.3924050632911	0.1031375586066322	0.103137558606632	Q1
GSE131907	NS_17	1112	1112	88.21942446043165	88.2194244604317	2.300820123330216	2.30082012333022	Q3
GSE131907	NS_19	755	755	67.1523178807947	67.1523178807947	1.0082934839931024	1.0082934839931	Q2
GSE205335	P0031	319	319	59.2476489028213	59.2476489028213	1.03210740001313	1.03210740001313	Q2
GSE205335	P1006	1282	1282	74.1809672386895	74.1809672386895	1.45441994167518	1.45441994167518	Q3
GSE205335	P1015	291	291	41.5807560137457	41.5807560137457	1.01379491643033	1.01379491643033	Q1
GSE205335	P1016	5336	5336	82.6461769115442	82.6461769115442	1.69304935632742	1.69304935632742	Q4
GSE205335	P1017	2186	2186	64.3183897529735	64.3183897529735	1.55462084717452	1.55462084717452	Q3
GSE205335	P1018	1180	1180	67.0338983050847	67.0338983050847	2.10443933372545	2.10443933372545	Q3
GSE205335	P1025	980	980	92.8571428571429	92.8571428571429	2.31069442860223	2.31069442860223	Q4
GSE205335	P1027	1318	1318	78.0728376327769	78.0728376327769	2.17399784893951	2.17399784893951	Q3
GSE205335	P1030	603	603	61.6915422885572	61.6915422885572	1.48410735953157	1.48410735953157	Q3
GSE205335	P1037	3671	3671	86.0528466357941	86.0528466357941	1.19727181814975	1.19727181814975	Q4
GSE205335	P1056	2386	2386	49.7066219614417	49.7066219614417	0.996685692136604	0.996685692136604	Q2
GSE205335	P1062	188	188	45.2127659574468	45.2127659574468	1.37911187125204	1.37911187125204	Q1
GSE205335	P1063	131	131	35.1145038167939	35.1145038167939	0.692850004756864	0.692850004756864	Q1
GSE205335	P1072	406	406	58.8669950738916	58.8669950738916	1.47284263818116	1.47284263818116	Q2
GSE205335	P1076	849	849	59.3639575971731	59.3639575971731	1.30621351041308	1.30621351041308	Q2
GSE205335	P1079	543	543	51.3812154696133	51.3812154696133	1.17643176882325	1.17643176882325	Q2
GSE205335	P1084	196	196	86.734693877551	86.734693877551	2.98159000218484	2.98159000218484	Q4
GSE205335	P1089	1063	1063	87.7704609595484	87.7704609595484	2.27182772593754	2.27182772593754	Q4
GSE205335	P1090	566	566	38.1625441696113	38.1625441696113	0.744988766586046	0.744988766586046	Q1
GSE205335	P1115	3769	3769	88.8829928362961	88.8829928362961	1.36793347316764	1.36793347316764	Q4
GSE205335	P1119	1222	1222	36.088379705401	36.088379705401	0.867936628428789	0.867936628428789	Q1
GSE205335	P4001	27	27	48.1481481481481	48.1481481481481	0.806690964854553	0.806690964854553	Q1
GSE189357	TD1	2186	2186	56.1299176578225	56.1299176578225	0.9674971541301648	0.967497154130165	Q3
GSE189357	TD2	1207	1207	35.62551781275891	35.6255178127589	0.5306434754503818	0.530643475450382	Q1
GSE189357	TD3	664	664	48.04216867469879	48.0421686746988	0.6981268538447051	0.698126853844705	Q3
GSE189357	TD4	491	491	30.346232179226067	30.3462321792261	0.5108686257635009	0.510868625763501	Q1
GSE189357	TD5	1736	1736	36.86635944700461	36.8663594470046	0.5360227792318812	0.536022779231881	Q2
GSE189357	TD6	1211	1211	63.501238645747314	63.5012386457473	1.13970175467227	1.13970175467227	Q4
GSE189357	TD7	849	849	36.63133097762073	36.6313309776207	0.4511173921656661	0.451117392165666	Q1
GSE189357	TD8	1019	1019	45.338567222767416	45.3385672227674	0.6825880840310956	0.682588084031096	Q2
GSE189357	TD9	4889	4889	78.56412354264675	78.5641235426468	1.286821189923943	1.28682118992394	Q4
