cohort	n_high	n_low	median_TNK_high	median_TNK_low	rank_biserial	p_mw	cldn4_median
GSE127465	4	3	0.2958346741302282	0.2860072376357057	0.0	1.0	0.32125240564346313
GSE148071	13	12	0.10596026490066225	0.047171544359647495	0.2564102564102564	0.2888443663464849	1.4660454988479614
