cohort	patient	receiver	ligand	receptor	lr_class	axis	expect	n_mal	n_high	n_low	n_recv	cpdb_high	cpdb_low	d_cpdb	conn_high	conn_low	d_conn	liana_rho_high	liana_rho_low	d_liana	d_spec	cpdb_p_high	cpdb_p_low	cpdb_q_high	cpdb_q_low
GSE123902	LX255B	TNK	F11R	F11R	barrier_exclusion	F11R-F11R	high>low	228	57	57	1583	0.2736510932445526	0.2736510932445526	0.0	0.06823641061782837	0.06823641061782837	0.0	1.0	1.0	0.0	0.0	0.003	0.003	0.003	0.003
GSE123902	LX255B	TNK	F11R	ITGAL_ITGB2	barrier_exclusion	F11R-LFA1	high>low	228	57	57	1583	0.2736510932445526	0.2736510932445526	0.0	0.06823641061782837	0.06823641061782837	0.0	1.0	1.0	0.0	0.0	0.003	0.003	0.003	0.003
GSE123902	LX255B	TNK	NECTIN2	TIGIT	barrier_exclusion	NECTIN2-TIGIT	high>low	228	57	57	1583	0.2736510932445526	0.2736510932445526	0.0	0.06823641061782837	0.06823641061782837	0.0	1.0	1.0	0.0	0.0	0.003	0.003	0.003	0.003
GSE123902	LX255B	TNK	NECTIN2	CD96	barrier_exclusion	NECTIN2-CD96	high>low	228	57	57	1583	0.2736510932445526	0.2736510932445526	0.0	0.06823641061782837	0.06823641061782837	0.0	1.0	1.0	0.0	0.0	0.003	0.003	0.003	0.003
GSE123902	LX255B	TNK	PVR	TIGIT	barrier_exclusion	PVR-TIGIT	high>low	228	57	57	1583	0.2736510932445526	0.2736510932445526	0.0	0.06823641061782837	0.06823641061782837	0.0	1.0	1.0	0.0	0.0	0.003	0.003	0.003	0.003
GSE123902	LX255B	TNK	PVR	CD96	barrier_exclusion	PVR-CD96	high>low	228	57	57	1583	0.2736510932445526	0.2736510932445526	0.0	0.06823641061782837	0.06823641061782837	0.0	1.0	1.0	0.0	0.0	0.003	0.003	0.003	0.003
GSE123902	LX255B	TNK	CDH1	CDH1	barrier_exclusion	CDH1-CDH1	high>low	228	57	57	1583	0.2736510932445526	0.2736510932445526	0.0	0.06823641061782837	0.06823641061782837	0.0	1.0	1.0	0.0	0.0	0.003	0.003	0.003	0.003
GSE123902	LX255B	TNK	CDH1	ITGAE_ITGB7	barrier_exclusion	CDH1-integrin	high>low	228	57	57	1583	0.2736510932445526	0.2736510932445526	0.0	0.06823641061782837	0.06823641061782837	0.0	1.0	1.0	0.0	0.0	0.003	0.003	0.003	0.003
GSE123902	LX255B	TNK	CDH1	KLRG1	barrier_exclusion	CDH1-KLRG1	high>low	228	57	57	1583	0.2736510932445526	0.2736510932445526	0.0	0.06823641061782837	0.06823641061782837	0.0	1.0	1.0	0.0	0.0	0.003	0.003	0.003	0.003
GSE123902	LX255B	TNK	LGALS9	HAVCR2	barrier_exclusion	LGALS9-TIM3	high>low	228	57	57	1583	0.2736510932445526	0.2736510932445526	0.0	0.06823641061782837	0.06823641061782837	0.0	1.0	1.0	0.0	0.0	0.003	0.003	0.003	0.003
