receiver	ligand	receptor	lr_class	axis	expect	n_cpdb	mean_d_cpdb	p_cpdb	cohort_sign_cpdb	n_conn	mean_d_conn	p_conn	cohort_sign_conn	n_liana	mean_d_liana	p_liana	cohort_sign_liana	n	n_GSE123902	n_GSE131907	n_GSE205335	n_GSE189357	q_cpdb	q_conn	q_liana	consensus_z	consensus_call	supports	support_score	sig_methods
MYE	CD47	SIRPA	barrier_exclusion	CD47-SIRPA	high>low	64	0.14146146643906832	2.0129735583484863e-10	GSE123902:+;GSE131907:+;GSE189357:+;GSE205335:+	64	0.08710044139297679	1.097216135400768e-09	GSE123902:+;GSE131907:+;GSE189357:+;GSE205335:+	64	0.16047402837451696	1.6398092273155469e-09	GSE123902:+;GSE131907:+;GSE189357:+;GSE205335:+	64	13	21	21	9	4.2272444725318214e-09	2.304153884341613e-08	3.4435993773626484e-08	10.672268961456927	high>low	barrier_exclusion	10.672268961456927	cpdb+conn+liana
MYE	F11R	F11R	barrier_exclusion	F11R-F11R	high>low	64	0.09749591327272356	3.852338441924463e-08	GSE123902:+;GSE131907:+;GSE189357:+;GSE205335:+	64	0.03117989451129688	5.6831495550167054e-08	GSE123902:+;GSE131907:+;GSE189357:+;GSE205335:+	64	0.20007064618784787	1.7960425459576054e-07	GSE123902:+;GSE131907:+;GSE189357:+;GSE205335:+	64	13	21	21	9	4.0449553640206866e-07	5.967307032767541e-07	1.8858446732554856e-06	9.321482368713715	high>low	barrier_exclusion	9.321482368713715	cpdb+conn+liana
MYE	CD24	SIGLEC10	barrier_exclusion	CD24-SIGLEC10	high>low	64	0.1332274202723056	4.5806275891795656e-07	GSE123902:+;GSE131907:+;GSE189357:+;GSE205335:+	64	0.043087502497655805	5.270620691311825e-07	GSE123902:+;GSE131907:+;GSE189357:+;GSE205335:+	64	0.14662414267698717	3.5058883953076656e-07	GSE123902:+;GSE131907:+;GSE189357:+;GSE205335:+	64	13	21	21	9	3.206439312425696e-06	3.6894344839182773e-06	2.454121876715366e-06	8.748752270702184	high>low	barrier_exclusion	8.748752270702184	cpdb+conn+liana
MYE	F11R	ITGAL_ITGB2	barrier_exclusion	F11R-LFA1	high>low	63	0.09561072254464739	1.05858385264859e-06	GSE123902:+;GSE131907:+;GSE189357:+;GSE205335:+	63	0.03431271536955758	1.05858385264859e-06	GSE123902:+;GSE131907:+;GSE189357:+;GSE205335:+	63	0.21978304446212357	2.0388923528624535e-06	GSE123902:+;GSE131907:+;GSE189357:+;GSE205335:+	63	12	21	21	9	5.557565226405098e-06	5.557565226405098e-06	1.0704184852527882e-05	8.377570231498092	high>low	barrier_exclusion	8.377570231498092	cpdb+conn+liana
MYE	CDH1	ITGAE_ITGB7	barrier_exclusion	CDH1-integrin	high>low	63	0.08219712050188155	8.29809930635731e-06	GSE123902:+;GSE131907:+;GSE189357:+;GSE205335:+	63	0.029083339260920646	8.29809930635731e-06	GSE123902:+;GSE131907:+;GSE189357:+;GSE205335:+	63	0.1617119158500308	8.29809930635731e-06	GSE123902:+;GSE131907:+;GSE189357:+;GSE205335:+	63	12	21	21	9	3.4852017086700704e-05	3.4852017086700704e-05	3.4852017086700704e-05	7.720348022265943	high>low	barrier_exclusion	7.720348022265943	cpdb+conn+liana
MYE	LGALS9	HAVCR2	barrier_exclusion	LGALS9-TIM3	high>low	64	0.04394996468909085	0.0001329999419018156	GSE123902:+;GSE131907:+;GSE189357:+;GSE205335:+	64	0.026203979941783473	0.0002971641034844258	GSE123902:+;GSE131907:+;GSE189357:+;GSE205335:+	64	0.16097681656798243	6.256807544676236e-05	GSE123902:+;GSE131907:+;GSE189357:+;GSE205335:+	64	13	21	21	9	0.0004654997966563546	0.0010400743621954904	0.0002189882640636683	6.605756607789036	high>low	barrier_exclusion	6.605756607789036	cpdb+conn+liana
MYE	LGALS9	CD44	barrier_exclusion	LGALS9-CD44	high>low	64	0.12174147763289511	0.0004498510581506042	GSE123902:+;GSE131907:+;GSE189357:+;GSE205335:+	64	0.07679959099914413	0.00043379745309965397	GSE123902:+;GSE131907:+;GSE189357:+;GSE205335:+	64	0.17021890743512097	0.000781009453617128	GSE123902:+;GSE131907:+;GSE189357:+;GSE205335:+	64	13	21	21	9	0.0011808590276453361	0.001301392359298962	0.002343028360851384	5.9969520746794185	high>low	barrier_exclusion	5.9969520746794185	cpdb+conn+liana
MYE	LGALS9	PTPRC	barrier_exclusion	LGALS9-CD45	high>low	64	0.07325769076123834	0.0003887877875099616	GSE123902:+;GSE131907:+;GSE189357:+;GSE205335:+	64	0.04495000281895045	0.0008232379913983508	GSE123902:+;GSE131907:+;GSE189357:+;GSE205335:+	64	0.16320928211122548	0.0010127502662588958	GSE123902:+;GSE131907:+;GSE189357:+;GSE205335:+	64	13	21	21	9	0.001166363362529885	0.002160999727420671	0.0026584694489296015	5.8770801996319655	high>low	barrier_exclusion	5.8770801996319655	cpdb+conn+liana
MYE	MIF	CD74	barrier_exclusion	MIF-CD74	high>low	64	0.04917890951037407	0.00825241269619156	GSE123902:+;GSE131907:-;GSE189357:+;GSE205335:+	64	0.36271523404866457	0.011475461967872603	GSE123902:+;GSE131907:-;GSE189357:+;GSE205335:+	64	0.016947796136723745	0.1620998140776806	GSE123902:+;GSE131907:-;GSE189357:+;GSE205335:-	64	13	21	21	9	0.017330066662002278	0.026776077925036074	0.28367467463594104	3.791739388480755	high>low	barrier_exclusion	3.791739388480755	cpdb+conn
MYE	CX3CL1	CX3CR1	recruit_effector	CX3CL1-CX3CR1	low>high	56	0.008702616872532027	0.017960477526078766	GSE123902:0;GSE131907:+;GSE189357:0;GSE205335:+	56	0.002578949921631387	0.017960477526078766	GSE123902:0;GSE131907:+;GSE189357:0;GSE205335:+	56	0.024431991329140985	0.10880943004054568	GSE123902:0;GSE131907:+;GSE189357:0;GSE205335:0	56	13	17	17	9	0.03428818436796855	0.037717002804765414	0.2538886700946066	3.658340304028444	high>low	recruitment_from_high	-3.658340304028444	cpdb+conn
TNK	NECTIN2	CD96	barrier_exclusion	NECTIN2-CD96	high>low	64	0.14162136788945645	6.54758898996535e-11	GSE123902:+;GSE131907:+;GSE189357:+;GSE205335:+	64	0.1263910288180341	7.259972123432285e-11	GSE123902:+;GSE131907:+;GSE189357:+;GSE205335:+	64	0.24197775157682785	1.1632013297286831e-09	GSE123902:+;GSE131907:+;GSE189357:+;GSE205335:+	64	13	21	21	9	2.0297525868892584e-09	2.250591358264008e-09	3.605924122158918e-08	11.045341095945671	high>low	barrier_exclusion	11.045341095945671	cpdb+conn+liana
TNK	NECTIN2	TIGIT	barrier_exclusion	NECTIN2-TIGIT	high>low	63	0.12631470426207497	5.581734167814e-10	GSE123902:+;GSE131907:+;GSE189357:+;GSE205335:+	63	0.1145488574051313	4.690293921300863e-10	GSE123902:+;GSE131907:+;GSE189357:+;GSE205335:+	63	0.19804640664344197	6.081015501953042e-08	GSE123902:+;GSE131907:+;GSE189357:+;GSE205335:+	63	13	20	21	9	8.6516879601117e-09	7.2699555780163375e-09	6.28371601868481e-07	10.30416870453993	high>low	barrier_exclusion	10.30416870453993	cpdb+conn+liana
TNK	CDH1	ITGAE_ITGB7	barrier_exclusion	CDH1-integrin	high>low	64	0.14973800664301962	3.5229504763988177e-09	GSE123902:+;GSE131907:+;GSE189357:+;GSE205335:+	64	0.08499473737174412	3.5229504763988177e-09	GSE123902:+;GSE131907:+;GSE189357:+;GSE205335:+	64	0.18249532849167277	5.672640465226169e-08	GSE123902:+;GSE131907:+;GSE189357:+;GSE205335:+	64	13	21	21	9	3.640382158945445e-08	3.640382158945445e-08	6.28371601868481e-07	9.953029957896312	high>low	barrier_exclusion	9.953029957896312	cpdb+conn+liana
TNK	F11R	ITGAL_ITGB2	barrier_exclusion	F11R-LFA1	high>low	64	0.11771566688548774	3.0299302322579934e-08	GSE123902:+;GSE131907:+;GSE189357:+;GSE205335:+	64	0.09395543593927869	2.048043618469586e-08	GSE123902:+;GSE131907:+;GSE189357:+;GSE205335:+	64	0.1648042055200572	9.501115411967261e-07	GSE123902:+;GSE131907:+;GSE189357:+;GSE205335:+	64	13	21	21	9	2.3481959299999448e-07	1.5872338043139291e-07	7.3633644442746274e-06	9.266062448556317	high>low	barrier_exclusion	9.266062448556317	cpdb+conn+liana
TNK	CDH1	KLRG1	barrier_exclusion	CDH1-KLRG1	high>low	64	0.11950906552374363	5.388790737562247e-07	GSE123902:+;GSE131907:+;GSE189357:+;GSE205335:+	64	0.06372268913401058	5.388790737562247e-07	GSE123902:+;GSE131907:+;GSE189357:+;GSE205335:+	64	0.1462529895365507	9.470373486604966e-06	GSE123902:+;GSE131907:+;GSE189357:+;GSE205335:+	64	13	21	21	9	3.3410502572885934e-06	3.3410502572885934e-06	5.871631561695079e-05	8.344315056652462	high>low	barrier_exclusion	8.344315056652462	cpdb+conn+liana
TNK	PVR	CD96	barrier_exclusion	PVR-CD96	high>low	63	0.06277666548414836	2.4760752880719534e-06	GSE123902:+;GSE131907:+;GSE189357:+;GSE205335:+	63	0.022585589168888944	5.988302581896325e-06	GSE123902:+;GSE131907:+;GSE189357:+;GSE205335:+	63	0.024634594232152935	0.02276874371892181	GSE123902:+;GSE131907:+;GSE189357:+;GSE205335:+	63	13	20	21	9	9.594791741278819e-06	2.0626375559865117e-05	0.054294696560505847	6.647717618556727	high>low	barrier_exclusion	6.647717618556727	cpdb+conn
