cohort	contrast	term	es	nes	nom_p	n_set_in_rank	lead_genes	n_high	n_low	strict_luad	n_cohort	primary_family	story_positive	eligible_max	q_primary	q_locked
OncoSG	q4_vs_q1_welch	A8::GOBP_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	0.37900084040729864	1.4773524046578779	0.012987012987012988	46	CHAF1B,MICALL2,CLDN4,CLDN7,MARVELD3,CLDN9,CLDN1,GRHL2,CLDN3,OCEL1,CLDN16,CLDN8,CLDN6	43	43	True	169	True	True	True	0.016130146449295387	0.014927601134497686
OncoSG	q4_vs_q1_welch	A8::GOBP_TIGHT_JUNCTION_ORGANIZATION	0.2427617017829937	1.0692344698383769	0.11788211788211789	79	MICALL2,CLDN4,LSR,CLDN7,MARVELD3,ILDR1,CLDN9,CLDN1,GRHL2,CLDN3,PATJ,EPHA2,CLDN12,OCEL1,CLDN16,NPHP1,IKBKB,CLDN8,CLDN6	43	43	True	169	True	True	True	0.12370999786730123	0.12408643987591357
OncoSG	q4_vs_q1_welch	A8::HALLMARK_APICAL_JUNCTION	-0.3114426396248594	-1.5005176162310376	0.001998001998001998	197	ACTN3,NF2,RHOF,ADAM9,SGCE,TRAF1,AMIGO1,TJP1,PKD1,MAP4K2,SYMPK,LIMA1,ACTN1,PCDH1,NF1,ACTN2,CAP1,CALB2,MSN,AKT2	43	43	True	169	True	False	False	0.0028360697053706175	0.002529116453167086
OncoSG	q4_vs_q1_welch	A8::KEGG_TIGHT_JUNCTION	-0.21389566469118113	-1.0057551351144705	0.2897102897102897	168	SYMPK,RHOA,ACTN1,TIAM1,RAP1A,MYL2,ARPC4,MSN,MAP2K7,TUBA1A,RAPGEF6,CLDN18,ITGB1,RAPGEF2,PRKACA,MYH9,CD1B,RDX,CD1C,ACTR3	43	43	True	169	True	False	False	0.2922131863816529	0.29263665627301993
OncoSG	q4_vs_q1_welch	ENRICHR_GOBP2023::Apical Junction Assembly (GO:0043297)	0.3225621180556148	1.3155188324587512	0.030969030969030968	53	CHAF1B,MICALL2,CLDN4,CLDN7,MARVELD3,CLDN9,CLDN1,GRHL2,CLDN3,OCEL1,CLDN16,CLDN8,CLDN6,FBF1	43	43	True	169	True	True	True	0.03689422822075883	
OncoSG	q4_vs_q1_welch	ENRICHR_GOBP2023::Bicellular Tight Junction Assembly (GO:0070830)	0.37900084040729864	1.4773524046578779	0.012987012987012988	46	CHAF1B,MICALL2,CLDN4,CLDN7,MARVELD3,CLDN9,CLDN1,GRHL2,CLDN3,OCEL1,CLDN16,CLDN8,CLDN6	43	43	True	169	True	True	True	0.016130146449295387	
OncoSG	q4_vs_q1_welch	ENRICHR_GOBP2023::Cell-Cell Junction Assembly (GO:0007043)	-0.34601784174561506	-1.4113365285259118	0.013986013986013986	69	TJP1,GJA1,WDR1,RHOA,RAMP2,CDH22,PAK2,CDH2,GJD3,CDH17,CTNND2,SMAD7,FLCN,VCL,CDH6,CDH11,TLN2,PIP5K1C,CLDN11,CDH13	43	43	True	169	True	False	False	0.0173248502160969	
OncoSG	q4_vs_q1_welch	ENRICHR_GOBP2023::Cell-Cell Junction Organization (GO:0045216)	-0.32552800512396585	-1.3156760400604026	0.04995004995004995	67	CDH22,LIMS1,CDH2,CDH17,CTNND2,CSK,TGFB1,FLCN,MYADM,CDH6,CDH11,TLN2,CD177,F2R,NLGN4X,CDH13,CSF1R,TGFB3,GJA4,CDH5	43	43	True	169	True	False	False	0.056618139142410984	
OncoSG	q4_vs_q1_welch	ENRICHR_GOBP2023::Protein Localization To Cell-Cell Junction (GO:0150105)	0.33017467603319406	0.9775576244123223	0.21978021978021978	15	CHAF1B,LSR,ILDR1	43	43	True	169	True	True	True	0.22312470138557097	
OncoSG	q4_vs_q1_welch	ENRICHR_GOBP2023::Regulation Of Bicellular Tight Junction Assembly (GO:2000810)	-0.4343894184726768	-1.2345696511075515	0.09290709290709291	15	PRKACA,SNAI2,TNF,ROCK1,ROCK2,MYO1C,PRKCH	43	43	True	169	True	False	False	0.10043428793428795	
