endpoint	endpoint_family	subset	covariate_class	k	rho	se_z	p	i2	model	ci_low	ci_high	n_sum	cohorts	min_rho	max_rho	abs_rho
cytotoxic6_zmean	CD8	all	none	6	-0.30773209841316657	0.03036865322294442	1.154452623721244e-25	0.1476415821896356	DL random	-0.360586421233555	-0.2529077879297529	1398	GSE273377_validation,GSE282774,GSE31210,GSE68465,GSE72094,OncoSG	-0.41095917657003633	-0.11673690362668801	0.30773209841316657
cytotoxic6_zmean	CD8	all	composition	6	-0.27593245750619444	0.026977806394251295	8.614442555298239e-26	0.0	DL random	-0.32403546402865635	-0.22640636107304946	1398	GSE273377_validation,GSE282774,GSE31210,GSE68465,GSE72094,OncoSG	-0.3451654504460709	-0.11543386425599055	0.27593245750619444
immune8_zmean	ImmuneScore	all	none	6	-0.26475223841343853	0.02954405828188285	4.314248988127622e-20	0.11405528434621885	DL random	-0.3177273954940805	-0.21012938527425468	1398	GSE273377_validation,GSE282774,GSE31210,GSE68465,GSE72094,OncoSG	-0.3872333548804137	-0.17905810698575778	0.26475223841343853
CD8A	CD8	all	none	6	-0.2629211673650516	0.04399645798021681	9.376770815147855e-10	0.5444731837603508	DL random	-0.34122243512606065	-0.18099621529461535	1398	GSE273377_validation,GSE282774,GSE31210,GSE68465,GSE72094,OncoSG	-0.4232842456237844	-0.15154078319660583	0.2629211673650516
CD8A_CD8B_zmean	CD8	all	none	5	-0.2600033802631119	0.04489412757032355	3.0749414742882282e-09	0.36201690114707347	DL random	-0.340009176860933	-0.1762610037147107	955	GSE273377_validation,GSE282774,GSE31210,GSE72094,OncoSG	-0.3944984717977217	-0.1793151664002703	0.2600033802631119
cytotoxic6_zmean	CD8	all	cosine_purity	4	-0.2523933169546668	0.04045640674696196	1.812672398306691e-10	0.39228892406394517	DL random	-0.32502942067022006	-0.17679682895256063	1171	GSE273377_validation,GSE31210,GSE68465,GSE72094	-0.3282244095017687	-0.18612282112537107	0.2523933169546668
cytotoxic6_zmean	CD8	all	estimate_score	4	-0.2523933169546668	0.040456406746961965	1.8126723983067028e-10	0.3922889240639455	DL random	-0.3250294206702201	-0.1767968289525606	1171	GSE273377_validation,GSE31210,GSE68465,GSE72094	-0.32822440950176873	-0.18612282112537107	0.2523933169546668
cytotoxic6_zmean	CD8	high_tumor	estimate_score	3	-0.24921663884013315	0.06021812519364922	2.3621019510213672e-05	0.47131406500761763	DL random	-0.3562662173821967	-0.13570958988149234	556	GSE31210,GSE68465,GSE72094	-0.3350531205819119	-0.1606187253001951	0.24921663884013315
cytotoxic6_zmean	CD8	high_tumor	cosine_purity	3	-0.2492166388401331	0.06021812519364919	2.36210195102135e-05	0.47131406500761713	DL random	-0.3562662173821966	-0.13570958988149234	556	GSE31210,GSE68465,GSE72094	-0.3350531205819118	-0.16061872530019508	0.2492166388401331
cytotoxic6_zmean	CD8	high_tumor	none	4	-0.24909197963309743	0.058114287855309414	1.1958310059681939e-05	0.49812734938975445	DL random	-0.3525444813816227	-0.13962449034667684	643	GSE31210,GSE68465,GSE72094,OncoSG	-0.43803309761609677	-0.15613083260142083	0.24909197963309743
immune8_zmean	ImmuneScore	all	composition	6	-0.2255342878320019	0.029267162556218366	4.4751100421821244e-15	0.0995165411142076	DL random	-0.27922558990156554	-0.17043710582231128	1398	GSE273377_validation,GSE282774,GSE31210,GSE68465,GSE72094,OncoSG	-0.3551052291342024	-0.1557489263618937	0.2255342878320019
cytotoxic6_zmean	CD8	high_tumor	composition	5	-0.21353383606756743	0.04972062004480966	1.2900028435522244e-05	0.34455244108171795	DL random	-0.3043636129402352	-0.11885600377338748	695	GSE273377_discovery,GSE31210,GSE68465,GSE72094,OncoSG	-0.3187910305152147	-0.000775104906331258	0.21353383606756743
immune8_zmean	ImmuneScore	high_tumor	none	4	-0.2109854181088258	0.0750547549058778	0.004317944921671822	0.6976567683549185	DL random	-0.34636481408560615	-0.06699732043252533	643	GSE31210,GSE68465,GSE72094,OncoSG	-0.43429685791353784	-0.0641989171400936	0.2109854181088258
CD8A	CD8	high_tumor	none	4	-0.20184718190080628	0.07251649505050903	0.004769256628428295	0.6760802425675558	DL random	-0.33352316275220906	-0.06244636508956612	643	GSE31210,GSE68465,GSE72094,OncoSG	-0.4176933731865568	-0.06005203064026592	0.20184718190080628
CD8A_CD8B_zmean	CD8	all	composition	6	-0.19696226320761537	0.04516889848646193	9.947526853418837e-06	0.42653634508526	DL random	-0.2803847943749106	-0.11058668095855094	1058	GSE273377_discovery,GSE273377_validation,GSE282774,GSE31210,GSE72094,OncoSG	-0.4206905605497851	-0.05833304630272195	0.19696226320761537
CD8A	CD8	all	composition	7	-0.196902874274809	0.03811077662496653	1.650192060173296e-07	0.43969590115764007	DL random	-0.26753249789045863	-0.12416859474963984	1501	GSE273377_discovery,GSE273377_validation,GSE282774,GSE31210,GSE68465,GSE72094,OncoSG	-0.4418049043461996	-0.027737006104698713	0.196902874274809
estimate_immune141	ImmuneScore	all	none	6	-0.19192462210687378	0.06101008428689305	0.0014461047843947136	0.7435089337600591	DL random	-0.3039919765440806	-0.07461811255324911	1332	GSE273377_discovery,GSE273377_validation,GSE282774,GSE31210,GSE68465,GSE72094	-0.3124980774554739	-0.027501434817860264	0.19192462210687378
CD8A_CD8B_zmean	CD8	high_tumor	none	4	-0.18817372345241073	0.09674110615595077	0.04900066665455815	0.7351496699174127	DL random	-0.36275285014907926	-0.0008340903965114091	473	GSE273377_discovery,GSE31210,GSE72094,OncoSG	-0.4334584821754027	-0.04251686160676171	0.18817372345241073
CD8B	CD8	all	none	6	-0.1868599718349328	0.06173038245127391	0.002191136574354719	0.6906637340718921	DL random	-0.3005015694007601	-0.06798717501481402	1058	GSE273377_discovery,GSE273377_validation,GSE282774,GSE31210,GSE72094,OncoSG	-0.3547585898264632	-0.019341156290203113	0.1868599718349328
CD8A	CD8	high_tumor	composition	5	-0.1711337340384437	0.05429779364438197	0.001457159677312538	0.44282866294593665	DL random	-0.27221643502672177	-0.06631518103345513	695	GSE273377_discovery,GSE31210,GSE68465,GSE72094,OncoSG	-0.30890868160738805	-0.024000160962900637	0.1711337340384437
immune8_zmean	ImmuneScore	high_tumor	composition	5	-0.17079921734847048	0.05709518339319049	0.002518651239212491	0.4935355469201823	DL random	-0.276967193239173	-0.06051125887216005	695	GSE273377_discovery,GSE31210,GSE68465,GSE72094,OncoSG	-0.32096189943654213	-0.031900638469143684	0.17079921734847048
CD8A_CD8B_zmean	CD8	high_tumor	composition	4	-0.17065079495415314	0.07706018901604895	0.025326009275635143	0.5787991447330121	DL random	-0.31255279991841234	-0.021298486112230466	473	GSE273377_discovery,GSE31210,GSE72094,OncoSG	-0.325461474083426	-0.017582256618775566	0.17065079495415314
CD8B	CD8	all	composition	6	-0.16696507412126171	0.04482157241827069	0.00016970201234389905	0.4185010297316231	DL random	-0.2509175156546466	-0.0805197052233874	1058	GSE273377_discovery,GSE273377_validation,GSE282774,GSE31210,GSE72094,OncoSG	-0.3617983203163812	-0.05744024413163735	0.16696507412126171
CD8B	CD8	high_tumor	none	4	-0.15185093076319142	0.09143479259757414	0.09418936065564515	0.7033373857669264	DL random	-0.32053513957810015	0.026168413233367063	473	GSE273377_discovery,GSE31210,GSE72094,OncoSG	-0.411751840781512	-0.041915794856971327	0.15185093076319142
CD8A	CD8	high_tumor	estimate_score	3	-0.15175299611459825	0.07041145918672576	0.02985504432551425	0.611220404765133	DL random	-0.28299809478016535	-0.01492923340708616	556	GSE31210,GSE68465,GSE72094	-0.22290049121356464	-0.026382588000981373	0.15175299611459825
CD8A	CD8	high_tumor	cosine_purity	3	-0.15175299611459825	0.07041145918672576	0.02985504432551425	0.6112204047651331	DL random	-0.28299809478016535	-0.01492923340708616	556	GSE31210,GSE68465,GSE72094	-0.22290049121356464	-0.026382588000981352	0.15175299611459825
estimate_immune141	ImmuneScore	all	composition	6	-0.14702222979221152	0.03962629392071535	0.00018600400327929277	0.40283167649848	DL random	-0.22200266847636246	-0.0703131770125562	1332	GSE273377_discovery,GSE273377_validation,GSE282774,GSE31210,GSE68465,GSE72094	-0.34790705912588094	-0.04658329369000928	0.14702222979221152
CD8A	CD8	all	estimate_score	5	-0.14637764900182826	0.049110993940541886	0.0026811273175331544	0.5637884394716867	DL random	-0.23898044957648978	-0.05113632583731293	1229	GSE273377_validation,GSE282774,GSE31210,GSE68465,GSE72094	-0.4429151547921953	-0.014619838603028016	0.14637764900182826
CD8A	CD8	all	cosine_purity	5	-0.14570839476994904	0.04944697166099736	0.002998568360231219	0.5693586752074632	DL random	-0.2389565610310508	-0.049797401053466285	1229	GSE273377_validation,GSE282774,GSE31210,GSE68465,GSE72094	-0.4429151547921954	-0.00584170924338862	0.14570839476994904
CD8A_CD8B_zmean	CD8	all	estimate_score	4	-0.13109510050187836	0.06665008879252127	0.04789475976894895	0.5929230225533693	DL random	-0.256619028869731	-0.0012221634616505206	786	GSE273377_validation,GSE282774,GSE31210,GSE72094	-0.42096179111831544	-0.013166744943390124	0.13109510050187836
CD8A_CD8B_zmean	CD8	all	cosine_purity	4	-0.13002971732893867	0.06706781412592963	0.05119773158010331	0.5977371590688297	DL random	-0.25637133916712146	0.0006804217706984576	786	GSE273377_validation,GSE282774,GSE31210,GSE72094	-0.4209617911183156	-0.004689590032753618	0.13002971732893867
estimate_immune141	ImmuneScore	high_tumor	composition	3	-0.1293211807238753	0.0823745029042121	0.11439152570769168	0.5298162771276209	DL random	-0.28351527106155944	0.03139131831668829	387	GSE273377_discovery,GSE31210,GSE68465	-0.3270173384274889	-0.021601042596091996	0.1293211807238753
CD8B	CD8	high_tumor	composition	4	-0.1268836055699009	0.07011921720497527	0.0688585269438766	0.494615838886508	DL random	-0.2589683871251285	0.009859642488289732	473	GSE273377_discovery,GSE31210,GSE72094,OncoSG	-0.3068020123677893	-0.014068145613852183	0.1268836055699009
CD8B	CD8	all	cosine_purity	4	-0.0924859366556916	0.05418042681713753	0.08691672124560886	0.472487102472085	DL random	-0.1963589794513676	0.01343988020226849	831	GSE273377_discovery,GSE273377_validation,GSE31210,GSE72094	-0.3604536151271871	-0.0038473031654047414	0.0924859366556916
CD8B	CD8	all	estimate_score	5	-0.08167487446815165	0.04580007753857218	0.07389346488703677	0.3191023091472214	DL random	-0.16995829644294919	0.007909120850658938	889	GSE273377_discovery,GSE273377_validation,GSE282774,GSE31210,GSE72094	-0.3604536151271871	-0.008068286092855592	0.08167487446815165
estimate_immune141	ImmuneScore	high_tumor	none	3	-0.07168118417094989	0.051502620262460476	0.16326084370819627	0.0	DL random	-0.17104951916486896	0.02913070191950749	386	GSE273377_discovery,GSE31210,GSE72094	-0.1787757192862631	-0.019972872914049384	0.07168118417094989
