cohort	strict_luad	n_cohort	platform	endpoint	endpoint_family	n_genes	genes_used	subset	covariate_class	covariate_name	n	rho	p	story_negative	primary_family	eligible_max	q_primary
GSE273377_discovery	True	103	RNA-seq log2 CPM	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	high_tumor	composition	stromal9_zmean	52	-0.000775104906331258	0.9956929401255511	True	True	True	0.9986067340542922
GSE273377_discovery	True	103	RNA-seq log2 CPM	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	52	0.3756412920551623	0.006600084350686944	False	True	False	0.01971670768053315
GSE273377_discovery	True	103	RNA-seq log2 CPM	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	52	0.35277381018650655	0.011114992214862653	False	True	False	0.027324355861537353
GSE273377_discovery	True	103	RNA-seq log2 CPM	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	high_cosine_purity	none	none	52	0.2923247673525143	0.03547308102602002	False	True	False	0.06976372601783938
GSE273377_discovery	True	103	RNA-seq log2 CPM	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	high_cosine_purity	composition	stromal9_zmean	52	0.19887639672728283	0.16179149909301366	False	True	False	0.25799184990507584
GSE273377_discovery	True	103	RNA-seq log2 CPM	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	high_cosine_purity	cosine_purity	ESTIMATE_cosine_TumorPurity	52	0.36997766955044276	0.007535155014755582	False	True	False	0.02142526004195563
GSE273377_discovery	True	103	RNA-seq log2 CPM	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	high_cosine_purity	estimate_score	ESTIMATEScore_stromal_plus_immune	52	0.35367916585878817	0.010895444044618029	False	True	False	0.02706657678452479
GSE273377_discovery	True	103	RNA-seq log2 CPM	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	all	none	none	103	0.09647234547291657	0.3323447531375562	False	True	False	0.47535370751795913
GSE273377_discovery	True	103	RNA-seq log2 CPM	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	all	composition	stromal9_zmean	103	0.030181344270721097	0.7633164976040872	False	True	False	0.8547122824881828
GSE273377_discovery	True	103	RNA-seq log2 CPM	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	all	cosine_purity	ESTIMATE_cosine_TumorPurity	103	0.16291608194158833	0.1018305253197469	False	False	False	
GSE273377_discovery	True	103	RNA-seq log2 CPM	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	all	estimate_score	ESTIMATEScore_stromal_plus_immune	103	0.15652089873083488	0.11618250957705274	False	False	False	
GSE273377_discovery	True	103	RNA-seq log2 CPM	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_tumor	none	none	52	0.07871595662938616	0.5791051978324748	False	True	False	0.6902465994366872
GSE273377_discovery	True	103	RNA-seq log2 CPM	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_tumor	composition	stromal9_zmean	52	-0.05746523523938606	0.6887579113050925	True	True	True	0.7948309975738352
GSE273377_discovery	True	103	RNA-seq log2 CPM	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	52	0.3097238858986337	0.026984924206563312	False	False	False	
GSE273377_discovery	True	103	RNA-seq log2 CPM	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	52	0.2888238717202651	0.039829400867867244	False	False	False	
GSE273377_discovery	True	103	RNA-seq log2 CPM	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_cosine_purity	none	none	52	0.3043626739520191	0.028251612179807664	False	True	False	0.057831058778031026
GSE273377_discovery	True	103	RNA-seq log2 CPM	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_cosine_purity	composition	stromal9_zmean	52	0.22315079867720924	0.11548086262408488	False	True	False	0.2018776561428447
GSE273377_discovery	True	103	RNA-seq log2 CPM	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_cosine_purity	cosine_purity	ESTIMATE_cosine_TumorPurity	52	0.38191227849789944	0.005684196984493031	False	False	False	
GSE273377_discovery	True	103	RNA-seq log2 CPM	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_cosine_purity	estimate_score	ESTIMATEScore_stromal_plus_immune	52	0.3674487643942182	0.007988536198387183	False	False	False	
GSE273377_discovery	True	103	RNA-seq log2 CPM	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	all	none	none	103	0.11364934323243861	0.25301941369351705	False	False	False	
GSE273377_discovery	True	103	RNA-seq log2 CPM	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	all	composition	stromal9_zmean	103	0.05157335304356937	0.6067006886211473	False	False	False	
GSE273377_discovery	True	103	RNA-seq log2 CPM	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	all	cosine_purity	ESTIMATE_cosine_TumorPurity	103	0.17722664884253156	0.0747530997394856	False	False	False	
GSE273377_discovery	True	103	RNA-seq log2 CPM	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	all	estimate_score	ESTIMATEScore_stromal_plus_immune	103	0.17149468403663892	0.0848057439326796	False	False	False	
GSE273377_discovery	True	103	RNA-seq log2 CPM	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_tumor	none	none	52	0.11201229403227184	0.42918351912266967	False	False	False	
GSE273377_discovery	True	103	RNA-seq log2 CPM	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_tumor	composition	stromal9_zmean	52	-0.02043800876760137	0.8868012363174356	True	False	False	
GSE273377_discovery	True	103	RNA-seq log2 CPM	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	52	0.32909335708787346	0.018372127127034933	False	False	False	
GSE273377_discovery	True	103	RNA-seq log2 CPM	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	52	0.31130046329408884	0.02617622556776381	False	False	False	
GSE273377_discovery	True	103	RNA-seq log2 CPM	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_cosine_purity	none	none	52	0.3222914710151114	0.019798992193338635	False	False	False	
GSE273377_discovery	True	103	RNA-seq log2 CPM	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_cosine_purity	composition	stromal9_zmean	52	0.24449122095417117	0.08379487002402902	False	False	False	
GSE273377_discovery	True	103	RNA-seq log2 CPM	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_cosine_purity	cosine_purity	ESTIMATE_cosine_TumorPurity	52	0.3915392179048614	0.004494008128673735	False	False	False	
GSE273377_discovery	True	103	RNA-seq log2 CPM	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_cosine_purity	estimate_score	ESTIMATEScore_stromal_plus_immune	52	0.37890987407575816	0.006107825160447377	False	False	False	
GSE273377_discovery	True	103	RNA-seq log2 CPM	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	all	none	none	103	0.21522866054562229	0.029011490953539314	False	False	False	
GSE273377_discovery	True	103	RNA-seq log2 CPM	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	all	composition	stromal9_zmean	103	0.15681188589808387	0.11549718372739226	False	False	False	
GSE273377_discovery	True	103	RNA-seq log2 CPM	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	all	cosine_purity	ESTIMATE_cosine_TumorPurity	103	0.3380502129548748	0.000510942810908935	False	False	False	
GSE273377_discovery	True	103	RNA-seq log2 CPM	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	all	estimate_score	ESTIMATEScore_stromal_plus_immune	103	0.3316338914479595	0.000661753794645424	False	False	False	
GSE273377_discovery	True	103	RNA-seq log2 CPM	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	high_tumor	none	none	52	0.1832152309399812	0.19356532700016454	False	False	False	
GSE273377_discovery	True	103	RNA-seq log2 CPM	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	high_tumor	composition	stromal9_zmean	52	0.06758223635301812	0.6374922032025176	False	False	False	
GSE273377_discovery	True	103	RNA-seq log2 CPM	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	52	0.4664357832301442	0.0005606836051563492	False	False	False	
GSE273377_discovery	True	103	RNA-seq log2 CPM	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	52	0.44623747911879647	0.0010303351024585421	False	False	False	
GSE273377_discovery	True	103	RNA-seq log2 CPM	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	high_cosine_purity	none	none	52	0.3938359088192606	0.0038683874467486737	False	False	False	
GSE273377_discovery	True	103	RNA-seq log2 CPM	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	high_cosine_purity	composition	stromal9_zmean	52	0.3324647005687288	0.017141720557928078	False	False	False	
GSE273377_discovery	True	103	RNA-seq log2 CPM	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	high_cosine_purity	cosine_purity	ESTIMATE_cosine_TumorPurity	52	0.4752583309928582	0.0004247220645535387	False	False	False	
GSE273377_discovery	True	103	RNA-seq log2 CPM	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	high_cosine_purity	estimate_score	ESTIMATEScore_stromal_plus_immune	52	0.46266896321629575	0.0006298487451543083	False	False	False	
GSE273377_discovery	True	103	RNA-seq log2 CPM	estimate_immune141	ImmuneScore	140	Yoshihara_Immune141_present_140_of_141	all	none	none	103	-0.039142468040240734	0.6946481788870399	True	True	True	0.7948309975738352
GSE273377_discovery	True	103	RNA-seq log2 CPM	estimate_immune141	ImmuneScore	140	Yoshihara_Immune141_present_140_of_141	all	composition	stromal9_zmean	103	-0.1515854497183751	0.1282917075589904	True	True	True	0.21780340902961495
GSE273377_discovery	True	103	RNA-seq log2 CPM	estimate_immune141	ImmuneScore	140	Yoshihara_Immune141_present_140_of_141	all	cosine_purity	ESTIMATE_cosine_TumorPurity	103	0.00650112070628642	0.948293772907153	False	False	False	
GSE273377_discovery	True	103	RNA-seq log2 CPM	estimate_immune141	ImmuneScore	140	Yoshihara_Immune141_present_140_of_141	all	estimate_score	ESTIMATEScore_stromal_plus_immune	103	-0.010794346643798846	0.9142518444657839	True	False	False	
GSE273377_discovery	True	103	RNA-seq log2 CPM	estimate_immune141	ImmuneScore	140	Yoshihara_Immune141_present_140_of_141	high_tumor	none	none	52	-0.1787757192862631	0.20477073429699627	True	True	True	0.30978136726981487
GSE273377_discovery	True	103	RNA-seq log2 CPM	estimate_immune141	ImmuneScore	140	Yoshihara_Immune141_present_140_of_141	high_tumor	composition	stromal9_zmean	52	-0.3270173384274889	0.0191664358100872	True	True	True	0.04214804434413634
GSE273377_discovery	True	103	RNA-seq log2 CPM	estimate_immune141	ImmuneScore	140	Yoshihara_Immune141_present_140_of_141	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	52	0.13165040861390095	0.35711269524220857	False	False	False	
GSE273377_discovery	True	103	RNA-seq log2 CPM	estimate_immune141	ImmuneScore	140	Yoshihara_Immune141_present_140_of_141	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	52	0.04277760899334456	0.7656603088021374	False	False	False	
GSE273377_discovery	True	103	RNA-seq log2 CPM	estimate_immune141	ImmuneScore	140	Yoshihara_Immune141_present_140_of_141	high_cosine_purity	none	none	52	0.02424656364722957	0.8645232236704331	False	True	False	0.9232012705258924
GSE273377_discovery	True	103	RNA-seq log2 CPM	estimate_immune141	ImmuneScore	140	Yoshihara_Immune141_present_140_of_141	high_cosine_purity	composition	stromal9_zmean	52	-0.08038555373484231	0.5749716548899338	True	True	True	0.6887985307310882
GSE273377_discovery	True	103	RNA-seq log2 CPM	estimate_immune141	ImmuneScore	140	Yoshihara_Immune141_present_140_of_141	high_cosine_purity	cosine_purity	ESTIMATE_cosine_TumorPurity	52	0.12527945129360626	0.38105591340298545	False	False	False	
GSE273377_discovery	True	103	RNA-seq log2 CPM	estimate_immune141	ImmuneScore	140	Yoshihara_Immune141_present_140_of_141	high_cosine_purity	estimate_score	ESTIMATEScore_stromal_plus_immune	52	0.07938519411156561	0.5797539729462454	False	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	CD8A	CD8	1	CD8A	all	none	none	60	-0.4232842456237844	0.00075254108811947	True	True	True	0.0036244836080856105
GSE273377_validation	True	60	RNA-seq log2 CPM	CD8A	CD8	1	CD8A	all	composition	stromal9_zmean	60	-0.4418049043461996	0.000459934435576963	True	True	True	0.002309458016939644
GSE273377_validation	True	60	RNA-seq log2 CPM	CD8A	CD8	1	CD8A	all	cosine_purity	ESTIMATE_cosine_TumorPurity	60	-0.4429151547921954	0.00044323621560816073	True	True	True	0.0022739944974679714
GSE273377_validation	True	60	RNA-seq log2 CPM	CD8A	CD8	1	CD8A	all	estimate_score	ESTIMATEScore_stromal_plus_immune	60	-0.4429151547921953	0.000443236215608164	True	True	True	0.0022739944974679714
GSE273377_validation	True	60	RNA-seq log2 CPM	CD8A	CD8	1	CD8A	high_tumor	none	none	30	-0.303670745272525	0.10280897141561637	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	CD8A	CD8	1	CD8A	high_tumor	composition	stromal9_zmean	30	-0.298969263280642	0.11515085137029175	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	CD8A	CD8	1	CD8A	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	30	-0.1762458007564741	0.3604271413165748	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	CD8A	CD8	1	CD8A	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	30	-0.17624580075647414	0.36042714131657466	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	CD8A	CD8	1	CD8A	high_cosine_purity	none	none	30	-0.3161290322580645	0.08877507108908012	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	CD8A	CD8	1	CD8A	high_cosine_purity	composition	stromal9_zmean	30	-0.30835016597042725	0.10365008141240588	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	CD8A	CD8	1	CD8A	high_cosine_purity	cosine_purity	ESTIMATE_cosine_TumorPurity	30	-0.12881943146613714	0.5054221624263291	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	CD8A	CD8	1	CD8A	high_cosine_purity	estimate_score	ESTIMATEScore_stromal_plus_immune	30	-0.12881943146613714	0.5054221624263291	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	CD8B	CD8	1	CD8B	all	none	none	60	-0.3372047791053071	0.00842153941436875	True	True	True	0.023342333576759747
GSE273377_validation	True	60	RNA-seq log2 CPM	CD8B	CD8	1	CD8B	all	composition	stromal9_zmean	60	-0.3617983203163812	0.004868130154067272	True	True	True	0.015623488351804955
GSE273377_validation	True	60	RNA-seq log2 CPM	CD8B	CD8	1	CD8B	all	cosine_purity	ESTIMATE_cosine_TumorPurity	60	-0.3604536151271871	0.005041007079197422	True	True	True	0.015623488351804955
GSE273377_validation	True	60	RNA-seq log2 CPM	CD8B	CD8	1	CD8B	all	estimate_score	ESTIMATEScore_stromal_plus_immune	60	-0.3604536151271871	0.005041007079197422	True	True	True	0.015623488351804955
GSE273377_validation	True	60	RNA-seq log2 CPM	CD8B	CD8	1	CD8B	high_tumor	none	none	30	-0.2996662958843159	0.10765630606971878	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	CD8B	CD8	1	CD8B	high_tumor	composition	stromal9_zmean	30	-0.29532095968939814	0.11987016246662716	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	CD8B	CD8	1	CD8B	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	30	-0.1653104977967592	0.39145358788139356	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	CD8B	CD8	1	CD8B	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	30	-0.16531049779675924	0.3914535878813932	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	CD8B	CD8	1	CD8B	high_cosine_purity	none	none	30	-0.24048943270300333	0.20049954329413683	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	CD8B	CD8	1	CD8B	high_cosine_purity	composition	stromal9_zmean	30	-0.22872781807154527	0.2326903026662685	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	CD8B	CD8	1	CD8B	high_cosine_purity	cosine_purity	ESTIMATE_cosine_TumorPurity	30	-0.08292016329726215	0.6689172476890337	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	CD8B	CD8	1	CD8B	high_cosine_purity	estimate_score	ESTIMATEScore_stromal_plus_immune	30	-0.08292016329726214	0.6689172476890337	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	all	none	none	60	-0.3944984717977217	0.0018143717610827194	True	True	True	0.0069063183163793835
GSE273377_validation	True	60	RNA-seq log2 CPM	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	all	composition	stromal9_zmean	60	-0.4206905605497851	0.0009077710339993541	True	True	True	0.004042150264600898
GSE273377_validation	True	60	RNA-seq log2 CPM	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	all	cosine_purity	ESTIMATE_cosine_TumorPurity	60	-0.4209617911183156	0.0009001250406990185	True	True	True	0.004042150264600898
GSE273377_validation	True	60	RNA-seq log2 CPM	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	all	estimate_score	ESTIMATEScore_stromal_plus_immune	60	-0.42096179111831544	0.0009001250406990244	True	True	True	0.004042150264600898
GSE273377_validation	True	60	RNA-seq log2 CPM	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	high_tumor	none	none	30	-0.31167964404894327	0.09360887246679282	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	high_tumor	composition	stromal9_zmean	30	-0.3068998887153326	0.10536942012801889	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	30	-0.18561643765692293	0.3350364785799845	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	30	-0.1856164376569229	0.3350364785799846	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	high_cosine_purity	none	none	30	-0.28854282536151277	0.12201749243071904	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	high_cosine_purity	composition	stromal9_zmean	30	-0.27994436544203694	0.14133792550373964	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	high_cosine_purity	cosine_purity	ESTIMATE_cosine_TumorPurity	30	-0.10685906957225895	0.5811368449282687	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	high_cosine_purity	estimate_score	ESTIMATEScore_stromal_plus_immune	30	-0.106859069572259	0.5811368449282687	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	all	none	none	60	-0.2644623506529592	0.041157881423474964	True	True	True	0.07961688537655813
GSE273377_validation	True	60	RNA-seq log2 CPM	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	all	composition	stromal9_zmean	60	-0.2910013435497967	0.025349672059778294	True	True	True	0.05247826847462875
GSE273377_validation	True	60	RNA-seq log2 CPM	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	all	cosine_purity	ESTIMATE_cosine_TumorPurity	60	-0.28163023566700446	0.030702649133956744	True	True	True	0.06088928735809934
GSE273377_validation	True	60	RNA-seq log2 CPM	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	all	estimate_score	ESTIMATEScore_stromal_plus_immune	60	-0.2816302356670043	0.030702649133956872	True	True	True	0.06088928735809934
GSE273377_validation	True	60	RNA-seq log2 CPM	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	high_tumor	none	none	30	-0.16129032258064516	0.39450240707300044	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	high_tumor	composition	stromal9_zmean	30	-0.16636449645753223	0.38839831479797465	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	30	0.015385548589753124	0.9368626440517003	False	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	30	0.01538554858975318	0.9368626440517	False	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	high_cosine_purity	none	none	30	-0.24671857619577306	0.18873194299723556	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	high_cosine_purity	composition	stromal9_zmean	30	-0.2346475468027871	0.22048949863778294	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	high_cosine_purity	cosine_purity	ESTIMATE_cosine_TumorPurity	30	-0.08681949547060046	0.6542839437959016	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	high_cosine_purity	estimate_score	ESTIMATEScore_stromal_plus_immune	30	-0.0868194954706005	0.6542839437959015	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	all	none	none	60	-0.3297582661850515	0.010082947939517884	True	True	True	0.025586835631464733
GSE273377_validation	True	60	RNA-seq log2 CPM	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	all	composition	stromal9_zmean	60	-0.3551052291342024	0.005783233539611669	True	True	True	0.01749798865831223
GSE273377_validation	True	60	RNA-seq log2 CPM	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	all	cosine_purity	ESTIMATE_cosine_TumorPurity	60	-0.36364555082320554	0.004639166088098576	True	False	False	
