term	contrast	k	min_nes	median_nes	max_nes	best_cohort	best_nes	best_p	best_q	worst_cohort	worst_nes	cohorts
ENRICHR_GOCC2023::Apical Junction Complex (GO:0043296)	q4_vs_q1_welch	7	1.2104411022614032	2.266823469410576	2.534651594255183	GSE273377_validation	2.534651594255183	0.0009990009990009	0.0016143026523649	OncoSG	1.2104411022614032	GSE273377_discovery,GSE273377_validation,GSE282774,GSE31210,GSE68465,GSE72094,OncoSG
ENRICHR_GOBP2023::Apical Junction Assembly (GO:0043297)	q4_vs_q1_welch	7	1.3155188324587512	2.114653024764677	2.5149944278825087	GSE273377_validation	2.5149944278825087	0.0009990009990009	0.0016143026523649	OncoSG	1.3155188324587512	GSE273377_discovery,GSE273377_validation,GSE282774,GSE31210,GSE68465,GSE72094,OncoSG
ENRICHR_GOCC2023::Tight Junction (GO:0070160)	q4_vs_q1_welch	7	1.156190961742831	2.1685454332185925	2.4828594499812398	GSE273377_validation	2.4828594499812398	0.0009990009990009	0.0016143026523649	OncoSG	1.156190961742831	GSE273377_discovery,GSE273377_validation,GSE282774,GSE31210,GSE68465,GSE72094,OncoSG
ENRICHR_GOBP2023::Apical Junction Assembly (GO:0043297)	tercile_welch	7	1.2559168054712464	2.054365076501142	2.4647180436062404	GSE273377_validation	2.4647180436062404	0.0009990009990009	0.0016143026523649	OncoSG	1.2559168054712464	GSE273377_discovery,GSE273377_validation,GSE282774,GSE31210,GSE68465,GSE72094,OncoSG
A8::GOBP_TIGHT_JUNCTION_ORGANIZATION	q4_vs_q1_welch	7	1.0692344698383769	1.942793067902865	2.4362422779199067	GSE273377_validation	2.4362422779199067	0.0009990009990009	0.0016143026523649	OncoSG	1.0692344698383769	GSE273377_discovery,GSE273377_validation,GSE282774,GSE31210,GSE68465,GSE72094,OncoSG
ENRICHR_GOCC2023::Tight Junction (GO:0070160)	tercile_welch	7	1.0964217561406715	2.1349107479652654	2.434875219730162	GSE72094	2.434875219730162	0.0009990009990009	0.0016143026523649	OncoSG	1.0964217561406715	GSE273377_discovery,GSE273377_validation,GSE282774,GSE31210,GSE68465,GSE72094,OncoSG
ENRICHR_GOCC2023::Tight Junction (GO:0070160)	spearman_vs_tacstd2	7	1.2639295528969534	2.227505368832256	2.4142628945016025	GSE282774	2.4142628945016025	0.0009990009990009	0.0016143026523649	OncoSG	1.2639295528969534	GSE273377_discovery,GSE273377_validation,GSE282774,GSE31210,GSE68465,GSE72094,OncoSG
ENRICHR_GOCC2023::Apical Junction Complex (GO:0043296)	tercile_welch	7	1.2500922505809735	2.1963115737284484	2.390815649390204	GSE72094	2.390815649390204	0.0009990009990009	0.0016143026523649	OncoSG	1.2500922505809735	GSE273377_discovery,GSE273377_validation,GSE282774,GSE31210,GSE68465,GSE72094,OncoSG
ENRICHR_REACTOME2022::Cell-cell Junction Organization R-HSA-421270	tercile_welch	7	1.1784742198289566	1.771167717468903	2.3877142876746733	GSE273377_validation	2.3877142876746733	0.0009990009990009	0.0016143026523649	OncoSG	1.1784742198289566	GSE273377_discovery,GSE273377_validation,GSE282774,GSE31210,GSE68465,GSE72094,OncoSG
ENRICHR_GOCC2023::Apical Junction Complex (GO:0043296)	spearman_vs_tacstd2	7	1.3415025959329243	2.231641343065424	2.3835213915683475	GSE72094	2.3835213915683475	0.0009990009990009	0.0016143026523649	OncoSG	1.3415025959329243	GSE273377_discovery,GSE273377_validation,GSE282774,GSE31210,GSE68465,GSE72094,OncoSG
ENRICHR_REACTOME2022::Tight Junction Interactions R-HSA-420029	tercile_welch	7	1.6250542268858967	1.9625305039212095	2.3755977787333618	GSE273377_validation	2.3755977787333618	0.0009990009990009	0.0016143026523649	OncoSG	1.6250542268858967	GSE273377_discovery,GSE273377_validation,GSE282774,GSE31210,GSE68465,GSE72094,OncoSG
ENRICHR_GOCC2023::Bicellular Tight Junction (GO:0005923)	q4_vs_q1_welch	7	1.102955831987939	2.03270829163041	2.348046891895682	GSE273377_validation	2.348046891895682	0.0009990009990009	0.0016143026523649	OncoSG	1.102955831987939	GSE273377_discovery,GSE273377_validation,GSE282774,GSE31210,GSE68465,GSE72094,OncoSG
ENRICHR_REACTOME2022::Cell-cell Junction Organization R-HSA-421270	q4_vs_q1_welch	7	1.2616495308308469	1.7910554910953167	2.3389603916415243	GSE273377_validation	2.3389603916415243	0.0009990009990009	0.0016143026523649	OncoSG	1.2616495308308469	GSE273377_discovery,GSE273377_validation,GSE282774,GSE31210,GSE68465,GSE72094,OncoSG
ENRICHR_GOBP2023::Tight Junction Assembly (GO:0120192)	q4_vs_q1_welch	7	1.7100698227455948	2.034238947428117	2.3387277697033286	GSE273377_validation	2.3387277697033286	0.0009990009990009	0.0016143026523649	OncoSG	1.7100698227455948	GSE273377_discovery,GSE273377_validation,GSE282774,GSE31210,GSE68465,GSE72094,OncoSG
A8::GOBP_TIGHT_JUNCTION_ORGANIZATION	spearman_vs_tacstd2	7	1.0597223518028631	1.943354999695036	2.328752324937371	GSE273377_validation	2.328752324937371	0.0009990009990009	0.0016143026523649	OncoSG	1.0597223518028631	GSE273377_discovery,GSE273377_validation,GSE282774,GSE31210,GSE68465,GSE72094,OncoSG
ENRICHR_GOCC2023::Bicellular Tight Junction (GO:0005923)	spearman_vs_tacstd2	7	1.1826761708187834	1.993619262773836	2.3179040356552854	GSE282774	2.3179040356552854	0.0009990009990009	0.0016143026523649	OncoSG	1.1826761708187834	GSE273377_discovery,GSE273377_validation,GSE282774,GSE31210,GSE68465,GSE72094,OncoSG
A8::GOBP_TIGHT_JUNCTION_ORGANIZATION	tercile_welch	7	1.0911745290740245	1.98952802414446	2.3165775749454687	GSE273377_validation	2.3165775749454687	0.0009990009990009	0.0016143026523649	OncoSG	1.0911745290740245	GSE273377_discovery,GSE273377_validation,GSE282774,GSE31210,GSE68465,GSE72094,OncoSG
ENRICHR_GOCC2023::Bicellular Tight Junction (GO:0005923)	tercile_welch	7	1.054224474509902	1.9420651730886629	2.307077832460616	GSE72094	2.307077832460616	0.0009990009990009	0.0016143026523649	OncoSG	1.054224474509902	GSE273377_discovery,GSE273377_validation,GSE282774,GSE31210,GSE68465,GSE72094,OncoSG
ENRICHR_REACTOME2022::Tight Junction Interactions R-HSA-420029	q4_vs_q1_welch	7	1.8213536997245303	2.063117791832368	2.2971429885227463	GSE273377_validation	2.2971429885227463	0.0009990009990009	0.0016143026523649	OncoSG	1.8213536997245303	GSE273377_discovery,GSE273377_validation,GSE282774,GSE31210,GSE68465,GSE72094,OncoSG
ENRICHR_REACTOME2022::Cell-cell Junction Organization R-HSA-421270	spearman_vs_tacstd2	7	1.164903821304252	1.871492378334196	2.2815392630147726	GSE273377_validation	2.2815392630147726	0.0009990009990009	0.0016143026523649	OncoSG	1.164903821304252	GSE273377_discovery,GSE273377_validation,GSE282774,GSE31210,GSE68465,GSE72094,OncoSG
ENRICHR_GOBP2023::Apical Junction Assembly (GO:0043297)	spearman_vs_tacstd2	7	1.311616622789087	1.9397398066239933	2.27753592298388	GSE273377_validation	2.27753592298388	0.0009990009990009	0.0016143026523649	OncoSG	1.311616622789087	GSE273377_discovery,GSE273377_validation,GSE282774,GSE31210,GSE68465,GSE72094,OncoSG
ENRICHR_REACTOME2022::Tight Junction Interactions R-HSA-420029	spearman_vs_tacstd2	7	1.8232295725580343	2.030421708788098	2.2713102049037235	GSE282774	2.2713102049037235	0.0009990009990009	0.0016143026523649	OncoSG	1.8232295725580343	GSE273377_discovery,GSE273377_validation,GSE282774,GSE31210,GSE68465,GSE72094,OncoSG
ENRICHR_GOBP2023::Tight Junction Assembly (GO:0120192)	tercile_welch	7	1.6602560229559935	1.9886718538896164	2.2555983704061675	GSE273377_validation	2.2555983704061675	0.0009990009990009	0.0016143026523649	OncoSG	1.6602560229559935	GSE273377_discovery,GSE273377_validation,GSE282774,GSE31210,GSE68465,GSE72094,OncoSG
A8::GOBP_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	q4_vs_q1_welch	7	1.477352404657878	1.8800834436842997	2.243195779112324	GSE273377_validation	2.243195779112324	0.0009990009990009	0.0016143026523649	OncoSG	1.477352404657878	GSE273377_discovery,GSE273377_validation,GSE282774,GSE31210,GSE68465,GSE72094,OncoSG
ENRICHR_GOBP2023::Bicellular Tight Junction Assembly (GO:0070830)	q4_vs_q1_welch	7	1.477352404657878	1.8800834436842997	2.243195779112324	GSE273377_validation	2.243195779112324	0.0009990009990009	0.0016143026523649	OncoSG	1.477352404657878	GSE273377_discovery,GSE273377_validation,GSE282774,GSE31210,GSE68465,GSE72094,OncoSG
ENRICHR_GOBP2023::Protein Localization To Cell-Cell Junction (GO:0150105)	q4_vs_q1_welch	5	0.9775576244123224	1.8917934973634052	2.190218071573788	GSE273377_discovery	2.190218071573788	0.0009990009990009	0.0016143026523649	OncoSG	0.9775576244123224	GSE273377_discovery,GSE273377_validation,GSE282774,GSE72094,OncoSG
ENRICHR_GOBP2023::Tight Junction Assembly (GO:0120192)	spearman_vs_tacstd2	7	1.6788479463532229	2.0352849238079918	2.1863404584250308	GSE282774	2.1863404584250308	0.0009990009990009	0.0016143026523649	OncoSG	1.6788479463532229	GSE273377_discovery,GSE273377_validation,GSE282774,GSE31210,GSE68465,GSE72094,OncoSG
A8::GOBP_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	tercile_welch	7	1.4204242911171323	1.897776290170651	2.1111155669179102	GSE273377_validation	2.1111155669179102	0.0009990009990009	0.0016143026523649	OncoSG	1.4204242911171323	GSE273377_discovery,GSE273377_validation,GSE282774,GSE31210,GSE68465,GSE72094,OncoSG
ENRICHR_GOBP2023::Bicellular Tight Junction Assembly (GO:0070830)	tercile_welch	7	1.4204242911171323	1.897776290170651	2.1111155669179102	GSE273377_validation	2.1111155669179102	0.0009990009990009	0.0016143026523649	OncoSG	1.4204242911171323	GSE273377_discovery,GSE273377_validation,GSE282774,GSE31210,GSE68465,GSE72094,OncoSG
A8::GOBP_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	spearman_vs_tacstd2	7	1.4472736755950972	1.812366828820703	2.0325977247874984	GSE273377_validation	2.0325977247874984	0.0009990009990009	0.0016143026523649	OncoSG	1.4472736755950972	GSE273377_discovery,GSE273377_validation,GSE282774,GSE31210,GSE68465,GSE72094,OncoSG
ENRICHR_GOBP2023::Bicellular Tight Junction Assembly (GO:0070830)	spearman_vs_tacstd2	7	1.4472736755950972	1.812366828820703	2.0325977247874984	GSE273377_validation	2.0325977247874984	0.0009990009990009	0.0016143026523649	OncoSG	1.4472736755950972	GSE273377_discovery,GSE273377_validation,GSE282774,GSE31210,GSE68465,GSE72094,OncoSG
