gse	sample	n_epi	n_tnk	frac_tnk	epi_Cldn4_mean	tnk_Cldn4_mean	epi_Cldn4_pct	epi_rho_Cldn4_T	epi_rho_p	cut_n_ok	cut_cut	cut_cldn4_cut	cut_immune_cut	cut_n_cldn4_pos	cut_n_hi_lo	cut_frac_hi_lo	cut_frac_of_cldn4_pos	cut_zero_zero_cut
GSE285606	PD1R1_IgG_T1	1027	2260	0.41046131492916815	0.015462315579357351	0.0009201069026548673	1.071080817916261	-0.002907330328696273	0.9258578940914257	1027	detected	0.0	0.06931472	11	6	0.005842259006815969	0.5454545454545454	False
GSE285606	PD1R1_IgG_T2	2050	2849	0.3090356871678056	0.02592568673170732	0.00024329491049491047	1.5121951219512195	-0.033722377679598736	0.12692311454725302	2050	detected	0.0	0.0	31	22	0.010731707317073172	0.7096774193548387	False
GSE285606	WT_IgG_T1	2723	1417	0.17830627909903107	0.13313770341535072	0.002242804446012703	9.511568123393316	0.03392909933859925	0.07669422597524866	2723	detected	0.0	0.0	259	165	0.06059493206022769	0.637065637065637	False
GSE285606	WT_IgG_T2	2422	3410	0.29964850615114236	0.2892311458711808	0.0019483254838709677	16.432700247729148	-0.040568800844250213	0.04589727578787474	2422	detected	0.0	0.0	398	229	0.09454995871180842	0.5753768844221105	False
GSE297632	LLC_Control	455	1909	0.22615803814713897	0.02678893956043956	0.002754057359874279	3.076923076923077	0.007693031314949496	0.8700074694866536	455	detected	0.0	0.103972075	14	7	0.015384615384615385	0.5	False
GSE297632	LLC_aPD1_residual	133	949	0.10071102621245888	0.1366211894736842	0.0030457026343519494	8.270676691729323	-0.1377013020523535	0.11396999729021468	133	detected	0.0	0.0	11	9	0.06766917293233082	0.8181818181818182	False
