id	gse	cell	gene	lfc
GSE273409_H146_NU7441	GSE273409	H146	IRF7	0.2926952916499381
GSE273409_H146_NU7441	GSE273409	H146	ISG15	1.370879991293248
GSE273409_H146_NU7441	GSE273409	H146	MX1	0.9759384057777671
GSE273409_H146_NU7441	GSE273409	H146	OAS1	0.31724858176429827
GSE273409_H146_NU7441	GSE273409	H146	IFI27	2.0416658266529533
GSE273409_H146_NU7441	GSE273409	H146	STING1	0.6119535424179219
GSE273409_H146_NU7441	GSE273409	H146	CGAS	0.3776937232211659
GSE273409_H146_NU7441	GSE273409	H146	TBK1	-0.1338667772557649
GSE273409_H146_NU7441	GSE273409	H146	IRF3	-0.12531910334781315
GSE273409_H146_NU7441	GSE273409	H146	HLA-A	0.29181759743371316
GSE273409_H146_NU7441	GSE273409	H146	HLA-B	0.38064014388158895
GSE273409_H146_NU7441	GSE273409	H146	B2M	0.13219573383622674
GSE273409_H146_NU7441	GSE273409	H146	TAP1	0.7090258838515835
GSE273409_H146_NU7441	GSE273409	H146	PSMB8	0.1864716737913774
GSE273409_H146_NU7441	GSE273409	H146	PSMB9	0.9363298595020169
GSE273409_H146_NU7441	GSE273409	H146	NLRC5	-0.23431638638709096
GSE273409_H146_NU7441	GSE273409	H146	CD274	0.6752422055281082
GSE273409_H196_NU7441	GSE273409	H196	PRKDC	-0.10665319197183365
GSE273409_H196_NU7441	GSE273409	H196	IFNB1	0.0
GSE273409_H196_NU7441	GSE273409	H196	CXCL10	1.0141845616216614
GSE273409_H196_NU7441	GSE273409	H196	CCL5	1.2949907708262964
GSE273409_H196_NU7441	GSE273409	H196	STAT1	-0.48452172493336576
GSE273409_H196_NU7441	GSE273409	H196	IRF7	0.136041434270596
GSE273409_H196_NU7441	GSE273409	H196	ISG15	0.3169533499162096
GSE273409_H196_NU7441	GSE273409	H196	MX1	-0.4529723089446325
GSE273409_H196_NU7441	GSE273409	H196	OAS1	-1.0761480479725738
GSE273409_H196_NU7441	GSE273409	H196	IFI27	0.7623896122606464
GSE273409_H196_NU7441	GSE273409	H196	STING1	-0.8206845036974064
GSE273409_H196_NU7441	GSE273409	H196	CGAS	0.25228336795635364
GSE273409_H196_NU7441	GSE273409	H196	TBK1	-0.24615910585489154
GSE273409_H196_NU7441	GSE273409	H196	IRF3	-0.17856563009258863
GSE273409_H196_NU7441	GSE273409	H196	HLA-A	-0.11735179720221467
GSE273409_H196_NU7441	GSE273409	H196	HLA-B	-0.2397143617230153
GSE273409_H196_NU7441	GSE273409	H196	B2M	0.177919867885322
GSE273409_H196_NU7441	GSE273409	H196	TAP1	0.06591287604610052
GSE273409_H196_NU7441	GSE273409	H196	PSMB8	0.03609962682394219
GSE273409_H196_NU7441	GSE273409	H196	PSMB9	-1.0054298631971128
GSE273409_H196_NU7441	GSE273409	H196	NLRC5	-0.7438478565381956
GSE273409_H196_NU7441	GSE273409	H196	CD274	-0.11280429974105033
GSE273409_H446_NU7441	GSE273409	H446	PRKDC	-0.2736909431403447
GSE273409_H446_NU7441	GSE273409	H446	IFNB1	-0.29995964903664174
GSE273409_H446_NU7441	GSE273409	H446	CXCL10	0.5941870111149625
GSE273409_H446_NU7441	GSE273409	H446	CCL5	0.5125013454393056
GSE273409_H446_NU7441	GSE273409	H446	STAT1	0.04291444441566128
GSE273409_H446_NU7441	GSE273409	H446	IRF7	0.9031919513067752
GSE273409_H446_NU7441	GSE273409	H446	ISG15	-0.7452321025351925
GSE273409_H446_NU7441	GSE273409	H446	MX1	0.14937796616914367
GSE273409_H446_NU7441	GSE273409	H446	OAS1	0.041530010358083125
GSE273409_H446_NU7441	GSE273409	H446	IFI27	-0.2100170315618266
GSE273409_H446_NU7441	GSE273409	H446	STING1	-0.37671828815088215
GSE273409_H446_NU7441	GSE273409	H446	CGAS	-0.8605494811755829
GSE273409_H446_NU7441	GSE273409	H446	TBK1	-0.3878511937144875
GSE273409_H446_NU7441	GSE273409	H446	IRF3	-0.37832857790035845
GSE273409_H446_NU7441	GSE273409	H446	HLA-A	0.3181238236271433
GSE273409_H446_NU7441	GSE273409	H446	HLA-B	0.3211245804794096
GSE273409_H446_NU7441	GSE273409	H446	B2M	0.25605843343293166
GSE273409_H446_NU7441	GSE273409	H446	TAP1	-0.1328385216199628
GSE273409_H446_NU7441	GSE273409	H446	PSMB8	-0.2276860106285996
GSE273409_H446_NU7441	GSE273409	H446	PSMB9	0.06625084955417826
GSE273409_H446_NU7441	GSE273409	H446	NLRC5	-0.11605169072644639
GSE273409_H446_NU7441	GSE273409	H446	CD274	0.6432006828247698
GSE273409_H720_NU7441	GSE273409	H720	PRKDC	-0.0888476962659226
GSE273409_H720_NU7441	GSE273409	H720	IFNB1	0.0
GSE273409_H720_NU7441	GSE273409	H720	CXCL10	0.5105888052698725
GSE273409_H720_NU7441	GSE273409	H720	CCL5	-0.2866183976596317
GSE273409_H720_NU7441	GSE273409	H720	STAT1	-0.2913556279277074
GSE273409_H720_NU7441	GSE273409	H720	IRF7	0.23314540995142607
GSE273409_H720_NU7441	GSE273409	H720	ISG15	-0.1802295683843358
GSE273409_H720_NU7441	GSE273409	H720	MX1	-0.09242126531451245
GSE273409_H720_NU7441	GSE273409	H720	OAS1	-0.49563126726390916
GSE273409_H720_NU7441	GSE273409	H720	IFI27	-0.11186817336530375
GSE273409_H720_NU7441	GSE273409	H720	STING1	-0.03516351013493413
GSE273409_H720_NU7441	GSE273409	H720	CGAS	0.15888407517569192
GSE273409_H720_NU7441	GSE273409	H720	TBK1	0.031203206595233013
GSE273409_H720_NU7441	GSE273409	H720	IRF3	0.04971065097960725
GSE273409_H720_NU7441	GSE273409	H720	HLA-A	-0.045359959183677745
GSE273409_H720_NU7441	GSE273409	H720	HLA-B	-0.03805378988241159
GSE273409_H720_NU7441	GSE273409	H720	B2M	0.15526089743880256
GSE273409_H720_NU7441	GSE273409	H720	TAP1	-0.05954146661707682
GSE273409_H720_NU7441	GSE273409	H720	PSMB8	0.07378440826936128
GSE273409_H720_NU7441	GSE273409	H720	PSMB9	0.08734084283982568
GSE273409_H720_NU7441	GSE273409	H720	NLRC5	-0.1696554913289159
GSE273409_H720_NU7441	GSE273409	H720	CD274	-0.20203871649357819
GSE273409_H1341_NU7441	GSE273409	H1341	PRKDC	0.037698959540025
GSE273409_H1341_NU7441	GSE273409	H1341	IFNB1	0.0
GSE273409_H1341_NU7441	GSE273409	H1341	CXCL10	0.21173303623651885
GSE273409_H1341_NU7441	GSE273409	H1341	CCL5	-0.31986852349951705
GSE273409_H1341_NU7441	GSE273409	H1341	STAT1	0.06990325020745658
GSE273409_H1341_NU7441	GSE273409	H1341	IRF7	0.6850701013351292
GSE273409_H1341_NU7441	GSE273409	H1341	ISG15	-0.11234800794290933
GSE273409_H1341_NU7441	GSE273409	H1341	MX1	2.29845240036714
GSE273409_H1341_NU7441	GSE273409	H1341	OAS1	1.3998587443334052
GSE273409_H1341_NU7441	GSE273409	H1341	IFI27	1.5376328039204763
GSE273409_H1341_NU7441	GSE273409	H1341	STING1	-0.5076193368909871
GSE273409_H1341_NU7441	GSE273409	H1341	CGAS	-0.07306065319137245
GSE273409_H1341_NU7441	GSE273409	H1341	TBK1	-0.09079443628331418
GSE273409_H1341_NU7441	GSE273409	H1341	IRF3	0.08708791216622558
GSE273409_H1341_NU7441	GSE273409	H1341	HLA-A	-0.2312124999515799
GSE273409_H1341_NU7441	GSE273409	H1341	HLA-B	-0.1454082989315193
GSE273409_H1341_NU7441	GSE273409	H1341	B2M	-0.3426461981975706
GSE273409_H1341_NU7441	GSE273409	H1341	TAP1	-0.17460442316910552
GSE273409_H1341_NU7441	GSE273409	H1341	PSMB8	-0.13983659972429674
GSE273409_H1341_NU7441	GSE273409	H1341	PSMB9	-0.29207974405368287
GSE273409_H1341_NU7441	GSE273409	H1341	NLRC5	0.16259305433685967
GSE273409_H1341_NU7441	GSE273409	H1341	CD274	0.7536478478746051
GSE242255_KD	GSE242255	CWR22Rv1-AR-EK	PRKDC	-3.3170591037495782
GSE242255_KD	GSE242255	CWR22Rv1-AR-EK	IFNB1	0.0
GSE242255_KD	GSE242255	CWR22Rv1-AR-EK	CXCL10	0.0
GSE242255_KD	GSE242255	CWR22Rv1-AR-EK	CCL5	0.0
GSE242255_KD	GSE242255	CWR22Rv1-AR-EK	STAT1	-0.13374614509710092
GSE242255_KD	GSE242255	CWR22Rv1-AR-EK	IRF7	0.14271115222164266
GSE242255_KD	GSE242255	CWR22Rv1-AR-EK	ISG15	-0.216446931365752
GSE242255_KD	GSE242255	CWR22Rv1-AR-EK	MX1	0.1433856884567959
GSE242255_KD	GSE242255	CWR22Rv1-AR-EK	OAS1	0.3524588163370747
GSE242255_KD	GSE242255	CWR22Rv1-AR-EK	IFI27	1.4398459745978427
GSE242255_KD	GSE242255	CWR22Rv1-AR-EK	STING1	0.009943817054399617
GSE242255_KD	GSE242255	CWR22Rv1-AR-EK	CGAS	-0.3310914604420747
GSE242255_KD	GSE242255	CWR22Rv1-AR-EK	TBK1	0.007671266207687211
GSE242255_KD	GSE242255	CWR22Rv1-AR-EK	IRF3	0.09375298939801979
GSE242255_KD	GSE242255	CWR22Rv1-AR-EK	HLA-A	-1.5849293066379029
GSE242255_KD	GSE242255	CWR22Rv1-AR-EK	HLA-B	-0.8635772716738517
GSE242255_KD	GSE242255	CWR22Rv1-AR-EK	B2M	-0.382469910431821
GSE242255_KD	GSE242255	CWR22Rv1-AR-EK	TAP1	-0.10604856361148762
GSE242255_KD	GSE242255	CWR22Rv1-AR-EK	PSMB8	-0.7452163996822467
GSE242255_KD	GSE242255	CWR22Rv1-AR-EK	PSMB9	-2.225965927989583
GSE242255_KD	GSE242255	CWR22Rv1-AR-EK	NLRC5	1.620177420169862
GSE242255_KD	GSE242255	CWR22Rv1-AR-EK	CD274	1.0461188322649253
GSE242255_AZD7648	GSE242255	CWR22Rv1-AR-EK	PRKDC	-0.31019508364876636
GSE242255_AZD7648	GSE242255	CWR22Rv1-AR-EK	IFNB1	0.0
GSE242255_AZD7648	GSE242255	CWR22Rv1-AR-EK	CXCL10	0.0
GSE242255_AZD7648	GSE242255	CWR22Rv1-AR-EK	CCL5	0.0
GSE242255_AZD7648	GSE242255	CWR22Rv1-AR-EK	STAT1	-0.1427051007865483
GSE242255_AZD7648	GSE242255	CWR22Rv1-AR-EK	IRF7	0.029960863178541075
GSE242255_AZD7648	GSE242255	CWR22Rv1-AR-EK	ISG15	0.22419776378391276
GSE242255_AZD7648	GSE242255	CWR22Rv1-AR-EK	MX1	-0.5057057686703379
GSE242255_AZD7648	GSE242255	CWR22Rv1-AR-EK	OAS1	1.1177356723907745
GSE242255_AZD7648	GSE242255	CWR22Rv1-AR-EK	IFI27	0.43886064740424313
GSE242255_AZD7648	GSE242255	CWR22Rv1-AR-EK	STING1	0.9817044815368594
GSE242255_AZD7648	GSE242255	CWR22Rv1-AR-EK	CGAS	-0.42978951224867723
GSE242255_AZD7648	GSE242255	CWR22Rv1-AR-EK	TBK1	-0.10840931110622876
GSE242255_AZD7648	GSE242255	CWR22Rv1-AR-EK	IRF3	-0.05539796003098374
GSE242255_AZD7648	GSE242255	CWR22Rv1-AR-EK	HLA-A	0.26737114145752905
GSE242255_AZD7648	GSE242255	CWR22Rv1-AR-EK	HLA-B	0.19061440516408634
GSE242255_AZD7648	GSE242255	CWR22Rv1-AR-EK	B2M	0.10194679649140781
GSE242255_AZD7648	GSE242255	CWR22Rv1-AR-EK	TAP1	0.1936592921915974
GSE242255_AZD7648	GSE242255	CWR22Rv1-AR-EK	PSMB8	0.6776878007590823
GSE242255_AZD7648	GSE242255	CWR22Rv1-AR-EK	PSMB9	0.19965550067949778
GSE242255_AZD7648	GSE242255	CWR22Rv1-AR-EK	NLRC5	0.317142762456172
GSE242255_AZD7648	GSE242255	CWR22Rv1-AR-EK	CD274	-0.2655159531689083
GSE242255_NU7441	GSE242255	CWR22Rv1-AR-EK	PRKDC	-0.0888318978556697
GSE242255_NU7441	GSE242255	CWR22Rv1-AR-EK	IFNB1	0.0
GSE242255_NU7441	GSE242255	CWR22Rv1-AR-EK	CXCL10	0.0
GSE242255_NU7441	GSE242255	CWR22Rv1-AR-EK	CCL5	0.0
GSE242255_NU7441	GSE242255	CWR22Rv1-AR-EK	STAT1	0.05448157353967886
GSE242255_NU7441	GSE242255	CWR22Rv1-AR-EK	IRF7	0.42022093947539574
GSE242255_NU7441	GSE242255	CWR22Rv1-AR-EK	ISG15	-0.15247167024990027
GSE242255_NU7441	GSE242255	CWR22Rv1-AR-EK	MX1	-0.619508556058407
GSE242255_NU7441	GSE242255	CWR22Rv1-AR-EK	OAS1	0.0
GSE242255_NU7441	GSE242255	CWR22Rv1-AR-EK	IFI27	1.3217909321915846
GSE242255_NU7441	GSE242255	CWR22Rv1-AR-EK	STING1	-0.01576963171921697
GSE242255_NU7441	GSE242255	CWR22Rv1-AR-EK	CGAS	-0.8463255634100307
GSE242255_NU7441	GSE242255	CWR22Rv1-AR-EK	TBK1	0.004901944340879538
GSE242255_NU7441	GSE242255	CWR22Rv1-AR-EK	IRF3	-0.15157538794708714
GSE242255_NU7441	GSE242255	CWR22Rv1-AR-EK	HLA-A	-0.7366367812787473
GSE242255_NU7441	GSE242255	CWR22Rv1-AR-EK	HLA-B	-0.024537728252227886
GSE242255_NU7441	GSE242255	CWR22Rv1-AR-EK	B2M	-0.018481505794055053
GSE242255_NU7441	GSE242255	CWR22Rv1-AR-EK	TAP1	0.018685762557822727
GSE242255_NU7441	GSE242255	CWR22Rv1-AR-EK	PSMB8	-0.28396353578840783
GSE242255_NU7441	GSE242255	CWR22Rv1-AR-EK	PSMB9	-0.22162598344532647
GSE242255_NU7441	GSE242255	CWR22Rv1-AR-EK	NLRC5	0.17002881513156254
GSE242255_NU7441	GSE242255	CWR22Rv1-AR-EK	CD274	-0.2655159531689083
GSE242255_NU5455	GSE242255	CWR22Rv1-AR-EK	PRKDC	-0.05828215047827179
GSE242255_NU5455	GSE242255	CWR22Rv1-AR-EK	IFNB1	0.0
GSE242255_NU5455	GSE242255	CWR22Rv1-AR-EK	CXCL10	0.0
GSE242255_NU5455	GSE242255	CWR22Rv1-AR-EK	CCL5	0.0
GSE242255_NU5455	GSE242255	CWR22Rv1-AR-EK	STAT1	0.3890768957773503
GSE242255_NU5455	GSE242255	CWR22Rv1-AR-EK	IRF7	0.9157696296409474
GSE242255_NU5455	GSE242255	CWR22Rv1-AR-EK	ISG15	-0.35952157183824873
GSE242255_NU5455	GSE242255	CWR22Rv1-AR-EK	MX1	-1.0779263306150693
GSE242255_NU5455	GSE242255	CWR22Rv1-AR-EK	OAS1	0.0
GSE242255_NU5455	GSE242255	CWR22Rv1-AR-EK	IFI27	-0.038564521326514
GSE242255_NU5455	GSE242255	CWR22Rv1-AR-EK	STING1	-0.31140575304963086
GSE242255_NU5455	GSE242255	CWR22Rv1-AR-EK	CGAS	-1.1878684452339219
GSE242255_NU5455	GSE242255	CWR22Rv1-AR-EK	TBK1	0.09764193890666206
GSE242255_NU5455	GSE242255	CWR22Rv1-AR-EK	IRF3	-0.11466296104749141
GSE242255_NU5455	GSE242255	CWR22Rv1-AR-EK	HLA-A	-0.8705266095933588
GSE242255_NU5455	GSE242255	CWR22Rv1-AR-EK	HLA-B	0.27596642350487066
GSE242255_NU5455	GSE242255	CWR22Rv1-AR-EK	B2M	0.05762072743381097
GSE242255_NU5455	GSE242255	CWR22Rv1-AR-EK	TAP1	-0.2602629969782235
GSE242255_NU5455	GSE242255	CWR22Rv1-AR-EK	PSMB8	-0.8363807729260988
GSE242255_NU5455	GSE242255	CWR22Rv1-AR-EK	PSMB9	-1.3249403086562
GSE242255_NU5455	GSE242255	CWR22Rv1-AR-EK	NLRC5	-0.4087123708480034
GSE242255_NU5455	GSE242255	CWR22Rv1-AR-EK	CD274	0.23384241076702922
GSE116765_C42_NU7441	GSE116765	C4-2	PRKDC	-0.08385209096006108
GSE116765_C42_NU7441	GSE116765	C4-2	IFNB1	0.010421792136383536
GSE116765_C42_NU7441	GSE116765	C4-2	CXCL10	-0.04305807694749604
GSE116765_C42_NU7441	GSE116765	C4-2	CCL5	0.0
GSE116765_C42_NU7441	GSE116765	C4-2	STAT1	0.06353249232133695
GSE116765_C42_NU7441	GSE116765	C4-2	IRF7	0.18857857156996216
GSE116765_C42_NU7441	GSE116765	C4-2	ISG15	-0.09083911859561589
GSE116765_C42_NU7441	GSE116765	C4-2	MX1	0.2291564328158211
GSE116765_C42_NU7441	GSE116765	C4-2	OAS1	-0.2238022550807171
GSE116765_C42_NU7441	GSE116765	C4-2	IFI27	-0.07436233652635382
GSE116765_C42_NU7441	GSE116765	C4-2	STING1	0.018687023225697486
GSE116765_C42_NU7441	GSE116765	C4-2	CGAS	-0.053386026796723135
GSE116765_C42_NU7441	GSE116765	C4-2	TBK1	0.049631609082663175
GSE116765_C42_NU7441	GSE116765	C4-2	IRF3	-0.20293860492840388
GSE116765_C42_NU7441	GSE116765	C4-2	HLA-A	0.2029300515096928
GSE116765_C42_NU7441	GSE116765	C4-2	HLA-B	0.2723009154869054
GSE116765_C42_NU7441	GSE116765	C4-2	B2M	0.27094879645393277
GSE116765_C42_NU7441	GSE116765	C4-2	TAP1	0.33201716165113737
GSE116765_C42_NU7441	GSE116765	C4-2	PSMB8	0.12021963049734852
GSE116765_C42_NU7441	GSE116765	C4-2	PSMB9	-0.05238543686153224
GSE116765_C42_NU7441	GSE116765	C4-2	NLRC5	0.07003898637337458
GSE116765_C42_NU7441	GSE116765	C4-2	CD274	0.06911278702891432
GSE116765_C42_CC115	GSE116765	C4-2	PRKDC	-0.5188485370442635
GSE116765_C42_CC115	GSE116765	C4-2	IFNB1	-0.04590710327567166
GSE116765_C42_CC115	GSE116765	C4-2	CXCL10	-0.07265780113919912
GSE116765_C42_CC115	GSE116765	C4-2	CCL5	0.0
GSE116765_C42_CC115	GSE116765	C4-2	STAT1	-0.2686445554968522
GSE116765_C42_CC115	GSE116765	C4-2	IRF7	0.3505624794714062
GSE116765_C42_CC115	GSE116765	C4-2	ISG15	-1.2557516429426299
GSE116765_C42_CC115	GSE116765	C4-2	MX1	0.2859913987689895
GSE116765_C42_CC115	GSE116765	C4-2	OAS1	-0.5853222364343819
GSE116765_C42_CC115	GSE116765	C4-2	IFI27	-0.04584700133862041
GSE116765_C42_CC115	GSE116765	C4-2	STING1	-0.013062609356852245
GSE116765_C42_CC115	GSE116765	C4-2	CGAS	-0.048482136460537256
GSE116765_C42_CC115	GSE116765	C4-2	TBK1	-0.344637572212803
GSE116765_C42_CC115	GSE116765	C4-2	IRF3	-0.26929793679373315
GSE116765_C42_CC115	GSE116765	C4-2	HLA-A	-0.698936653177376
GSE116765_C42_CC115	GSE116765	C4-2	HLA-B	0.012850548595186417
GSE116765_C42_CC115	GSE116765	C4-2	B2M	-0.7344812215071137
GSE116765_C42_CC115	GSE116765	C4-2	TAP1	-0.45847103008763934
GSE116765_C42_CC115	GSE116765	C4-2	PSMB8	-0.5887626747902074
GSE116765_C42_CC115	GSE116765	C4-2	PSMB9	-0.24635262522766094
GSE116765_C42_CC115	GSE116765	C4-2	NLRC5	-1.1975714882866775
GSE116765_C42_CC115	GSE116765	C4-2	CD274	-0.3000547041575756
GSE116765_C42_CC223	GSE116765	C4-2	PRKDC	-0.1317380565380084
GSE116765_C42_CC223	GSE116765	C4-2	IFNB1	-0.012147064373279053
GSE116765_C42_CC223	GSE116765	C4-2	CXCL10	-0.03775271756005845
GSE116765_C42_CC223	GSE116765	C4-2	CCL5	0.0
GSE116765_C42_CC223	GSE116765	C4-2	STAT1	-0.13963828109016063
GSE116765_C42_CC223	GSE116765	C4-2	IRF7	0.23929216130417075
GSE116765_C42_CC223	GSE116765	C4-2	ISG15	-0.2189664151720283
GSE116765_C42_CC223	GSE116765	C4-2	MX1	0.3453875394011985
GSE116765_C42_CC223	GSE116765	C4-2	OAS1	-0.03847580706435405
GSE116765_C42_CC223	GSE116765	C4-2	IFI27	0.07732444136213468
GSE116765_C42_CC223	GSE116765	C4-2	STING1	0.11733139525064568
GSE116765_C42_CC223	GSE116765	C4-2	CGAS	-0.004650901994800727
GSE116765_C42_CC223	GSE116765	C4-2	TBK1	0.044731454733875076
GSE116765_C42_CC223	GSE116765	C4-2	IRF3	-0.1907326764639592
GSE116765_C42_CC223	GSE116765	C4-2	HLA-A	0.3117407386285018
GSE116765_C42_CC223	GSE116765	C4-2	HLA-B	0.49232752811994374
GSE116765_C42_CC223	GSE116765	C4-2	B2M	0.23607313903722282
GSE116765_C42_CC223	GSE116765	C4-2	TAP1	-0.044763179550982635
GSE116765_C42_CC223	GSE116765	C4-2	PSMB8	-0.00325274266744191
GSE116765_C42_CC223	GSE116765	C4-2	PSMB9	-0.07115230441800557
GSE116765_C42_CC223	GSE116765	C4-2	NLRC5	-0.6703061339826061
GSE116765_C42_CC223	GSE116765	C4-2	CD274	0.09175990892845431
GSE116765_22Rv1_CC115	GSE116765	22Rv1	PRKDC	-1.4518182224599094
GSE116765_22Rv1_CC115	GSE116765	22Rv1	IFNB1	0.0
GSE116765_22Rv1_CC115	GSE116765	22Rv1	CXCL10	0.0
GSE116765_22Rv1_CC115	GSE116765	22Rv1	CCL5	0.0
GSE116765_22Rv1_CC115	GSE116765	22Rv1	STAT1	-1.30001273846071
GSE116765_22Rv1_CC115	GSE116765	22Rv1	IRF7	1.5129074041820387
GSE116765_22Rv1_CC115	GSE116765	22Rv1	ISG15	-0.09719465553404039
GSE116765_22Rv1_CC115	GSE116765	22Rv1	MX1	1.04378845005122
GSE116765_22Rv1_CC115	GSE116765	22Rv1	OAS1	-0.14497701117743259
GSE116765_22Rv1_CC115	GSE116765	22Rv1	IFI27	-0.1334395970829009
GSE116765_22Rv1_CC115	GSE116765	22Rv1	STING1	-0.01385256798831954
GSE116765_22Rv1_CC115	GSE116765	22Rv1	CGAS	0.18672238982067726
GSE116765_22Rv1_CC115	GSE116765	22Rv1	TBK1	-1.069581222915157
GSE116765_22Rv1_CC115	GSE116765	22Rv1	IRF3	0.13635701104246767
GSE116765_22Rv1_CC115	GSE116765	22Rv1	HLA-A	-0.199771979357525
GSE116765_22Rv1_CC115	GSE116765	22Rv1	HLA-B	0.2097162540990194
GSE116765_22Rv1_CC115	GSE116765	22Rv1	B2M	-0.7749612935809127
GSE116765_22Rv1_CC115	GSE116765	22Rv1	TAP1	0.19325925277633527
GSE116765_22Rv1_CC115	GSE116765	22Rv1	PSMB8	0.23602858763774037
GSE116765_22Rv1_CC115	GSE116765	22Rv1	PSMB9	-0.24793459526872796
GSE116765_22Rv1_CC115	GSE116765	22Rv1	NLRC5	0.11246752752743677
GSE116765_22Rv1_CC115	GSE116765	22Rv1	CD274	-0.2115387215488149
GSE167956_normoxia	GSE167956	SUM159	PRKDC	-2.260302809799483
GSE167956_normoxia	GSE167956	SUM159	IFNB1	0.0
GSE167956_normoxia	GSE167956	SUM159	CXCL10	0.3191447338825464
GSE167956_normoxia	GSE167956	SUM159	CCL5	0.08505548373202432
GSE167956_normoxia	GSE167956	SUM159	STAT1	-0.1235678918675065
GSE167956_normoxia	GSE167956	SUM159	IRF7	-0.152147780089535
GSE167956_normoxia	GSE167956	SUM159	ISG15	0.32430619084427326
GSE167956_normoxia	GSE167956	SUM159	MX1	-0.17887643392063435
GSE167956_normoxia	GSE167956	SUM159	OAS1	
GSE167956_normoxia	GSE167956	SUM159	IFI27	-0.03302649256777013
GSE167956_normoxia	GSE167956	SUM159	STING1	-0.6539333867070649
GSE167956_normoxia	GSE167956	SUM159	CGAS	0.0916714741256266
GSE167956_normoxia	GSE167956	SUM159	TBK1	0.01949902771370038
GSE167956_normoxia	GSE167956	SUM159	IRF3	0.09074145893389396
GSE167956_normoxia	GSE167956	SUM159	HLA-A	-0.06394110104710826
GSE167956_normoxia	GSE167956	SUM159	HLA-B	-0.5140503125539579
GSE167956_normoxia	GSE167956	SUM159	B2M	-0.1270560607975586
GSE167956_normoxia	GSE167956	SUM159	TAP1	-0.11010608172739023
GSE167956_normoxia	GSE167956	SUM159	PSMB8	-0.21376559924013883
GSE167956_normoxia	GSE167956	SUM159	PSMB9	-0.2151295440814982
GSE167956_normoxia	GSE167956	SUM159	NLRC5	-0.23710299488386077
GSE167956_normoxia	GSE167956	SUM159	CD274	0.8630161487220027
GSE167956_hypoxia	GSE167956	SUM159	PRKDC	-2.207502204642134
GSE167956_hypoxia	GSE167956	SUM159	IFNB1	0.0
GSE167956_hypoxia	GSE167956	SUM159	CXCL10	0.3792673399574489
GSE167956_hypoxia	GSE167956	SUM159	CCL5	-0.7286872985030284
GSE167956_hypoxia	GSE167956	SUM159	STAT1	0.24750737318637217
GSE167956_hypoxia	GSE167956	SUM159	IRF7	-1.058771737594972
GSE167956_hypoxia	GSE167956	SUM159	ISG15	0.026757735896337564
GSE167956_hypoxia	GSE167956	SUM159	MX1	-0.16277681651441878
GSE167956_hypoxia	GSE167956	SUM159	OAS1	
GSE167956_hypoxia	GSE167956	SUM159	IFI27	-0.5669795582896122
GSE167956_hypoxia	GSE167956	SUM159	STING1	-1.1432407191703318
GSE167956_hypoxia	GSE167956	SUM159	CGAS	0.18159756333488097
GSE167956_hypoxia	GSE167956	SUM159	TBK1	0.17892692463555004
GSE167956_hypoxia	GSE167956	SUM159	IRF3	-0.41577329389013506
GSE167956_hypoxia	GSE167956	SUM159	HLA-A	-0.612880720395971
GSE167956_hypoxia	GSE167956	SUM159	HLA-B	-0.7353472190754324
