analysis	description	signature	level	k	mu	se	lo	hi	p	I2	tau2	Q	n_pos	q_bh
epithelial_combined	Epithelial cancer, one contrast per study (genetic preferred when both exist)	IFN	study	8	0.009890884910113886	0.04523903410846557	-0.07877762194247862	0.0985593917627064	0.826933547840881	0.9900457256389726	0.014641137858885881	703.2154977972252	4	0.8338484766176689
epithelial_combined	Epithelial cancer, one contrast per study (genetic preferred when both exist)	IFN	cell_line	13	0.011525016834817072	0.037900567660245334	-0.06276009577926378	0.08581012944889793	0.7610626776904961	0.9832375603675305	0.014499493584655087	715.8862470565149	7	
epithelial_combined	Epithelial cancer, one contrast per study (genetic preferred when both exist)	STING	study	8	0.13057151930487237	0.08625679284534266	-0.03849179467199923	0.299634833281744	0.13008837841923826	0.9846509245984184	0.04779735700362707	456.05352875383664	5	0.3902651352577148
epithelial_combined	Epithelial cancer, one contrast per study (genetic preferred when both exist)	STING	cell_line	13	0.15421612762414827	0.07295687575331025	0.011220651147660188	0.29721160410063635	0.03453248923783848	0.9739519467247758	0.04773926848415418	460.6870184580706	10	
epithelial_combined	Epithelial cancer, one contrast per study (genetic preferred when both exist)	APM	study	8	0.007829045553368379	0.03732233942502005	-0.06532273971967092	0.08098083082640767	0.8338484766176688	0.9644150779303668	0.008966573126413323	196.71252859012262	3	0.8338484766176689
epithelial_combined	Epithelial cancer, one contrast per study (genetic preferred when both exist)	APM	cell_line	13	-0.01762492304479619	0.0310618791048069	-0.07850620609021772	0.04325636000062533	0.5704334220435456	0.9405056133762093	0.008934893033510133	201.6997011143472	5	
epithelial_combined	Epithelial cancer, one contrast per study (genetic preferred when both exist)	MHCI	study	8	0.14489868372739506	0.13850602225780492	-0.1265731198979026	0.4163704873526927	0.2954897552834279	0.9855268871423579	0.14739196733036244	483.65545607584204	5	
epithelial_combined	Epithelial cancer, one contrast per study (genetic preferred when both exist)	MHCI	cell_line	13	0.11496503095962646	0.1052986687482091	-0.09142035978686339	0.3213504217061163	0.2749212511140444	0.988706872705448	0.1390636032940862	1062.5931760982608	8	
epithelial_combined	Epithelial cancer, one contrast per study (genetic preferred when both exist)	IFN_alpha	study	8	0.03529772596374679	0.04230814743439384	-0.04762624300766513	0.11822169493515872	0.40411143840397024	0.9765557846534038	0.012218414001579872	298.5811167707218	6	
epithelial_combined	Epithelial cancer, one contrast per study (genetic preferred when both exist)	IFN_alpha	cell_line	13	0.03750904409786421	0.036146617944012034	-0.03333832707239938	0.1083564152681278	0.2994136274166763	0.9624124806216269	0.012292904043823097	319.25490690679885	8	
