id	gse	study	cell	lineage	modality	label	prkdc_lfc	qc	perturbation_ok	epi_combined	epi_drug	epi_genetic	nonepi_combined	nonepi_drug	nonepi_genetic	hek	IFN_lfc	IFN_se	IFN_p	IFN_g	IFN_gvar	IFN_ng	IFN_cov	IFN_frac_up	IFN_lfc_w	IFN_lfc_med	n_treat	n_ctrl	IFN_alpha_lfc	IFN_alpha_se	IFN_alpha_p	IFN_alpha_g	IFN_alpha_gvar	IFN_alpha_ng	IFN_alpha_cov	IFN_alpha_frac_up	IFN_alpha_lfc_w	IFN_alpha_lfc_med	IFN_gamma_lfc	IFN_gamma_se	IFN_gamma_p	IFN_gamma_g	IFN_gamma_gvar	IFN_gamma_ng	IFN_gamma_cov	IFN_gamma_frac_up	IFN_gamma_lfc_w	IFN_gamma_lfc_med	STING_lfc	STING_se	STING_p	STING_g	STING_gvar	STING_ng	STING_cov	STING_frac_up	STING_lfc_w	STING_lfc_med	APM_lfc	APM_se	APM_p	APM_g	APM_gvar	APM_ng	APM_cov	APM_frac_up	APM_lfc_w	APM_lfc_med	MHCI_lfc	MHCI_se	MHCI_p	MHCI_g	MHCI_gvar	MHCI_ng	MHCI_cov	MHCI_frac_up	MHCI_lfc_w	MHCI_lfc_med	global_median_lfc
GSE273409_DMS114_NU7441	GSE273409	GSE273409	DMS114	epithelial_cancer	selective_inhibitor	DMS114 NU7441 vs DMSO	-0.08635429448781018	inhibitor_mRNA_not_required	True	True	True	False	False	False	False	False	0.048145728273231825	0.2209955984197974	0.8409602849352372	0.1423044542152205	0.4283542131407911	196	0.9514563106796117	0.5051020408163265	0.04814572827323605	0.001634556204354709	3	3	-0.022101096734013836	0.27320353282646676	0.9395243155597568	-0.052841102694048514	0.4268993485111603	89	1.0	0.43820224719101125	-0.0221010967340092	-0.03573175856977251	0.06969132022279378	0.23023466901587855	0.781582914505503	0.19772078610220434	0.42992445910473953	173	0.9453551912568307	0.5260115606936416	0.06969132022279387	0.013476757852690646	0.35981258461665	0.34899771830233045	0.3715846429764756	0.6734387755733383	0.4644599820371431	10	0.625	0.9	0.35981258461664944	0.3740594894407262	0.0144546119147968	0.16430527306962392	0.9356394744067955	0.05746445497007333	0.4269418469654173	21	1.0	0.5714285714285714	0.014454611914797985	0.026517112518419594	0.0940157392545462	0.10149836464657877	0.443666076715439	0.6050424944048953	0.45717303500297485	4	1.0	1.0	0.09401573925454887	0.10620163348710498	-0.00641142086089852
GSE273409_H146_NU7441	GSE273409	GSE273409	H146	epithelial_cancer	selective_inhibitor	H146 NU7441 vs DMSO	-0.1389330274487648	inhibitor_mRNA_not_required	True	True	True	False	False	False	False	False	0.23175118370023817	0.10187707783894069	0.11237313027443138	1.4859008768692448	0.6106584513233992	188	0.912621359223301	0.5957446808510638	0.2262444730968587	0.14246073858242347	3	3	0.38124171231701176	0.09643602073871767	0.023995207084713366	2.5822928173882764	0.9823530162279236	87	0.9775280898876404	0.632183908045977	0.3728321400974708	0.19598058826942122	0.24669692653337094	0.11629526679660754	0.12837366715278672	1.3856261056069163	0.5866633087116159	166	0.907103825136612	0.608433734939759	0.24131790166893885	0.15671819684769783	0.14532506687436886	0.17886253642385166	0.4905245388658598	0.5307200606608063	0.4501386485656509	9	0.5625	0.5555555555555556	0.12995860192588898	0.23841339328294708	0.07031650106699949	0.1141728211992751	0.5947645280620741	0.40228966649635817	0.440153081314146	21	1.0	0.6190476190476191	0.07031650106700058	0.1348792768131144	0.22196304589003013	0.07544767705452281	0.04544297205936445	1.921671549204039	0.7344017952516877	4	1.0	1.0	0.2219630458900297	0.21200666563496995	-0.028686261229383447
GSE273409_H196_NU7441	GSE273409	GSE273409	H196	epithelial_cancer	selective_inhibitor	H196 NU7441 vs DMSO	-0.10665319197183365	inhibitor_mRNA_not_required	True	True	True	False	False	False	False	False	-0.0656211821566437	0.08982432579602675	0.5326538327797653	-0.4771934140780834	0.44564279620329145	195	0.9466019417475728	0.37948717948717947	-0.0701972167004691	-0.09495421020955064	3	3	-0.15102328116483044	0.12465801628003398	0.3481611529191412	-0.791348981100838	0.47885276749077793	88	0.9887640449438202	0.32954545454545453	-0.15142849088596025	-0.1625160233743177	-0.05172638917625516	0.09209144262349328	0.6234480265019433	-0.36689115690212837	0.4378840934177486	173	0.9453551912568307	0.3988439306358382	-0.05688434718808269	-0.08440448429959169	0.5259469132480143	0.21845933725910363	0.10086754181652224	1.5725905307756756	0.6327534147904434	9	0.5625	0.7777777777777778	0.5219848626413788	0.37207290224883494	-0.12642969904493562	0.0635508082500691	0.13037068352017575	-1.2994883286671535	0.5673891596951793	21	1.0	0.42857142857142855	-0.12642969904493362	-0.11735179720221467	-0.05593868253921208	0.10465996360981039	0.6458271101845067	-0.34912103126767674	0.4368237912061172	4	1.0	0.25	-0.055938682539213413	-0.08098011815958017	0.06286606047022225
GSE273409_H446_NU7441	GSE273409	GSE273409	H446	epithelial_cancer	selective_inhibitor	H446 NU7441 vs DMSO	-0.2736909431403447	inhibitor_mRNA_not_required	True	True	True	False	False	False	False	False	0.021254787360360794	0.05749854722890825	0.7404326502641156	0.24145947394448564	0.43152522312979574	194	0.941747572815534	0.5257731958762887	0.021254787360363826	0.023879533849124	3	3	0.012292663679997595	0.045946198470905246	0.8025983958295906	0.1747594917402049	0.42921173999610795	87	0.9775280898876404	0.5287356321839081	0.012292663679999918	0.041530010358083125	0.010137326563603999	0.060475248815643964	0.8797239021254512	0.10949395186996676	0.4276657437913419	171	0.9344262295081968	0.5146198830409356	0.010137326563601683	0.01597273810008737	0.051258340250686096	0.08940174188112718	0.6178453794011122	0.3745095670673979	0.4383547846520842	9	0.5625	0.3333333333333333	0.0512583402506868	-0.1330932446830051	-0.06222875160918839	0.04679031431096788	0.29062127831726403	-0.8687193265960694	0.4895561057001275	21	1.0	0.42857142857142855	-0.06222875160918793	-0.11605169072644639	0.31903486723096286	0.034983005737824514	0.001968086855821422	5.956969626750233	3.3837905945020688	4	1.0	1.0	0.31903486723096686	0.31962420205327646	-0.07967544071571186
GSE273409_H720_NU7441	GSE273409	GSE273409	H720	epithelial_cancer	selective_inhibitor	H720 NU7441 vs DMSO	-0.0888476962659226	inhibitor_mRNA_not_required	True	True	True	False	False	False	False	False	-0.12698282049806142	0.04844116277126466	0.06089486711790694	-1.7122799345308863	0.6709918811830914	188	0.912621359223301	0.2872340425531915	-0.12698282049805956	-0.09793419357895772	3	3	-0.10817219189430816	0.07578308468017972	0.22664074724722919	-0.9323687491043526	0.499109290358868	87	0.9775280898876404	0.22988505747126436	-0.10817219189430438	-0.09988332213813145	-0.1362592424514375	0.04591259670584449	0.04717093650210617	-1.9385565367900606	0.7398334538609562	166	0.907103825136612	0.28313253012048195	-0.13625924245143417	-0.10679145030138493	0.10044203683062847	0.14060640626148352	0.5312610584711625	0.4666107716378788	0.4448104676840414	9	0.5625	0.5555555555555556	0.10044203683062748	0.03631556435001215	-0.0856730062512181	0.041622035636382046	0.1293318209890901	-1.344513128440534	0.5773096293790795	21	1.0	0.42857142857142855	-0.08567300625121585	-0.03805378988241159	0.0035342924005661303	0.046739235671461335	0.9439685039741865	0.049392979916838525	0.42686997220542217	4	1.0	0.25	0.003534292400564798	-0.04170687453304467	-0.004966286847145618
GSE273409_H1341_NU7441	GSE273409	GSE273409	H1341	epithelial_cancer	selective_inhibitor	H1341 NU7441 vs DMSO	0.037698959540025	inhibitor_mRNA_not_required	True	True	True	False	False	False	False	False	0.06474699578236986	0.08886822627275107	0.5074790947838274	0.475901931647817	0.445540220712177	186	0.9029126213592233	0.44086021505376344	0.058258007606417035	-0.026996358948552235	3	3	0.09969063544839063	0.09519611677726197	0.3651610458712226	0.684036834692109	0.46565886593463335	85	0.9550561797752809	0.5294117647058824	0.09290828888571803	0.022103065551691614	0.07481538694084477	0.0916124483763791	0.46061189995362584	0.5334341235987301	0.4503793303516288	165	0.9016393442622951	0.44242424242424244	0.06750052754249265	-0.02135361733048491	0.1921092596884133	0.20718862205493113	0.44315222015435196	0.605657017820445	0.45723503526959625	8	0.5	0.625	0.19210925968841397	0.22981777321375252	-0.15925588721494321	0.049756410929477544	0.07273031140456131	-2.090695610467788	0.7909173446357731	21	1.0	0.19047619047619047	-0.15925588721494116	-0.13983659972429674	-0.1825156724303092	0.01645865945009551	0.0010169853173773973	-7.243526628978644	4.799056502060228	4	1.0	0.0	-0.18251567243030875	-0.1883103994415496	-0.026685597708877573
GSE242255_KD	GSE242255	GSE242255	CWR22Rv1-AR-EK	epithelial_cancer	genetic	siDNA-PKcs vs siScr	-3.3170591037495782	PRKDC_down	True	True	False	True	False	False	False	False	0.11379234239042901	0.013650538766923657	0.009425836599511028	5.445121842233704	2.8974459897308815	166	0.8058252427184466	0.5421686746987951	0.11653344128053528	0.05249845174212897	3	3	0.1513019404699243	0.030834900287345982	0.027379032879731896	3.2051348551205354	1.2827407866257112	80	0.898876404494382	0.5625	0.13901085840576824	0.12707920959485142	0.16277931467677043	0.018616207511478564	0.0012163917823890694	5.7115286794000895	3.1451299879674783	147	0.8032786885245902	0.5510204081632653	0.15977750061289514	0.06867165965792621	0.26057021226919463	0.21132071281171633	0.2941911469769055	0.8054286191963419	0.48072627171837723	4	0.25	0.75	0.2605702122691965	0.11002437281285049	-0.19172319244204594	0.0689513538513978	0.049905541922516346	-1.8162524431453844	0.7015644114359649	20	0.9523809523809523	0.25	-0.1989419922834066	-0.327603209600077	-0.7788418293298731	0.14750275660829223	0.023192810761533074	-3.4490023392313307	1.4179680946685993	4	1.0	0.0	-0.7788418293298732	-0.6230235910528363	-0.003863887792463716
GSE242255_AZD7648	GSE242255	GSE242255	CWR22Rv1-AR-EK	epithelial_cancer	selective_inhibitor	AZD7648 vs DMSO	-0.31019508364876636	inhibitor_mRNA_not_required	True	False	True	False	False	False	False	False	0.04853708757782371	0.03149941069044486	0.2596287196204758	1.0065043170475385	0.5110875783529444	163	0.7912621359223301	0.5276073619631901	0.048537087577824156	0.017819001640498655	3	3	0.0658418339949689	0.025013021085713148	0.07723964926538636	1.7194126900443636	0.673031666557133	80	0.898876404494382	0.55	0.06584183399496857	0.019929100013484913	0.03592021949192059	0.028296575367802737	0.31555757793474687	0.8291812283319155	0.4839617924515021	143	0.7814207650273224	0.5174825174825175	0.03592021949192124	0.006849226551794985	0.03494528592553525	0.20675586709035182	0.8755206051558176	0.11040153541189751	0.42768237491844213	4	0.25	0.75	0.034945285925535474	0.04765164167101865	0.11470960156372545	0.06539438281698243	0.1561557232960142	1.1457864537201907	0.536068883127391	20	0.9523809523809523	0.75	0.11470960156372656	0.14628060082774708	0.20765404250956898	0.052606563391167045	0.021543209612528064	2.578367485656393	0.9806649075908392	4	1.0	1.0	0.20765404250956876	0.2289927733108077	-0.017052229843362632
GSE242255_NU7441	GSE242255	GSE242255	CWR22Rv1-AR-EK	epithelial_cancer	selective_inhibitor	NU7441 vs DMSO	-0.0888318978556697	inhibitor_mRNA_not_required	True	False	False	False	False	False	False	False	-0.09751804469026126	0.021223835188400833	0.04313469002406692	-3.001272837319085	1.1773032203357792	159	0.7718446601941747	0.3584905660377358	-0.09751804469026236	-0.08269064649541491	3	3	-0.13064075640116712	0.03084070062607821	0.04284679355295007	-2.7669340518462553	1.0646603372721948	79	0.8876404494382022	0.3037974683544304	-0.1306407564011673	-0.10218000487263978	-0.09253137264085787	0.017782694236505938	0.010917983089893708	-3.398879759613058	1.389365301692277	140	0.7650273224043715	0.36428571428571427	-0.09253137264085638	-0.0661839690882211	0.09516010360781824	0.04180025982290468	0.11932263216242094	1.4870318905326378	0.6109386536217559	3	0.1875	0.6666666666666666	0.09516010360781853	0.07861921420218465	-0.11750407143216535	0.08063300078617065	0.22256903361773495	-0.9518849268564513	0.5021737428313761	20	0.9523809523809523	0.25	-0.11750407143216506	-0.10629414409165916	-0.2567743020874014	0.10573111181087996	0.10009699085872312	-1.5863284600617795	0.6363698319334982	4	1.0	0.0	-0.2567743020874016	-0.135989460638402	-0.014384896154556515
GSE242255_NU5455	GSE242255	GSE242255	CWR22Rv1-AR-EK	epithelial_cancer	selective_inhibitor	NU5455 vs DMSO	-0.05828215047827179	inhibitor_mRNA_not_required	True	False	False	False	False	False	False	False	-0.27682878777093833	0.02358105991655672	0.002650558902978259	-7.668179785545208	5.326748435287013	158	0.7669902912621359	0.3860759493670886	-0.2733106066139897	-0.19242868527316137	3	3	-0.3832254592008564	0.021985681872149984	7.224007319317064e-05	-11.385674694340814	11.22946568711273	78	0.8764044943820225	0.28205128205128205	-0.3801581567207969	-0.35268291931167717	-0.2784769278350794	0.025445877803280968	0.004372353273132107	-7.14852004564077	4.685111570243993	139	0.7595628415300546	0.381294964028777	-0.27447784421782834	-0.20025141963645332	-0.13843076929759235	0.09844176381968645	0.28914887967435393	-0.9185390057310251	0.4969761587541118	3	0.1875	0.3333333333333333	-0.13843076929759293	-0.27838305109508354	-0.26834036147453766	0.051053699780758736	0.0280725798456899	-3.433231888928759	1.408923433596445	20	0.9523809523809523	0.4	-0.2683403614745378	-0.15898208619756132	-0.16506290138313684	0.05004564389657585	0.042354322262805666	-2.1544060041807223	0.8134554359041622	4	1.0	0.5	-0.16506290138313728	-0.03284570972203049	-0.025277303379361626
