analysis	signature	dropped	k	mu	se	p	I2	lo	hi	n_pos
epithelial_combined	IFN	GSE273409	7	0.009862207338573488	0.04837742208398033	0.8384631289733	0.9914655988462051	-0.08495753994602796	0.10468195462317494	3
epithelial_combined	IFN	GSE242255	7	-0.006751950262656856	0.049020168376949724	0.8904473197164604	0.9901666401841298	-0.10283148028147832	0.0893275797561646	3
epithelial_combined	IFN	GSE116765	7	0.009691358209380174	0.050352946355445134	0.8473752064602955	0.9914500489965311	-0.08900041664729229	0.10838313306605264	3
epithelial_combined	IFN	GSE167956	7	0.022170509494781682	0.05330634602603974	0.6774776859053112	0.9870796418617146	-0.0823099287162562	0.12665094770581956	4
epithelial_combined	IFN	GSE319513	7	0.02939003403989877	0.05055385559081952	0.5609972564024346	0.9905435383873651	-0.06969552291810749	0.12847559099790504	4
epithelial_combined	IFN	GSE93075	7	0.011993540609155232	0.04657027420049463	0.7967647220942011	0.991467659631938	-0.07928419682381424	0.10327127804212471	4
epithelial_combined	IFN	GSE63480	7	0.019094553181056274	0.05371159844199938	0.722213930203124	0.9913215202862231	-0.08618017976526252	0.12436928612737505	4
epithelial_combined	IFN	GSE285698	7	-0.018499049696043903	0.03106401309127992	0.551500051200428	0.968743561894335	-0.07938451535495254	0.04238641596286474	3
epithelial_combined	STING	GSE273409	7	0.13017785579646823	0.09483388981168937	0.16984767806069834	0.9868429205081833	-0.05569656823444294	0.3160522798273794	4
epithelial_combined	STING	GSE242255	7	0.1191734020900857	0.09013645098921474	0.1861200780216694	0.9868314208681327	-0.057494041848775185	0.29584084602894656	4
epithelial_combined	STING	GSE116765	7	0.1532784295209823	0.10550253147625811	0.14626783643479185	0.9831046933477301	-0.05350653217248358	0.3600633912144482	4
epithelial_combined	STING	GSE167956	7	0.15922712326410943	0.10131469076406371	0.11604115847540807	0.9838205431218479	-0.03934967063345546	0.3578039171616743	5
epithelial_combined	STING	GSE319513	7	0.1154559895043235	0.10550954090417677	0.2738363119619669	0.9861153772689593	-0.09134271066786297	0.32225468967650994	4
epithelial_combined	STING	GSE93075	7	0.13407185704831803	0.08689319895859166	0.1228429198737474	0.98683987195487	-0.03623881291052161	0.3043825270071577	5
epithelial_combined	STING	GSE63480	7	0.16650258825786013	0.09383007846849481	0.07597851999451186	0.9864855566231797	-0.017404365540389682	0.35040954205610997	5
epithelial_combined	STING	GSE285698	7	0.05887851362822188	0.05273343367478942	0.2641949067559365	0.9384795720600215	-0.04447901637436539	0.16223604363080915	4
epithelial_combined	APM	GSE273409	7	0.024968195871127464	0.04103011135979759	0.5428337171417317	0.9667550340668234	-0.05545082239407581	0.10538721413633073	3
epithelial_combined	APM	GSE242255	7	0.03031442982522646	0.038983193875335706	0.43678824736890387	0.9682526033771103	-0.046092630170431526	0.10672148982088445	3
epithelial_combined	APM	GSE116765	7	-0.01212394733521655	0.039646528617466634	0.7597561816774324	0.9675314577722294	-0.08983114342545115	0.06558324875501806	2
epithelial_combined	APM	GSE167956	7	0.026980744305814333	0.04071277864342418	0.5075166380046308	0.9648792955479413	-0.052816301835297064	0.10677779044692573	3
epithelial_combined	APM	GSE319513	7	0.013803818970757243	0.0524395794590491	0.7923711271658034	0.9584269412094271	-0.08897775676897898	0.11658539471049348	3
epithelial_combined	APM	GSE93075	7	0.015441876116969152	0.03822299841271056	0.6862168601306613	0.969331004547161	-0.05947520077194354	0.09035895300588184	3
epithelial_combined	APM	GSE63480	7	-0.004218621794482875	0.04186041112137837	0.9197264394807523	0.934877212918653	-0.08626502759238448	0.07782778400341873	2
epithelial_combined	APM	GSE285698	7	-0.034751379521558184	0.03606066572255243	0.33520030447870464	0.9609015175275615	-0.10543028433776096	0.03592752529464459	2
epithelial_combined	MHCI	GSE273409	7	0.1552676595389504	0.14910615078044923	0.29772568028882673	0.9874448901257258	-0.13698039599073009	0.44751571506863086	4
epithelial_combined	MHCI	GSE242255	7	0.26330499750700975	0.1395308810991775	0.05915046997365092	0.9859170478212735	-0.010175529447378151	0.5367855244613977	5
epithelial_combined	MHCI	GSE116765	7	0.12896721437906666	0.15138123352694402	0.39424927793742015	0.9875730450317655	-0.16774000333374361	0.42567443209187694	4
epithelial_combined	MHCI	GSE167956	7	0.20163447227936862	0.12635838188901258	0.11054800665650251	0.9778215060303485	-0.04602795622309602	0.44929690078183326	5
epithelial_combined	MHCI	GSE319513	7	0.05690279816486258	0.13704461465788953	0.6779854884739865	0.9796323115354983	-0.2117046465646009	0.32551024289432606	4
epithelial_combined	MHCI	GSE93075	7	0.17092172257198832	0.15004976130928646	0.25466133782777556	0.985733185652206	-0.12317580959421312	0.4650192547381897	5
epithelial_combined	MHCI	GSE63480	7	0.10085718080843319	0.1867919063567353	0.5892356093504834	0.9871859383284207	-0.26525495565076795	0.46696931726763435	4
epithelial_combined	MHCI	GSE285698	7	0.0800944730671824	0.15511622433152206	0.605609032326909	0.9869538371751949	-0.22393332662260082	0.38412227275696564	4
epithelial_drug	IFN	GSE273409	4	-0.03596992470082675	0.04793633946836255	0.453032727320025	0.9294972240787706	-0.12992515005881736	0.05798530065716385	2
epithelial_drug	IFN	GSE242255	4	-0.04899036454064402	0.04588373939845949	0.28565294770083516	0.9022657027058799	-0.1389224937616246	0.04094176468033658	2
epithelial_drug	IFN	GSE116765	4	-0.040028101553688446	0.05412951100227831	0.45961097363310066	0.8852136223173048	-0.14612194311815394	0.06606574001077703	2
epithelial_drug	IFN	GSE319513	4	0.015779078683513612	0.01922526520041243	0.4117903948864896	0.1652052367517453	-0.021902441109294752	0.05346059847632198	3
epithelial_drug	IFN	GSE93076_drug	4	-0.014348282233237704	0.04557275418558252	0.7528805351361201	0.9316024120226607	-0.10367088043697945	0.07497431597050402	3
epithelial_drug	STING	GSE273409	4	0.09011527867861108	0.09512004820354066	0.3434427827341944	0.9563293765400017	-0.09632001580032859	0.2765505731575507	3
epithelial_drug	STING	GSE242255	4	0.10967172462410142	0.08238502494319952	0.18312009930804551	0.9568300527485087	-0.05180292426456963	0.2711463735127725	3
epithelial_drug	STING	GSE116765	4	0.20469634149046445	0.019610507823843992	1.6611080356757567e-25	0.0	0.16625974615573022	0.24313293682519868	3
epithelial_drug	STING	GSE319513	4	0.0414095809055196	0.043477726142157024	0.34087789923052003	0.3206146761822256	-0.04380676233310817	0.12662592414414736	3
epithelial_drug	STING	GSE93076_drug	4	0.10799533945043126	0.07812896375681867	0.1668887481128436	0.9565873956409174	-0.04513742951293333	0.26112810841379586	4
epithelial_drug	APM	GSE273409	4	0.052225148488565534	0.06531745206865303	0.4239664226805333	0.8751269069660148	-0.0757970575659944	0.18024735454312546	2
epithelial_drug	APM	GSE242255	4	-0.009544427321604152	0.041747818782445906	0.8191635152469512	0.8759608799099333	-0.09137015213519813	0.07228129749198982	1
epithelial_drug	APM	GSE116765	4	-0.0373920493839168	0.030171408841953604	0.2152267820519751	0.7082231185576294	-0.09652801071414585	0.021743911946312262	1
epithelial_drug	APM	GSE319513	4	0.03690853472347752	0.07933979543969917	0.6417912902812559	0.8963911663544452	-0.11859746433833285	0.1924145337852879	2
epithelial_drug	APM	GSE93076_drug	4	0.014836462240237774	0.04209813252494825	0.7245190591738377	0.8993278630221403	-0.06767587750866079	0.09734880198913633	2
epithelial_drug	MHCI	GSE273409	4	0.3818206851533125	0.16393840147420705	0.019856432812320707	0.9699149217427738	0.060501418263866735	0.7031399520427584	4
