gene	platform_or_source	probe_or_row	sample	sample_title	value
TACSTD2	GPL14951	ILMN_1739001	GSM1648114	anti-PD-1_No_Response_rep1	10.991
TACSTD2	GPL14951	ILMN_1739001	GSM1648115	anti-PD-1_No_Response_rep2	11.3621
TACSTD2	GPL14951	ILMN_1739001	GSM1648116	anti-PD-1_No_Response_rep3	9.587
TACSTD2	GPL14951	ILMN_1739001	GSM1648117	anti-PD-1_No_Response_rep4	12.1724
TACSTD2	GPL14951	ILMN_1739001	GSM1648118	anti-PD-1_No_Response_rep5	8.4698
TACSTD2	GPL14951	ILMN_1739001	GSM1648119	anti-PD-1_No_Response_rep6	9.0888
TACSTD2	GPL14951	ILMN_1739001	GSM1648120	anti-PD-1_No_Response_rep7	9.5094
TACSTD2	GPL14951	ILMN_1739001	GSM1648121	anti-PD-1_Response_rep1	7.4917
TACSTD2	GPL14951	ILMN_1739001	GSM1648122	anti-PD-1_Response_rep2	11.6109
TACSTD2	GPL14951	ILMN_1739001	GSM1648123	anti-PD-1_Response_rep3	10.9163
TACSTD2	GPL14951	ILMN_1739001	GSM1648124	anti-PD-1_Response_rep4	7.5643
CLDN4	GPL14951	ILMN_2132458	GSM1648114	anti-PD-1_No_Response_rep1	7.032
CLDN4	GPL14951	ILMN_2132458	GSM1648115	anti-PD-1_No_Response_rep2	6.5397
CLDN4	GPL14951	ILMN_2132458	GSM1648116	anti-PD-1_No_Response_rep3	6.402
CLDN4	GPL14951	ILMN_2132458	GSM1648117	anti-PD-1_No_Response_rep4	6.6537
CLDN4	GPL14951	ILMN_2132458	GSM1648118	anti-PD-1_No_Response_rep5	6.4936
CLDN4	GPL14951	ILMN_2132458	GSM1648119	anti-PD-1_No_Response_rep6	6.3692
CLDN4	GPL14951	ILMN_2132458	GSM1648120	anti-PD-1_No_Response_rep7	6.5996
CLDN4	GPL14951	ILMN_2132458	GSM1648121	anti-PD-1_Response_rep1	7.2908
CLDN4	GPL14951	ILMN_2132458	GSM1648122	anti-PD-1_Response_rep2	6.2864
CLDN4	GPL14951	ILMN_2132458	GSM1648123	anti-PD-1_Response_rep3	6.4945
CLDN4	GPL14951	ILMN_2132458	GSM1648124	anti-PD-1_Response_rep4	6.4672
