gene	platform_or_source	probe_or_row	sample	sample_title	value
TACSTD2	RNA-seq Unique_RPKM	GSM1982042_CSF1R-1_L5.N703.expression.txt.gz:ENSMUSG00000051397_6	GSM1982042		0.40
TACSTD2	RNA-seq Unique_RPKM	GSM1982043_CSF1R-2_L4.N710.expression.txt.gz:ENSMUSG00000051397_6	GSM1982043		1.95
TACSTD2	RNA-seq Unique_RPKM	GSM1982044_CSF1R-3_L4.N709.expression.txt.gz:ENSMUSG00000051397_6	GSM1982044		0.97
TACSTD2	RNA-seq Unique_RPKM	GSM1982045_CSF1R-4_L5.N706.expression.txt.gz:ENSMUSG00000051397_6	GSM1982045		1.01
TACSTD2	RNA-seq Unique_RPKM	GSM1982046_CSF1R-5_L4.N711.expression.txt.gz:ENSMUSG00000051397_6	GSM1982046		0.17
TACSTD2	RNA-seq Unique_RPKM	GSM1982047_CSF1R-6_L5.N704.expression.txt.gz:ENSMUSG00000051397_6	GSM1982047		0.56
TACSTD2	RNA-seq Unique_RPKM	GSM1982048_CSF1R-7_L5.N702.expression.txt.gz:ENSMUSG00000051397_6	GSM1982048		0.28
