gene	platform_or_source	probe_or_row	sample	sample_title	value
CLDN4	GPL16499	14089	GSM1062698	NDMA_AD_1	0.027137
CLDN4	GPL16499	14089	GSM1062699	NDMA_AD_2	-0.033658
CLDN4	GPL16499	14089	GSM1062700	NDMA_AC_1	0.076632
CLDN4	GPL16499	14089	GSM1062701	NDMA_AC_2	0.0007945
CLDN4	GPL16499	14089	GSM1062702	NDMA_AC_3	0.18876
CLDN4	GPL16499	14089	GSM1062703	NDMA-silica_AD_4m_1	0.085696
CLDN4	GPL16499	14089	GSM1062704	NDMA-silica_AD_4m_2	0.018273
CLDN4	GPL16499	14089	GSM1062705	NDMA-silica_AD_6m_1	-0.034835
CLDN4	GPL16499	14089	GSM1062706	NDMA-silica_AD_6m_2	0.039257
CLDN4	GPL16499	14089	GSM1062707	NDMA-silica_AD_6m_3	0.067909
CLDN4	GPL16499	14089	GSM1062708	NDMA-silica_AD_9m_1	0.0032835
CLDN4	GPL16499	14089	GSM1062709	NDMA-silica_AD_9m_2	0.038567
CLDN4	GPL16499	14089	GSM1062710	NDMA-silica_AD_9m_3	0.045034
CLDN4	GPL16499	14089	GSM1062711	NDMA-silica_AC_1	0.10291
CLDN4	GPL16499	14089	GSM1062712	NDMA-silica_AC_2	0.028817
CLDN4	GPL16499	14089	GSM1062713	NDMA-silica_AC_3	-0.065582
CLDN4	GPL16499	14556	GSM1062698	NDMA_AD_1	0.096324
CLDN4	GPL16499	14556	GSM1062699	NDMA_AD_2	0.021717
CLDN4	GPL16499	14556	GSM1062700	NDMA_AC_1	0.056496
CLDN4	GPL16499	14556	GSM1062701	NDMA_AC_2	0.021247
CLDN4	GPL16499	14556	GSM1062702	NDMA_AC_3	0.029383
CLDN4	GPL16499	14556	GSM1062703	NDMA-silica_AD_4m_1	0.094277
CLDN4	GPL16499	14556	GSM1062704	NDMA-silica_AD_4m_2	-0.042245
CLDN4	GPL16499	14556	GSM1062705	NDMA-silica_AD_6m_1	-0.010572
CLDN4	GPL16499	14556	GSM1062706	NDMA-silica_AD_6m_2	-0.016059
CLDN4	GPL16499	14556	GSM1062707	NDMA-silica_AD_6m_3	0.13585
CLDN4	GPL16499	14556	GSM1062708	NDMA-silica_AD_9m_1	-0.09419
CLDN4	GPL16499	14556	GSM1062709	NDMA-silica_AD_9m_2	0.0508
CLDN4	GPL16499	14556	GSM1062710	NDMA-silica_AD_9m_3	0.015159
CLDN4	GPL16499	14556	GSM1062711	NDMA-silica_AC_1	0.10137
CLDN4	GPL16499	14556	GSM1062712	NDMA-silica_AC_2	0.074323
CLDN4	GPL16499	14556	GSM1062713	NDMA-silica_AC_3	0.066985
TACSTD2	GPL16499	22426	GSM1062698	NDMA_AD_1	-0.093586
TACSTD2	GPL16499	22426	GSM1062699	NDMA_AD_2	-0.22363
