cohort	present	n	n_detectable_linear_gt0	frac_detectable	median_log2	q25_log2	q75_log2	min_log2	max_log2	frac_below_log2_0	low_information_flag
Hugo_GSE78220	True	26	26	1.0	-1.189753714141733	-2.0373832519781754	0.2012347751225977	-2.9619836236020856	7.209370505764049	0.7307692307692307	True
Riaz_GSE91061	True	33	30	0.9090909090909091	-2.146845170116584	-2.9489986077648327	-0.26526050405672386	-3.321928094887362	4.417519894943136	0.7878787878787878	True
MGH_GSE115821	True	8	8	1.0	0.22711924659513272	-0.4373314655560906	0.7179321140998497	-2.3830756461357194	3.473855721715554	0.5	False
