gene	Hugo_GSE78220	MGH_GSE115821	Riaz_GSE91061
CDH1	0.06461538461538462	-0.04761904761904763	0.09060515384363033
CLDN3	0.6569171180886021	0.38095238095238104	0.5491962590645579
CLDN7	0.20820512820512818	0.04761904761904763	0.5817452682210951
DCT	-0.3524786324786324	-0.07142857142857144	-0.07990639029013892
EPCAM	0.4297435897435897	0.8095238095238096	0.3637579608187077
KRT1	-0.12514960005101314	0.4761904761904762	0.1722473697817192
KRT10	0.18974358974358974	0.7619047619047621	0.0317619542994276
KRT14	0.03972608563713108	0.8333333333333335	0.25623476601414685
KRT5	0.06849325109850186	0.523809523809524	0.3758853440663488
MITF	-0.44957264957264953	-0.4047619047619048	-0.18121030768726065
MLANA	-0.3408547008547009	-0.2380952380952381	-0.17084588049481586
PMEL	-0.5288888888888889	0.11904761904761905	-0.2266800527895991
SFN	0.36450675861852455	0.7142857142857144	0.3614202065505701
SOX10	-0.5466666666666666	0.2142857142857143	-0.2788365251128697
TYR	-0.29435897435897435	0.09523809523809526	-0.02774991796686833
