cohort	score	rho	p
Hugo_GSE78220	keratinocyte	0.08786324786324784	0.6695180334275163
Hugo_GSE78220	melanocyte	-0.509059829059829	0.007908538928725955
Riaz_GSE91061	keratinocyte	0.47509196904722767	0.00520721072056514
Riaz_GSE91061	melanocyte	-0.14978268974887965	0.40542730694266355
MGH_GSE115821	keratinocyte	0.7857142857142858	0.020815127253525273
MGH_GSE115821	melanocyte	0.023809523809523815	0.9553740118158806
