k	logor_fe	se_fe	or_fe	or_fe_lo	or_fe_hi	p_fe	logor_re	se_re	or_re	or_re_lo	or_re_hi	p_re	Q	Q_p	I2	tau2	direction_pos	direction_neg	gene	class
3	-0.44465119700888706	0.2857255128453575	0.6410478364435801	0.3661642769389027	1.12228951454367	0.11965625348976239	-0.44465119700888706	0.2857255128453575	0.6410478364435801	0.3661642769389027	1.12228951454367	0.11965625348976239	0.3783504518481388	0.8276414697466535	0.0	0.0	1	2	CLDN7	epithelial_control
3	0.3609033894870319	0.2856204439189486	1.4346248543401445	0.8196214590672041	2.511096372504475	0.2063819361670437	0.3609033894870319	0.2856204439189486	1.4346248543401445	0.8196214590672041	2.511096372504475	0.2063819361670437	1.412250037005478	0.4935530055388818	0.0	0.0	3	0	CD274	positive_control
3	0.2946590411908824	0.27511216945510575	1.342668485984826	0.7830483690092247	2.3022315537643974	0.2841466997632208	0.2946590411908824	0.27511216945510575	1.342668485984826	0.7830483690092247	2.3022315537643974	0.2841466997632208	0.6577616445698482	0.7197287872683475	0.0	0.0	3	0	IFNG	positive_control
3	0.29587476505143795	0.2850836905783174	1.3443017927238738	0.7688270259814769	2.350525214190585	0.29933882185051597	0.29587476505143795	0.2850836905783174	1.3443017927238738	0.7688270259814769	2.350525214190585	0.29933882185051597	1.8926683603391148	0.3881613481041052	0.0	0.0	2	1	Ayers_IFNG_6	positive_control_score
3	0.2875374610879945	0.2873398699615178	1.333140532122577	0.7590795606899998	2.3413404475975397	0.31697783680563674	0.2875374610879945	0.2873398699615178	1.333140532122577	0.7590795606899998	2.3413404475975397	0.31697783680563674	1.6445553587862543	0.439429633976398	0.0	0.0	2	1	CXCL9	positive_control
3	0.21518583318691603	0.27649053336554785	1.240092325863716	0.7212744139685735	2.132099720832583	0.436406562226494	0.21518583318691603	0.27649053336554785	1.240092325863716	0.7212744139685735	2.132099720832583	0.436406562226494	1.129064823029636	0.5686259675601306	0.0	0.0	2	1	HLA-DRA	positive_control
3	0.20762209231772888	0.27028273607331826	1.23074797253988	0.724602485480218	2.0904435221570576	0.442388385370754	0.20762209231772888	0.27028273607331826	1.23074797253988	0.724602485480218	2.0904435221570576	0.442388385370754	1.0445313707392305	0.5931750762460855	0.0	0.0	2	1	STAT1	positive_control
3	0.2020133296440513	0.2872835704396422	1.223864321678406	0.6969354606515884	2.1491859181292914	0.4819408299358441	0.2020133296440513	0.2872835704396422	1.223864321678406	0.6969354606515884	2.1491859181292914	0.4819408299358441	1.3367097780622288	0.5125510880021171	0.0	0.0	2	1	CD8A	positive_control
3	0.198200066268161	0.30511961578097924	1.2192062914758364	0.6704310731914058	2.217176441566696	0.5159625680929494	0.3238449112627944	0.4662499866937301	1.3824328907218315	0.5543244783727488	3.4476570527062487	0.4873225891688445	3.59646713987383	0.1655911351880585	44.38987144283589	0.28038121324968607	2	1	CXCL10	positive_control
3	-0.17002432384532232	0.2851240793814591	0.8436442956734558	0.48245505180032744	1.4752373199668054	0.5509635040186864	-0.17002432384532232	0.2851240793814591	0.8436442956734558	0.48245505180032744	1.4752373199668054	0.5509635040186864	1.5916953781604084	0.4511985966429818	0.0	0.0	1	2	EPCAM	epithelial_control
3	-0.15529797730839506	0.3357372869012431	0.8561600232111379	0.443373362288179	1.6532567079852274	0.6436811996152951	-0.030779405136266518	0.9657636972885966	0.9696894579980518	0.14606898748972535	6.437353069341275	0.9745752968406155	12.125546243953854	0.0023279362768447967	83.5058977157647	2.25661668909634	1	2	CDH1	epithelial_control
3	0.12495351151836168	0.2705661182167567	1.1330957759402218	0.6667393559102952	1.925649095216022	0.644208639783885	0.12495351151836168	0.2705661182167567	1.1330957759402218	0.6667393559102952	1.925649095216022	0.644208639783885	0.40864980453885247	0.8151974686483106	0.0	0.0	2	1	CLDN3	epithelial_control
3	0.12357176449382468	0.2801398813908697	1.1315312053925768	0.6534414117021949	1.9594149465395396	0.6591352729361595	0.12357176449382468	0.2801398813908697	1.1315312053925768	0.6534414117021949	1.9594149465395396	0.6591352729361595	1.5705385452971081	0.4559968977601063	0.0	0.0	2	1	GZMB	positive_control
3	-0.1356987519519103	0.3678747640517993	0.8731056142374265	0.4245466906640429	1.7955938189520744	0.7122230293045704	-0.1356987519519103	0.3678747640517993	0.8731056142374265	0.4245466906640429	1.7955938189520744	0.7122230293045704	1.8628670385611676	0.3939885152264152	0.0	0.0	1	2	KRT1	epithelial_control
3	0.07568337943500036	0.2850646225260348	1.0786210064939674	0.6169031227868673	1.885909201422552	0.7906277626338416	0.07674288097348154	0.3309479760026486	1.0797644127231552	0.56444340798661	2.065559045400417	0.8166249659089483	2.5125608332907086	0.2847110659496842	20.39993724726681	0.07051449894277839	2	1	PRF1	positive_control
3	-0.09363653077881329	0.37831802508190315	0.9106136821433748	0.4338138040176037	1.9114589495014465	0.8045155243110238	-0.17742138924712833	0.44901274353084286	0.8374268275017039	0.34732776867046555	2.0190832829290026	0.6927420455790521	2.2870805902231828	0.31868876998980017	12.55227259810588	0.10406207732225817	1	2	SFN	epithelial_control
3	-0.13753702844858323	0.5770172448304994	0.8715020790297661	0.28125576488171616	2.7004455324591254	0.8116029667367008	-0.40107674371734314	0.8360632769672867	0.669598671574866	0.13005982181374792	3.447355030340592	0.6314261061248563	3.729380317269935	0.15494421057393162	46.37178753964989	0.9809119265596644	1	2	KRT10	epithelial_control
3	-0.05017424953585917	0.36302931618162176	0.9510636876552028	0.46686660278856923	1.9374316615788125	0.8900745223045232	-0.05185705187769505	0.41291961712312164	0.9494645813216885	0.4226632562735691	2.1328634032026756	0.9000593985827585	2.412459424964145	0.29932369102385376	17.097051278708037	0.09403052550256438	1	2	KRT5	epithelial_control
3	-0.03744216086085908	0.2853926301387987	0.9632501296679181	0.5505641958337825	1.685272706301052	0.8956208440035656	-0.03744216086085908	0.2853926301387987	0.9632501296679181	0.5505641958337825	1.685272706301052	0.8956208440035656	1.0297466206025643	0.5975762965837818	0.0	0.0	2	1	CLDN4	gene_of_interest
3	0.014693143683123737	0.3700851860879713	1.0148016185465387	0.4913130288386741	2.0960615016436366	0.9683306605805259	-0.03278026025721021	0.42441611017428577	0.9677511896240343	0.42120491228354556	2.2234839568734053	0.9384356954010974	2.2241549142189716	0.32887502713619915	10.078206009210705	0.0763657815929835	2	1	KRT14	epithelial_control
