k	logor_fe	se_fe	or_fe	or_fe_lo	or_fe_hi	p_fe	logor_re	se_re	or_re	or_re_lo	or_re_hi	p_re	Q	Q_p	I2	tau2	direction_pos	direction_neg	gene	p_fe_rank	p_fe_percentile	bh_fdr
3	-0.9553484823838698	0.33393998073138936	0.38467806766257673	0.1999134323036645	0.7402064685470435	0.004225217135578055	-0.9553484823838698	0.33393998073138936	0.38467806766257673	0.1999134323036645	0.7402064685470435	0.004225217135578055	0.13820809066819328	0.9332295768436087	0.0	0.0	0	3	WTIP	1.0	0.005656108597285068	0.9999758727744641
3	-0.9181843225985558	0.3292777737733089	0.3992432803949655	0.2093874827251322	0.7612451081890831	0.005295609853268207	-0.9181843225985558	0.3292777737733089	0.3992432803949655	0.2093874827251322	0.7612451081890831	0.005295609853268207	1.7948855011388105	0.4076106902915395	0.0	0.0	0	3	MMP2	2.0	0.011312217194570135	0.9999758727744641
3	0.8841536703748074	0.3188533411933843	2.420934615529065	1.2958944110241335	4.5226866963914345	0.005555638505479335	0.8841536703748074	0.3188533411933843	2.420934615529065	1.2958944110241335	4.5226866963914345	0.005555638505479335	0.03485686222496688	0.9827225655090797	0.0	0.0	3	0	ANKRD55	3.0	0.016968325791855202	0.9999758727744641
3	-1.0421439481940946	0.37639466612364386	0.3526977051811525	0.1686588077532863	0.737558108569206	0.005627123738834009	-1.0879247596196797	0.5300940657250117	0.3369149482308544	0.11920517290473466	0.952237890146886	0.04013818759550073	3.1617895268437097	0.20579088164860526	36.74468262292837	0.32725051920959636	0	3	MFAP2	4.0	0.02262443438914027	0.9999758727744641
3	0.8335012043045247	0.3065620788394223	2.301362190373644	1.261926510403047	4.1969701782315365	0.006550614531301775	0.8335012043045247	0.3065620788394223	2.301362190373644	1.261926510403047	4.1969701782315365	0.006550614531301775	0.24362762023136297	0.8853131895184901	0.0	0.0	3	0	CLDN16	5.0	0.02828054298642534	0.9999758727744641
3	1.0257529669578584	0.38040570967289383	2.7891948416391554	1.3233385869347445	5.878773536443472	0.007007849790337323	1.0257529669578584	0.38040570967289383	2.7891948416391554	1.3233385869347445	5.878773536443472	0.007007849790337323	1.7223495174170922	0.4226652608562257	0.0	0.0	3	0	LYSMD2	6.0	0.033936651583710405	0.9999758727744641
1	1.2652363358208447	0.4711664782505561	3.5439301947959443	1.4074084555430766	8.923806856581738	0.007245875119379756	1.2652363358208447	0.4711664782505561	3.5439301947959443	1.4074084555430766	8.923806856581738	0.007245875119379756	0.0		0.0	0.0	1	0	MIR3613	7.0	0.03959276018099547	0.9999758727744641
3	-0.8065421836825423	0.3026913722978341	0.44639896624258213	0.24664202788684259	0.807940312402355	0.007708694693799407	-0.8065421836825423	0.3026913722978341	0.44639896624258213	0.24664202788684259	0.807940312402355	0.007708694693799407	0.6709214277336928	0.7150085960828901	0.0	0.0	0	3	CCDC8	8.0	0.04524886877828054	0.9999758727744641
3	0.7907238918066863	0.30735042003898155	2.2049920243262933	1.2072162249479916	4.027439100689709	0.010090534639733341	0.7907238918066863	0.30735042003898155	2.2049920243262933	1.2072162249479916	4.027439100689709	0.010090534639733341	0.7391484595126177	0.691028487378786	0.0	0.0	3	0	ST6GAL1	9.0	0.05090497737556561	0.9999758727744641
3	-0.8393430994684926	0.32831230440534925	0.43199420746727407	0.22699320040713095	0.8221347377391118	0.010571932218676926	-0.8393430994684926	0.32831230440534925	0.43199420746727407	0.22699320040713095	0.8221347377391118	0.010571932218676926	0.8994466526022026	0.6378045909679422	0.0	0.0	0	3	RAB2A	10.0	0.05656108597285068	0.9999758727744641
