cohort	gene	rho	p
Hugo_GSE78220	CLDN3	0.6569171180886021	0.00026688154969289543
Hugo_GSE78220	CLDN7	0.20820512820512818	0.3074107773134941
Hugo_GSE78220	EPCAM	0.4297435897435897	0.028444719180312942
Hugo_GSE78220	CDH1	0.06461538461538462	0.7538256182599908
Hugo_GSE78220	KRT5	0.06849325109850186	0.7395398768443022
Hugo_GSE78220	KRT14	0.03972608563713108	0.847211592537568
Hugo_GSE78220	KRT1	-0.12514960005101314	0.5424193995994553
Hugo_GSE78220	KRT10	0.18974358974358974	0.35320235576237746
Hugo_GSE78220	SFN	0.36450675861852455	0.06713229184117143
Hugo_GSE78220	MLANA	-0.3408547008547009	0.08837999497116146
Hugo_GSE78220	PMEL	-0.5288888888888889	0.005470202392373361
Hugo_GSE78220	TYR	-0.29435897435897435	0.14437477036657706
Hugo_GSE78220	DCT	-0.3524786324786324	0.07738167917345332
Hugo_GSE78220	SOX10	-0.5466666666666666	0.003856398665975644
Hugo_GSE78220	MITF	-0.44957264957264953	0.02121040620099987
Riaz_GSE91061	CLDN3	0.5491962590645579	0.0009330453580026385
Riaz_GSE91061	CLDN7	0.5817452682210951	0.00038380625834230967
Riaz_GSE91061	EPCAM	0.3637579608187077	0.03743855033825667
Riaz_GSE91061	CDH1	0.09060515384363033	0.6160535113974217
Riaz_GSE91061	KRT5	0.3758853440663488	0.03109944484909419
Riaz_GSE91061	KRT14	0.25623476601414685	0.1500490799154427
Riaz_GSE91061	KRT1	0.1722473697817192	0.33779920901643795
Riaz_GSE91061	KRT10	0.0317619542994276	0.8607124697626111
Riaz_GSE91061	SFN	0.3614202065505701	0.0387729994732747
Riaz_GSE91061	MLANA	-0.17084588049481586	0.3418042746453981
Riaz_GSE91061	PMEL	-0.2266800527895991	0.20459887034116525
Riaz_GSE91061	TYR	-0.02774991796686833	0.8781665743340215
Riaz_GSE91061	DCT	-0.07990639029013892	0.6584631944460321
Riaz_GSE91061	SOX10	-0.2788365251128697	0.11609436618221976
Riaz_GSE91061	MITF	-0.18121030768726065	0.31286797729862875
MGH_GSE115821	CLDN3	0.38095238095238104	0.35181255311756476
MGH_GSE115821	CLDN7	0.04761904761904763	0.9108491685195836
MGH_GSE115821	EPCAM	0.8095238095238096	0.014902667686230072
MGH_GSE115821	CDH1	-0.04761904761904763	0.9108491685195836
MGH_GSE115821	KRT5	0.523809523809524	0.1827207505397148
MGH_GSE115821	KRT14	0.8333333333333335	0.010175540123456752
MGH_GSE115821	KRT1	0.4761904761904762	0.23293553465009798
MGH_GSE115821	KRT10	0.7619047619047621	0.028004939153071805
MGH_GSE115821	SFN	0.7142857142857144	0.046528232284167255
MGH_GSE115821	MLANA	-0.2380952380952381	0.5701563208157683
MGH_GSE115821	PMEL	0.11904761904761905	0.7788857260523796
MGH_GSE115821	TYR	0.09523809523809526	0.8225054302036114
MGH_GSE115821	DCT	-0.07142857142857144	0.8665262706759088
MGH_GSE115821	SOX10	0.2142857142857143	0.6103444156452669
MGH_GSE115821	MITF	-0.4047619047619048	0.3198886412288163
