metric	n_a	n_b	median_a	median_b	delta	U	p
Tacstd2	3	3	5.222837531643305	6.8681706698031695	-1.6453331381598648	0.0	0.1
Cldn4	3	3	9.708965960580574	9.472028010975052	0.2369379496055224	4.0	1.0
tj_core_score	3	3	-0.05466526798907141	-0.5894216563607247	0.5347563883716533	6.0	0.7
go_tj_score	3	3	0.06233110648985231	-0.14088979871208474	0.20322090520193703	9.0	0.1
reactome_keratin_score	3	3	0.1717135803439832	-0.2954296481650579	0.4671432285090411	9.0	0.1
