cell_line	cancer_type	n_baseline_samples	studies	treatments	genotypes	is_lung	line_class	Tacstd2	Cldn4	Cldn3	Cldn6	Cldn7	Cdh1	F11r	Ocln	Tjp1	Nectin2	tj_core_score	tj_core_ssgsea	go_tj_score	go_tj_ssgsea	go_tj_assembly_score	reactome_keratin_score	reactome_keratin_ssgsea	go_krt_diff_score	trop2_group	trop2_tertile	trop2_expr_split	sets_used
1638N-T1	Colorectal carcinoma	3	GSE78696	no_treatment	WT	False	other	0.030449087999301554	3.182463164095647	1.6802874449854375	0.0	0.4315801729423005	3.8672176447605406	6.103313220605585	2.098691401874536	4.93611512937329	4.959211883704285	0.1345507136088078	0.6469234663353123	-0.03489402461516391	0.5734166166377352	-0.09665402848361464	-0.1501088919888247	0.3062589166551613	-0.24366601899544812	TROP2-positive	T2_mid	TROP2-low_expressed	"{""TJ_CORE"": 9, ""GO_CC_TIGHT_JUNCTION"": 89, ""GO_BP_TIGHT_JUNCTION_ASSEMBLY"": 50, ""REACTOME_KERATINIZATION"": 145, ""GO_BP_KERATINOCYTE_DIFFERENTIATION"": 37}"
4T07	Mammary carcinoma	7	GSE145319;GSE150928	no_treatment	WT	False	other	0.08453005176087384	0.5814632286031612	0.5961634092781198	0.4238341493297629	1.3860069746688863	1.9791773012040537	4.89260473574323	1.1580233195438534	4.731903819368508	3.914652946673823	-0.21734283834115042	0.6119931888259929	-0.192927855036494	0.5578755880015368	-0.22471002364132123	-0.09963298821115515	0.26442526355212564	-0.2927779327852804	TROP2-positive	T3_high	TROP2-low_expressed	"{""TJ_CORE"": 9, ""GO_CC_TIGHT_JUNCTION"": 89, ""GO_BP_TIGHT_JUNCTION_ASSEMBLY"": 50, ""REACTOME_KERATINIZATION"": 145, ""GO_BP_KERATINOCYTE_DIFFERENTIATION"": 37}"
4T1	Mammary carcinoma	125	GSE100403;GSE104264;GSE109268;GSE109725;GSE109798;GSE110770;GSE110912;GSE112038;GSE115232;GSE122378;GSE129858;GSE132568;GSE134787;GSE137757;GSE138026;GSE142169;GSE145319;GSE150928;GSE154541;GSE154676;GSE160071;GSE63180;GSE85353;RTM28723893;XW33589424	gRNA_control;mock infected;no_treatment;plasmid_control;sgRosa26;;sh_control;vehicle	WT	False	other	3.601128121352791	4.789968928122724	4.855891547967737	0.6152694029848387	4.339363566708914	6.013657268284521	5.199579588103652	3.611860373120859	5.110580252281816	4.213483887048153	0.6065393128548506	0.792880482304754	0.03338613161931451	0.5988041663370187	0.09482238522749988	-0.1534892388896041	0.28438270164931345	-0.22500635148888048	TROP2-positive	T3_high	TROP2-high_expressed	"{""TJ_CORE"": 9, ""GO_CC_TIGHT_JUNCTION"": 89, ""GO_BP_TIGHT_JUNCTION_ASSEMBLY"": 50, ""REACTOME_KERATINIZATION"": 145, ""GO_BP_KERATINOCYTE_DIFFERENTIATION"": 37}"
67NR	Mammary carcinoma	12	GSE138026;GSE145319;GSE150928	no_treatment;vehicle	WT	False	other	0.06933606795797588	0.12184955513482508	0.07291359829790248	0.24512217295577077	0.11209039600551263	0.28647943607308574	0.2618303035222882	0.07119747866094803	4.750570741445651	2.6663749040261195	-0.7259462553308439	0.43352969150290704	-0.2512461411522829	0.5146883391480654	-0.20216476625704913	-0.2127734405134057	0.23539906147989098	-0.19094066153538036	TROP2-positive	T2_mid	TROP2-low_expressed	"{""TJ_CORE"": 9, ""GO_CC_TIGHT_JUNCTION"": 89, ""GO_BP_TIGHT_JUNCTION_ASSEMBLY"": 50, ""REACTOME_KERATINIZATION"": 145, ""GO_BP_KERATINOCYTE_DIFFERENTIATION"": 37}"
6DT1	Mammary carcinoma	3	GSE150928	no_treatment	WT	False	other	0.047961293969341026	0.16236602975712586	0.6257146868806435	0.07596520368444284	0.10080814632253694	0.1052140883418952	7.471617546077144	2.9263414485965904	6.582247801764714	3.335892950329412	-0.06758859058928951	0.592127264638655	0.01112102935061067	0.5376897544368034	0.09421932055479325	-0.06979502513694204	0.3152403985774613	0.3757807445030451	TROP2-positive	T2_mid	TROP2-low_expressed	"{""TJ_CORE"": 9, ""GO_CC_TIGHT_JUNCTION"": 89, ""GO_BP_TIGHT_JUNCTION_ASSEMBLY"": 50, ""REACTOME_KERATINIZATION"": 145, ""GO_BP_KERATINOCYTE_DIFFERENTIATION"": 37}"
A20	Follicular dendritic cell sarcoma (B lymphocyte)	4	GSE139536;GSE60927	no_treatment	WT	False	other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6002349260362406	0.0028677797321007537	1.7492270195805393	-1.1242569681142676	0.29643436063427786	-0.5527263248611282	0.4397571515517243	-0.42543730605319724	-0.43723881620011396	0.24119300283587325	-0.46652790708264935	TROP2-floor	T1_low	floor	"{""TJ_CORE"": 9, ""GO_CC_TIGHT_JUNCTION"": 89, ""GO_BP_TIGHT_JUNCTION_ASSEMBLY"": 50, ""REACTOME_KERATINIZATION"": 145, ""GO_BP_KERATINOCYTE_DIFFERENTIATION"": 37}"
AB22	Mesothelioma	3	GSE134795	sh_control	WT	False	other	0.0	0.0	0.0	0.0	0.0	0.26396704710538127	2.6367805101821618	0.5497214074150665	3.299507115312799	2.9482102204390617	-0.7005494496467258	0.4432581138366034	-0.6154643811989576	0.5075299359164291	-0.7533928183331484	-0.37690590603453106	0.2652507930764702	-0.5439779510884823	TROP2-floor	T1_low	floor	"{""TJ_CORE"": 9, ""GO_CC_TIGHT_JUNCTION"": 89, ""GO_BP_TIGHT_JUNCTION_ASSEMBLY"": 50, ""REACTOME_KERATINIZATION"": 145, ""GO_BP_KERATINOCYTE_DIFFERENTIATION"": 37}"
B16	Melanoma	57	GSE106390;GSE107670;GSE109268;GSE110708;GSE117074;GSE119673;GSE122789;GSE127252;GSE130697;GSE134261;GSE134296;GSE145319;GSE149824;GSE152925;GSE162105;GSE164014;GSE85535;RTM28723893;SSG33589424	gRNA_control;;no_treatment;sgRosa26;vehicle	WT	False	other	0.0038904483618422223	0.003922484484671157	0.003978741133693156	0.003922484484671157	0.00383101969977603	0.42027198101502866	1.0140346626737273	0.003978741133693156	4.310882546258514	4.373109471884779	-0.6216959834369943	0.4159162614222673	-0.15022155032239531	0.5162049784862667	-0.23267951530214892	-0.3570030005355596	0.1866091874675668	-0.563939481634206	TROP2-positive	T2_mid	TROP2-low_expressed	"{""TJ_CORE"": 9, ""GO_CC_TIGHT_JUNCTION"": 89, ""GO_BP_TIGHT_JUNCTION_ASSEMBLY"": 50, ""REACTOME_KERATINIZATION"": 145, ""GO_BP_KERATINOCYTE_DIFFERENTIATION"": 37}"
BBN963	Bladder carcinoma	1	GSE112973	no_treatment	WT	False	other	7.7535244600975535	7.701483352386818	6.560392879650239	0.08319157870800589	6.741527052500314	7.176721513391747	7.353999554748586	4.148816829960101	4.67083529504916	5.286678993721103	1.0737165843593557	0.8459611067646412	0.20975125819415108	0.5978188420073417	0.3138023604081646	0.33264025169115247	0.3954140422540352	0.6605150838315238	TROP2-positive	T3_high	TROP2-high_expressed	"{""TJ_CORE"": 9, ""GO_CC_TIGHT_JUNCTION"": 89, ""GO_BP_TIGHT_JUNCTION_ASSEMBLY"": 50, ""REACTOME_KERATINIZATION"": 145, ""GO_BP_KERATINOCYTE_DIFFERENTIATION"": 37}"
CE1-4	Prostate adenocarcinoma	1	GSE126159	no_treatment	WT	False	other	0.5109447080759825	2.547976615254528	1.7849754514908724	0.0	1.4058491718927204	5.3983046012691345	6.1028073686831625	4.209353465286556	5.281228463266453	0.9913591213058585	0.08038116922350153	0.6447706853616008	0.10470673354635811	0.5750439142842813	-0.07190637334498114	0.06833368956018902	0.36242666323886247	0.6852124331601172	TROP2-positive	T3_high	TROP2-low_expressed	"{""TJ_CORE"": 9, ""GO_CC_TIGHT_JUNCTION"": 89, ""GO_BP_TIGHT_JUNCTION_ASSEMBLY"": 50, ""REACTOME_KERATINIZATION"": 145, ""GO_BP_KERATINOCYTE_DIFFERENTIATION"": 37}"
