sample	line	kind	treatment	lkb1_state	Tacstd2	Cldn4	Cldn3	Cldn6	Cldn7	Cdh1	F11r	Ocln	Tjp1	Nectin2	tj_core_score	go_tj_score	reactome_keratin_score
LU1_vehicle_A	LU1	LU_unrestorable	vehicle	LKB1_off	2.191752667922891	4.080266636604279	4.757862041399652	7.691886377687378	3.8776021591881893	3.016668445444241	5.9676519041141685	1.2594678238509256	6.007590671384885	5.806995435226344	-0.9170240384283989	-0.38048793679386805	0.003086290479393495
LU1_vehicle_B	LU1	LU_unrestorable	vehicle	LKB1_off	2.1590731911793184	3.987588186383353	4.745664116873589	7.607628949003093	4.074116831025699	2.9486326371488425	6.046605994606745	1.2452898715878375	6.023419504280842	5.667913871255841	-0.9511047956857307	-0.23382397618777037	-0.11014183100109101
LU1_4OHT_A	LU1	LU_unrestorable	4OHT	LKB1_off	1.7065339970491156	3.9660391197785763	4.757578326269775	7.437920961537416	3.2278892088034628	2.8794294324516896	6.193492213322351	1.2137375220645987	6.13551291406779	5.864572262421376	-0.8779765307353096	-0.23293009105286058	0.09350157856160027
LU1_4OHT_B	LU1	LU_unrestorable	4OHT	LKB1_off	1.7725722478090196	3.7755917837220494	4.603994510305234	7.445276998079324	3.4024789594481653	2.812868065870812	6.158102864082382	1.2945502752909512	6.066377464164094	5.8222052403793345	-0.9295545388937837	-0.2147700541424155	-0.08431685189153658
LU2_vehicle_A	LU2	LU_unrestorable	vehicle	LKB1_off	5.882368642358668	8.25074959128443	8.588922045220613	9.778988321110823	7.959894919085943	6.174635204970896	6.530122601627472	4.003215506396784	5.610212301455634	6.401724678894281	0.6893984211113526	0.4424450058906537	0.20806073277799786
LU2_vehicle_B	LU2	LU_unrestorable	vehicle	LKB1_off	5.874759198420758	8.25358287179737	8.59334463609585	9.78766679217759	7.853865420750838	6.16221590542113	6.625800375715291	3.74813039035277	5.411496046482468	6.306008422295088	0.5837038728519618	0.3300317593323229	0.13269151294595044
LU2_4OHT_A	LU2	LU_unrestorable	4OHT	LKB1_off	5.7228495623387765	8.087246032366902	8.511983386482935	9.693640692324811	7.7556214559792505	5.889468293371492	6.692788214346502	3.7236877108218627	5.6102616892536314	6.301678144186378	0.6129049327216536	0.38422471592877994	0.11914846833672216
LU2_4OHT_B	LU2	LU_unrestorable	4OHT	LKB1_off	5.833472203148386	8.057770476866187	8.38304885839269	9.619998050170048	7.8415757967561515	5.946943614514527	6.526783219615162	3.831567302696417	5.694924124705711	6.247551994142946	0.5838195054469938	0.25217391693683644	0.24652182256604818
LR1_vehicle_A	LR1	LR_restorable	vehicle	LKB1_off	0.06996820027906143	1.4078286165380993	4.489284643230431	8.421087695842052	0.8287785161709792	5.938652206405265	6.829963137080175	2.928338323488086	6.396079878130661	6.890102104862848	0.042939265286084126	0.29685563994748076	-0.11779143017160544
LR1_vehicle_B	LR1	LR_restorable	vehicle	LKB1_off	0.3772702737778285	1.2753178553670281	4.370034155956343	8.406715783318637	0.9500405222437174	5.924165788120841	6.799370482875145	3.011571879898018	6.304948746712047	6.8524922722438255	-0.009041783077410671	0.10599894091643178	0.019277747582660994
LR1_4OHT_A	LR1	LR_restorable	4OHT	LKB1_on	0.4583796654184529	2.7029402696386997	4.4175497059191935	8.520389832925936	1.4913010780133216	6.806019950866643	7.2312502917783785	2.715344686474637	6.582495584860716	6.325115372210733	0.16195009990816475	0.032002831950374046	-0.16480997473794406
LR1_4OHT_B	LR1	LR_restorable	4OHT	LKB1_on	0.48247580183483335	2.525268495511459	4.576986885921186	8.575484557155654	1.8008364664564036	6.7692673431047155	7.3510638518777975	2.8204371296384	6.328647149753248	6.341143303290285	0.14272290745041163	-0.012715658295941316	-0.3210188215225228
LR2_vehicle_A	LR2	LR_restorable	vehicle	LKB1_off	5.630513837933125	7.414826338174548	8.073093621700595	9.541092318876386	7.788198653917954	5.2759414832057505	5.9424288658761455	3.5028473538964056	5.658983145368395	5.915972694493406	0.16730720961741502	-0.30463487784603466	-0.07807502186606145
LR2_vehicle_B	LR2	LR_restorable	vehicle	LKB1_off	5.654429768438994	7.400227327530505	7.988532741997604	9.502414048188324	7.805244486386526	5.219826722421611	6.02829230840305	3.5582668744061645	5.55246213911451	5.887799156786002	0.1360593857582164	-0.22361257302231588	-0.14538465553585028
LR2_4OHT_A	LR2	LR_restorable	4OHT	LKB1_on	5.309964516761747	7.722621835599542	7.8085717898320866	9.566488104343323	7.355223994321869	5.400170651787982	5.935478947951972	3.249958342797855	5.950029364701422	6.04332794991753	0.26837781652338893	-0.15398411005035362	0.21435461896350727
LR2_4OHT_B	LR2	LR_restorable	4OHT	LKB1_on	5.280690468808742	7.667174556671634	7.729564339441838	9.603136901672526	7.3031922826124775	5.3481377678445465	6.204911640946505	3.3342532360345483	5.841754416683147	6.026700680260272	0.29551827014498805	-0.08677353351131654	-0.015104185487269243
