gene	rho	p	n
Olfr398	0.35855540085877363	0.011411727309144424	49
Pabpc5	0.35847955946212506	0.011430400207363817	49
Olfr70	0.35837963840737225	0.011455041806787684	49
Marchf3	0.3582944573718577	0.011476084364985869	49
Tas2r135	0.3581811386316475	0.011504129316615003	49
Aff2	0.3581225368303415	0.011518655589331987	49
Olfr446	0.3580281135045696	0.01154209446706283	49
Rfc1	0.3579984778646417	0.011549459414578848	49
Tcf24	0.3578876851176515	0.011577028995106136	49
Ceacam19	0.35784366698564435	0.011587998104030633	49
Gstt3	0.357808731712041	0.011596710157056335	49
Phf6	0.3576025244209614	0.011648248131885317	49
Svil	0.3576025244209614	0.011648248131885317	49
Lrrn4	0.35740483053984695	0.01169784278772775	49
Cd14	0.3572977299862878	0.011724786267880273	49
Enpp5	0.3572757715034809	0.011730316977106555	49
Dsg4	0.35727135367407586	0.011731429971548472	49
Afdn	0.35703687664427536	0.011790632529767767	49
H2ac20	0.3570163950495436	0.011795816032480439	49
Ccdc192	0.3569562889913714	0.011811039024607516	49
Pik3c2g	0.3569483264780871	0.011813056945034721	49
Aurka	0.3568671823112695	0.011833637987259107	49
Mrc1	0.3568182413256815	0.011846066025935091	49
Klk1b1	0.35679777634476	0.011851266207771865	49
Gm8926	0.35675000124615847	0.011863413553872097	49
Gm597	0.35675000124615847	0.011863413553872097	49
Stmnd1	0.35675000124615847	0.011863413553872097	49
Pole	0.35664092320059504	0.01189118789129799	49
Myl3	0.3565824933221082	0.011906088711025732	49
Xk	0.35648346027252126	0.011931380754898215	49
Smim9	0.3564462514419573	0.011940895419039263	49
Clec4f	0.3564149853980578	0.011948895485405791	49
Mmrn2	0.3563556969864031	0.011964078281073647	49
Pdik1l	0.35630153453458335	0.011977962861728432	49
Lor	0.35629741178898955	0.011979020296094673	49
S1pr5	0.3560059858019219	0.012053970682260277	49
Rabgef1	0.3559621458685717	0.012065280378951927	49
Them7	0.3559278922887169	0.012074123347609671	49
Slc6a4	0.3558113232980385	0.012104258668809764	49
Fibcd1	0.35581063377866906	0.012104437114485743	49
C8b	0.35577304004060345	0.012114169683010382	49
Rasgef1b	0.3557637140234129	0.01211658511560711	49
Dcun1d2	0.35573588675789725	0.012123794814374502	49
Fcrl1	0.3556833276262645	0.012137422267255733	49
Pcdh12	0.3555674391849505	0.012167516057800821	49
Gm10643	0.3554530628695542	0.012197279880541626	49
Pgap3	0.35539649809188556	0.012212022623193422	49
Cyp2d26	0.35529286341402233	0.012239073047423063	49
Gtf2ird1	0.35517023898121114	0.012271146447682377	49
Tmem182	0.35512623190698916	0.012282674402454943	49
Bpifb1	0.35507620492409303	0.01229579058600404	49
Btn2a2	0.3550755464757712	0.012295963299430057	49
Bdkrb2	0.3550709995041075	0.012297156043644019	49
Tmsb15b1	0.3550359235038287	0.012306360379276167	49
Rgs8	0.3550047589355826	0.012314543264285133	49
Klhl2	0.3550005446482053	0.012315650168155097	49
Chst9	0.35497756711019357	0.012321686834614114	49
Sptbn5	0.3549236336381573	0.012335866217025013	49
St8sia1	0.3548591421311297	0.012352839715974624	49
Kdm6a	0.35483085031519945	0.012360292143367424	49
Top2a	0.35483085031519945	0.012360292143367424	49
Togaram2	0.3548180639220477	0.012363661507339313	49
Cabyr	0.354734428188256	0.012385719917810064	49
Lgr6	0.35466115598219367	0.01240507271729267	49
Ces3b	0.35457239823350434	0.012428550287024581	49
Aktip	0.3545480264268564	0.012435003602649422	49
Krt83	0.3545376954143598	0.012437739977455555	49
Gprc5b	0.35447106923441085	0.012455399646347919	49
Tex22	0.35422676533299885	0.012520337790031663	49
Cib3	0.3541710054754022	0.012535199839722885	49
Adgrg4	0.3541536284233786	0.012539834549764785	49
Ube2q2	0.35415207298317614	0.012540249479636651	49
Cmtr2	0.3540955082055075	0.012555346715793456	49
Polq	0.35398237865017035	0.012585587899557295	49
Srpx	0.3537523063899971	0.012647282080720985	49
Prss48	0.35374336109765975	0.012649685994149859	49
Speer3	0.35372929273581405	0.012653467447472958	49
Stpg1	0.35367225830866644	0.012668807725066494	49
Arfgef3	0.35365253114559	0.012674117351629651	49
Ubl4b	0.35358271470297414	0.012692923971208258	49
Kif26b	0.3534527993259814	0.012727983194266122	49
Kif6	0.3534401898977027	0.012731390410018945	49
Alx1	0.35342506096317944	0.012735479456598862	49
Etaa1	0.3534167308734842	0.012737731392231638	49
Fat4	0.35337875650714407	0.012748001607981852	49
Doc2b	0.3533555102121161	0.012754292096031836	49
Cldn17	0.353316088803127	0.012764965673221067	49
Apol9b	0.35331261451001345	0.012765906725014277	49
Eno4	0.3532010280299738	0.012796162798376502	49
Gdf10	0.35314858087907675	0.012810404756537488	49
Gm16440	0.35314858087907675	0.012810404756537488	49
Cse1l	0.3530773422074725	0.012829771261624219	49
Vwa3a	0.3530340701785163	0.012841547159782118	49
Flvcr2	0.35300374863895717	0.012849804269453691	49
Flt3	0.3529734741556736	0.012858053098805519	49
Gm21974	0.3529401291242318	0.01286714379978766	49
Lpcat2	0.3528986160206997	0.012878469012064346	49
Zfp354b	0.35287241493012966	0.012885621337018245	49
Gm10406	0.35279331380011136	0.012907234847101219	49
Mup7	0.3527298110689509	0.012924608714768927	49
Panx3	0.35269724359353105	0.012933526692384853	49
Kank1	0.3526608116194251	0.012943509129298158	49
Myo16	0.3526416102095125	0.01294877300874378	49
Olfr31	0.35263371622904593	0.012950937597955929	49
Pnp2	0.352629944915208	0.01295197183007592	49
Mprip	0.3526248239861236	0.01295337628918842	49
Rab11fip1	0.352568259208455	0.012968898342147471	49
Usp24	0.352568259208455	0.012968898342147471	49
Scmh1	0.3525116944307864	0.012984436310608595	49
Fam24b	0.3525021949078138	0.012987047328223525	49
Cstf3	0.35245512965311776	0.012999990207607453	49
Plk5	0.3524245142372798	0.013008415328428433	49
Lce3d	0.35239479522085027	0.013016598236093292	49
Zfp286	0.352312426511999	0.013039300866618414	49
Prss12	0.35229128519377395	0.013045133340856661	49
Foxd4	0.3522589726411298	0.013054052052463025	49
Mc2r	0.3522272872968	0.013062802711882357	49
Prl5a1	0.3522272872968	0.013062802711882357	49
Prss46	0.35218579440435194	0.013074269547904482	49
Zfx	0.35211574098710613	0.013093648819783504	49
Bex2	0.352076787983291	0.01310443523730593	49
Ggh	0.3520507562049722	0.013111647894908445	49
Aknad1	0.35204012117147643	0.013114595534106351	49
Nos2	0.3520350539292134	0.013116000186250438	49
Mab21l3	0.3520039515120154	0.013124624673501065	49
Dhrs7c	0.35189227144869933	0.013155632790096052	49
Prag1	0.3518329170987631	0.013172138093368584	49
Klhdc8a	0.3518095463269576	0.013178641914578192	49
Ubxn8	0.35177635232109444	0.01318788415217557	49
Pdzd4	0.3517197875434258	0.013203646309626754	49
Pls3	0.35166322276575723	0.013219424578856614	49
Gm5152	0.3514827618140621	0.013269870492463628	49
Gm16513	0.35147350163857355	0.013272463509579021	49
Lrriq1	0.35141171727051257	0.013289775347218109	49
Pla2g4e	0.35129983330768344	0.013321174127962852	49
Mcam	0.35118997730724905	0.013352065491132369	49
Gm10773	0.35113474187738153	0.013367620750836199	49
Smc1b	0.35107878338394655	0.013383395436763177	49
Hus1	0.3510410102114025	0.01339405268129732	49
Tg	0.35101516798401045	0.01340134793328567	49
Fhl1	0.35098002275842516	0.01341127487043688	49
Galnt5	0.35089519422503046	0.013435261000173783	49
Fgfr3	0.35088026701979075	0.013439485611791578	49
Gm8906	0.35038470013224654	0.013580384284117862	49
4933402N22Rik	0.35038470013224654	0.013580384284117862	49
2310057J18Rik	0.35036978680926245	0.013584643907244473	49
Sgo2a	0.3503622328793792	0.013586801936791426	49
Magee2	0.35035321135663344	0.013589379616627985	49
Tacr3	0.3502180557803653	0.013628047087975598	49
Mob1b	0.3500794089910362	0.013667811047323654	49
Prss37	0.35004968428414585	0.01367634900083701	49
Mup11	0.35004968428414585	0.01367634900083701	49
Fhad1	0.3499881722846178	0.013694031828476026	49
BC048671	0.34996593032212076	0.01370043052315654	49
Eepd1	0.3498262456408388	0.013740674243124897	49
Sema3c	0.3497979379660014	0.013748842094982413	49
AU021092	0.3496649520886256	0.013787269174115255	49
Rtn4rl2	0.3493812951114833	0.013869540268195136	49
Speer4c	0.3493141822650358	0.013889066723934527	49
Il20ra	0.34924487389553877	0.013909256607610209	49
H4c6	0.34924293388348154	0.01390982210354153	49
Enah	0.34923093732600696	0.0139133194274954	49
Rin2	0.3492100080408584	0.013919422683503602	49
Fnbp1l	0.34917437254833833	0.013929819725179685	49
Rnf208	0.34910692568484186	0.013949516237624202	49
Pask	0.3490612429930011	0.013962870464396017	49
Glra1	0.34901459328723666	0.013976518640025987	49
Sult1c1	0.3488771288157937	0.014016802509842715	49
Card14	0.34883547702152906	0.014029028095157802	49
4930438A08Rik	0.3487786213226425	0.01404573100944361	49
Tjp1	0.3487307506330824	0.014059807496505757	49
Tas2r137	0.3487157340998345	0.014064225624063247	49
Barx1	0.3486829996650638	0.014073860777906354	49
Ugt1a5	0.3486150726233574	0.014093872614850981	49
Atad5	0.34849559521631496	0.014129130541785306	49
Nat8f4	0.34849559521631496	0.014129130541785306	49
Muc4	0.3484871953355748	0.014131612187368822	49
Cryga	0.34829085108161756	0.01418972587863932	49
Olfr156	0.34829085108161756	0.01418972587863932	49
Afap1l1	0.3481917381324288	0.014219138586150362	49
Lin54	0.34809964177263464	0.014246515683099996	49
AF067063	0.3480618444564696	0.014257764546401246	49
Ceacam3	0.348030427634932	0.014267120278485115	49
Fam124b	0.3479558352335169	0.014289354418178758	49
Hebp2	0.34792963142673167	0.014297172137082082	49
Kntc1	0.3478733826619603	0.014313965883395958	49
Aplp2	0.3478733826619603	0.014313965883395958	49
Fzd9	0.3478651802428384	0.014316416220317287	49
Adgrl2	0.34782071181167123	0.01432970665986803	49
Olfr18	0.34760732762864466	0.014393628137214403	49
Csn1s1	0.34755847490226466	0.014408296664045115	49
Bdh1	0.34751289152680914	0.014421995036345604	49
Pwwp2b	0.34747742921827995	0.014432659585499457	49
Myocd	0.347442856288616	0.014443063149247516	49
Kcnj3	0.3474110186424783	0.014452649279488746	49
Olfr675	0.34739782850757905	0.014456622342480546	49
Ret	0.3473176135668252	0.014480804334978815	49
Mapkbp1	0.34725117010760553	0.014500860831099933	49
H3c1	0.3471275766964093	0.014538231546482788	49
Rnf186	0.3469965377128583	0.01457794326282332	49
Morn3	0.34698664661176604	0.014580944539499617	49
Baiap3	0.3469834740572997	0.014581907305702309	49
Kcnb2	0.34695769770213675	0.014589731594033728	49
Olfr338	0.34686903577408135	0.01461667184266705	49
4933427D14Rik	0.3468552166639253	0.014620874648882684	49
Trmt2a	0.34679865188625664	0.014638088441032517	49
Cyp4a14	0.3467832797651647	0.014642769470450236	49
Olfr524	0.3467832797651647	0.014642769470450236	49
Aspg	0.34675002287298234	0.014652901035770995	49
Gm3239	0.3466925854682749	0.014670413166689896	49
Fank1	0.3466386373438253	0.014686877700394452	49
Dnm3	0.3466325483390328	0.014688737004932987	49
Lima1	0.34662895755325085	0.014689833561335328	49
Krt25	0.3466157718411144	0.01469386082118563	49
Rps6kb1	0.3465723927755822	0.014707116561926994	49
Hoxb7	0.34656516322290337	0.014709326754016509	49
Cacna1f	0.34655933127785443	0.014711109881063332	49
Hyal2	0.3465158279979136	0.014724416899051412	49
Arhgap32	0.3464467118843209	0.014745579615949413	49
Pmm2	0.34640269844257643	0.014759069638037445	49
Unc13d	0.3461764393319019	0.014828583761325767	49
Bnipl	0.34612702960913944	0.014843801103844567	49
Sprr1a	0.3461226152893772	0.014845161285799715	49
Rac3	0.3460633097765647	0.014863445366662703	49
Pfkfb4	0.3460633097765647	0.014863445366662703	49
Cpd	0.3460633097765647	0.014863445366662703	49
Klk10	0.3459664664828779	0.014893343735738553	49
H3c6	0.3459590058186426	0.014895649187253309	49
Csn1s2b	0.3459520109554088	0.014897810975929586	49
Gnb1l	0.34583705066589027	0.014933378218153008	49
Stat4	0.345823403988461	0.01493760512730237	49
Abce1	0.3457804858882216	0.014950905187017312	49
Synb	0.3457076439132306	0.014973501577331494	49
Nmur1	0.3456302177891739	0.014997551927421485	49
Zfp53	0.3456107915552158	0.015003591329953563	49
Tmem68	0.3456107915552158	0.015003591329953563	49
Agpat2	0.3456107915552158	0.015003591329953563	49
Flt4	0.34559608321150526	0.015008165370898774	49
Ear2	0.34554897945507296	0.015022821823811417	49
Lrfn1	0.3453911030390851	0.015072034456041737	49
Gpr107	0.34538453244454137	0.015074085590705716	49
Cfap47	0.34537321700367163	0.015077618475912222	49
Zkscan6	0.3453279676668728	0.01509175318972653	49
Agrp	0.34532539592414024	0.015092556874125381	49
Scgb3a2	0.34519745455227024	0.015132585351064123	49
Cd209f	0.34519745455227024	0.015132585351064123	49
Retnla	0.34519745455227024	0.015132585351064123	49
Hs6st2	0.3451437442057508	0.015149416417453212	49
Cpb2	0.3451421050431899	0.01514993032810481	49
Map3k7cl	0.3449438787185482	0.01521218790016981	49
Dnajc28	0.3449408138459913	0.015213152202804973	49
Mup9	0.3449406926006112	0.015213190351380168	49
Lyzl6	0.3449406926006112	0.015213190351380168	49
Gm6465	0.3449406926006112	0.015213190351380168	49
Gm8857	0.3449406926006112	0.015213190351380168	49
Tdpoz1	0.34485595654860673	0.015239871591166972	49
Pth1r	0.34480263184522936	0.015256682618684621	49
Trim59	0.34470575511251805	0.0152872641800905	49
Prps1l1	0.3446891521652247	0.015292510552717608	49
Acbd5	0.3446491903348494	0.015305144397158793	49
Psg28	0.34460567675251064	0.015318911229192555	49
Mup10	0.34460567675251064	0.015318911229192555	49
Usp17lb	0.3444651110047646	0.015363455524114437	49
Gm3194	0.3444381688284603	0.0153720058954494	49
Slc24a2	0.3442869320979982	0.01542007765588988	49
Itih4	0.34405655424636317	0.015493551030011814	49
Fgf5	0.3440538783774019	0.015494406180961871	49
Plcxd1	0.34400694630767076	0.015509411209405527	49
9130008F23Rik	0.3438884565093678	0.015547349590206629	49
Krt18	0.34382501857530573	0.01556769377009471	49
Ankle2	0.34380071866982026	0.01557549261047547	49
Ctnnb1	0.34380071866982026	0.01557549261047547	49
Parp14	0.34380071866982026	0.01557549261047547	49
Ltb4r2	0.3437641829755877	0.015587224678808687	49
Zfp518a	0.3437441538921516	0.015593659459746343	49
Cplx4	0.3436843831702339	0.015612875555468898	49
Sec22a	0.3436310243368144	0.015630047275314526	49
G2e3	0.3435178947814772	0.015666507341182627	49
Cdon	0.34340476522614	0.01570303977056635	49
Hdac11	0.34337924359252264	0.01571129137490693	49
S100a16	0.34332667079215445	0.015728300739924917	49
Nutm1	0.3432001712639299	0.01576929253587746	49
Ces2e	0.34318324237094233	0.01577478518442893	49
Olfr676	0.34308830513545396	0.01580561813302564	49
B4galnt1	0.3430088117824597	0.01583147477327947	49
Rbm6	0.3430088117824597	0.01583147477327947	49
Olfr607	0.3429125426840526	0.015862836202850995	49
Olfr1419	0.3429125426840526	0.015862836202850995	49
Olfr525	0.3429125426840526	0.015862836202850995	49
Otx1	0.34287677356531454	0.015874502111571053	49
Insyn2a	0.34278887384855217	0.015903201151280143	49
Olfr739	0.34273678023265125	0.015920230410172553	49
Gm10710	0.34273678023265125	0.015920230410172553	49
Olfr403	0.34273678023265125	0.015920230410172553	49
Olfr1279	0.34273678023265125	0.015920230410172553	49
Oog4	0.34273678023265125	0.015920230410172553	49
Olfr1217	0.34273678023265125	0.015920230410172553	49
Olfr888	0.34273678023265125	0.015920230410172553	49
Olfr392	0.34273678023265125	0.015920230410172553	49
Olfr1198	0.34273678023265125	0.015920230410172553	49
Olfr798	0.34273678023265125	0.015920230410172553	49
Slx4ip	0.34272598789411657	0.01592376033491481	49
Ccdc173	0.3426128583387794	0.015960802488372422	49
Olfr887	0.34256101778124987	0.015977801182355603	49
4932411N23Rik	0.34256101778124987	0.015977801182355603	49
Olfr959	0.34256101778124987	0.015977801182355603	49
Vmn2r111	0.34256101778124987	0.015977801182355603	49
Cfap52	0.3425537793664133	0.015980175907827257	49
Rhox4g	0.34249811346966874	0.015998448396709584	49
Gm5800	0.3424280737398565	0.01602146438228379	49
Clic3	0.3423903982144184	0.016033856705418386	49
Grip1	0.34236152301179046	0.016043359923157214	49
Ap4m1	0.34233003445043636	0.016053728692513546	49
Rimklb	0.3423045708435644	0.016062117691019576	49
Eva1c	0.3422822014729573	0.016069490367743845	49
Nudt15	0.3422734696727677	0.01607236904543631	49
Myo18a	0.3422734696727677	0.01607236904543631	49
Gm21293	0.3422360894680474	0.016084697414293546	49
Loxhd1	0.3422234683306784	0.016088861808511015	49
Ror2	0.3422101766212501	0.016093248451892885	49
Vmn1r173	0.34220949287844715	0.016093474134032486	49
Vmn2r120	0.34220949287844715	0.016093474134032486	49
Cox8b	0.34217681185378107	0.016104264258557613	49
Pxdn	0.34216526445589196	0.016108078273727358	49
Cyp21a1	0.34208522778994144	0.01613453487770085	49
Tsr1	0.34204721056209325	0.016147114641038667	49
Pinlyp	0.34200715099508394	0.016160379230510204	49
Timeless	0.3419906457844247	0.016165847157552742	49
Pdlim3	0.34188575113335584	0.016200633952666153	49
Tuft1	0.3418775162290874	0.016203367632104972	49
Scgb2a2	0.3418579679756444	0.016209858489861534	49
Gm44503	0.34184179600568043	0.016215229947696065	49
Trim16	0.34182095145141883	0.016222155618853356	49
Prl	0.34175891158633814	0.01624278345030902	49
Samd5	0.34169281335165563	0.016264785194137127	49
Gsdmc3	0.34168148546228144	0.01626855838634689	49
Gm4981	0.34167428808163014	0.016270956139270678	49
Ccdc170	0.3416559215217036	0.016277076181363433	49
Wbp4	0.341651257118413	0.016278630749395943	49
Pik3r6	0.3415524517115301	0.01631159061564601	49
Igf1r	0.3415381275630758	0.016316373622152356	49
Gm45618	0.3415064430728417	0.016326957692261772	49
Nipsnap3a	0.3415064430728417	0.016326957692261772	49
Olfr1532-ps1	0.3415064430728417	0.016326957692261772	49
Smok3a	0.3415064430728417	0.016326957692261772	49
Ugt2b38	0.3415064430728417	0.016326957692261772	49
Tex47	0.3415064430728417	0.016326957692261772	49
Ugt2b37	0.3415064430728417	0.016326957692261772	49
4930447A16Rik	0.3415064430728417	0.016326957692261772	49
Gm3667	0.34144920709011134	0.016346091924453438	49
Adamtsl4	0.34136843323006993	0.016373127397820555	49
Lmtk2	0.34131186845240136	0.01639208257177011	49
Slco3a1	0.34126544803853337	0.016407652243597522	49
Mkrn2os	0.3412469764333065	0.016413851220354984	49
Cyp2a5	0.3412415111563966	0.01641568572104319	49
Vmn2r89	0.3412415111563966	0.01641568572104319	49
Prl8a9	0.3412401901865865	0.016416129150164206	49
Svs1	0.341154918170039	0.016444775194084812	49
Ctsj	0.341154918170039	0.016444775194084812	49
Tmem239	0.341154918170039	0.016444775194084812	49
Olfr884	0.341154918170039	0.016444775194084812	49
4933405O20Rik	0.341154918170039	0.016444775194084812	49
Cetn1	0.341154918170039	0.016444775194084812	49
Olfr893	0.341154918170039	0.016444775194084812	49
Satl1	0.341154918170039	0.016444775194084812	49
