collection	n_in_set_mapped	n_hit_in_ranking	ES	NES	p	leading_edge
TJ_CORE	9	9	0.5322637427430171	1.2297543034942393	0.11788211788211789	F11r;Cldn7;Ocln;Cldn3
GO_CC_TIGHT_JUNCTION	77	77	0.41612624555551553	1.5692269610315714	0.008991008991008992	F11r;Cxadr;Magi2;Gja1;Cyth1;Tgfbr1;Micall2;Epcam;Epha2;Pard6g;Prkcz;Patj;Cldn1;Tjp3;Cdh5;Pard6b;Sipa1l3;Cyth3;Lsr;Ildr2;Cgnl1;Chaf1b;Jam2;Cldn7;Rigi;Ocln;Clmp;Cldn3;Tjp2;Pof1b;Ocel1;Tbcd
GO_BP_TIGHT_JUNCTION_ASSEMBLY	39	39	0.4163472902180629	1.364639628286385	0.04595404595404595	Grhl2;Micall2;Pak2;Patj;Cldn1;Cdh5;Lsr;Pdcd6ip;Chaf1b;Cldn7;Ocln;Cldn3;Pof1b;Ocel1;Tbcd;Slc39a9;Cldn10
REACTOME_KERATINIZATION	57	57	0.5746884986926499	2.0592233355622573	0.001998001998001998	Klk8;Krt6b;Pkp3;Krt7;Krt19;Dsg2;St14;Krt18;Furin;Krt5;Capns1;Evpl;Prss8;Krt6a;Ppl;Krt14;Pkp1;Krt8;Jup;Ivl;Krt80
GO_BP_KERATINOCYTE_DIFFERENTIATION	34	34	0.40460076654695365	1.2815353895772152	0.07492507492507493	St14;Dsp;Epha2;Evpl;Ereg;Cflar;Jag1;Cers3;Bcr;Ivl;Ugcg;Opn3
