collection	n_in_set_mapped	n_hit_in_ranking	ES	NES	p	leading_edge
TJ_CORE	9	9	0.7905723777476198	1.8888326466303398	0.000999000999000999	Cldn4;Cdh1;Cldn7;Cldn3;Ocln;Cldn6;Tjp1
GO_CC_TIGHT_JUNCTION	89	89	0.5623272804769076	1.9047448536376363	0.000999000999000999	Cldn8;Cldn1;Marveld3;Patj;Cldn4;Cldn7;Ildr1;Cldn3;Epcam;Marveld2;Pof1b;Cgn;Ocln;Lsr;Cldn23;Shroom2;Pard6g;Eppk1;Tjp2;Prkcz;Cxadr;Ect2;Apc;Tjp3;Prkci;Cldn2;Amotl2;Cldn6;Frmd4b;Pard6b;Dlg1;Strn;Aoc1;Epha2;Amotl1;Cldn24;Tgfbr1;Cldn17;Tjp1;Jaml
GO_BP_TIGHT_JUNCTION_ASSEMBLY	50	50	0.5718928835074947	1.8593349805351131	0.000999000999000999	Cldn8;Cldn1;Marveld3;Patj;Cldn4;Cldn7;Ildr1;Cldn3;Marveld2;Pof1b;Ocln;Lsr;Cldn23;Grhl2;Ect2;Apc;Cldn2;Cldn6;Dlg1;Strn;Cldn24;Pak2;Cldn17
REACTOME_KERATINIZATION	145	145	0.6701333015482	2.3448687614250936	0.000999000999000999	Krt17;Dsg3;Sprr3;Evpl;Krt32;Krt4;Ppl;St14;Krt6b;Tgm5;Krt6a;Krt14;Casp14;Krt79;Krt16;Krt78;Pkp1;Lce3c;Kazn;Krt7;Rptn;Dsg2;Krt15;Prss8;Krtap3-2;Tgm1;Krt36;Tchh;Flg;Perp;Pkp3;Dsc3;Krt75;Krt5;Ivl;Klk14;Spink5;Lipm;Klk12;Sprr2f
GO_BP_KERATINOCYTE_DIFFERENTIATION	37	37	0.6363144576225491	1.9942408699143452	0.000999000999000999	Sprr3;Evpl;Dsp;St14;Krt16;Cers3;Tgm1;Ivl;Exph5;Sprr2f;Sprr1b;Scel;Jag1;Anxa1;Epha2;Wnt16;Sprr1a;Tgm3
