sample	line	genotype	treatment	Tacstd2	Cldn4	Cldn3	Cldn6	Cldn7	Cdh1	F11r	Ocln	Tjp1	Nectin2	tj_core_score	go_tj_score	reactome_keratin_score
KLCon1_TPM	KL	KL	DMSO	3.9439213265534856	10.454217027836625	8.432291338247781	10.074556278308485	8.689473894992702	8.549938649861273	8.195692087255862	5.884353706847985	5.392660880711793	8.07001357712983	-0.08168595259386024	-0.3817435156245939	-0.17620332402787414
KLCon2_TPM	KL	KL	DMSO	3.7570232465074596	10.362031472895834	8.27435485560099	9.99767346999942	8.694044413086203	8.528727581534424	8.17876442962612	5.90159099190337	5.350143602017798	8.035073997377621	-0.6040329003211222	-0.3324363958035456	-0.31698698483507914
KLTNG75_1_TPM	KL	KL	TNG260	5.05006629830629	10.760869614115533	8.7994435310716	9.969357739109224	8.507556813722204	8.963647514401258	8.209160897801976	6.573950083786874	5.773468927905195	7.991465157534032	0.14398943758255495	0.19913487382665657	0.17814197788552016
KLTNG75_2_TPM	KL	KL	TNG260	5.0900065299038175	10.77920225572827	8.906920651442123	9.943276703781432	8.54129025269508	8.986467822736167	8.251198340973543	6.565140168815646	5.920769673020648	8.018367115543116	0.5417294153324469	0.5150450376014836	0.3150483309774322
