cell_line	cancer_type	n_naive_samples	is_lung	line_class	Tacstd2	Cldn4	Cldn3	Cldn6	Cldn7	Cdh1	F11r	Ocln	Tjp1	Nectin2	tj_core_score	tj_core_ssgsea	go_tj_score	go_tj_ssgsea	go_tj_assembly_score	reactome_keratin_score	reactome_keratin_ssgsea	go_krt_diff_score	trop2_group	trop2_tertile	trop2_expr_split	sets_used
30200	Ovarian carcinoma	4	False	other	0.08362649174793413	0.04836841252728814	0.5592957398153025	0.0	0.0	3.3063293347944884	5.726714628624609	0.2816157162990793	3.7223480790054726	4.371901410468393	-0.4423890973179181	0.569193244051728	-0.4157594867744083	0.5870689561560406	-0.595392799463961	-0.24525748044773013	0.29855048314583565	-0.46894227842912645	TROP2-positive	T1_low	TROP2-low_expressed	"{""TJ_CORE"": 9, ""GO_CC_TIGHT_JUNCTION"": 89, ""GO_BP_TIGHT_JUNCTION_ASSEMBLY"": 50, ""REACTOME_KERATINIZATION"": 145, ""GO_BP_KERATINOCYTE_DIFFERENTIATION"": 37}"
402230	Sarcoma	8	False	other	0.408206250130572	0.08725818272399422	0.3406108202999094	0.17610107726580138	0.4838108972758518	1.2149891224686356	4.35261729618656	0.18159557696880835	4.8429322811939475	5.089517333618239	-0.43500553013766363	0.502022386876729	0.14864086442758984	0.5391854514316031	-0.03347152389051435	-0.2923267219758365	0.22239958993304676	0.14993749996497135	TROP2-positive	T2_mid	TROP2-low_expressed	"{""TJ_CORE"": 9, ""GO_CC_TIGHT_JUNCTION"": 89, ""GO_BP_TIGHT_JUNCTION_ASSEMBLY"": 50, ""REACTOME_KERATINIZATION"": 145, ""GO_BP_KERATINOCYTE_DIFFERENTIATION"": 37}"
4T07	Mammary carcinoma	6	False	other	0.48643936254578257	0.3164105788637973	0.18219896710386108	0.1050364919229618	1.8640842980909498	3.643420361165138	4.867577079810832	0.3291821975355651	4.930154802902113	4.324938973417169	-0.30431348255032326	0.564642234392338	-0.15460703574024376	0.5320834115439368	-0.2206375590141039	-0.2305881712381044	0.2567752296708197	-0.05947932072675892	TROP2-positive	T2_mid	TROP2-low_expressed	"{""TJ_CORE"": 9, ""GO_CC_TIGHT_JUNCTION"": 89, ""GO_BP_TIGHT_JUNCTION_ASSEMBLY"": 50, ""REACTOME_KERATINIZATION"": 145, ""GO_BP_KERATINOCYTE_DIFFERENTIATION"": 37}"
4T1	Mammary carcinoma	74	False	other	2.890075018855339	6.414708501623835	4.933086342017326	0.2210332993055895	4.19643890181821	5.132946250789504	5.89949282637173	3.0160513109549356	4.572313052866211	4.154151668606069	0.4613979631201922	0.7803703192354303	-0.015624803426175327	0.593721899124093	0.04641474992686309	-0.18375922812658121	0.29674675985216004	-0.09398295792662976	TROP2-positive	T3_high	TROP2-high_expressed	"{""TJ_CORE"": 9, ""GO_CC_TIGHT_JUNCTION"": 89, ""GO_BP_TIGHT_JUNCTION_ASSEMBLY"": 50, ""REACTOME_KERATINIZATION"": 145, ""GO_BP_KERATINOCYTE_DIFFERENTIATION"": 37}"
5	Glioblastoma multiforme	3	False	other	0.03552256564157613	0.0	0.03363513920163172	0.0	0.0	0.27427001171580523	1.1276464851120356	0.34978534191291033	2.153829326763389	0.5558033964776518	-1.3233360785498276	0.4210399824095807	-1.2938645044369022	0.5170765419382062	-1.24317594317439	-0.47865553412474315	0.22223438881139299	-1.1332686940955579	TROP2-positive	T1_low	TROP2-low_expressed	"{""TJ_CORE"": 9, ""GO_CC_TIGHT_JUNCTION"": 89, ""GO_BP_TIGHT_JUNCTION_ASSEMBLY"": 50, ""REACTOME_KERATINIZATION"": 145, ""GO_BP_KERATINOCYTE_DIFFERENTIATION"": 37}"
60577	Ovarian carcinoma	5	False	other	0.0	0.08509283903002948	1.480071715562307	0.0	0.08088274713985065	2.6139363522589507	6.052280809069473	0.14972501155776327	4.437949172399902	4.925484227500892	-0.3122625512887425	0.5947428168193045	-0.28596294256879795	0.5939928568510678	-0.5205127724813837	-0.22841368160859485	0.30169533485362804	-0.4552204857607525	TROP2-floor	T1_low	floor	"{""TJ_CORE"": 9, ""GO_CC_TIGHT_JUNCTION"": 89, ""GO_BP_TIGHT_JUNCTION_ASSEMBLY"": 50, ""REACTOME_KERATINIZATION"": 145, ""GO_BP_KERATINOCYTE_DIFFERENTIATION"": 37}"
6419c5	Pancreatic ductal adenocarcinoma	4	False	other	0.038142721404457895	2.8038418035672414	4.988265634119397	6.262106925763357	1.0378024088610558	8.43256329986478	7.815609249138603	2.6342829988995105	5.797341121437745	5.559031766620052	0.9236141684825915	0.7737585714943163	0.3964537230336414	0.5908812382974961	0.231476503436464	0.06069514249129818	0.30812103957685655	0.4451968722173166	TROP2-positive	T1_low	TROP2-low_expressed	"{""TJ_CORE"": 9, ""GO_CC_TIGHT_JUNCTION"": 89, ""GO_BP_TIGHT_JUNCTION_ASSEMBLY"": 50, ""REACTOME_KERATINIZATION"": 145, ""GO_BP_KERATINOCYTE_DIFFERENTIATION"": 37}"
67NR	Mammary carcinoma	6	False	other	0.10618327999433344	0.038970503223155394	0.053369798316466106	0.0987973195451869	0.0	0.372517092900328	3.4810969030252403	0.1075453858532368	5.362086626839174	3.2799926129771935	-0.6742216649330811	0.4387659093582054	-0.024744134102859302	0.5308325589837223	0.03311981645497439	-0.31723188086267123	0.23516054343392986	0.15465637312397	TROP2-positive	T1_low	TROP2-low_expressed	"{""TJ_CORE"": 9, ""GO_CC_TIGHT_JUNCTION"": 89, ""GO_BP_TIGHT_JUNCTION_ASSEMBLY"": 50, ""REACTOME_KERATINIZATION"": 145, ""GO_BP_KERATINOCYTE_DIFFERENTIATION"": 37}"
6DT1	Mammary carcinoma	23	False	other	2.360112801450974	1.106922468898247	3.8514286401053455	0.050107405602276736	1.6902637661148097	3.2182959005551264	5.70495776021841	2.8546545868118134	5.4414373654571335	3.256421347099838	0.010707037254848438	0.6249354421382587	-0.06930416788849764	0.5548676469751759	-0.016829323924660376	-0.12202176110847872	0.2879988764419392	0.0854707916207845	TROP2-positive	T3_high	TROP2-high_expressed	"{""TJ_CORE"": 9, ""GO_CC_TIGHT_JUNCTION"": 89, ""GO_BP_TIGHT_JUNCTION_ASSEMBLY"": 50, ""REACTOME_KERATINIZATION"": 145, ""GO_BP_KERATINOCYTE_DIFFERENTIATION"": 37}"
A20	Follicular dendritic cell sarcoma (B lymphocyte)	15	False	other	0.0	0.0	0.0	0.0	0.0	0.015501851230208735	0.0	0.13608636371733088	0.0	0.9347602955045093	-1.5691308647812332	0.31167257275223587	-1.3858220536010395	0.44981697426056727	-1.262374564486705	-0.5316136356279876	0.23807259010285	-1.3592278787787164	TROP2-floor	T1_low	floor	"{""TJ_CORE"": 9, ""GO_CC_TIGHT_JUNCTION"": 89, ""GO_BP_TIGHT_JUNCTION_ASSEMBLY"": 50, ""REACTOME_KERATINIZATION"": 145, ""GO_BP_KERATINOCYTE_DIFFERENTIATION"": 37}"
