cohort	endpoint	gene	n	events	cox_hr_per_sd	cox_ci95_low	cox_ci95_high	cox_p	median_split_logrank_p	cox_q_bh
GSE135222	PFS	TACSTD2	27	21	1.0685748425774708	0.6764616961507424	1.687977605660346	0.7761590515627181	0.42965018365532537	0.7761590515627181
GSE135222	PFS	CLDN4	27	21	1.1234099576639298	0.7202324911664812	1.7522813097954928	0.6079130783877547	0.7037329973945263	0.7761590515627181
