cohort	CLDN4	quartile	ImmuneScore	StromalScore	ESTIMATEScore	MKI67	KRT_mean	MHC_I	PRKDC	LIG4	TMEM173	HLA-A	HLA-B	HLA-C	NHEJ	IFNg	STING	APM	APM_nonIFN
TCGA-LUAD	13.9765	Q4	933.74	-470.99	462.76	10.5201	14.031899999999998	14.783533333333333	12.6666	9.0934	12.7377	14.6757	15.3859	14.289	0.5518455782285031	0.6417596209943517	0.7000336834761207	1.0866454915019257	1.0537893134726097
TCGA-LUAD	13.9391	Q4	1033.35	-0.14	1033.21	9.2568	13.519366666666665	14.102633333333335	11.5284	8.0947	11.7281	14.1044	14.4197	13.7838	0.4100888539171949	0.6592381554029104	0.6405401538686908	1.0003915845528089	1.0182625527478255
TCGA-LUAD	14.8158	Q4	1184.84	263.1	1447.95	11.0728	16.4894	15.801699999999999	11.481	7.3204	11.0051	15.5101	16.3368	15.5582	0.4950477651133278	0.7198149335500864	0.5939799731649374	1.1478821635175285	1.0959351507428048
TCGA-LUAD	13.8596	Q4	1641.81	1205.42	2847.24	9.9555	13.966500000000002	15.3697	11.6222	8.4098	10.7066	15.0146	15.6274	15.4671	0.43095915646112926	0.6926592049412813	0.6070234444696417	1.0522325947269568	1.0522707069684496
TCGA-LUAD	12.5602	Q2	767.77	-75.43	692.34	8.3567	14.266633333333333	13.7725	11.6574	8.7538	10.3262	13.6742	13.9401	13.7032	0.458471973791727	0.5480122603099673	0.563834474824584	0.9966578544595676	1.091981241116263
TCGA-LUAD	13.0411	Q2	1456.58	-397.74	1058.84	10.3058	13.595466666666667	15.734133333333334	12.9261	7.132	9.9797	15.8604	16.0701	15.2719	0.4315930837678707	0.6981228990442316	0.5796681909694844	1.1369114252673784	1.0901661088429961
TCGA-LUAD	13.6111	Q3	76.91	124.48	201.39	10.818	14.623600000000001	13.772166666666669	12.7908	7.9251	11.1759	13.477	13.6537	14.1858	0.517194422045768	0.512771259824809	0.5346201652840403	0.9889421629954867	1.0236527792647716
TCGA-LUAD	13.7728	Q4	854.14	-620.75	233.39	10.1572	15.425766666666666	15.007266666666666	12.1193	7.0648	9.6776	15.4951	14.8367	14.69	0.5594655616652872	0.6932034840209512	0.6066019711353651	1.115356333164101	1.1004676615779085
TCGA-LUAD	12.9442	Q2	-204.96	-714.18	-919.14	10.2733	13.433399999999999	15.494433333333333	11.6831	9.0565	10.3176	15.497	15.769	15.2173	0.498546541307735	0.5582498756765712	0.5329683113027259	0.9983755738581961	1.0598363820417132
TCGA-LUAD	11.8123	Q1	463.66	-688.16	-224.49	11.1997	12.3327	16.122500000000002	11.5159	8.1506	10.6121	16.024	16.2929	16.0506	0.4965985705973326	0.7238614483527923	0.5721129184276627	1.1422122462331583	1.0697376958498512
TCGA-LUAD	14.5304	Q4	1514.83	362.65	1877.48	10.9303	14.191433333333334	14.7126	12.3963	7.5911	9.7654	14.7884	15.0031	14.3463	0.47956638131237833	0.7645172433302321	0.5241810523164145	1.1402329547293648	1.155712965814342
TCGA-LUAD	13.6874	Q4	848.38	208.5	1056.88	9.6652	14.936300000000001	15.233799999999997	11.2039	8.0872	10.6192	15.0605	15.2778	15.3631	0.41818592371743724	0.7280355035383768	0.6395316017669928	1.0952158750276069	1.1785532537423875
TCGA-LUAD	13.6806	Q4	1327.2	92.1	1419.3	8.9002	15.679766666666666	16.351700000000005	10.4248	7.3221	11.3146	16.4631	16.4891	16.1029	0.4075330803023019	0.6986732467938198	0.6285897131948246	1.1457188875458704	1.1739615665459286
TCGA-LUAD	14.0004	Q4	845.61	873.93	1719.54	9.857	14.0528	13.659066666666666	12.1137	8.0875	10.9783	13.699	13.6958	13.5824	0.44732718844883973	0.6441561627437529	0.5877388349647723	0.9541407855261466	1.0608593785698746
TCGA-LUAD	13.7489	Q4	1449.18	-103.47	1345.71	9.6602	13.6616	16.588800000000003	11.8458	8.7376	9.9495	16.3172	17.0579	16.3913	0.5015893242517054	0.7528276564905504	0.6227425348306104	1.1719357535952262	1.1698771921894395
TCGA-LUAD	7.7377	Q1	52.89	-1124.07	-1071.18	12.0506	14.022800000000002	12.558866666666667	13.7202	8.5703	7.4712	12.3088	13.0388	12.329	0.6525583103144823	0.6570888335995845	0.39435118193413204	1.0705226805724832	1.0916750333101668
TCGA-LUAD	12.169	Q1	1580.98	1292.02	2873.0	10.6572	13.054833333333335	14.914666666666667	12.2046	8.3998	10.2783	14.7485	15.3064	14.6891	0.4511751535742392	0.7032004472850126	0.5795150622059454	1.0733743245982212	1.05967406750096
TCGA-LUAD	12.4972	Q1	1233.33	-111.7	1121.62	10.5181	15.001600000000002	15.671033333333334	11.3699	8.2719	8.8064	15.2548	16.1764	15.5819	0.522464764001592	0.7859546275303797	0.5919080608142862	1.18839697605123	1.206292839209075
TCGA-LUAD	13.5723	Q3	-179.48	-421.95	-601.43	11.0104	13.530733333333332	14.445766666666666	12.317	8.2686	9.758	15.2507	13.4732	14.6134	0.521174513765203	0.45868806655085287	0.4500767989547379	0.870695094014584	0.9372996363154257
TCGA-LUAD	13.3203	Q3	1425.83	-693.0	732.83	10.4538	12.991200000000001	16.137999999999998	11.3539	8.8216	10.8313	16.2672	16.4292	15.7176	0.5888249473349243	0.6551399614439609	0.6495607269322852	1.16714938912352	1.2152478105733033
TCGA-LUAD	12.3135	Q1	1169.53	509.42	1678.95	10.6976	14.335933333333331	14.4508	13.2903	8.1211	9.7352	14.4926	14.7676	14.0922	0.44522548617350416	0.6597978989355308	0.566970347802981	1.0866908097472594	1.1757412757380317
TCGA-LUAD	12.2492	Q1	1600.66	440.03	2040.69	10.096	14.2809	15.034699999999999	11.75	7.4698	11.3939	15.0922	15.3812	14.6307	0.49043292420687384	0.7577184998031055	0.6752162255165556	1.1533244941289469	1.2004125226369906
TCGA-LUAD	12.6853	Q2	695.94	-590.25	105.7	9.9703	13.696966666666667	15.678033333333333	11.6624	8.196	11.8833	15.8895	15.8635	15.2811	0.47988988254373033	0.6390940263833699	0.6988993459644046	1.1174049458677409	1.1662443130580133
TCGA-LUAD	13.2546	Q3	823.37	77.18	900.55	12.105	12.993366666666667	14.807699999999999	12.632	8.9497	8.9438	15.096	15.1206	14.2065	0.5045729693108139	0.6594908803232509	0.4893594467537047	1.0711576711209692	1.0920072963382437
TCGA-LUAD	13.9001	Q4	1304.67	1057.05	2361.71	9.0779	14.8784	14.814133333333332	11.3204	7.6256	10.6254	14.9304	15.2702	14.2418	0.36205098057253154	0.7047916123360414	0.5638858912714808	1.1114688831400825	1.1588548792955986
TCGA-LUAD	12.9188	Q2	822.09	-140.24	681.85	11.0266	13.535733333333333	14.900833333333333	12.4853	7.972	9.7039	14.8364	15.2489	14.6172	0.4785353106882897	0.6126975133484406	0.49157487453626547	1.0602098629564587	1.0620749909404208
TCGA-LUAD	13.1981	Q3	1499.08	-305.36	1193.72	11.5409	14.728633333333335	16.355066666666666	11.8365	8.6083	10.7932	16.3321	16.9546	15.7785	0.4766530983150347	0.7340438098849775	0.7485410863947273	1.1479656518175347	1.131633369260791
TCGA-LUAD	13.5778	Q3	1881.89	617.81	2499.7	10.9017	15.155466666666667	15.773133333333334	11.4959	7.7863	11.3372	15.7888	16.1784	15.3522	0.474417455392568	0.8184659542233167	0.6790856365531425	1.2147074122153054	1.2271461527810956
TCGA-LUAD	12.009	Q1	2704.93	644.13	3349.06	8.9064	12.959133333333334	15.898800000000001	11.5009	9.0127	9.8694	15.4806	16.0557	16.1601	0.5308753219246174	0.8661530970064746	0.6438031441246254	1.20974428126797	1.2147184550595826
TCGA-LUAD	14.1244	Q4	1820.79	90.11	1910.9	7.3736	12.6329	14.972900000000001	9.7935	8.2035	11.517	14.4316	15.2593	15.2278	0.4148569269943537	0.745059828755845	0.7020844376826674	1.0742637780448614	1.0082903792219047
TCGA-LUAD	13.4637	Q3	1753.64	165.33	1918.97	10.4066	14.046199999999999	16.503966666666667	11.5768	8.1488	10.1471	16.2846	16.9131	16.3142	0.44102390376410106	0.7695132548251433	0.5566537378318925	1.1566597661794724	1.1016558845301505
TCGA-LUAD	14.305	Q4	831.02	93.84	924.87	8.1474	13.387733333333331	13.551633333333333	11.0787	9.0951	9.3726	14.0264	13.4994	13.1291	0.5005029850982643	0.6000763858540575	0.4983446749353799	0.9543346259738124	0.9082937092313068
TCGA-LUAD	14.186	Q4	-66.98	-495.96	-562.94	9.0811	15.936033333333333	14.890766666666666	10.5873	8.1773	9.6437	14.9924	14.8906	14.7893	0.5750406344775799	0.5952563638721516	0.5772665645846202	1.0719413835970715	1.1046656645026802
TCGA-LUAD	14.3544	Q4	944.86	457.88	1402.74	9.4314	14.728666666666667	15.119099999999998	11.8301	7.5988	11.9072	14.8315	15.4544	15.0714	0.3790734890149424	0.6220389225185315	0.6387554622527628	0.9783435145165175	0.9845150269653185
TCGA-LUAD	12.6068	Q2	405.82	-422.99	-17.17	7.3839	14.196633333333333	14.740933333333333	11.0808	8.6762	10.7631	14.5921	14.5556	15.0751	0.5223255485733393	0.5870546787492855	0.6044630157902822	1.0646595417537439	1.0941803723797074
TCGA-LUAD	13.5875	Q3	2295.05	744.23	3039.28	8.9424	14.763266666666667	15.959299999999999	10.6898	7.9261	10.5633	15.3906	16.1253	16.362	0.44142999936555344	0.8396150055418019	0.5317040170916569	1.1553141128383948	1.1338477733638657
TCGA-LUAD	13.6557	Q3	2138.23	622.04	2760.27	9.2382	14.297566666666667	15.5396	11.3524	7.9631	10.7947	15.0998	15.7719	15.7471	0.4766280791445896	0.8488349213738202	0.6638036615802239	1.141580519923443	1.0681145112524475
TCGA-LUAD	13.1634	Q3	1039.07	-225.2	813.87	8.6499	14.286233333333334	15.4602	11.8268	7.9046	8.1888	15.4312	15.4729	15.4765	0.44377538826392343	0.6321331256156586	0.48424898321448545	1.1564232065439366	1.1386647927271383
