cohort	CLDN4	quartile	ImmuneScore	StromalScore	ESTIMATEScore	MKI67	KRT_mean	MHC_I	PRKDC	LIG4	TMEM173	HLA-A	HLA-B	HLA-C	NHEJ	IFNg	STING	APM	APM_nonIFN
TCGA-LUAD	12.4624	Q1	964.93	-138.22	826.71	11.6219	15.061066666666667	15.844433333333333	13.0086	7.7634	9.9607	15.9833	16.4737	15.0763	0.5457487252475046	0.7881720799917237	0.5827469563539092	1.1140317741500085	1.0498755397494925
TCGA-LUAD	12.3126	Q1	1926.47	1082.46	3008.93	9.3349	13.445066666666667	15.283299999999999	11.5057	8.9803	10.971	14.9606	15.7122	15.1771	0.4247282373783411	0.7452453969117848	0.5898779698252533	1.0746652147506464	1.085481349329342
TCGA-LUAD	12.7584	Q2	1512.22	2098.77	3610.98	7.9089	13.360566666666665	15.918733333333336	11.5275	7.8185	11.071	15.8345	16.2161	15.7056	0.39253703471260604	0.6999311797149662	0.578052730744365	1.111069697008547	1.1740663821306778
TCGA-LUAD	14.2623	Q4	720.64	336.32	1056.96	8.4958	14.304633333333333	14.923766666666666	10.9447	7.3638	11.2519	15.2039	14.776	14.7914	0.4220987674278411	0.5577906152308884	0.585092146564147	1.023926116708672	1.0544700660496276
TCGA-LUAD	13.2428	Q3	1883.89	918.97	2802.86	10.1792	14.581400000000002	16.323966666666667	12.0246	7.6168	10.7972	16.8624	16.6511	15.4584	0.5103470723359704	0.7898701615676453	0.5594621180029	1.144883323018183	1.0775227882638672
TCGA-LUAD	12.7047	Q2	-361.37	-412.46	-773.82	12.4329	13.362933333333332	14.2599	12.7896	6.9921	8.9993	14.0274	14.1583	14.594	0.5162014125231446	0.5558286832985072	0.38122117311711295	0.976762515855384	1.0092859792225921
TCGA-LUAD	13.0615	Q2	254.82	-828.13	-573.31	10.0246	14.839166666666666	14.825166666666666	11.2569	8.3131	8.3131	14.2732	14.9637	15.2386	0.500934424629342	0.6653352566130675	0.614204404169831	1.0760027741852491	1.0256454919859048
TCGA-LUAD	13.8423	Q4	1531.5	60.86	1592.36	10.3597	13.614066666666668	15.2061	12.2175	7.6914	11.1089	15.5588	15.0368	15.0227	0.4703376525862964	0.6797222836668778	0.4763643339193166	1.0566011781309952	0.9728469472762982
TCGA-LUAD	12.8884	Q2	409.24	305.45	714.69	10.046	13.980233333333333	15.153599999999999	12.8976	7.4313	11.445	14.9979	15.4055	15.0574	0.4558279546739224	0.6910292646966488	0.6190718033803682	1.0890499879318756	1.089525210656103
TCGA-LUAD	13.6993	Q4	2743.79	1191.36	3935.15	9.6214	13.618699999999999	15.791199999999998	11.8989	8.0757	11.2176	15.638	16.1226	15.613	0.4211046818122126	0.7590058773482975	0.5978159658862108	1.1828023981867475	1.2212377775938623
TCGA-LUAD	12.4427	Q1	1875.62	426.69	2302.31	8.6884	14.989233333333333	16.137800000000002	10.7996	8.847	11.1589	16.1	16.4048	15.9086	0.40111299119331795	0.7676473426379088	0.7200900609538312	1.1948497700014935	1.2204646514267237
TCGA-LUAD	12.8344	Q2	861.14	-437.38	423.77	7.7142	14.268166666666668	15.622100000000001	11.0101	8.6024	10.6593	15.2608	15.8251	15.7804	0.4485993536130742	0.6296398501785686	0.6006491074878252	1.0920947515012636	1.149852549021257
TCGA-LUAD	13.5818	Q3	2175.91	731.06	2906.97	10.1478	13.913766666666668	15.506433333333334	12.3523	8.44	9.8809	15.3118	16.0244	15.1831	0.48240948042650705	0.813615152871037	0.6553715621690184	1.2301343015653263	1.2223654896923013
TCGA-LUAD	13.965	Q4	2387.9	679.86	3067.76	9.4338	12.9604	15.936966666666669	10.9728	8.3803	11.27	15.6562	16.2982	15.8565	0.3949111862860652	0.7913752009786891	0.764079211155945	1.1693915539142445	1.1615101285536518
TCGA-LUAD	12.9296	Q2	1273.63	641.16	1914.79	9.0926	12.880166666666668	15.850766666666667	11.5231	8.6919	10.0585	16.1218	16.1442	15.2863	0.5115111142021592	0.7009800568772065	0.6662749732489437	1.1515517833005275	1.1790851787859586
TCGA-LUAD	12.9428	Q2	2577.1	1019.75	3596.85	8.1854	13.1701	15.978866666666667	10.6961	8.6128	11.4971	15.8885	16.4018	15.6463	0.43879338901919046	0.8038248774150671	0.6872578673446349	1.1295624906309838	1.0762753736443964
TCGA-LUAD	13.9337	Q4	1702.24	819.69	2521.93	11.4428	14.631166666666667	13.772133333333334	12.4582	8.3801	9.7774	13.6148	14.4916	13.21	0.5084799919893962	0.6640457398983893	0.5444067136283968	1.1063459350057816	1.1962856711540186
TCGA-LUAD	12.3185	Q1	1324.81	1496.26	2821.06	9.2212	12.400333333333334	15.624966666666666	11.1296	8.2282	11.1759	15.6327	15.9941	15.2481	0.46747016508856415	0.7053267008028481	0.5731439040221943	1.1659698907949203	1.2226667897953953
TCGA-LUAD	12.9675	Q2	135.45	-715.25	-579.79	9.5636	13.718166666666667	14.628466666666666	12.1112	8.3883	11.3078	14.3941	14.94	14.5513	0.5259357798929933	0.6710611223408919	0.6561964100939436	1.0965759641378405	1.1447051615732708
TCGA-LUAD	12.7566	Q2	1861.47	959.18	2820.64	12.3236	14.372033333333333	16.105700000000002	12.7478	7.8196	11.3815	16.3805	16.6308	15.3058	0.45877626457366727	0.8317638016412682	0.6053764773434375	1.2320763541394615	1.2455593825437326
TCGA-LUAD	14.0732	Q4	1885.83	1133.45	3019.28	9.8931	14.592566666666668	15.379133333333334	11.8451	8.4978	10.571	15.0651	15.638	15.4343	0.5285605805522644	0.7665442804557859	0.5942383515553615	1.1393884413303086	1.099421312084722
TCGA-LUAD	12.112	Q1	1896.59	1230.85	3127.44	8.0766	13.4606	15.790066666666666	10.5089	9.2011	11.5367	15.95	15.8598	15.5604	0.46638416786549053	0.7161840574770098	0.6469751484929737	1.1473538314596543	1.2005076518324445
TCGA-LUAD	13.4274	Q3	2304.0	1092.2	3396.2	8.4714	13.511833333333334	15.879833333333332	11.1612	8.6736	10.8098	15.5265	16.31	15.803	0.4137750712973417	0.8362778956445328	0.635744459842327	1.155705950825798	1.1022714678698589
TCGA-LUAD	13.3954	Q3	1640.92	452.54	2093.46	9.9803	14.382066666666667	15.843633333333335	12.5759	8.7632	11.0479	16.0331	16.2002	15.2976	0.46184758672005594	0.7916478835577406	0.6518705511067827	1.1698122760521403	1.2113372892546943
TCGA-LUAD	13.5334	Q3	626.49	543.91	1170.4	9.3882	13.745666666666667	14.421266666666668	10.2032	8.4058	10.8514	13.6913	14.6442	14.9283	0.45272033365745296	0.6460452217186053	0.5511999114450391	1.028957712453651	1.041551021198498
TCGA-LUAD	12.1336	Q1	412.41	-1181.08	-768.67	12.4008	14.616333333333335	13.282833333333334	13.3683	7.4658	8.8029	13.1534	13.7559	12.9392	0.5142905564361219	0.6388348473029443	0.4950069978341693	1.036905042824459	1.0408603698606596
TCGA-LUAD	12.2472	Q1	-640.82	-1149.84	-1790.66	11.1991	14.214766666666668	13.732766666666668	12.8044	8.4269	8.7141	14.0934	13.1595	13.9454	0.465887224108877	0.40124963131580815	0.4389387831629571	0.938221426784269	1.035238986395232
TCGA-LUAD	12.9091	Q2	1680.22	204.95	1885.17	9.3643	12.423566666666666	14.618400000000001	11.8626	8.3627	11.4791	13.8254	15.256	14.7738	0.4653024883232828	0.644104563921384	0.6475687152263739	1.1218287878702322	1.2005718606639955
TCGA-LUAD	12.0583	Q1	1890.66	686.36	2577.02	11.1574	14.2179	15.766033333333333	11.9161	8.1108	9.7963	15.4954	16.3447	15.458	0.4752119373224129	0.7726404486824918	0.5938028595131397	1.1644054627077725	1.138063383692067
TCGA-LUAD	11.3115	Q1	-208.62	-944.86	-1153.48	9.7241	14.9248	14.388800000000002	11.6938	8.858	9.8158	14.3817	14.326	14.4587	0.47742700909114705	0.5533856638997016	0.5525026768474348	0.9470917361985945	1.0431581575422622
TCGA-LUAD	13.7565	Q4	1026.48	552.01	1578.49	9.0557	13.659799999999999	14.886000000000001	13.0188	8.2362	11.0548	14.6237	15.3274	14.7069	0.3957321665851977	0.6898147664277196	0.5718401456744999	1.1081049124437627	1.1507199416351575
TCGA-LUAD	11.9937	Q1	689.74	452.62	1142.35	7.0235	13.190833333333332	13.956033333333332	11.8205	8.607	11.6303	13.7339	14.2331	13.9011	0.4098436450599689	0.5370793620448324	0.5648402151100927	0.9871089638631314	1.13785730830097
TCGA-LUAD	12.2869	Q1	1020.11	1888.92	2909.03	10.1435	13.046966666666668	14.4422	12.9508	8.6394	10.799	14.2671	14.5663	14.4932	0.44270536660803994	0.6667831216525034	0.5309286617703375	1.0678723511387003	1.1695861445390396
TCGA-LUAD	12.7879	Q2	1481.59	1357.55	2839.15	11.0684	13.014766666666667	15.316566666666667	12.2328	8.4082	10.7939	14.9799	15.8677	15.1021	0.47365718533054196	0.7214125173042921	0.6048789522724035	1.0781282344262577	1.1358484542163412
TCGA-LUAD	12.9028	Q2	-274.42	-897.75	-1172.17	8.3538	14.838433333333333	14.103433333333333	11.2007	8.3664	10.8751	14.5594	13.5823	14.1686	0.49132825025778154	0.4537676768987493	0.510583951649172	0.9744229901958866	1.0955390616985048
TCGA-LUAD	12.4753	Q1	2264.99	1986.65	4251.64	10.5042	12.890799999999999	15.298833333333334	12.8111	8.1789	11.167	15.0938	15.6524	15.1503	0.43717762528835064	0.7444731221002625	0.5945456020071648	1.1372464931831947	1.2326436742870497
TCGA-LUAD	11.2938	Q1	2425.86	643.57	3069.43	10.9513	11.359666666666667	15.290533333333334	12.9702	8.5226	10.239	15.347	15.6517	14.8729	0.4917852797003302	0.7545269471562301	0.58736574293788	1.1139688718304521	1.1034023793874885
TCGA-LUAD	12.3705	Q1	1886.98	612.95	2499.92	12.0725	15.126166666666668	16.095133333333333	12.3563	6.9878	10.0282	16.4828	16.9145	14.8881	0.5179895885901022	0.8096163555854877	0.7178651770895561	1.231804220972197	1.2356955325971857
TCGA-LUAD	13.439	Q3	614.81	-593.67	21.15	8.1126	12.778433333333334	14.888066666666667	11.6465	8.9116	11.4539	14.9326	15.2727	14.4589	0.5103591457877542	0.6471814139464012	0.6599204777697628	1.085301602260109	1.158403979425054
TCGA-LUAD	12.3919	Q1	255.7	-805.51	-549.8	10.9311	14.183666666666667	14.0809	12.9592	7.8362	8.5551	14.4419	14.4511	13.3497	0.4655592796172358	0.5133776518261092	0.5814241676668089	1.0179735759072417	1.0002569725206092
TCGA-LUAD	13.1095	Q2	1668.3	858.57	2526.87	12.3912	14.115666666666664	15.411666666666667	12.7393	8.5024	11.0091	15.4917	15.491	15.2523	0.475794629889437	0.7831678397832049	0.6515173750028029	1.1821417984126552	1.2358291151786087
TCGA-LUAD	13.66	Q3	1013.44	1127.28	2140.72	11.3685	15.185533333333334	15.4129	12.5936	7.8717	10.3528	15.0698	15.8117	15.3572	0.5020572147251032	0.7428772290787786	0.5892884163641036	1.1391809353173457	1.1582129406359318
TCGA-LUAD	12.1373	Q1	-314.04	-642.18	-956.22	12.9081	13.973366666666669	13.2449	13.4182	7.3112	9.2666	13.2472	13.3983	13.0892	0.5417024430403027	0.4808765600196611	0.3484010345672319	0.9092518352237078	0.9369136127615089
TCGA-LUAD	11.8764	Q1	737.61	-163.71	573.9	11.8427	12.979266666666668	14.4701	14.2806	8.5909	9.2346	14.5961	14.6222	14.192	0.5338424269491485	0.6443884753701266	0.5129196428309474	1.1111852453284303	1.179288794026368
TCGA-LUAD	13.4328	Q3	-288.38	-1226.8	-1515.17	11.8077	14.613633333333333	14.934066666666666	13.1196	8.3674	9.9394	14.7756	14.9025	15.1241	0.46062737697413514	0.5494772151262558	0.5401416392007296	1.0051306177657129	0.9647724390951854
TCGA-LUAD	12.6456	Q2	-185.72	39.83	-145.89	9.1935	14.378333333333336	13.094700000000001	12.4151	8.504	9.9587	13.0749	13.0831	13.1261	0.4884805341084749	0.5106223858031147	0.5222496226518509	0.958660293714218	1.102894362504368
TCGA-LUAD	13.4386	Q3	2095.52	1021.73	3117.25	11.1648	15.007599999999998	16.349999999999998	12.1048	7.9207	10.6311	16.2453	16.6772	16.1275	0.4426636328786213	0.7902684797887073	0.6458796394336928	1.2099225237228315	1.2372752693829987
TCGA-LUAD	14.331	Q4	286.52	145.48	432.0	10.0606	14.719833333333334	12.996233333333334	12.1707	9.8816	10.4077	12.7791	13.4042	12.8054	0.5590851427334063	0.5104101362803636	0.503670343389535	0.9472513390616788	1.0656258851342701
TCGA-LUAD	12.0346	Q1	726.62	941.34	1667.96	11.5433	14.450233333333335	14.120199999999999	13.6019	8.1512	10.2523	13.6665	14.3277	14.3664	0.49410596373846427	0.5887959947097765	0.48135345075386843	1.0044029265601235	1.1148781490308852
TCGA-LUAD	13.6934	Q4	557.79	371.86	929.65	8.9413	14.5184	14.0344	12.2601	8.22	10.108	14.5441	13.893	13.6661	0.42459031433616495	0.5364190263540143	0.4878646539208487	0.9514206847732104	1.000868355558044
TCGA-LUAD	10.89	Q1	2044.8	945.27	2990.07	10.9739	13.000766666666669	14.905633333333334	11.8507	9.2606	9.7002	15.0835	15.2407	14.3927	0.517364642830139	0.773092088023999	0.6459569259130531	1.133946582008677	1.1263505138203806
TCGA-LUAD	12.4884	Q1	1396.49	-232.64	1163.85	10.8613	13.144166666666665	15.500566666666666	11.5121	7.9612	11.8369	15.2524	15.9418	15.3075	0.4897191316172137	0.7190816300802018	0.7533699472800851	1.173574225778868	1.185174400119218
TCGA-LUAD	12.1678	Q1	800.34	-220.14	580.2	9.9313	14.9959	13.989233333333333	12.0409	7.9449	10.7718	14.0825	14.2168	13.6684	0.4263246482387632	0.5979027921354788	0.6080510552940829	0.9931253034578225	1.0091495705661764
TCGA-LUAD	12.7558	Q2	2129.05	848.83	2977.88	10.0572	14.064066666666667	16.142933333333335	11.9787	8.6008	11.2179	16.3442	16.4885	15.5961	0.4509706283110638	0.7893704143297984	0.6362778387705954	1.164703673932472	1.154743662548614
TCGA-LUAD	14.2554	Q4	1623.66	500.03	2123.69	10.5489	14.7383	16.366333333333333	12.0721	9.0839	9.7398	16.5102	16.5073	16.0815	0.46752421339220096	0.751470229062042	0.5928875777821639	1.1340867290532377	1.0960422689732534
TCGA-LUAD	13.7425	Q4	560.74	-214.02	346.72	9.0101	13.863100000000001	15.193166666666668	11.9537	9.267	11.0136	15.2203	15.4163	14.9429	0.4754386448855531	0.6206627917613355	0.6467294006482069	1.0964384290869644	1.1266498200779262
TCGA-LUAD	13.6094	Q3	-260.68	-1555.62	-1816.3	6.2569	14.776033333333336	14.484499999999999	10.4909	8.6747	9.8826	14.772	14.5383	14.1432	0.48848585533721656	0.48871384718545724	0.5133443499189088	1.0132202038162479	1.0570230701444248
TCGA-LUAD	12.8205	Q2	1750.25	518.91	2269.17	10.7724	14.50093333333333	15.103133333333334	11.4208	7.8932	10.3849	14.976	15.3421	14.9913	0.4580139307232403	0.6973506915280476	0.6031474327819906	1.1041196945819105	1.0945126962273126
TCGA-LUAD	14.2491	Q4	952.61	-538.81	413.79	9.4699	13.366366666666666	16.1673	11.5589	8.2894	10.9867	16.4811	16.3945	15.6263	0.45463978458663157	0.6775210433171092	0.6115266246429903	1.1454056629111962	1.1220243440279576
TCGA-LUAD	14.7058	Q4	422.16	69.22	491.37	8.9133	15.078233333333332	15.6337	10.7185	7.9872	10.9271	16.0205	16.1679	14.7127	0.41529716091267943	0.6181598458306946	0.5946033419273087	1.017632975533222	0.96953731499867
TCGA-LUAD	14.4296	Q4	896.17	-441.17	455.0	10.108	15.3376	15.5969	10.9147	7.7469	10.2963	15.6072	16.2315	14.952	0.4564828452295368	0.7493485747483188	0.6317420613357518	1.1691766550976432	1.1650418567182388
TCGA-LUAD	13.6714	Q4	1166.92	373.71	1540.63	8.117	13.908366666666666	16.085933333333333	11.3394	8.7234	11.3404	15.9559	16.2585	16.0434	0.4262416525644411	0.6993171450957206	0.5667787620199903	1.1408251669643072	1.1728347477396455
TCGA-LUAD	14.4127	Q4	1593.88	409.47	2003.35	8.1205	14.574466666666666	16.7728	10.5928	7.6357	10.7513	16.8668	17.1755	16.2761	0.3324783158205492	0.769779381450038	0.5438488887766821	1.1169780459147534	1.0874412116843661
TCGA-LUAD	11.0784	Q1	1325.99	-377.23	948.76	10.2903	14.377533333333332	15.463466666666667	11.7006	8.3137	8.4513	14.7537	16.1144	15.5223	0.5968182885415072	0.6835338342264853	0.5448112723308909	1.2052969537390497	1.2271964327284264
TCGA-LUAD	12.1646	Q1	1596.48	-390.59	1205.89	10.7477	16.199166666666667	15.3256	10.8863	7.2263	8.4725	15.7998	15.6908	14.4862	0.4828518361474136	0.7306965847263488	0.605328659456245	1.1851034966876783	1.1276850087852983
TCGA-LUAD	13.7191	Q4	134.65	-383.28	-248.62	6.5581	14.6028	15.115866666666667	11.559	7.6616	9.9214	15.3851	14.9067	15.0558	0.38366082335436025	0.512982908278062	0.48566590357401807	0.9996294553751359	0.9844310093642966
TCGA-LUAD	13.6541	Q3	946.42	741.51	1687.93	10.1618	14.2261	14.6732	10.8011	7.1146	11.1059	14.5476	15.1936	14.2784	0.4075547122989605	0.6333549331121031	0.6326612463554768	1.114931738650133	1.128774859144089
TCGA-LUAD	12.6243	Q2	736.9	-809.02	-72.12	11.7559	14.657266666666667	14.6459	11.1306	7.6488	9.564	15.3552	14.7239	13.8586	0.47800298871444696	0.5988921969567748	0.5798313414601529	1.0852026656079679	1.1235008641414217
TCGA-LUAD	13.5595	Q3	-310.81	-1066.96	-1377.77	11.5894	14.1359	14.976766666666668	11.6603	8.4043	10.1297	15.4692	14.9969	14.4642	0.4932969036739098	0.6333834246290772	0.5998664777530177	1.0686540494930574	1.0478362276149829
TCGA-LUAD	12.7352	Q2	706.77	360.33	1067.1	11.8411	13.151366666666666	13.807233333333334	12.5784	8.5585	9.992	13.5709	14.1295	13.7213	0.4747744204633902	0.6196491930599154	0.5447439259470942	1.0276369072868952	1.1354048687931813
