cohort	stratum	method	geneset	family	contrast	n	n_low	n_high	effect	p	thesis_stat	thesis_match	sig_raw	sig_wrong	p_bonferroni
LUAD	all	ssgsea	NHEJ_KEGG	NHEJ	spearman	515	515	515	-0.1772181735710937	5.2546739326791894e-05	-0.1772181735710937	False	False	True	0.28375239236467625
LUAD	all	ssgsea	NHEJ_KEGG	NHEJ	partial_immune	515	515	515	-0.20929921905245347	1.6954156637558982e-06	-0.20929921905245347	False	False	True	0.00915524458428185
LUAD	all	ssgsea	NHEJ_KEGG	NHEJ	partial_krt	515	515	515	-0.1822192198751102	3.238933288459869e-05	-0.1822192198751102	False	False	True	0.17490239757683293
LUAD	all	ssgsea	NHEJ_KEGG	NHEJ	partial_mki67	515	515	515	-0.13007846791956337	0.003132117948229796	-0.13007846791956337	False	False	True	1.0
LUAD	all	ssgsea	NHEJ_KEGG	NHEJ	partial_immune_krt	515	515	515	-0.20128728478487617	4.326463183884236e-06	-0.20128728478487617	False	False	True	0.023362901192974878
LUAD	all	ssgsea	NHEJ_KEGG	NHEJ	mw_q1q4	258	129	129	0.019488469997399782	8.810942765392316e-05	-0.019488469997399782	False	False	True	0.47579090933118506
LUAD	all	ssgsea	NHEJ_KEGG	NHEJ	mw_t1t3	344	172	172	0.014322485744651836	0.00019689196392724803	-0.014322485744651836	False	False	True	1.0
LUAD	all	ssgsea	NHEJ_KEGG	NHEJ	mw_d1d10	104	52	52	0.028434844194334175	0.008877715770359283	-0.028434844194334175	False	False	True	1.0
LUAD	all	ssgsea	NHEJ_KEGG	NHEJ	mw_p20	206	103	103	0.013876350594343612	0.0017065996179151724	-0.013876350594343612	False	False	True	1.0
LUAD	all	ssgsea	NHEJ_KEGG	NHEJ	mw_median	515	258	257	0.0058403495247271175	0.011846794183958714	-0.0058403495247271175	False	False	True	1.0
LUAD	all	ssgsea	NHEJ_core	NHEJ	spearman	515	515	515	-0.18208743417214296	3.224785900159398e-05	-0.18208743417214296	False	False	True	0.1741384386086075
LUAD	all	ssgsea	NHEJ_core	NHEJ	partial_immune	515	515	515	-0.19789077692384194	6.173747991427821e-06	-0.19789077692384194	False	False	True	0.03333823915371023
LUAD	all	ssgsea	NHEJ_core	NHEJ	partial_krt	515	515	515	-0.18648596221441058	2.090318021019415e-05	-0.18648596221441058	False	False	True	0.1128771731350484
LUAD	all	ssgsea	NHEJ_core	NHEJ	partial_mki67	515	515	515	-0.1568561033565451	0.0003574778541591031	-0.1568561033565451	False	False	True	1.0
LUAD	all	ssgsea	NHEJ_core	NHEJ	partial_immune_krt	515	515	515	-0.19476767799835754	8.86096727083008e-06	-0.19476767799835754	False	False	True	0.04784922326248243
LUAD	all	ssgsea	NHEJ_core	NHEJ	mw_q1q4	258	129	129	0.01740070096819102	0.0002843065326990696	-0.01740070096819102	False	False	True	1.0
LUAD	all	ssgsea	NHEJ_core	NHEJ	mw_t1t3	344	172	172	0.015076881927141295	0.00017374598681323868	-0.015076881927141295	False	False	True	0.9382283287914889
LUAD	all	ssgsea	NHEJ_core	NHEJ	mw_d1d10	104	52	52	0.029896979381073274	0.0028145777414957953	-0.029896979381073274	False	False	True	1.0
LUAD	all	ssgsea	NHEJ_core	NHEJ	mw_p20	206	103	103	0.018813372581330756	0.00018563352125397915	-0.018813372581330756	False	False	True	1.0
LUAD	all	ssgsea	NHEJ_core	NHEJ	mw_median	515	258	257	0.00879052397016733	0.011846794183958714	-0.00879052397016733	False	False	True	1.0
LUAD	all	ssgsea	NHEJ_reactome	NHEJ	spearman	515	515	515	-0.2420588166302946	2.6551590379978775e-08	-0.2420588166302946	False	False	True	0.0001433785880518854
LUAD	all	ssgsea	NHEJ_reactome	NHEJ	partial_immune	515	515	515	-0.2857123933796663	4.1159089744548656e-11	-0.2857123933796663	False	False	True	2.2225908462056275e-07
LUAD	all	ssgsea	NHEJ_reactome	NHEJ	partial_krt	515	515	515	-0.23495190948252578	7.070004388317018e-08	-0.23495190948252578	False	False	True	0.000381780236969119
LUAD	all	ssgsea	NHEJ_reactome	NHEJ	partial_mki67	515	515	515	-0.2083584953644056	1.891302357092765e-06	-0.2083584953644056	False	False	True	0.01021303272830093
LUAD	all	ssgsea	NHEJ_reactome	NHEJ	partial_immune_krt	515	515	515	-0.2640745966081243	1.2419646919091028e-09	-0.2640745966081243	False	False	True	6.7066093363091555e-06
LUAD	all	ssgsea	NHEJ_reactome	NHEJ	mw_q1q4	258	129	129	0.031305393025417794	1.2205303637283132e-06	-0.031305393025417794	False	False	True	0.006590863964132891
LUAD	all	ssgsea	NHEJ_reactome	NHEJ	mw_t1t3	344	172	172	0.02681143563897581	1.2029360914428035e-07	-0.02681143563897581	False	False	True	0.0006495854893791139
LUAD	all	ssgsea	NHEJ_reactome	NHEJ	mw_d1d10	104	52	52	0.04312367249405208	0.000304537777190116	-0.04312367249405208	False	False	True	1.0
LUAD	all	ssgsea	NHEJ_reactome	NHEJ	mw_p20	206	103	103	0.029835361966668417	1.2618573000757162e-05	-0.029835361966668417	False	False	True	0.06814029420408868
LUAD	all	ssgsea	NHEJ_reactome	NHEJ	mw_median	515	258	257	0.018683679907207817	4.597386114885062e-06	-0.018683679907207817	False	False	True	0.024825885020379333
LUAD	all	ssgsea	IFNg	IFN	spearman	515	515	515	0.019888023127373613	0.6525093388254689	-0.019888023127373613	False	False	False	1.0
LUAD	all	ssgsea	IFNg	IFN	partial_immune	515	515	515	0.13009286810130402	0.003128771119268135	-0.13009286810130402	False	False	True	1.0
LUAD	all	ssgsea	IFNg	IFN	partial_krt	515	515	515	0.015317967151713569	0.728999175465532	-0.015317967151713569	False	False	False	1.0
LUAD	all	ssgsea	IFNg	IFN	partial_mki67	515	515	515	0.033640807146910985	0.4466281546998846	-0.033640807146910985	False	False	False	1.0
LUAD	all	ssgsea	IFNg	IFN	partial_immune_krt	515	515	515	0.066565919063165	0.13214997310641102	-0.066565919063165	False	False	False	1.0
LUAD	all	ssgsea	IFNg	IFN	mw_q1q4	258	129	129	-0.0031738172941648823	0.8308744368279043	-0.0031738172941648823	False	False	False	1.0
LUAD	all	ssgsea	IFNg	IFN	mw_t1t3	344	172	172	-0.01870833788783688	0.28721626800986055	-0.01870833788783688	False	False	False	1.0
LUAD	all	ssgsea	IFNg	IFN	mw_d1d10	104	52	52	0.022497970392213906	0.4410682223013206	0.022497970392213906	True	False	False	1.0
LUAD	all	ssgsea	IFNg	IFN	mw_p20	206	103	103	0.007028324026504551	0.5684255460145244	0.007028324026504551	True	False	False	1.0
