cohort	endpoint	kind	n	rho_unadj	p_unadj	rho_unadj_ci95_lo	rho_unadj_ci95_hi	rho_partial_ImmuneScore	p_partial_ImmuneScore	rho_partial_ci95_lo	rho_partial_ci95_hi	rho_partial_keratin	p_partial_keratin	rho_partial_MKI67	p_partial_MKI67	rho_endpoint_vs_ImmuneScore	p_endpoint_vs_ImmuneScore	rho_CLDN4_vs_ImmuneScore	p_CLDN4_vs_ImmuneScore	q_unadj	q_partial_ImmuneScore
TCGA-LUAD	NHEJ	score	515	-0.1772181735710937	5.2546739326791894e-05	-0.259645442447093	-0.09222736848031142	-0.20929921905245347	1.6954156637558982e-06	-0.2905272747185156	-0.12507622138871544	-0.1822192198751102	3.238933288459869e-05	-0.13007846791956337	0.003132117948229796	-0.31986175305490083	1.0264214519447851e-13	-0.06462425880926838	0.14305044325865524	0.00042037391461433515	1.3563325310047186e-05
TCGA-LUAD	IFNg	score	515	0.019888023127373613	0.6525093388254689	-0.06662947942168791	0.10610869498679953	0.13009286810130402	0.003128771119268135	0.044101987764965205	0.21417025033864925	0.015317967151713569	0.728999175465532	0.033640807146910985	0.4466281546998846	0.8256408724598133	1.2974339139427261e-129	-0.06462425880926838	0.14305044325865524	0.8376131025371327	0.00625754223853627
TCGA-LUAD	STING	score	515	0.09001167490985561	0.0411641506766752	0.0036369530596608323	0.17505324436578995	0.16151008611195186	0.00023604878654964574	0.07608580612492571	0.24458073841472364	0.10293198568855945	0.01958782733195687	0.06438614478828228	0.14492496991715628	0.6008174808236832	7.59655636011751e-52	-0.06462425880926838	0.14305044325865524	0.10977106847113387	0.000944195146198583
TCGA-LUAD	APM	score	515	-0.04214124998056248	0.3398622923913065	-0.12807790901979235	0.04442350927483017	0.005794808786968284	0.8957289140475259	-0.08073273991525415	0.0922356698502963	-0.05467809294719218	0.21588445750095625	-0.02599300906842961	0.5565545174570515	0.7146842573663325	1.12470786614663e-81	-0.06462425880926838	0.14305044325865524	0.5437796678260904	0.8957289140475259
TCGA-LUAD	APM_nonIFN	score_sensitivity	515	-0.1145160271500301	0.009294456853124886	-0.1989505129511872	-0.028393964610095055	-0.09477557844899673	0.031688548443117415	-0.17978896022080013	-0.008356992195503976	-0.10739055502553069	0.014857561859874495	-0.10406050762678568	0.018280800712742133	0.5445755029857159	4.187764383793855e-41	-0.06462425880926838	0.14305044325865524		
TCGA-LUAD	PRKDC	gene	515	-0.1259590603677641	0.004197424512178062	-0.21007576253358046	-0.03999128776529518	-0.14167757150573854	0.0012797090260466344	-0.2254027359351295	-0.05587513786357208	-0.1149683180408346	0.009085456863660581	-0.05880210013569373	0.18317517401670932	-0.1961480659559075	7.321418790781346e-06	-0.06462425880926838	0.14305044325865524	0.012592273536534186	0.0038391270781399033
TCGA-LUAD	LIG4	gene	515	-0.16797245831203617	0.0001282036143219725	-0.25073644608880824	-0.08277072940493801	-0.16290563372625608	0.00020796436722408213	-0.24592778702196819	-0.07751061147186404	-0.12973909574922202	0.0032119414461899494	-0.18823583670232294	1.7416609300545745e-05	0.09506688881123274	0.03100128890678017	-0.06462425880926838	0.14305044325865524	0.00051281445728789	0.0008318574688963285
TCGA-LUAD	TMEM173	gene	515	0.19291896740598768	1.0390988057477662e-05	0.10832154789606313	0.2747423552605963	0.22849231393347663	1.6311493797465503e-07	0.14486805616231177	0.30887551618813064	0.24328243549717105	2.3194257246821296e-08	0.15336147937653616	0.0004845737108404563	0.33686011994479015	3.941256762746465e-15	-0.06462425880926838	0.14305044325865524	6.234592834486597e-05	9.786896278479302e-07
TCGA-LUAD	HLA-A	gene	515	0.05921746648822365	0.17967044272116778	-0.02732535296681425	0.14487918982821993	0.10869717973745094	0.013676674781944663	0.022420868758456395	0.1933664479963209	0.03715517877766622	0.4005689241565304	0.048930202948913926	0.2681698807991578	0.5186924400239864	8.278047953165839e-37	-0.06462425880926838	0.14305044325865524	0.3593408854423356	0.027353349563889327
TCGA-LUAD	HLA-B	gene	515	0.03533215789138575	0.42364372277047113	-0.051227236306827344	0.12136466272877748	0.113834748138082	0.009796526665715814	0.0276195820566255	0.19836884743763689	0.034951681611263975	0.4291063403147222	0.02441068068704352	0.580836477374375	0.7031462452113919	5.272931219336222e-78	-0.06462425880926838	0.14305044325865524	0.7102785192390736	0.023511663997717952
