cohort	endpoint	kind	n	rho_unadj	p_unadj	rho_unadj_ci95_lo	rho_unadj_ci95_hi	rho_partial_ImmuneScore	p_partial_ImmuneScore	rho_partial_ci95_lo	rho_partial_ci95_hi	rho_partial_keratin	p_partial_keratin	rho_partial_MKI67	p_partial_MKI67	rho_endpoint_vs_ImmuneScore	p_endpoint_vs_ImmuneScore	rho_CLDN4_vs_ImmuneScore	p_CLDN4_vs_ImmuneScore	q_unadj	q_partial_ImmuneScore
TCGA-LUAD	HLA-C	gene	515	0.023407015194845452	0.596131632325267	-0.06312365584163358	0.1095883870902809	0.07634813989794753	0.08376569689053145	-0.010206341262086908	0.1617670586433962	0.01735937287782337	0.6945886363751858	0.008360050011970679	0.8500322339185069	0.5898300059202608	1.3997968149954635e-49	-0.06462425880926838	0.14305044325865524	0.7319956085167153	0.12564854533579717
TCGA-LUAD	MHC_I	gene_companion	515	0.04153295022426374	0.346885123485373	-0.04503165655928666	0.12747849195232963	0.10834698087333891	0.013984775681974754	0.02206667177475309	0.19302530249633407	0.03148336440832236	0.47633101690744556	0.02891014937013379	0.513125095255138	0.6411923500573324	5.609367309761976e-61	-0.06462425880926838	0.14305044325865524		
TCGA-LUSC	NHEJ	score	501	-0.1411739182048203	0.0015355153618788458	-0.2259820929446739	-0.054241787830808366	-0.14689591022554802	0.0009864637727510952	-0.23160312795762675	-0.059977921500026427	-0.14879526194600787	0.0008455633105866829	-0.05769967641360157	0.19772924012075616	-0.2500344967435647	1.4039871650852408e-08	-0.004218861887799659	0.9249538979874004	0.006142061447515383	0.0026305700606695875
TCGA-LUSC	IFNg	score	501	0.004223680935884026	0.9248684285363076	-0.08341013362445417	0.09179266924688312	0.016543887586858437	0.7121039232099815	-0.07125006560826584	0.10408347683327072	0.09313470407608913	0.03735437207640549	-0.025394931412339745	0.5710416708834087	0.8777393420330655	1.4424350814683554e-161	-0.004218861887799659	0.9249538979874004	0.9248684285363076	0.8138330550971217
TCGA-LUSC	STING	score	501	0.07138203046630956	0.11053540363986246	-0.01632299396373145	0.1579969838572084	0.0940215043677148	0.035572507795911396	0.00638354780363064	0.1802261631681376	0.11756359933497985	0.00850456528290725	0.03693616209410511	0.4098646931342456	0.6170735501109336	6.703459503653687e-54	-0.004218861887799659	0.9249538979874004	0.22107080727972492	0.05691601247345823
TCGA-LUSC	APM	score	501	-0.015283444002852389	0.7329114647199911	-0.10274882841797736	0.07241646481183117	-0.01800037038213748	0.6880331643305246	-0.10552439167350938	0.06980039460729213	0.05878960453837698	0.18937824878738796	-0.027001480533260788	0.5469277901116485	0.7364847675167594	9.412770957407114e-87	-0.004218861887799659	0.9249538979874004	0.8376131025371327	0.8138330550971217
TCGA-LUSC	APM_nonIFN	score_sensitivity	501	-0.10701745964977834	0.016562578833137068	-0.19281278328540333	-0.019598241822984853	-0.13009485300889342	0.003566903883940449	-0.21532894775352426	-0.04289359958446516	-0.0154541272757391	0.730304526817699	-0.10650142749054489	0.017206617788343148	0.5955686714220961	2.0481879952349205e-49	-0.004218861887799659	0.9249538979874004		
TCGA-LUSC	PRKDC	gene	501	-0.2293849011032116	2.0930613343574748e-07	-0.31074352602850513	-0.14468945371312517	-0.23690335675896693	8.296581878025965e-08	-0.3179879998250961	-0.1523783056841898	-0.2133679039081547	1.4744841179159085e-06	-0.14769939815328179	0.0009244027759943702	-0.23321402053883655	1.292011261445055e-07	-0.004218861887799659	0.9249538979874004	2.51167360122897e-06	9.786896278479302e-07
TCGA-LUSC	LIG4	gene	501	-0.08185044992740888	0.06716665746407872	-0.16824701369146428	0.005794047603760083	-0.08287791415730632	0.06406102931604804	-0.16933782006084566	0.004847906193951712	0.02155129602151027	0.6306932478645697	-0.1031614926289463	0.02104667790952219	0.21468744703818832	1.2345074291232214e-06	-0.004218861887799659	0.9249538979874004	0.16119997791378893	0.1098189073989395
TCGA-LUSC	TMEM173	gene	501	-0.0012218436617921669	0.9782362018562218	-0.08881528936348182	0.08639035554612438	0.0010863718676848648	0.9806681750128733	-0.08661246687844584	0.08876850301806682	0.06876207291245778	0.12465215987989045	-0.03268006675798955	0.4659317506279183	0.5109632511551341	1.1387132622485994e-34	-0.004218861887799659	0.9249538979874004	0.9782362018562218	0.9806681750128733
TCGA-LUSC	HLA-A	gene	501	0.03209462397215623	0.4735190128260491	-0.05566483460942144	0.11936197999533645	0.04554175693559645	0.30947548906027805	-0.04231783049618837	0.13270238652909058	0.06766388955498269	0.13079973112142526	0.001342743328490616	0.9761073131263551	0.6446744264623743	3.430594207289261e-60	-0.004218861887799659	0.9249538979874004	0.7102785192390736	0.4126339854137041
TCGA-LUSC	HLA-B	gene	501	0.006767161169460043	0.8799023984430427	-0.08088374083018657	0.09431420174721525	0.015321885409470805	0.7325237397300967	-0.07246606656558988	0.10287425273788099	0.08313037617509365	0.06325209730351951	-0.019296033077605374	0.6668810072579466	0.7592974343532441	3.6577420206266054e-95	-0.004218861887799659	0.9249538979874004	0.9598935255742286	0.7991168069782872
TCGA-LUSC	HLA-C	gene	501	0.022842719519828195	0.609996340430596	-0.06489008358969225	0.11022510144204951	0.035310867686290666	0.4307876647583858	-0.05254241390435736	0.12262176552760633	0.09006952301682852	0.04410746864664214	-0.011634764025571606	0.7952349287346573	0.6848026991247209	1.3691456987754283e-70	-0.004218861887799659	0.9249538979874004	0.7319956085167153	0.516945197710063
TCGA-LUSC	MHC_I	gene_companion	501	0.018739561213722833	0.6756275206233743	-0.068976625869234	0.10616822335124675	0.031932613945426624	0.4761988475341344	-0.05591454503184395	0.11928916928961984	0.08240337913770793	0.06560456832484236	-0.0129445589035031	0.7727828162845508	0.7301233738160362	1.460445025348541e-84	-0.004218861887799659	0.9249538979874004		
