gene	matched	display	category	contrast	label	e1	e2	mean_lfc	welch_t	welch_p	max_cpm	call	welch_fdr_in_panel
IFIT2	IFIT2	IFIT2	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-0.8561883137969355	-1.4548177292433522	-1.1555030215201438	-4.679162804677515	0.11351717588789313	416.688245603399	DOWN	0.3226048938674022
IFIT2	IFIT2	IFIT2	ifn_isg	mirin_vs_WT	mirin vs scrambled	1.2235397208767527	0.5906712346327057	0.9071054777547292	3.6048674597617865	0.1381969945553439	416.688245603399	UP	0.36283771579932966
IFIT2	IFIT2	IFIT2	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.0844631248753478	-0.5357434594786392	-0.3101032921769935	-1.2919273350989875	0.41826306856075923	416.688245603399	FLAT	0.6555880214758981
IFIT2	IFIT2	IFIT2	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.7717251889215877	0.919074269764713	0.8453997293431503	13.789623967853679	0.035444565702444024	416.688245603399	UP	0.49888733740176944
IFIT3	IFIT3	IFIT3	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-1.216729769875566	-1.9849172796435273	-1.6008235247595466	-5.618515200997416	0.05512655216543918	164.36809059831702	DOWN	0.3226048938674022
IFIT3	IFIT3	IFIT3	ifn_isg	mirin_vs_WT	mirin vs scrambled	1.4247134508068724	0.6442138810072402	1.0344636659070563	3.594321013797388	0.10045820591192685	164.36809059831702	UP	0.36283771579932966
IFIT3	IFIT3	IFIT3	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.7075008703104659	-0.7400456480281088	-0.7237732591692874	-2.089471383609916	0.17241567180605635	164.36809059831702	DOWN	0.45259113849089794
IFIT3	IFIT3	IFIT3	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.5092288995651	1.2448716316154185	0.8770502655902592	3.2414041087576053	0.11449364296997881	164.36809059831702	UP	0.49888733740176944
IFIT5	IFIT5	IFIT5	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-0.5285027647735578	-1.0579300325224654	-0.7932163986480116	-4.128179015108968	0.07229637118615241	50.081174920518855	DOWN	0.3226048938674022
IFIT5	IFIT5	IFIT5	ifn_isg	mirin_vs_WT	mirin vs scrambled	1.3665941264284518	1.163744309535777	1.2651692179821143	7.258454566652644	0.053879296649238455	50.081174920518855	UP	0.36283771579932966
IFIT5	IFIT5	IFIT5	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.28239883716747594	-0.6839568487246246	-0.48317784294605026	-2.8871296912432554	0.192457001213784	50.081174920518855	DOWN	0.477071353413401
IFIT5	IFIT5	IFIT5	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.2461039276060819	0.37397318379784084	0.31003855570196137	2.8589997286455993	0.16942436307559608	50.081174920518855	FLAT	0.5026331055957827
RSAD2	RSAD2	RSAD2	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-0.3372679694707692	-1.5274533315126626	-0.9323606504917159	-2.1768167585873437	0.17826105395705338	68.88896579581032	DOWN	0.36700805226452166
RSAD2	RSAD2	RSAD2	ifn_isg	mirin_vs_WT	mirin vs scrambled	3.242598048405511	2.3869984038980148	2.814798226151763	7.783239145102239	0.06934672697676317	68.88896579581032	UP	0.36283771579932966
RSAD2	RSAD2	RSAD2	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	0.8948848297141256	0.48564890084321277	0.6902668652786692	1.7962053162105034	0.27142169574479297	68.88896579581032	UP	0.5364379603575699
RSAD2	RSAD2	RSAD2	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	1.2321527991848948	2.0131022323558754	1.622627515770385	5.721437333477039	0.043295889105135016	68.88896579581032	UP	0.49888733740176944
USP18	USP18	USP18	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-0.3614980655412774	-0.5737774681620369	-0.46763776685165714	-2.510572178146919	0.19296805263546796	36.34923986166691	DOWN	0.37521565790229877
USP18	USP18	USP18	ifn_isg	mirin_vs_WT	mirin vs scrambled	0.7116031093076343	0.5150779480550192	0.6133405286813267	3.2406716999878498	0.13483053658996752	36.34923986166691	UP	0.36283771579932966
USP18	USP18	USP18	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.12883289372698048	-0.16649504562414652	-0.1476639696755635	-0.6348519392361937	0.5912041416983039	36.34923986166691	FLAT	0.7981131068065895
USP18	USP18	USP18	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.2326651718142969	0.4072824225378904	0.31997379717609364	1.894982062184023	0.2537381439053037	36.34923986166691	FLAT	0.5039113120373413
IFI6	IFI6	IFI6	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-1.218785211329105	-1.5396078212451823	-1.3791965162871436	-8.51556061422071	0.07439228346192629	297.7608565334881	DOWN	0.3226048938674022
IFI6	IFI6	IFI6	ifn_isg	mirin_vs_WT	mirin vs scrambled	1.6457270709239475	1.3870373584871292	1.5163822147055384	9.178794362472981	0.058730220597415644	297.7608565334881	UP	0.36283771579932966
IFI6	IFI6	IFI6	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.03667212303337486	0.006315331573046201	-0.015178395730164329	-0.06202627583501174	0.9562595593478426	297.7608565334881	FLAT	0.9748277061312958
IFI6	IFI6	IFI6	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	1.18211308829573	1.5459231528182285	1.3640181205569792	7.435173418522288	0.08508997795606216	297.7608565334881	UP	0.49888733740176944
IFI16	IFI16	IFI16	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	0.20135926449989938	0.08987497744100592	0.14561712097045265	1.9782283203679047	0.27993706823890263	16.035911277884587	FLAT	0.4352532796053312
IFI16	IFI16	IFI16	ifn_isg	mirin_vs_WT	mirin vs scrambled	0.7216825672402916	0.3683898844972804	0.545036225868786	4.289364227665216	0.062145269032760055	16.035911277884587	UP	0.36283771579932966
IFI16	IFI16	IFI16	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	0.6177580437205021	0.2940702563549551	0.4559141500377286	3.958930628101301	0.06300935469753277	16.035911277884587	UP	0.3974853343154356
IFI16	IFI16	IFI16	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.41639877922060275	0.20419527891394917	0.31029702906727596	3.393447680717494	0.1704056646915886	16.035911277884587	FLAT	0.5026331055957827
IFI27	IFI27	IFI27	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-1.1428772127637448	-1.906995262135887	-1.5249362374498159	-5.418503884570731	0.05460566533505819	53.110278242324426	DOWN	0.3226048938674022
IFI27	IFI27	IFI27	ifn_isg	mirin_vs_WT	mirin vs scrambled	1.3589696464097387	1.5116474821111163	1.4353085642604275	5.71505106748769	0.041758006903403574	53.110278242324426	UP	0.36283771579932966
IFI27	IFI27	IFI27	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.5768013795355036	-0.15106951770089339	-0.3639354486181985	-0.9744230990083235	0.4766279258008872	53.110278242324426	FLAT	0.7048722846351149
IFI27	IFI27	IFI27	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.5660758332282412	1.7559257444349936	1.1610007888316174	2.720659773705503	0.1258390102119301	53.110278242324426	UP	0.49888733740176944
IFI35	IFI35	IFI35	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-0.48247325064222935	-0.7165505114604342	-0.5995118810513318	-7.223817794729427	0.019765162624556597	32.071822555769174	DOWN	0.3226048938674022
IFI35	IFI35	IFI35	ifn_isg	mirin_vs_WT	mirin vs scrambled	0.4934832292537168	0.0570623285452756	0.2752727788994962	1.5932263386502568	0.323387111922905	32.071822555769174	FLAT	0.44030122087310386
IFI35	IFI35	IFI35	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-1.0580868030400703	-1.0425172800825857	-1.050302041561328	-12.770533297607637	0.006496403175547934	32.071822555769174	DOWN	0.2632379026854747
IFI35	IFI35	IFI35	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	-0.575613552397841	-0.32596676862215146	-0.4507901605099962	-5.107164253130324	0.03628505013177136	32.071822555769174	DOWN	0.49888733740176944
IFI44	IFI44	IFI44	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-1.3169131389645052	-1.7319525311606823	-1.5244328350625937	-6.508084520844264	0.09325474122234745	73.96154997554932	DOWN	0.3226048938674022
IFI44	IFI44	IFI44	ifn_isg	mirin_vs_WT	mirin vs scrambled	0.8474562690181013	0.31713382304371684	0.5822950460309091	2.4768894578020486	0.2367907070741802	73.96154997554932	UP	0.394651178456967
IFI44	IFI44	IFI44	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.8755825472300112	-1.2207333679197792	-1.0481579575748952	-4.357534940116867	0.12113838760089465	73.96154997554932	DOWN	0.3974853343154356
IFI44	IFI44	IFI44	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.44133059173449407	0.5112191632409031	0.4762748774876986	7.2828971432103105	0.04844121309133733	73.96154997554932	UP	0.49888733740176944
IFI44L	IFI44L	IFI44L	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-0.37070085206406256	-1.5693861323267067	-0.9700434921953847	-2.087643902542203	0.23859737185597812	14.972304917616732	DOWN	0.404076194272221
IFI44L	IFI44L	IFI44L	ifn_isg	mirin_vs_WT	mirin vs scrambled	3.0837530110192635	2.193969774654586	2.6388613928369247	6.0729817725338355	0.10369847997261604	14.972304917616732	UP	0.36283771579932966
IFI44L	IFI44L	IFI44L	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	0.12949125392397232	-0.35012648483204467	-0.11031761545403618	-0.23176445835598805	0.8462500543193764	14.972304917616732	FLAT	0.9255859969118179
IFI44L	IFI44L	IFI44L	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.5001921059880349	1.219259647494662	0.8597258767413485	3.3702647698740265	0.08077751892365995	14.972304917616732	UP	0.49888733740176944
BST2	BST2	BST2	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	0.09445977318617516	-0.09476127303754822	-0.000150749925686533	-0.0021595574090807097	0.9985229393848634	590.7106093179935	FLAT	0.9985229393848633
BST2	BST2	BST2	ifn_isg	mirin_vs_WT	mirin vs scrambled	0.30069678113559206	0.15897796455754687	0.22983737284656947	3.699658247066384	0.15912676275787185	590.7106093179935	FLAT	0.3712957797683677
BST2	BST2	BST2	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.041407884077864665	0.17335043731119448	0.06597127661666491	0.3673236020664649	0.7655081567364822	590.7106093179935	FLAT	0.8832786423882486
BST2	BST2	BST2	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	-0.13586765726403982	0.2681117103487427	0.06612202654235144	0.38439661351527155	0.7627129912104781	590.7106093179935	FLAT	0.8258519410087997
IFITM1	IFITM1	IFITM1	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-1.728155702049551	-2.106715395094957	-1.917435548572254	-11.692679046705447	0.04761762831446622	113.59137456770908	DOWN	0.3226048938674022
IFITM1	IFITM1	IFITM1	ifn_isg	mirin_vs_WT	mirin vs scrambled	0.4969048351660428	0.3100536520971513	0.40347924363159704	2.2997601315757024	0.2065564257857357	113.59137456770908	UP	0.39044998936039416
IFITM1	IFITM1	IFITM1	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-1.7984632414039057	-1.9046880181202779	-1.8515756297620918	-9.510197603341803	0.016480556478943156	113.59137456770908	DOWN	0.2769551647595862
IFITM1	IFITM1	IFITM1	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	-0.07030753935435463	0.2020273769746792	0.06585991881016229	0.5880777478250626	0.6522358401426421	113.59137456770908	FLAT	0.8085685622647591
IFITM2	IFITM2	IFITM2	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	0.5359082002100832	0.10720531540633615	0.3215567578082097	1.9980269988964816	0.23227536517405853	54.84555947498174	FLAT	0.40242394692823896
IFITM2	IFITM2	IFITM2	ifn_isg	mirin_vs_WT	mirin vs scrambled	-0.181196828696236	-0.6918856297557197	-0.4365412292259778	-2.394699378300969	0.14821385047119875	54.84555947498174	FLAT	0.36283771579932966
IFITM2	IFITM2	IFITM2	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.008456493539053866	-0.3812512444971228	-0.19485386901808832	-1.2896261285288846	0.39722180957900177	54.84555947498174	FLAT	0.6527475571501077
IFITM2	IFITM2	IFITM2	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	-0.5443646937491371	-0.48845655990345893	-0.516410626826298	-6.441326144356307	0.03783300419521137	54.84555947498174	DOWN	0.49888733740176944
IFITM3	IFITM3	IFITM3	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	0.08962378927334136	-0.13377249823252946	-0.02207435447959405	-0.25654409762999575	0.8320053941969502	394.0653448277438	FLAT	0.8914343509253038
IFITM3	IFITM3	IFITM3	ifn_isg	mirin_vs_WT	mirin vs scrambled	-0.16258953153075417	-0.2535954186723348	-0.2080924751015445	-6.017847669131386	0.06026718303735487	394.0653448277438	FLAT	0.36283771579932966
IFITM3	IFITM3	IFITM3	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.8171286019620032	-0.3775628885523492	-0.5973457452571762	-2.356555040527509	0.24929313882893459	394.0653448277438	DOWN	0.5132505799419241
IFITM3	IFITM3	IFITM3	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	-0.9067523912353446	-0.24379039031981975	-0.5752713907775822	-2.1798354907797877	0.239390027797303	394.0653448277438	FLAT	0.5039113120373413
DDX58	DDX58	DDX58	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-1.065181907397422	-1.8143683404810425	-1.4397751239392322	-4.929435212463059	0.08931343739582602	141.29601416789123	DOWN	0.3226048938674022
DDX58	DDX58	DDX58	ifn_isg	mirin_vs_WT	mirin vs scrambled	0.6627531328672811	0.10136259173240081	0.38205786229984096	1.3923286652035405	0.39633899554650187	141.29601416789123	FLAT	0.47870651205101067
DDX58	DDX58	DDX58	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-1.0012638036755597	-1.2607657814282112	-1.1310147925518854	-3.6473244618805607	0.10076736104367617	141.29601416789123	DOWN	0.3974853343154356
DDX58	DDX58	DDX58	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.06391810372186235	0.5536025590528313	0.3087603313873468	1.7548968249126091	0.23648473811771528	141.29601416789123	FLAT	0.5039113120373413
IFIH1	IFIH1	IFIH1	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-0.45298346071721074	-0.7120333406408594	-0.5825084006790351	-4.622439509287003	0.13533747778718597	71.17981026407955	DOWN	0.3383436944679649
IFIH1	IFIH1	IFIH1	ifn_isg	mirin_vs_WT	mirin vs scrambled	1.0902271835094028	0.6068401245954398	0.8485336540524213	4.960546553721081	0.03887363011061218	71.17981026407955	UP	0.36283771579932966
IFIH1	IFIH1	IFIH1	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.014629477420009529	-0.028641618756249265	-0.021635548088129397	-0.12487224629652131	0.9120772308968701	71.17981026407955	FLAT	0.9481991014274391
IFIH1	IFIH1	IFIH1	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.4383539832972012	0.6833917218846102	0.5608728525909057	4.712646413680803	0.1327829819014364	71.17981026407955	UP	0.49888733740176944
DDX60	DDX60	DDX60	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-1.573506288901494	-1.8642480772791696	-1.7188771830903318	-10.907885532804665	0.056782399078666154	241.18520933533992	DOWN	0.3226048938674022
DDX60	DDX60	DDX60	ifn_isg	mirin_vs_WT	mirin vs scrambled	0.07758815442452605	-0.21750584193206635	-0.06995884375377015	-0.4443705557718599	0.7333556625510247	241.18520933533992	FLAT	0.7623994511669069
DDX60	DDX60	DDX60	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-1.485765073893396	-1.579187352215957	-1.5324762130546765	-7.979046428354854	0.020821992397624944	241.18520933533992	DOWN	0.2769551647595862
DDX60	DDX60	DDX60	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.08774121500809784	0.28506072506321267	0.18640097003565526	1.67845160466063	0.3379743694882854	241.18520933533992	FLAT	0.5817591605945897
HERC5	HERC5	HERC5	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-1.072869206494028	-1.5747657718624355	-1.3238174891782317	-6.893311872324658	0.05280644016121713	191.20369722661368	DOWN	0.3226048938674022
HERC5	HERC5	HERC5	ifn_isg	mirin_vs_WT	mirin vs scrambled	0.7705301853390516	0.39383237434573015	0.5821812798423909	3.275453163059924	0.18713042097356597	191.20369722661368	UP	0.3852685137691064
HERC5	HERC5	HERC5	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.8934702212678225	-1.063092863292546	-0.9782815422801843	-4.888644788686631	0.06696358570028416	191.20369722661368	DOWN	0.3974853343154356
HERC5	HERC5	HERC5	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.17939898522620545	0.5116729085698895	0.34553594689804745	2.922176226514629	0.10583934132146376	191.20369722661368	FLAT	0.49888733740176944
XAF1	XAF1	XAF1	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-0.2829175915694797	-1.437348011379723	-0.8601328014746014	-2.0983469637137198	0.1750590643946186	6.058206643611151	DOWN	0.36700805226452166
XAF1	XAF1	XAF1	ifn_isg	mirin_vs_WT	mirin vs scrambled	1.764289964647971	1.3819536572401674	1.5731218109440692	5.801433070532932	0.08693272312601853	6.058206643611151	UP	0.36283771579932966
XAF1	XAF1	XAF1	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	0.010459884827384247	-0.36740963613215194	-0.17847487565238385	-0.6567583488974091	0.617756407542261	6.058206643611151	FLAT	0.8108052848992175
XAF1	XAF1	XAF1	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.29337747639686396	1.069938375247571	0.6816579258222175	2.105688563470783	0.2629066835727348	6.058206643611151	UP	0.5081297214911799
EIF2AK2	EIF2AK2	EIF2AK2	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	0.06888775321176244	-0.29924337734873685	-0.1151778120684872	-0.4759559256093999	0.7114658456418814	56.616584715796606	FLAT	0.7880189962851697
EIF2AK2	EIF2AK2	EIF2AK2	ifn_isg	mirin_vs_WT	mirin vs scrambled	0.9428034677830182	0.45567290655241877	0.6992381871677185	2.9578343182952653	0.20717104911755502	56.616584715796606	UP	0.39044998936039416
EIF2AK2	EIF2AK2	EIF2AK2	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	0.3987920894859718	0.05392932149483798	0.22636070549040488	0.9248002256328147	0.5085564247490035	56.616584715796606	FLAT	0.7119789946486049
EIF2AK2	EIF2AK2	EIF2AK2	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.32990433627420934	0.35317269884357483	0.3415385175588921	4.140137678095178	0.057326172142494254	56.616584715796606	UP	0.49888733740176944
LY6E	LY6E	LY6E	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	0.19533635654649117	0.05312608646811334	0.12423122150730226	1.4022916332144308	0.38353888808803593	586.1500684091598	FLAT	0.5298892532795234
LY6E	LY6E	LY6E	ifn_isg	mirin_vs_WT	mirin vs scrambled	-0.06233509154226269	-0.193186820809796	-0.12776095617602934	-1.4228423271335655	0.3707487013609939	586.1500684091598	FLAT	0.47473919076712634
LY6E	LY6E	LY6E	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.18204484080041006	0.08030618928354194	-0.05086932575843406	-0.21641812782151254	0.8574457470478397	586.1500684091598	FLAT	0.9281629220620945
LY6E	LY6E	LY6E	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	-0.37738119734690123	0.027180102815428597	-0.17510054726573632	-0.7999365053075694	0.5693137170633954	586.1500684091598	FLAT	0.7763368869046301
CMPK2	CMPK2	CMPK2	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-0.13516021917634644	-0.11282566222831965	-0.12399294070233305	-11.103237103907501	0.057182133774591234	0.16363174773351621	LOW	
CMPK2	CMPK2	CMPK2	ifn_isg	mirin_vs_WT	mirin vs scrambled	0.0834743444172043	-0.11282566222831965	-0.014675658905557672	-0.13355325197121715	0.9151369454353683	0.16363174773351621	LOW	
CMPK2	CMPK2	CMPK2	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.13516021917634644	-0.11282566222831965	-0.12399294070233305	-11.103237103907501	0.057182133774591234	0.16363174773351621	LOW	
CMPK2	CMPK2	CMPK2	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.0	0.0	0.0			0.16363174773351621	LOW	
EPSTI1	EPSTI1	EPSTI1	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	0.0	-0.21746421930889923	-0.10873210965444961	-1.0	0.5000000000000001	0.1626881681857268	LOW	
EPSTI1	EPSTI1	EPSTI1	ifn_isg	mirin_vs_WT	mirin vs scrambled	0.11345497193371415	-0.21746421930889923	-0.05200462368759254	-0.42404137295471866	0.7241915610242999	0.1626881681857268	LOW	
EPSTI1	EPSTI1	EPSTI1	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	0.0	-0.0800389499591383	-0.04001947497956915	-0.3111356975914437	0.7898135171199349	0.1626881681857268	LOW	
EPSTI1	EPSTI1	EPSTI1	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.0	0.13742526934976093	0.06871263467488047	1.0	0.5000000000000001	0.1626881681857268	LOW	
SAMD9L	SAMD9L	SAMD9L	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-0.9120893884265644	-1.1351528270811218	-1.023621107753843	-4.930885570677368	0.0810782440447846	10.298951294138957	DOWN	0.3226048938674022
SAMD9L	SAMD9L	SAMD9L	ifn_isg	mirin_vs_WT	mirin vs scrambled	1.2121552475970598	0.9027724801035797	1.0574638638503198	5.4210620813418275	0.10395217046129422	10.298951294138957	UP	0.36283771579932966
SAMD9L	SAMD9L	SAMD9L	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.6081252679668732	-1.0109559541774789	-0.809540611072176	-4.220636241610998	0.14709869472853654	10.298951294138957	DOWN	0.43732796926554096
SAMD9L	SAMD9L	SAMD9L	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.30396412045969123	0.1241968729036429	0.21408049668166707	2.655246109491687	0.22332727083804008	10.298951294138957	FLAT	0.5039113120373413
TRIM22	TRIM22	TRIM22	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-0.08831700138879306	-0.3098608488242043	-0.19908892510649867	-0.9496251482412901	0.48085825776970337	22.81924502426867	FLAT	0.6083146634436006
TRIM22	TRIM22	TRIM22	ifn_isg	mirin_vs_WT	mirin vs scrambled	1.5672670949128218	1.382744485479976	1.4750057901963989	6.779497295722807	0.04157556008082911	22.81924502426867	UP	0.36283771579932966
TRIM22	TRIM22	TRIM22	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	0.6154813021284156	0.6954111372044744	0.655446219666445	2.167633130453334	0.16687221355389764	22.81924502426867	UP	0.44927134418357056
TRIM22	TRIM22	TRIM22	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.7037983035172086	1.0052719860286787	0.8545351447729437	3.4608066761103253	0.1389090008952003	22.81924502426867	UP	0.49888733740176944
ZBP1	ZBP1	ZBP1	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	0.10706853272040748	0.1105120154025061	0.10879027406145679	1.1528899166690336	0.3682074853413003	0.3029103321805576	LOW	
ZBP1	ZBP1	ZBP1	ifn_isg	mirin_vs_WT	mirin vs scrambled	0.0834743444172043	0.38173779935516283	0.23260607188618357	2.196182410640141	0.163602397499236	0.3029103321805576	LOW	
ZBP1	ZBP1	ZBP1	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.021988126735682095	0.13742526934976093	0.05771857130703942	0.8406495966941203	0.5479982891206739	0.3029103321805576	LOW	
ZBP1	ZBP1	ZBP1	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	-0.12905665945608957	0.026913253947254828	-0.05107170275441737	-0.7626568784335456	0.5785367700571385	0.3029103321805576	LOW	
PLSCR1	PLSCR1	PLSCR1	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-0.13556961709440163	-0.5319231735782228	-0.33374639533631223	-1.9047985065310917	0.30022830174442766	63.20728931500969	FLAT	0.4352532796053312
PLSCR1	PLSCR1	PLSCR1	ifn_isg	mirin_vs_WT	mirin vs scrambled	1.3267761670193643	1.1036945646907892	1.2152353658550767	6.598003638388636	0.0635642029430712	63.20728931500969	UP	0.36283771579932966
PLSCR1	PLSCR1	PLSCR1	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	0.18940254351572694	0.2397890224537118	0.21459578298471937	0.8136999129235322	0.5026244117905931	63.20728931500969	FLAT	0.7119789946486049
PLSCR1	PLSCR1	PLSCR1	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.32497216061012857	0.7717121960319346	0.5483421783210316	2.7391582958575262	0.21675964381630491	63.20728931500969	UP	0.5039113120373413
STAT1	STAT1	STAT1	ifn_signaling	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	0.1889266569308834	-0.41785722088979327	-0.11446528197945494	-0.46676052388387884	0.7129695680675345	101.77894709024707	FLAT	0.7880189962851697
STAT1	STAT1	STAT1	ifn_signaling	mirin_vs_WT	mirin vs scrambled	1.0736875780146118	0.4530698120760084	0.7633786950453101	3.0877032084272122	0.16514463204489152	101.77894709024707	UP	0.37396418190091396
STAT1	STAT1	STAT1	ifn_signaling	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	0.343505749607834	-0.009443356996920116	0.16703119630545693	0.6872666647475449	0.6059464649184758	101.77894709024707	FLAT	0.8053718837524045
