contrast	label	term	es	nes	nom_p	n_set_in_rank	mean_stat	lead_genes	n_lead	fdr
XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	HALLMARK_ADIPOGENESIS	0.2379455395986071	1.1428067730899334	0.017982017982017984	167	0.04131565441159245	LPL,NABP1,MRPL15,ITSN1,HIBCH,MGST3,CDKN2C,GPX4,SOD1,UQCR10,QDPR,IDH1,IDH3A,SCP2,SAMM50,CMBL,GPAM,BCL6,LIFR,CAT,ATP1B3,TKT,ELOVL6,RETSAT,SLC25A10	46	0.029970029970029972
XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	HALLMARK_ALLOGRAFT_REJECTION	-0.4631497141133196	-1.697020986908409	0.000999000999000999	90	-0.16086757434400198	INHBB,HLA-DMA,IL18,ICAM1,CSF1,TAP1,EGFR,B2M,IRF7,BCL3,PSMB10,CTSS,HLA-E,GBP2,HLA-A,LIF,TNF,SRGN,IL11,ITGB2,C2,IL2RG,CD4,IL6	24	0.0024975024975024975
XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	HALLMARK_ANDROGEN_RESPONSE	0.28933315463496384	1.275107670513815	0.017982017982017984	83	0.0340518104658231	CCND1,ALDH1A3,ANKH,ADAMTS1,RAB4A,SORD,HOMER2,XRCC5,LIFR,HPGD,CENPN,RRP12,DBI,CDK6,DHCR24,ABCC4,FKBP5,GPD1L,MAP7,ADRM1,UBE2I,XRCC6,HMGCR	23	0.029970029970029972
XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	HALLMARK_ANGIOGENESIS	0.37392247319387845	1.3035178561783054	0.03896103896103896	28	0.009808344521280401	LUM,SLCO2A1,LPL,CCND2	4	0.057295645530939646
XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	HALLMARK_APICAL_JUNCTION	-0.39312150958602887	-1.5058386726402118	0.003996003996003996	133	-0.11866000123332421	SLC30A3,CLDN15,VCL,INSIG1,MAPK11,FBN1,ICAM1,CLDN7,RAC2,SPEG,EGFR,PECAM1,RHOF,COL16A1,MPZL2,CD274,MAPK13,IRS1,NLGN2,ITGA3,MYL9,NLGN3,AMIGO1,CDSN,LAMB3	31	0.008325008325008326
XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	HALLMARK_APICAL_SURFACE	-0.37238608145459484	-1.1275466290102698	0.22077922077922077	28	-0.08800419129151309	ATP6V0A4,PCSK9,EPHB4,LYPD3,SCUBE1,PLAUR,IL2RG	7	0.26924295216978145
XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	HALLMARK_APOPTOSIS	-0.37325383572121285	-1.4529605232142304	0.013986013986013986	132	-0.09476472619195578	SQSTM1,BCL2L1,IL18,CTH,RNASEL,BNIP3L,GNA15,TAP1,BIRC3,BTG2,CASP4,DDIT3,EMP1,CASP1,SOD2,IGFBP6,TNF,ATF3,PPP2R5B,MCL1,GPX3,IRF1,IER3,PMAIP1,TXNIP	31	0.024975024975024972
XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	HALLMARK_BILE_ACID_METABOLISM	0.23403153190323073	1.022749217175779	0.0919080919080919	69	-0.010253213662249095	DIO2,NEDD4,GNMT,SOD1,IDH1,ALDH9A1,SCP2,CAT,RETSAT,NUDT12,RXRA,AMACR,AR,DHCR24,ABCD3,LONP2	16	0.131297274154417
XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	HALLMARK_CHOLESTEROL_HOMEOSTASIS	-0.281812523405452	-0.989258612314969	0.37362637362637363	67	-0.05471643036286259	PNRC1,PLSCR1,ACSS2,ATXN2,TRIB3,ETHE1,GUSB,ALCAM,STARD4,ATF3,ALDOC,CXCL16,PLAUR	13	0.39747486555997197
XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	HALLMARK_COAGULATION	-0.5659769133361567	-2.0539229171634688	0.000999000999000999	79	-0.24854325629519775	C1S,CFD,CAPN5,CSRP1,F10,C3,FBN1,SPARC,MSRB2,F8,S100A13,PECAM1,RAPGEF3,CTSK,C1R,MASP2,F3,GP1BA,PDGFB,APOC1,MAFF,LRP1,DUSP6,SERPINE1,ANG	33	0.0024975024975024975
XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	HALLMARK_COMPLEMENT	-0.4664494423496908	-1.8402723116920972	0.000999000999000999	135	-0.15104123130025243	TNFAIP3,CP,SPOCK2,PCSK9,AKAP10,ATOX1,CTSD,CASP4,F8,PSMB9,S100A13,IRF7,CEBPB,SH2B3,PIM1,CTSS,C1R,CASP1,APOBEC3F,F3,MMP12,GP1BA,PDGFB,CD55,APOC1	39	0.0024975024975024975
