sample,ACTA2,ACTG2,ACVR1,ADAM12,ADAM19,APC,ARID4B,BCAR3,BMP2,BMPR1A,BMPR2,CCN2,CD8A,CDH1,CDK9,CDKN1C,CLDN4,CNN1,COL4A1,CTNNB1,CTPS1,ENG,FKBP1A,FNTA,FSTL3,FURIN,HDAC1,HIPK2,HSPB1,ID1,ID2,ID3,IFNGR2,IGFBP3,IL11,JUNB,KLF10,LEFTY2,LTBP2,MAP3K7,NCOR2,NOG,NT5E,OLFML2B,PMEPA1,PPM1A,PPP1CA,PPP1R13L,PPP1R15A,PXDC1,RAB31,RFLNA,RHOA,SERPINE1,SH3PXD2A,SKI,SKIL,SLC20A1,SMAD1,SMAD2,SMAD3,SMAD4,SMAD6,SMAD7,SMURF1,SMURF2,SPTBN1,TACSTD2,TAGLN,TGFB1,TGFB2,TGFB3,TGFBI,TGFBR1,TGFBR2,TGFBR3,TGIF1,THBS1,TJP1,TNS1,TPM1,TRIM33,UBE2D3,WWTR1,XIAP
TCGA-60-2698-01A,6.819778016225536,3.941519523782048,5.488318977292195,3.528258742758412,4.682320466484258,3.059320663596556,4.281126992962585,3.942899172730104,4.669525724671033,2.8887529885787386,4.91220913376033,6.9606981975368605,5.652819165555516,7.308481927239838,6.091991728235973,3.2640259178811792,6.574249888487681,3.8939154937367775,6.553113171763411,7.287183217390949,4.181826102737577,6.559716643194897,6.996566134602959,4.049944362996108,6.350670501526179,7.036165918159416,7.453634451875219,3.8752197797821264,11.019026396368861,8.789531688772367,5.973354120449944,7.365452837885761,6.703968614344877,6.515026423455944,2.61256481763993,9.227937415614253,7.29711069383224,0.6704778041442883,5.283303236056858,4.749437727224616,5.728162698108677,0.6353364947051662,4.3137174808144705,5.4438950290595995,6.135748270403674,4.532510220139991,8.144081559359277,6.044092433399818,6.691101403169877,5.266587922251586,7.227237592454903,3.3422560493783857,8.624820673108578,9.159841070131376,5.25427278692363,5.0942909723008825,6.4575450455543795,6.338420849047464,4.1498609050488175,2.803702344747177,5.147632326823858,3.712243592220109,1.779385806198936,3.949693667427869,5.239741717680673,4.252831924041211,5.7713864633399785,10.19716692295928,5.947687193997405,6.732182352942256,3.2005514339280103,4.598424760527719,8.801204257058977,5.239142140622373,6.094312088073453,3.622754687420856,6.359955080318859,6.8112269642507055,5.022682951985001,5.041956967614097,4.487698570437995,3.800817088142171,6.698153177568117,4.876202588973765,5.024022633598349
TCGA-33-4589-01A,2.0103143781778585,1.1387489499285934,4.402749459020337,1.4793857926367413,0.9124965823810276,1.2782226979915283,1.9184244004769817,3.5518605006862147,3.8305595725342574,2.1776308187860938,3.224580566083444,4.878676302745897,4.493999511455511,6.250811916469424,5.294837596307102,1.220763317480116,6.623926836369254,1.1361257480769418,4.72574660885586,5.930389629811153,3.4642761770320436,3.278802538434996,6.9520725901751,3.8362574316504823,4.399465072807617,5.958916895586959,7.243237784417125,1.1851053625425916,10.67978136259203,7.357742005599289,4.557410090168879,6.538479188229531,6.074055808556236,8.837753434297506,2.32995595625429,7.456779870392944,6.577804937189284,0.0,4.5307512160674825,3.929639525720885,1.7626039491700636,0.14143279092929553,5.073987281537565,2.972858049050182,5.4624777332808545,3.765534746362977,8.23413387474244,4.067939820509075,4.0478437164326,4.594363423657224,6.0876580162002165,0.6053995101618578,8.155504870890542,10.589986831301102,2.613484505250775,1.961660367478764,4.648620748727134,4.063382137424469,3.7306725588261584,2.0696677999739386,3.9089377694169265,2.477081477678668,0.26483664846777927,1.3594087190427702,3.846362930959023,2.2742914841021027,2.711164480636301,9.61222439194931,2.910655920763987,6.115049894454956,1.006836577396658,1.41635335823427,8.898433604835418,5.681317134036598,3.795465662320288,0.48748634934853624,4.608738288715615,4.7622584450330265,3.047800102150181,0.8150015155605296,3.868676889226989,1.9587684510810133,6.586168750591989,5.01683502464419,3.120683708801981
TCGA-18-3410-01A,5.518305372130746,2.700284342616318,4.417602763601477,2.4128357100501643,6.1897178350255135,3.1616297473579458,4.219424116269641,3.6957154886099746,5.557939989957693,3.425204151844645,4.3800644588439805,5.4438221114374326,5.664875318353423,7.120272097195849,6.356031095272221,4.177750397977435,7.542863173659125,3.019363882171169,5.478179075429159,7.025259181936891,3.934724068673826,5.529827191948255,8.26359972631834,5.371614617864656,7.709155514608063,6.7732025190328145,7.590406654977085,4.264543937197193,9.16342275129523,8.628597183749484,6.857538169039958,7.7758380653931685,8.713671073290948,7.681744408504366,1.7607319213690105,9.569563243134661,4.676397181785787,0.6163576969966904,5.9484980611540985,4.839949512768315,5.610268937074052,0.17299947259176227,1.9596217984792794,4.7856290138029,3.521025602622077,4.931092055027499,7.823969670323935,5.477677327565307,5.305306641016863,4.526463244668901,5.6259980835548395,1.9947245294995068,8.693791145904427,6.4435718433858336,6.245735230094846,5.659579251852087,5.504273976897259,5.041873760515291,5.561347523134208,3.749384090852694,3.8413592896341866,4.672074526409698,2.272291989181235,4.928417701388488,4.797801573945393,4.364845538029841,4.208603094797766,9.690541586864722,5.110989567136613,6.492984366788103,0.6264858629055068,5.18407792201096,6.637456648869572,4.832277371471921,4.135723648863534,1.056375432343569,4.784341696783884,4.923025542771662,4.652406183614957,3.4309944014267852,5.450056493890837,4.2462256485198715,7.520187280691004,3.616040043257398,4.688169166184776
TCGA-60-2715-01A,8.25287448982976,5.415667413716019,4.877224000802076,5.123744817549745,5.144372734291979,3.1235337722909944,3.781202320025852,3.3482607515423894,4.526162734068643,3.333395108539606,4.936840490943774,8.537467695342075,4.118052347998158,6.79969607369154,5.948619535131919,4.986852323304844,6.342268496283948,5.641317699905891,7.211389955629955,6.837829738690511,3.6557181808341492,7.684226841941083,7.3310459084225945,4.042180289258601,5.925913993294476,7.4969552117571405,6.360724203019191,4.168465538492519,9.707910564164417,7.865087392696886,6.601998036754906,7.716520433295158,5.972481288292765,6.134459178381481,2.712419697080517,9.855668187334507,6.312138731956477,1.933912500199488,6.90106237346709,4.333080194006724,6.1438035880050315,1.5696855121518396,4.127575504740175,6.639169926868007,6.072062913545685,4.150039692774153,7.029998321056548,4.865913867029871,7.5025700867836305,5.792665374598554,6.619307357784174,4.161919921012014,8.514403195307318,7.9131018337495185,5.945698992327392,6.337641524295478,4.932987132734622,5.119816803006758,5.0649216424572545,3.210388864445403,5.955250023639333,4.096346198993175,3.3330515620039267,4.812662508653227,4.8102837096294815,4.549428906884177,6.544494659614589,8.074464226314683,7.431729085484428,7.0143073064992905,2.266726583291481,4.893007804053376,6.852983859481003,5.269384797925403,6.799326958027463,4.17270351955917,5.116331483820996,7.065071408538264,5.415599815323113,6.646744457557991,5.719840555064268,3.8640771644321443,6.649401338034023,5.3547166116243785,4.405427420360245
TCGA-22-5471-01A,5.581896523814502,2.5382898298584897,4.83578767856994,2.539878427841117,4.065572311593622,2.293282189272757,3.271664710977234,3.1660083832912935,4.281668579972845,3.3398642516541703,3.7052038346508667,7.471874333205298,6.399048015059346,8.192921051504664,6.187449074477339,3.7070277573667187,7.679553991749341,3.159160912023968,5.2182154460430485,6.705098750682122,3.932165135400384,5.473111504737003,7.647769237988478,4.214132578473291,4.661247943530072,6.689286578838232,7.089631617685078,2.5620347833263843,11.344054014265618,6.976294890684461,6.561342940300835,6.569875350338536,6.796477057218927,8.974593266416631,1.2233607629570102,8.372104561593659,5.436238477120745,0.03139519627553432,5.552238722156621,4.3743439890385005,5.49270243335128,0.5850586771847023,2.687643025314919,4.265871919433704,4.980390956061472,4.032303652786122,7.933628697393098,4.901098586388882,5.9015089359877555,4.996298349189476,5.861791637742235,2.672674256112066,7.937213724394269,7.923388104081454,4.568068597438934,4.913664950429142,5.26557566775583,4.1208661489267255,4.303371622210732,2.7050268467141447,4.387079875069969,3.335840512506147,1.2348078530271667,3.4480816059561152,4.315790818834597,3.7565750023851865,4.294532530446752,9.48702421836003,5.537457600127762,6.16908518869235,1.125518859575091,5.402173013381047,6.504977844135426,4.913511775730899,4.04582735863448,3.67799300557016,5.104030474017754,5.178467665060001,3.848277403321043,3.533114772253737,4.232008326956055,2.623843456486968,6.057419944942363,4.760540326988248,4.330479522897214
TCGA-21-1070-01A,5.629030155175966,3.505751225382809,4.632785863986041,3.603311810600048,4.530607656558672,2.423847054598434,3.8719323360522013,3.0685160436587577,2.6847738629815807,3.507071526108113,4.540585287846152,7.611574466395193,5.552764377555696,6.737652964747115,5.266584174470943,3.6686183978017883,7.306346097950607,2.8176641844498005,6.33728471345676,6.382041211366222,4.500094551206006,5.215204867614283,7.53014567250085,4.700833631081977,3.31521841136579,6.888088104443242,7.725174681180408,3.2644313401238043,10.057387721549684,6.981696276760795,5.175999566366528,5.572601706850174,6.346449907457072,6.568787618795808,1.8426168559185685,7.476840963112201,6.448910859730887,0.0753272507070651,5.400264666008542,4.777430236498732,4.767882518468264,0.7965977540483058,6.117724128970114,4.4441899763792545,5.617454241294323,4.284869433096032,7.334713960773766,6.152593125213504,6.743109644573748,5.533005722301184,6.448623483110636,2.3234277180609326,8.290037283812138,7.004061999971284,5.687284691917842,5.512296427543656,6.208509456371194,5.790180349033325,4.039305119101107,2.682708122359675,5.130696165755165,3.4417092150115294,1.0922074380970885,3.6180624198673748,4.788680491012772,3.5805434975457446,5.543644352119544,10.221643788826423,5.341662029333063,6.51074360022032,2.362946733917627,3.718010842821591,7.7065657768529725,4.357495703225234,5.199731229146525,2.2871471940626815,4.591308404185142,6.629884054569485,4.945996227212299,3.6231528273187594,4.858572876146032,3.8088689571211582,6.374778679764887,5.409424881504014,4.755058478110681
TCGA-NK-A5D1-01A,4.471063869855409,2.1527026309157535,4.887988223578752,1.4934423911464134,3.0120680233090904,3.1346645249316025,4.408847701624689,2.6334777106550957,2.215802827645712,3.9501510983289263,4.5741741861096505,4.36263119225524,3.4872162046225483,6.4843766267533525,6.630818975476237,5.614957142068713,6.435265207811706,2.2655569156025046,5.793898482934135,6.309052464378452,4.6181857871374845,5.749461862941425,6.517612702685717,4.769099946975573,3.8029169683660573,6.1816452487589375,8.244284859380416,4.569782712424128,9.04105374972943,5.63547870920978,5.674322228454792,5.474919456542445,6.098240574185317,5.716554728647475,2.2502339808267546,6.725551674474499,5.337022401211246,0.0,6.276306824855704,5.152933782328326,6.523704650357271,1.914028675171847,2.0384010620699162,4.1191403377011,6.206830737148864,4.474760499576783,8.182435572673997,4.311437721886272,5.629997675429366,4.5665046672396645,3.9887119500428927,2.838306392136075,7.659039009507478,4.9975362991434675,5.6966476644079025,6.156141743851188,5.317408995716343,5.060803994684562,4.548288648385241,3.3903650289975187,4.943902577958096,4.662222593095491,2.3428675988846197,3.75279140071385,4.288949104584587,4.688683926835286,5.346854089263885,7.629433853201334,4.17870667486388,5.614642124187196,0.9205981969291892,3.9218076208455632,5.140557818212006,5.997050733717769,4.373759558319204,3.035623909730721,4.866606355122889,5.450056493890837,4.801003407958869,4.976711893642036,5.097766686908533,4.686494924473151,6.516149132344777,5.548180739422652,4.213829395737934
TCGA-18-3407-01A,7.549109263150543,3.5602258223996497,6.099272057061287,5.016897408951771,3.8155241958846773,3.4452499632318974,4.062000791307771,3.0185807663745545,2.8964462406222933,3.1135838254857817,4.82562283181568,9.289981511529934,3.4353085522625824,7.1609504321977395,6.169516179928277,2.964380147843375,6.313652187529127,4.606459995202512,7.215569885673814,7.090026649556372,3.9150427913719774,5.59353006304099,6.649841042144693,4.2304336047584075,4.532005193790571,6.442251831416995,6.725786137790953,3.055473335898432,10.561735292675124,7.578722896333836,5.395062799517578,6.584072564354018,6.238414293565237,7.964672981573985,4.91251095330877,9.199036486559859,5.775851231035541,0.2815498933666418,4.939066687410165,4.581989893069357,4.715668274994883,0.47134355961072033,3.941294149634398,4.955573194211749,4.849518948161843,4.290969882460913,6.763395638869763,4.725473966015016,6.158541022879451,5.419943328756322,6.416393896471088,3.9794674966164205,8.048628003261324,8.36230155281899,5.552988721832571,5.119667426914865,5.214229738945298,5.75915849756266,4.23655384551881,3.770596505014765,6.197944001627066,4.284129126302784,1.4400485701351977,3.4397959846727644,5.305302992480718,4.078199919921372,5.178535388524675,10.541758650767488,6.764042217306587,6.882811761459074,1.7448930237743334,4.124220590652555,7.115433866557063,5.6593309225027095,4.74930363255571,2.6118569664673714,5.560127976081263,8.106795846557528,4.910929292440951,5.008943978337706,4.688432164682224,4.189429245809757,6.250084248263633,5.195804274465571,4.628213669566664
TCGA-60-2710-01A,6.778690883779222,4.27095496039323,5.7417905452648865,4.223839542836126,4.019968726089745,3.6796039548362183,4.145905660090328,2.963511115681171,4.615504579587864,3.782534375869495,5.118941072723508,7.605592854991627,4.8051686138013405,8.004401950715115,7.14733417648568,6.748210296028651,7.872520984591662,3.9132532565443747,7.294241187468215,7.513617070621331,4.986096875967314,6.455616552346529,7.2288783206585565,4.18478015164151,4.638154950284277,8.268665036414184,8.079835148171302,4.310383749842787,11.049962803651434,6.831929163095012,5.803712675797657,7.532048845022504,6.5204945386236375,6.759290347653933,1.4169478049098378,8.343959387796716,6.38924327039618,0.4922121224184581,6.323971667067977,5.301755902440083,6.469754135527686,0.6846392308911907,4.124394312155989,5.336672577343601,4.600341125178959,4.255055015050097,7.566559463878539,5.258549074762835,6.5212863494724695,6.184189031945593,6.4249993254027755,2.454281195550061,8.301025127310545,8.16777739489033,6.463517834128696,6.283988425056246,5.5440896665488015,5.730120927059846,4.688046044029979,4.271395793947491,6.52800394312846,4.619894219974931,3.3854862589133368,4.5183399968746825,5.546965435651756,4.294760417064624,6.696369466032446,10.612257387451036,6.05164834528147,6.291404643347589,2.272291989181235,4.024124611369122,7.037998223176881,6.2593120381871685,5.92298512045583,5.658208625927103,5.5965446080246055,6.794869399171673,5.653326627283045,6.5163303868259375,5.153772915601481,4.754641688734764,6.865808728168857,6.697787717213286,4.904329945287754
TCGA-56-8623-11A,7.058639030904609,4.852423390560642,4.829636487881475,1.1864371689478574,3.3685728108582826,3.507731223638283,3.9507390107391127,4.0577708354650515,6.363104478872244,3.5099111534838037,5.91676802030139,10.075103518536542,4.672182043470229,6.376962322101937,6.3564819022568715,5.512975856670413,7.0194150368770565,5.318891635366087,6.098935327408445,6.846663801655179,2.742588347007164,8.552066151691875,6.8270263405983265,3.774122871757532,6.377587100575361,6.815256473982843,6.113833828959277,4.671729285889454,9.050719347751265,8.36256676068136,6.977282213490228,7.665813419961233,6.088173405704636,4.992233664537825,0.4340276746635975,9.463764257572855,6.784223897017998,2.2616511601751483,7.209068270628411,4.181372931321957,6.156129605930543,1.3924273382137218,3.5546256859744156,4.049735307055895,5.330146040086646,4.015640290376882,6.601490020432253,5.002067882993731,8.895734916653376,6.556306784224977,6.66595266183906,1.0659169180782149,8.824424192189596,7.329050024146145,5.05187669568966,6.155008431001449,5.001419454407722,4.911797024168182,3.1133837915098104,3.0655550791084676,4.777030385200806,3.9414162316680494,5.801994121630903,5.731128922212233,4.703532645888424,4.981053471115525,7.352709097484433,8.793723921670818,6.757916651109664,7.027860669806758,4.165590411178421,3.7812862653620636,6.490908623488915,4.6250717251507885,7.683085846174781,4.881855465267362,4.837912975244015,7.43731097916293,5.402728997437656,7.413275885408302,5.079271430522539,4.005085542976622,6.310125591035054,5.344640337982949,4.4845635281421945
